대중교통,역(정류장),호선명,노선(수),x_좌표,y_좌표,지하철_여부,버스_여부,따릉이_여부,동_이름,GID,NODE_ID,주소,도로명,버스정류장ARS번호,총승차인원,총하차인원
버스,마장축산물시장,,7,127.0380207,37.57095053,N,Y,N,마장동,11200105,103000020.0,서울 성동구 마장동 474-28,서울특별시 성동구 고산자로 340-1 (마장동),4119.0,36383.0,31281.0
버스,마장축산물시장,,9,127.0375114,37.57025901,N,Y,N,마장동,11200105,103000021.0,서울 성동구 마장동 474-28,서울특별시 성동구 고산자로 340-1 (마장동),4120.0,44207.0,45832.0
버스,만물상회앞,,1,127.031224,37.552829,N,Y,N,응봉동,11200108,103900039.0,서울 성동구 응봉동 264-5,-,4553.0,1223.0,5085.0
버스,무쇠막,,1,127.0246948,37.54527775,N,Y,N,금호동4가,11200112,103900024.0,서울 성동구 금호동4가 189,-,4511.0,2063.0,6806.0
버스,무학여고,,9,127.0338673,37.55789531,N,Y,N,행당동,11200107,103000033.0,서울 성동구 행당동 320-18,-,4132.0,63869.0,54157.0
버스,무학여고,,1,127.0330163,37.55839115,N,Y,N,행당동,11200107,103000178.0,서울 성동구 행당동 317-152,-,4281.0,5692.0,6265.0
버스,무학여고,,1,127.033877,37.558122,N,Y,N,행당동,11200107,103000278.0,서울 성동구 행당동 319-47,서울특별시 성동구 고산자로 200-1 (행당동),,,
버스,무학여고,,1,127.034245,37.5581,N,Y,N,행당동,11200107,103000279.0,서울 성동구 행당동 319-36,서울특별시 성동구 고산자로 202 (행당동),,,
버스,무학여고,,2,127.0339124,37.55749161,N,Y,N,행당동,11200107,103900065.0,서울 성동구 행당동 322-1,서울특별시 성동구 고산자로 197 (행당동),4516.0,7804.0,5360.0
버스,무학여고,,2,127.0342554,37.55771859,N,Y,N,행당동,11200107,103900088.0,서울 성동구 행당동 320-9,서울특별시 성동구 고산자로 196 (행당동),4584.0,4648.0,6330.0
버스,무학여고앞,,8,127.034232,37.557855,N,Y,N,행당동,11200107,103000032.0,서울 성동구 행당동 320-22,서울특별시 성동구 고산자로 198 (행당동),4131.0,34908.0,35692.0
버스,무학중학교.무학여고,,3,127.0332891,37.55842262,N,Y,N,행당동,11200107,103900018.0,서울 성동구 행당동 317-152,-,4679.0,12670.0,4291.0
버스,무학중학교.무학여고,,3,127.0331283,37.55821,N,Y,N,행당동,11200107,103900019.0,서울 성동구 행당동 322-1,서울특별시 성동구 고산자로 197 (행당동),4552.0,2560.0,6634.0
버스,미타사입구,,5,127.0168373,37.54485562,N,Y,N,옥수동,11200113,103000064.0,서울 성동구 옥수동 332-1,-,4163.0,2876.0,4349.0
버스,민자역사후문,,1,127.038505,37.56358,N,Y,N,마장동,11200105,103900172.0,서울 성동구 마장동 816-79,-,4824.0,59.0,363.0
버스,민자역사후문,,1,127.038365,37.563549,N,Y,N,마장동,11200105,103900187.0,서울 성동구 마장동 816-60,-,4809.0,837.0,639.0
버스,법학학술정보관,,1,127.048574,37.55704,N,Y,N,사근동,11200106,103900300.0,서울 성동구 사근동 110,서울특별시 성동구 사근동길 24-18 (사근동),4525.0,1497.0,3444.0
버스,벽산노인정,,1,127.0268505,37.55105871,N,Y,N,금호동1가,11200109,103900180.0,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",4816.0,184.0,1011.0
버스,벽산아파트,,1,127.0256886,37.55560229,N,Y,N,행당동,11200107,103000174.0,서울 성동구 행당동 346,서울특별시 성동구 행당로 76 (행당동),4277.0,6050.0,6497.0
버스,벽산아파트107동,,1,127.0274313,37.55168754,N,Y,N,금호동1가,11200109,103900179.0,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",4817.0,1022.0,2426.0
버스,벽산아파트109동,,1,127.0273705,37.55261388,N,Y,N,금호동1가,11200109,103900178.0,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",4818.0,1003.0,1013.0
버스,벽산아파트111동앞,,1,127.0267898,37.55306308,N,Y,N,금호동1가,11200109,103900157.0,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",4772.0,1295.0,2521.0
버스,벽산아파트202동앞,,1,127.027356,37.551491,N,Y,N,금호동1가,11200109,103900159.0,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",4774.0,3269.0,870.0
버스,벽산아파트206동앞,,1,127.0272674,37.55215254,N,Y,N,금호동1가,11200109,103900158.0,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",4773.0,2022.0,2129.0
버스,벽산아파트501동,,1,127.0255027,37.55495534,N,Y,N,금호동1가,11200109,103900176.0,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",4820.0,208.0,404.0
버스,벽산아파트501동앞,,1,127.0254789,37.55483821,N,Y,N,금호동1가,11200109,103900155.0,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",4770.0,430.0,2774.0
버스,벽산아파트505동,,1,127.0263706,37.55432168,N,Y,N,금호동1가,11200109,103900177.0,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",4819.0,188.0,534.0
버스,벽산아파트505동앞,,1,127.0262518,37.55440101,N,Y,N,금호동1가,11200109,103900156.0,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",4771.0,571.0,2056.0
버스,벽산아파트정문,,1,127.02528,37.552658,N,Y,N,금호동1가,11200109,103900035.0,서울 성동구 금호동1가 639-2,-,4539.0,1821.0,919.0
버스,벽산하이피아상가,,1,127.0259454,37.5519501,N,Y,N,금호동1가,11200109,103900181.0,서울 성동구 금호동1가 639-3,-,4815.0,745.0,609.0
버스,벽산하이피아상가앞,,1,127.0256433,37.55219616,N,Y,N,금호동1가,11200109,103900160.0,서울 성동구 금호동1가 639-3,-,4775.0,533.0,393.0
버스,사근고개,,1,127.0446,37.561162,N,Y,N,사근동,11200106,103000129.0,서울 성동구 사근동 301-77,서울특별시 성동구 사근동길 32-2 (사근동),4230.0,422.0,3658.0
버스,사근고개,,1,127.0445102,37.56125556,N,Y,N,사근동,11200106,103000130.0,서울 성동구 사근동 223-13,-,4231.0,2378.0,1381.0
버스,사근동벽산아파트,,1,127.0499269,37.5601892,N,Y,N,사근동,11200106,103000133.0,서울 성동구 사근동 120-22,-,4234.0,435.0,2828.0
버스,사근동주민센터,,1,127.04565,37.560815,N,Y,N,사근동,11200106,103000127.0,서울 성동구 사근동 301-3,서울특별시 성동구 사근동길 42 (사근동),4228.0,144.0,4611.0
버스,사근동주민센터,,1,127.045712,37.560933,N,Y,N,사근동,11200106,103000128.0,서울 성동구 사근동 176-54,-,4229.0,3389.0,209.0
버스,사근동하이츠아파트앞,,1,127.048603,37.561201,N,Y,N,사근동,11200106,103000125.0,서울 성동구 사근동 198-3,-,4226.0,760.0,6579.0
버스,사근동하이츠아파트앞,,1,127.0486882,37.56130618,N,Y,N,사근동,11200106,103000126.0,서울 성동구 사근동 198-3,-,4227.0,13264.0,294.0
버스,살곶이체육공원앞,,1,127.0509355,37.55631791,N,Y,N,사근동,11200106,103000516.0,서울 성동구 사근동 102-28,서울특별시 성동구 살곶이길 235 (사근동),4307.0,1346.0,63.0
버스,삼성래미안아파트,,1,127.0275591,37.54837509,N,Y,N,금호동4가,11200112,103900148.0,서울 성동구 금호동4가 89-11,-,4749.0,4481.0,4204.0
버스,삼성래미안아파트,,1,127.0402756,37.56549402,N,Y,N,마장동,11200105,103900170.0,서울 성동구 마장동 775-2,"서울특별시 성동구 마장로 274 (마장동, 트레저힐스)",4826.0,47.0,1035.0
버스,삼성래미안아파트앞,,5,127.0275127,37.54834987,N,Y,N,금호동4가,11200112,103000061.0,서울 성동구 금호동4가 산 3-4,-,4160.0,10879.0,19476.0
버스,삼성아파트정문,,1,127.0152935,37.54382678,N,Y,N,옥수동,11200113,103900193.0,서울 성동구 옥수동 250-2,서울특별시 성동구 독서당로 220 (옥수동),4805.0,1896.0,1542.0
버스,상봉노인정앞,,1,127.0302832,37.55287394,N,Y,N,응봉동,11200108,103900042.0,서울 성동구 응봉동 265-36,서울특별시 성동구 독서당로59나길 23-9 (응봉동),4559.0,1121.0,5014.0
버스,상봉노인정앞,,1,127.03022,37.552674,N,Y,N,응봉동,11200108,103900109.0,서울 성동구 응봉동 264-5,-,4699.0,1830.0,1106.0
버스,상왕십리역,,7,127.029075,37.564338,N,Y,N,하왕십리동,11200102,103000004.0,서울 성동구 하왕십리동 903-1,-,4101.0,22961.0,15323.0
버스,상왕십리역,,13,127.0286813,37.56469363,N,Y,N,하왕십리동,11200102,103000005.0,서울 성동구 하왕십리동 860-1,-,4102.0,43486.0,85250.0
버스,상왕십리역,,3,127.0302446,37.56487166,N,Y,N,도선동,11200104,103000015.0,서울 성동구 도선동 405,서울특별시 성동구 무학로 8-2 (도선동),4113.0,47440.0,15176.0
버스,상왕십리역,,1,127.0302514,37.5647437,N,Y,N,도선동,11200104,103900114.0,서울 성동구 도선동 402,서울특별시 성동구 무학로 8 (도선동),4598.0,9030.0,4893.0
버스,상왕십리역.센트라스아파트,,6,127.029978,37.565859,N,Y,N,홍익동,11200103,103000016.0,서울 성동구 홍익동 590,서울특별시 성동구 마장로 206-1 (홍익동),4114.0,13968.0,30205.0
버스,상원,,3,127.04605,37.55144,N,Y,N,성수동1가,11200114,103000088.0,서울 성동구 성수동1가 656-566,-,4187.0,9327.0,8948.0
버스,상원,,3,127.046662,37.551748,N,Y,N,성수동1가,11200114,103000089.0,서울 성동구 성수동1가 656-40,-,4188.0,6081.0,14342.0
버스,서울경찰청제6기동단,,1,127.054772,37.540228,N,Y,N,성수동2가,11200115,103900236.0,서울 성동구 성수동2가 816-4,서울특별시 성동구 성수이로2길 12 (성수동2가),4865.0,903.0,387.0
버스,서울경찰청제6기동단,,1,127.054739,37.540076,N,Y,N,성수동2가,11200115,103900255.0,서울 성동구 성수동2가 333-103,-,4856.0,343.0,841.0
버스,서울교통공사.서울새활용플라자,,1,127.0569134,37.5620495,N,Y,N,용답동,11200122,103000120.0,서울 성동구 용답동 223-5,서울특별시 성동구 자동차시장길 22 (용답동),4221.0,2058.0,3846.0
버스,서울숲1번출입구,,1,127.042695,37.542222,N,Y,N,성수동1가,11200114,103000163.0,서울 성동구 성수동1가 719,-,4265.0,508.0,3043.0
버스,서울숲1번출입구,,1,127.0429744,37.54197811,N,Y,N,성수동1가,11200114,103000164.0,서울 성동구 성수동1가 719,-,4266.0,1373.0,558.0
버스,서울숲2번출입구,,1,127.04255,37.543527,N,Y,N,성수동1가,11200114,103900265.0,서울 성동구 성수동1가 685-703,-,4868.0,2086.0,1262.0
버스,서울숲9번출입구,,1,127.037555,37.543638,N,Y,N,성수동1가,11200114,103900242.0,서울 성동구 성수동1가 719,-,4871.0,269.0,807.0
버스,서울숲리버뷰자이아파트제1주차장,,1,127.03924,37.554509,N,Y,N,행당동,11200107,103000514.0,서울 성동구 행당동 95-5,-,4896.0,832.0,58.0
버스,서울숲리버뷰자이아파트제1주차장,,1,127.038889,37.55419708,N,Y,N,행당동,11200107,103900277.0,서울 성동구 행당동 380,"서울특별시 성동구 고산자로2길 65 (행당동, 서울숲리버뷰자이)",4892.0,85.0,1185.0
버스,서울숲리버뷰자이아파트제2주차장,,1,127.039405,37.556168,N,Y,N,행당동,11200107,103900275.0,서울 성동구 행당동 128-1180,-,4890.0,932.0,134.0
버스,서울숲리버뷰자이아파트제2주차장,,1,127.039281,37.555721,N,Y,N,행당동,11200107,103900276.0,서울 성동구 행당동 379-1,-,4891.0,120.0,1720.0
버스,서울숲삼부아파트,,9,127.0379493,37.55872308,N,Y,N,행당동,11200107,103000038.0,서울 성동구 행당동 130-1,서울특별시 성동구 왕십리로 267 (행당동),4137.0,10482.0,18165.0
버스,서울숲역,,1,127.045146,37.543869,N,Y,N,성수동1가,11200114,103900263.0,서울 성동구 성수동1가 656-320,"서울특별시 성동구 왕십리로 80 (성수동1가, 동아아파트)",4866.0,562.0,1505.0
버스,서울숲역2번출구,,4,127.0447086,37.54293173,N,Y,N,성수동1가,11200114,103000078.0,서울 성동구 성수동1가 656-1982,-,4177.0,30952.0,16639.0
버스,서울숲역3번출구,,4,127.044501,37.543064,N,Y,N,성수동1가,11200114,103000079.0,서울 성동구 성수동1가 656-436,서울특별시 성동구 왕십리로 지하77 (성수동1가),4178.0,21230.0,21303.0
버스,서울숲지구대앞,,4,127.052342,37.537868,N,Y,N,성수동2가,11200115,103000100.0,서울 성동구 성수동2가 816-4,서울특별시 성동구 성수이로2길 12 (성수동2가),4199.0,2348.0,13289.0
버스,서울숲지구대앞,,4,127.0522589,37.53805092,N,Y,N,성수동2가,11200115,103000101.0,서울 성동구 성수동2가 344-7,서울특별시 성동구 성덕정길 77-2 (성수동2가),4200.0,16699.0,2647.0
버스,서울숲코오롱디지털타워2차,,1,127.05399,37.541411,N,Y,N,성수동2가,11200115,103900254.0,서울 성동구 성수동2가 333-139,서울특별시 성동구 성수이로7길 17 (성수동2가),4855.0,89.0,1797.0
버스,서울숲코오롱디지털타워2차,,1,127.053848,37.541461,N,Y,N,성수동2가,11200115,103900258.0,서울 성동구 성수동2가 333-140,서울특별시 성동구 성수이로7길 27 (성수동2가),4859.0,1424.0,75.0
버스,서울숲푸르지오아파트,,1,127.023747,37.545015,N,Y,N,금호동4가,11200112,103900219.0,서울 성동구 금호동4가 342,-,4848.0,3579.0,4676.0
버스,서울숲푸르지오아파트정문,,1,127.0243938,37.54525619,N,Y,N,금호동4가,11200112,103900110.0,서울 성동구 금호동4가 235-9,-,4700.0,4234.0,986.0
버스,서울숲푸르지오아파트후문,,2,127.022805,37.543544,N,Y,N,금호동4가,11200112,103900062.0,서울 성동구 금호동4가 272,-,4706.0,8053.0,2450.0
버스,서울효사랑병원,,10,127.063275,37.541263,N,Y,N,성수동2가,11200115,103000110.0,서울 성동구 성수동2가 275-40,서울특별시 성동구 동일로 95 (성수동2가),4209.0,13694.0,15801.0
버스,선영약국,,2,127.030619,37.566775,N,Y,N,홍익동,11200103,103900198.0,서울 성동구 홍익동 590,서울특별시 성동구 마장로 206-1 (홍익동),4829.0,184.0,938.0
버스,성동교남단,,6,127.044457,37.549515,N,Y,N,성수동1가,11200114,103000086.0,서울 성동구 성수동1가 656-853,서울특별시 성동구 아차산로 2-1 (성수동1가),4185.0,18571.0,10980.0
버스,성동교남단,,6,127.0439628,37.55050752,N,Y,N,성수동1가,11200114,103000087.0,서울 성동구 성수동1가 671-48,"서울특별시 성동구 왕십리로 137 (성수동1가, 서울숲아이파크리버포레)",4186.0,4773.0,15391.0
버스,성동구도시관리공단.서울시시설관리공단,,3,127.0368612,37.57182891,N,Y,N,마장동,11200105,103900095.0,서울 성동구 마장동 527-10,서울특별시 성동구 청계천로 546 (마장동),4600.0,4973.0,5052.0
버스,성동구민종합체육센터,,4,127.0448961,37.54607197,N,Y,N,성수동1가,11200114,103000080.0,서울 성동구 성수동1가 661-2,서울특별시 성동구 왕십리로 94-2 (성수동1가),4179.0,28350.0,10377.0
버스,성동구민종합체육센터,,4,127.044533,37.546493,N,Y,N,성수동1가,11200114,103000081.0,서울 성동구 성수동1가 656-551,-,4180.0,12146.0,29730.0
버스,성동구민종합체육센터,,1,127.044515,37.54527,N,Y,N,성수동1가,11200114,103900264.0,서울 성동구 성수동1가 685-703,-,4867.0,2000.0,1212.0
버스,성동구민체육센터,,1,127.044474,37.545138,N,Y,N,성수동1가,11200114,103900249.0,서울 성동구 성수동1가 685-703,-,4850.0,1945.0,1854.0
버스,성동구청,,7,127.035915,37.563127,N,Y,N,도선동,11200104,103000014.0,서울 성동구 도선동 15-1,-,4112.0,25957.0,43472.0
버스,성동구청,,9,127.036403,37.564136,N,Y,N,도선동,11200104,103900085.0,서울 성동구 행당동 192-40,-,4574.0,68823.0,37940.0
버스,성동구청,,3,127.036042,37.563354,N,Y,N,행당동,11200107,103900115.0,서울 성동구 도선동 417,서울특별시 성동구 왕십리로 324-2 (도선동),4671.0,3054.0,3667.0
버스,성동노인복지관,,2,127.0415861,37.56493759,N,Y,N,마장동,11200105,103000019.0,서울 성동구 마장동 798-1,서울특별시 성동구 마조로 77 (마장동),4118.0,6955.0,8042.0
버스,성동노인종합복지관,,1,127.0414403,37.56520977,N,Y,N,마장동,11200105,103900189.0,서울 성동구 마장동 813,-,4807.0,1380.0,130.0
버스,성동보건소,,2,127.0331863,37.56649464,N,Y,N,홍익동,11200103,103900112.0,서울 성동구 홍익동 590,서울특별시 성동구 마장로 206-1 (홍익동),4588.0,577.0,1405.0
버스,성동사회복지관.청계천박물관,,3,127.0334778,37.57030347,N,Y,N,마장동,11200105,103900092.0,서울 성동구 마장동 527-2,서울특별시 성동구 청계천로 506 (마장동),4595.0,11021.0,10108.0
버스,성동세무서,,3,127.0643373,37.54823913,N,Y,N,송정동,11200118,103000114.0,서울 성동구 송정동 80-1,-,4213.0,34197.0,13011.0
버스,성동세무서앞,,3,127.062185,37.547995,N,Y,N,성수동2가,11200115,103000113.0,서울 성동구 성수동2가 280-49,서울특별시 성동구 광나루로 334-1 (성수동2가),4212.0,9993.0,16975.0
버스,성동제일새마을금고,,1,127.0471,37.56081,N,Y,N,사근동,11200106,103000156.0,서울 성동구 사근동 176-10,서울특별시 성동구 사근동길 56 (사근동),4258.0,458.0,8454.0
버스,성동제일새마을금고,,1,127.0473013,37.56088413,N,Y,N,사근동,11200106,103000157.0,서울 성동구 사근동 189-1,-,4259.0,9951.0,132.0
버스,성동중앙교회.벽산아파트정문,,1,127.024877,37.553011,N,Y,N,금호동1가,11200109,103900017.0,서울 성동구 금호동1가 598-1,-,4677.0,892.0,1583.0
버스,성수119안전센터,,5,127.0601321,37.53734169,N,Y,N,성수동2가,11200115,103000092.0,서울 성동구 성수동2가 234-1,서울특별시 성동구 뚝섬로 448 (성수동2가),4191.0,6481.0,5386.0
버스,성수119안전센터,,5,127.059997,37.537532,N,Y,N,성수동2가,11200115,103000093.0,서울 성동구 성수동2가 231-24,-,4192.0,5314.0,9327.0
버스,성수1가1동새마을금고,,4,127.04955,37.53822,N,Y,N,성수동1가,11200114,103000072.0,서울 성동구 성수동1가 237-1,-,4171.0,2933.0,12873.0
버스,성수1가새마을금고,,4,127.04951,37.53833,N,Y,N,성수동1가,11200114,103000073.0,서울 성동구 성수동1가 250-1,서울특별시 성동구 성덕정길 53 (성수동1가),4172.0,12720.0,2276.0
버스,성수2가3동주민센터,,3,127.055392,37.549622,N,Y,N,성수동2가,11200115,103000111.0,서울 성동구 성수동2가 289-30,서울특별시 성동구 성수이로 107-1 (성수동2가),4210.0,11421.0,9887.0
버스,성수2가3동주민센터,,3,127.054782,37.55023742,N,Y,N,송정동,11200118,103000167.0,서울 성동구 송정동 81-27,서울특별시 성동구 광나루로 221-1 (송정동),4269.0,4658.0,4970.0
버스,성수공고앞,,4,127.050314,37.539973,N,Y,N,성수동2가,11200115,103000082.0,서울 성동구 성수동1가 33-92,-,4181.0,9950.0,2924.0
버스,성수공고앞,,4,127.050759,37.540039,N,Y,N,성수동1가,11200114,103000083.0,서울 성동구 성수동2가 333-128,서울특별시 성동구 뚝섬로 365 (성수동2가),4182.0,2243.0,8107.0
버스,성수대교북단교차로,,1,127.035516,37.544291,N,Y,N,성수동2가,11200115,103900243.0,서울 성동구 성수동1가 683-3,-,4873.0,446.0,930.0
버스,성수동진주타운,,1,127.057488,37.536623,N,Y,N,성수동1가,11200114,103000104.0,서울 성동구 성수동2가 816-4,서울특별시 성동구 성수이로2길 12 (성수동2가),4203.0,2037.0,2083.0
버스,성수동진주타운,,1,127.0574923,37.53675909,N,Y,N,성수동2가,11200115,103000105.0,서울 성동구 성수동2가 573-7,서울특별시 성동구 성덕정길 127 (성수동2가),4204.0,3181.0,2608.0
버스,성수동차고지,,5,127.055682,37.535793,N,Y,N,성수동2가,11200115,103000183.0,서울 성동구 성수동2가 648-17,서울특별시 성동구 둘레15길 12 (성수동2가),4286.0,3895.0,48.0
버스,성수사거리,,4,127.062352,37.542562,N,Y,N,성수동2가,11200115,103900213.0,서울 성동구 성수동2가 276-5,서울특별시 성동구 성수이로 101-1 (성수동2가),4256.0,4618.0,10005.0
버스,성수사거리,,4,127.062362,37.542795,N,Y,N,성수동2가,11200115,103900214.0,서울 성동구 성수동2가 289-30,서울특별시 성동구 성수이로 107-1 (성수동2가),4257.0,8857.0,6882.0
버스,성수사거리.성수초등학교,,4,127.064153,37.542825,N,Y,N,성수동2가,11200115,103000109.0,서울 성동구 성수동2가 19-6,서울특별시 성동구 동일로 117 (성수동2가),4208.0,8613.0,10330.0
버스,성수사거리.성수초등학교,,4,127.064153,37.542825,N,Y,N,성수동2가,11200115,103000109.0,서울 성동구 성수동2가 19-6,서울특별시 성동구 동일로 117 (성수동2가),4208.0,8613.0,10330.0
버스,성수역1번출구,,6,127.05383,37.54542,N,Y,N,성수동2가,11200115,103000138.0,서울 성동구 성수동2가 300-9,서울특별시 성동구 아차산로 85-1 (성수동2가),4240.0,22091.0,23945.0
버스,성수역2번출구,,1,127.057638,37.544268,N,Y,N,성수동2가,11200115,103900298.0,서울 성동구 성수동2가 277-54,서울특별시 성동구 아차산로 121 (성수동2가),4540.0,439.0,19250.0
버스,성수역3번출구,,1,127.0566907,37.54355983,N,Y,N,성수동2가,11200115,103900233.0,서울 성동구 성수동2가 315-108,서울특별시 성동구 성수이로 97 (성수동2가),4862.0,4855.0,228.0
버스,성수역3번출구,,1,127.057061,37.543842,N,Y,N,성수동2가,11200115,103900257.0,서울 성동구 성수동2가 276-5,서울특별시 성동구 성수이로 101-1 (성수동2가),4858.0,1127.0,4015.0
버스,성수역4번출구,,4,127.054582,37.544788,N,Y,N,성수동2가,11200115,103900215.0,서울 성동구 성수동2가 314-6,서울특별시 성동구 아차산로 96 (성수동2가),4253.0,17285.0,11726.0
버스,성수이비즈센터,,1,127.063058,37.546576,N,Y,N,성수동2가,11200115,103900296.0,서울 성동구 성수동2가 280-21,서울특별시 성동구 광나루로6길 35 (성수동2가),4526.0,2279.0,364.0
버스,성원중성수동이마트앞,,4,127.0534265,37.53909394,N,Y,N,성수동2가,11200115,103000098.0,서울 성동구 성수동2가 339-10,서울특별시 성동구 성덕정11길 20-1 (성수동2가),4197.0,7476.0,2103.0
버스,성원중성수동이마트앞,,4,127.052845,37.539511,N,Y,N,성수동2가,11200115,103000099.0,서울 성동구 성수동2가 333-16,서울특별시 성동구 뚝섬로 377 (성수동2가),4198.0,1663.0,4745.0
버스,송정동건영아파트,,4,127.07115,37.555205,N,Y,N,송정동,11200118,103000116.0,서울 성동구 송정동 90-7,서울특별시 성동구 동일로 265 (송정동),4215.0,12394.0,9418.0
버스,송정동서울숲아이파크,,4,127.069252,37.55182,N,Y,N,송정동,11200118,103000115.0,서울 성동구 송정동 15-4,서울특별시 성동구 동일로 223 (송정동),4214.0,12659.0,11656.0
버스,송정동자치회관입구,,1,127.0678257,37.5511351,N,Y,N,송정동,11200118,103900099.0,서울 성동구 송정동 73-478,-,4670.0,1555.0,2302.0
버스,송정동현대아이파크아파트,,1,127.0686201,37.55218712,N,Y,N,송정동,11200118,103900152.0,서울 성동구 송정동 1-2,-,4500.0,6064.0,5275.0
버스,송정어린이집,,1,127.0677474,37.54900258,N,Y,N,송정동,11200118,103900295.0,서울 성동구 송정동 70-65,-,4512.0,1815.0,186.0
버스,숭신초등학교,,1,127.028196,37.56717,N,Y,N,송정동,11200118,103000171.0,서울 성동구 하왕십리동 564-2,-,4273.0,1509.0,1802.0
버스,숭신초등학교.도선고등학교앞,,2,127.0271676,37.56732969,N,Y,N,하왕십리동,11200102,103900202.0,서울 성동구 하왕십리동 527-5,-,4831.0,157.0,1472.0
버스,신금호역,,2,127.0201176,37.55560517,N,Y,N,금호동2가,11200110,103000046.0,서울 성동구 금호동1가 110,서울특별시 성동구 금호로 164-1 (금호동1가),4145.0,5480.0,9273.0
버스,신금호역,,3,127.019922,37.555678,N,Y,N,금호동1가,11200109,103000047.0,서울 성동구 금호동2가 223-1,서울특별시 성동구 금호로 지하154 (금호동2가),4146.0,10829.0,9590.0
버스,신금호역,,2,127.0204908,37.55459318,N,Y,N,금호동2가,11200110,103900022.0,서울 성동구 금호동1가 505-1,-,4504.0,12999.0,8185.0
버스,신금호역,,1,127.0197856,37.55433559,N,Y,N,금호동2가,11200110,103900101.0,서울 성동구 금호동2가 448,서울특별시 성동구 무수막길 97 (금호동2가),4674.0,4447.0,17055.0
버스,신금호역,,1,127.019638,37.554381,N,Y,N,금호동1가,11200109,103900133.0,서울 성동구 금호동2가 223-1,서울특별시 성동구 금호로 지하154 (금호동2가),4536.0,16351.0,647.0
버스,신금호역4번출구,,2,127.02053,37.554143,N,Y,N,금호동2가,11200110,103000515.0,서울 성동구 금호동2가 223-1,서울특별시 성동구 금호로 지하154 (금호동2가),4115.0,7398.0,2899.0
버스,신답역,,3,127.047505,37.570207,N,Y,N,용답동,11200122,103000118.0,서울 성동구 용답동 128,-,4217.0,19349.0,13256.0
버스,신답초등학교.청계한신휴플러스,,5,127.044292,37.571753,N,Y,N,용답동,11200122,105000004.0,서울 성동구 용답동 129-1,-,6004.0,12981.0,19181.0
버스,신답초등학교.청계한신휴플러스,,5,127.0447281,37.57175591,N,Y,N,용답동,11200122,105000005.0,서울 성동구 용답동 127,서울특별시 성동구 용답길 86 (용답동),6005.0,17679.0,26421.0
버스,신동아아파트,,1,127.0300982,37.54976756,N,Y,N,응봉동,11200108,103900011.0,서울 성동구 응봉동 275-8,서울특별시 성동구 독서당로 373 (응봉동),4746.0,6076.0,3118.0
버스,신동아아파트후문,,1,127.0328358,37.55468771,N,Y,N,행당동,11200107,103900012.0,서울 성동구 행당동 344,"서울특별시 성동구 독서당로 441 (행당동, 신동아아파트)",4745.0,105.0,642.0
버스,신동아아파트후문,,1,127.0326937,37.55489468,N,Y,N,행당동,11200107,103900071.0,서울 성동구 행당동 376,"서울특별시 성동구 고산자로 177 (행당동, 서울숲행당푸르지오아파트)",4531.0,266.0,1491.0
버스,언더스탠드에비뉴,,1,127.042776,37.543572,N,Y,N,성수동1가,11200114,103900248.0,서울 성동구 성수동1가 685-703,-,4849.0,1534.0,1997.0
버스,영동대교,,1,127.059982,37.536356,N,Y,N,성수동2가,11200115,103000106.0,서울 성동구 성수동2가 204-1,-,4205.0,274.0,3322.0
버스,영동대교,,1,127.060066,37.536435,N,Y,N,성수동2가,11200115,103000107.0,서울 성동구 성수동2가 232-1,서울특별시 성동구 성덕정길 149 (성수동2가),4206.0,6025.0,1923.0
버스,영동대교북단,,13,127.060742,37.536945,N,Y,N,성수동2가,11200115,103000090.0,서울 성동구 성수동2가 231-24,-,4189.0,56632.0,23656.0
버스,옥수교회,,1,127.016005,37.54524,N,Y,N,옥수동,11200113,103900209.0,서울 성동구 옥수동 517-11,서울특별시 성동구 매봉길 10-1 (옥수동),4843.0,174.0,1033.0
버스,옥수동종점,,1,127.012585,37.549335,N,Y,N,옥수동,11200113,103000069.0,서울 성동구 옥수동 552,-,4168.0,7015.0,8084.0
버스,옥수동주민센터.옥수동성당,,1,127.0140192,37.54360617,N,Y,N,옥수동,11200113,103900169.0,서울 성동구 옥수동 산 5-148,-,4801.0,603.0,971.0
버스,옥수동주민센터.옥수동성당,,1,127.0136717,37.54323766,N,Y,N,옥수동,11200113,103900192.0,서울 성동구 옥수동 265-1,서울특별시 성동구 독서당로 204 (옥수동),4804.0,690.0,1329.0
