대중교통,역(정류장),호선(명),노선(수),x_좌표,y_좌표,지하철 여부(Y/N),버스 여부(Y/N),따릉이 여부(Y/N),동_이름,GID,NODE_ID,주소,도로명
버스,대방동주민센터,,1,126.926167,37.508177,N,Y,N,대방동,11590108,119900020,서울 동작구 대방동 501-4,-
버스,대방동주민센터,,3,126.926169,37.508388,N,Y,N,대방동,11590108,119900267,서울 동작구 대방동 501-4,-
버스,대방역,,5,126.926363,37.512588,N,Y,N,대방동,11590108,119000022,서울 동작구 대방동 117-4,서울특별시 동작구 노량진로 9 (대방동)
버스,대림초등학교,,10,126.926481,37.499608,N,Y,N,대방동,11590108,119000052,서울 동작구 대방동 404-1,서울특별시 동작구 상도로 56 (대방동)
버스,7호선신대방삼거리역4번출구,,3,126.926744,37.499823,N,Y,N,대방동,11590108,119900169,서울 동작구 대방동 406-10,서울특별시 동작구 상도로 지하76 (대방동)
버스,효주파크빌,,1,126.926749,37.502728,N,Y,N,대방동,11590108,119900311,서울 동작구 대방동 466-10,-
버스,보라매병원입구,,11,126.927191,37.494757,N,Y,N,신대방동,11590109,119000095,서울 동작구 신대방동 344-225,-
버스,대방역.여의교앞,,1,126.92733,37.514757,N,Y,N,대방동,11590108,119000291,서울 동작구 대방동 498-1,-
버스,대방역1번출구,,1,126.927428,37.51307,N,Y,N,대방동,11590108,119900186,서울 동작구 대방동 106-5,-
버스,대방역1번출구앞,,2,126.927473,37.513095,N,Y,N,대방동,11590108,119000295,서울 동작구 대방동 106-5,-
버스,대방역2번출구앞,,4,126.927588,37.512779,N,Y,N,대방동,11590108,119900151,서울 동작구 대방동 340-3,서울특별시 동작구 노량진로 10 (대방동)
버스,여의교(가상),,19,126.927668,37.514803,N,Y,N,대방동,11590108,119000311,서울 동작구 대방동 498-1,-
버스,신대방삼거리,,10,126.927841,37.497775,N,Y,N,신대방동,11590109,119000093,서울 동작구 신대방동 345-3,서울특별시 동작구 보라매로 93 (신대방동)
버스,강현중학교,,1,126.927871,37.502068,N,Y,N,대방동,11590108,119900264,서울 동작구 대방동 466-10,-
버스,신대방삼거리역.성대시장,,1,126.927931,37.498225,N,Y,N,신대방동,11590109,119900093,서울 동작구 신대방동 350-2,서울특별시 동작구 보라매로 101 (신대방동)
버스,신대방삼거리역,,1,126.928182,37.499967,N,Y,N,대방동,11590108,119900073,서울 동작구 대방동 393-65,서울특별시 동작구 상도로 69 (대방동)
버스,신대방삼거리,,11,126.928253,37.498328,N,Y,N,신대방동,11590109,119000094,서울 동작구 신대방동 345-6,서울특별시 동작구 보라매로 95-2 (신대방동)
버스,7호선신대방삼거리역2번출구.국민은행,,2,126.928419,37.498966,N,Y,N,대방동,11590108,119900004,서울 동작구 대방동 408-6,서울특별시 동작구 국사봉길 1-2 (대방동)
버스,7호선신대방삼거리역2번출구.국민은행,,1,126.928523,37.498836,N,Y,N,신대방동,11590109,119900225,서울 동작구 신대방동 355-26,서울특별시 동작구 국사봉길 12 (신대방동)
버스,대방동주공아파트,,3,126.92888,37.509053,N,Y,N,대방동,11590108,119900269,서울 동작구 대방동 503-2,-
버스,주공아파트.남도학숙,,1,126.928989,37.508702,N,Y,N,대방동,11590108,119900265,서울 동작구 대방동 20-112,서울특별시 동작구 여의대방로44길 46 (대방동)
버스,숭의여중고교.공군항공안전단,,2,126.929696,37.507383,N,Y,N,대방동,11590108,119900139,서울 동작구 대방동 15-10,서울특별시 동작구 여의대방로36길 92 (대방동)
버스,상도3동주민센터,,1,126.929893,37.499504,N,Y,N,대방동,11590108,119900282,서울 동작구 대방동 336-5,-
버스,숭의여중.고교,,1,126.929952,37.507914,N,Y,N,대방동,11590108,119900008,서울 동작구 대방동 15-46,서울특별시 동작구 여의대방로36길 79 (대방동)
버스,푸른초장교회,,1,126.930025,37.497713,N,Y,N,신대방동,11590109,119900224,서울 동작구 신대방동 348-85,서울특별시 동작구 국사봉길 42 (신대방동)
버스,푸른초장교회,,2,126.930061,37.497818,N,Y,N,상도동,11590102,119900011,서울 동작구 상도동 320-9,-
버스,숭의여중고교.공군항공안전단,,3,126.930147,37.507999,N,Y,N,대방동,11590108,119900228,서울 동작구 대방동 503-2,-
버스,백경세탁소,,1,126.930715,37.496591,N,Y,N,상도동,11590102,119900223,서울 동작구 상도동 299-58,서울특별시 동작구 국사봉길 74 (상도동)
버스,백경세탁소,,2,126.930835,37.496645,N,Y,N,상도동,11590102,119900015,서울 동작구 상도동 298-13,서울특별시 동작구 국사봉길 71 (상도동)
버스,성대시장,,10,126.930909,37.499996,N,Y,N,상도동,11590102,119000054,서울 동작구 상도동 329-2,-
버스,상도3동주민센터,,1,126.931274,37.499173,N,Y,N,상도동,11590102,119900248,서울 동작구 상도동 315-37,서울특별시 동작구 성대로2길 11 (상도동)
버스,현대아파트,,18,126.931437,37.513174,N,Y,N,대방동,11590108,119000007,서울 동작구 대방동 54-2,-
버스,성대시장,,10,126.931693,37.500285,N,Y,N,상도동,11590102,119000055,서울 동작구 상도동 325-14,-
버스,현대아파트,,4,126.931932,37.512343,N,Y,N,대방동,11590108,119900230,서울 동작구 대방동 23-2,서울특별시 동작구 대방동23길 23-2 (대방동)
버스,빙수골공영주차장,,1,126.932011,37.495299,N,Y,N,상도동,11590102,119900222,서울 동작구 상도동 299-16,서울특별시 동작구 국사봉12길 11 (상도동)
버스,현대2차아파트후문,,4,126.932045,37.510707,N,Y,N,대방동,11590108,119900313,서울 동작구 대방동 23-2,서울특별시 동작구 대방동23길 23-2 (대방동)
버스,현대아파트,,2,126.932047,37.512053,N,Y,N,대방동,11590108,119900203,서울 동작구 대방동 23-2,서울특별시 동작구 대방동23길 23-2 (대방동)
버스,남부교회,,4,126.932072,37.509195,N,Y,N,대방동,11590108,119900171,서울 동작구 대방동 17-5,서울특별시 동작구 대방동3길 17-5 (대방동)
버스,빙수골마을공원,,1,126.932112,37.496552,N,Y,N,상도동,11590102,119900019,서울 동작구 상도동 292-56,-
버스,빙수골공영주차장,,2,126.932158,37.49528,N,Y,N,상도동,11590102,119900025,서울 동작구 상도동 289-9,-
버스,남부교회,,2,126.932287,37.508971,N,Y,N,대방동,11590108,119900200,서울 동작구 대방동 17-21,서울특별시 동작구 등용로 86-1 (대방동)
버스,성대시장,,2,126.932299,37.500081,N,Y,N,상도동,11590102,119900127,서울 동작구 상도동 345-13,-
버스,현대아파트.유한양행,,18,126.932374,37.513237,N,Y,N,대방동,11590108,119000008,서울 동작구 대방동 48-3,-
버스,대방목욕탕,,1,126.932391,37.507105,N,Y,N,대방동,11590108,119900206,서울 동작구 대방동 11-29,서울특별시 동작구 등용로 66 (대방동)
버스,구동사무소,,1,126.93243,37.49611,N,Y,N,상도동,11590102,119900029,서울 동작구 상도동 292-60,서울특별시 동작구 국사봉1길 125 (상도동)
버스,현대한의원,,2,126.932562,37.500159,N,Y,N,상도동,11590102,119900007,서울 동작구 상도동 248-16,서울특별시 동작구 성대로1길 2 (상도동)
버스,선재유통,,1,126.932755,37.494555,N,Y,N,상도동,11590102,119900221,서울 동작구 상도동 299-156,서울특별시 동작구 국사봉16길 4 (상도동)
버스,선재유통,,2,126.932802,37.494658,N,Y,N,상도동,11590102,119900034,서울 동작구 상도동 289-33,"서울특별시 동작구 국사봉길 125 (상도동, 진명빌라)"
버스,쌍용아파트,,2,126.932986,37.501504,N,Y,N,상도동,11590102,119900130,서울 동작구 상도동 345-12,-
버스,사회복지관앞,,1,126.933078,37.506067,N,Y,N,대방동,11590108,119900005,서울 동작구 대방동 5-23,-
버스,사회복지관앞,,1,126.933095,37.505902,N,Y,N,대방동,11590108,119900157,서울 동작구 대방동 5-2,"서울특별시 동작구 등용로 49 (대방동, 정원쉐르빌)"
버스,핸드픽트호텔,,1,126.933433,37.501296,N,Y,N,상도동,11590102,119000312,서울 동작구 상도동 354-7,-
버스,청운종합복지관,,1,126.93344,37.495567,N,Y,N,상도동,11590102,119900041,서울 동작구 상도동 292-56,-
버스,핸드픽트호텔,,1,126.93353,37.501611,N,Y,N,상도동,11590102,119000313,서울 동작구 상도동 354-7,-
버스,영은교회,,1,126.933992,37.49438,N,Y,N,상도동,11590102,119900220,서울 동작구 상도동 287-4,서울특별시 동작구 국사봉길 156 (상도동)
버스,영은교회,,2,126.934095,37.494396,N,Y,N,상도동,11590102,119900046,서울 동작구 상도동 285-25,-
버스,성심슈퍼,,1,126.934416,37.495143,N,Y,N,상도동,11590102,119900052,서울 동작구 상도동 282-28,-
버스,KT동작지사,,1,126.934473,37.51218,N,Y,N,대방동,11590108,119900197,서울 동작구 대방동 45-14,서울특별시 동작구 등용로4길 139 (대방동)
버스,갑을명가아파트,,1,126.93448,37.493601,N,Y,N,상도동,11590102,119900219,서울 동작구 상도동 458,"서울특별시 동작구 국사봉길 178 (상도동, 상도1차 갑을명가아파트)"
버스,동광교회,,2,126.934486,37.501554,N,Y,N,상도동,11590102,119900249,서울 동작구 상도동 242-62,서울특별시 동작구 성대로1길 24 (상도동)
버스,강현중학교.동작청소년문화의집,,2,126.934512,37.503,N,Y,N,상도동,11590102,119900125,서울 동작구 상도동 361-19,서울특별시 동작구 상도로15길 55 (상도동)
버스,안일약국,,2,126.934556,37.497762,N,Y,N,상도동,11590102,119900113,서울 동작구 상도동 259-35,서울특별시 동작구 성대로 72 (상도동)
버스,KT동작전화국,,1,126.934561,37.512369,N,Y,N,대방동,11590108,119900145,서울 동작구 대방동 45-51,-
버스,갑을명가아파트,,2,126.934574,37.493694,N,Y,N,상도동,11590102,119900057,서울 동작구 상도동 459,"서울특별시 동작구 국사봉길 175 (상도동, 상도2차갑을명가아파트)"
버스,삼성래미안.동작청소년문화의집,,1,126.934817,37.505536,N,Y,N,상도동,11590102,119900152,서울 동작구 상도동 450,"서울특별시 동작구 등용로 37 (상도동, 상도래미안1차아파트)"
버스,재넘이고개,,1,126.935368,37.492825,N,Y,N,상도동,11590102,120000413,서울 동작구 상도동 산 80-32,-
버스,당곡중.고등학교,,2,126.935461,37.492971,N,Y,N,상도동,11590102,119900067,서울 동작구 상도동 산 80-30,-
버스,당곡중.고등학교,,1,126.9355,37.492898,N,Y,N,상도동,11590102,119900218,서울 동작구 상도동 산 80-32,-
버스,구중앙슈퍼앞,,1,126.935504,37.494612,N,Y,N,상도동,11590102,119900062,서울 동작구 상도동 282-7,"서울특별시 동작구 국사봉1길 193 (상도동, 미소가)"
버스,KT동작지사,,4,126.93566,37.51304,N,Y,N,노량진동,11590101,119000023,서울 동작구 노량진동 28-7,서울특별시 동작구 노량진로 90 (노량진동)
버스,상도초등학교입구,,10,126.935768,37.50296,N,Y,N,상도동,11590102,119000057,서울 동작구 상도동 187-2,-
버스,경성의원.새마을금고앞,,1,126.935955,37.512619,N,Y,N,노량진동,11590101,119900190,서울 동작구 노량진동 263-9,서울특별시 동작구 노량진로6길 9 (노량진동)
버스,경성의원.새마을금고앞,,1,126.93598,37.512794,N,Y,N,노량진동,11590101,119900150,서울 동작구 노량진동 264-1,-
버스,동작경희병원,,2,126.936022,37.502853,N,Y,N,상도동,11590102,119900232,서울 동작구 상도동 188-4,서울특별시 동작구 상도로 150 (상도동)
버스,사자암,,3,126.936319,37.493769,N,Y,N,상도동,11590102,119900078,서울 동작구 상도동 283-59,-
버스,사자암,,1,126.936405,37.493717,N,Y,N,상도동,11590102,119900217,서울 동작구 상도동 283-142,-
버스,주택가,,1,126.93648,37.505504,N,Y,N,상도동,11590102,119900147,서울 동작구 상도동 363-111,서울특별시 동작구 등용로 17 (상도동)
버스,명창빌딩,,2,126.936507,37.504497,N,Y,N,상도동,11590102,119900136,서울 동작구 상도동 26-71,-
버스,동작하이슈퍼,,3,126.936639,37.494942,N,Y,N,상도동,11590102,119900111,서울 동작구 상도동 279-20,-
버스,동작하이슈퍼,,1,126.93673,37.494918,N,Y,N,상도동,11590102,119900216,서울 동작구 상도동 279-451,서울특별시 동작구 양녕로23길 125 (상도동)
버스,사거리,,2,126.936794,37.496036,N,Y,N,상도동,11590102,119900118,서울 동작구 상도동 279-51,"서울특별시 동작구 성대로12길 48 (상도동, 유성빌라21차)"
버스,제일성민교회,,3,126.937331,37.495391,N,Y,N,상도동,11590102,119900115,서울 동작구 상도동 279-20,-
버스,제일성민교회,,1,126.937401,37.495337,N,Y,N,상도동,11590102,119900215,서울 동작구 상도동 279-435,"서울특별시 동작구 성대로12길 66 (상도동, 우주빌라)"
버스,국민은행,,1,126.937569,37.50442,N,Y,N,상도동,11590102,119900141,서울 동작구 상도동 366-5,서울특별시 동작구 상도로 163 (상도동)
버스,국민은행4번출구,,1,126.937722,37.504481,N,Y,N,상도동,11590102,119900026,서울 동작구 상도동 365-19,-
버스,노량진수산시장.CTS기독교TV,,15,126.938456,37.513423,N,Y,N,노량진동,11590101,119000009,서울 동작구 노량진동 40-12,서울특별시 동작구 노량진로 116-2 (노량진동)
버스,장승배기역,,11,126.938522,37.504676,N,Y,N,상도동,11590102,119000058,서울 동작구 상도동 26-20,서울특별시 동작구 상도로 249 (상도동)
버스,보문사,,1,126.938586,37.496187,N,Y,N,상도동,11590102,119900210,서울 동작구 상도동 279-458,-
버스,보문사,,1,126.938646,37.49612,N,Y,N,상도동,11590102,119900214,서울 동작구 상도동 279-456,"서울특별시 동작구 양녕로23길 81 (상도동, 미성해드림)"
버스,노량진수산시장.CTS기독교TV,,19,126.938866,37.51348,N,Y,N,노량진동,11590101,119000010,서울 동작구 노량진동 40-12,서울특별시 동작구 노량진로 116-2 (노량진동)
버스,7호선장승배기역2번출구,,2,126.938967,37.503932,N,Y,N,상도동,11590102,119900246,서울 동작구 상도동 364-31,-
버스,7호선장승배기역5번출구,,2,126.938975,37.505096,N,Y,N,상도동,11590102,119900138,서울 동작구 상도동 26-71,-
버스,7호선장승배기역.상도2치안센터,,4,126.939136,37.504172,N,Y,N,상도동,11590102,119000104,서울 동작구 상도동 364-36,서울특별시 동작구 장승배기로 73 (상도동)
버스,7호선장승배기역.상도2치안센터,,4,126.939326,37.50434,N,Y,N,상도동,11590102,119000105,서울 동작구 상도동 26-20,서울특별시 동작구 상도로 249 (상도동)
버스,장성교회,,2,126.939904,37.507439,N,Y,N,노량진동,11590101,119900229,서울 동작구 노량진동 230-44,서울특별시 동작구 장승배기로20길 39 (노량진동)
버스,장성교회,,18,126.939968,37.508211,N,Y,N,노량진동,11590101,119000099,서울 동작구 노량진동 309-1,-
버스,충남정육점,,1,126.939995,37.499145,N,Y,N,상도동,11590102,119900132,서울 동작구 상도동 202-68,-
버스,동작구청.노량진초등학교앞,,18,126.940053,37.51055,N,Y,N,노량진동,11590101,119000097,서울 동작구 노량진동 231-124,서울특별시 동작구 장승배기로 126-2 (노량진동)
버스,동작구청정문,,6,126.940062,37.512377,N,Y,N,노량진동,11590101,119000134,서울 동작구 노량진동 47-2,서울특별시 동작구 장승배기로 161 (노량진동)
버스,청화병원,,19,126.94008,37.507245,N,Y,N,노량진동,11590101,119000100,서울 동작구 노량진동 311-8,서울특별시 동작구 장승배기로 108 (노량진동)
버스,9호선노량진역.동작구청,,2,126.940089,37.513015,N,Y,N,노량진동,11590101,119900144,서울 동작구 노량진동 45-9,서울특별시 동작구 장승배기로 171 (노량진동)
버스,동아아파트,,1,126.940131,37.496606,N,Y,N,상도동,11590102,119900211,서울 동작구 상도동 215-15,-
버스,동아아파트,,1,126.940151,37.496354,N,Y,N,상도동,11590102,119900213,서울 동작구 상도동 409,"서울특별시 동작구 양녕로23길 43 (상도동, 동아아파트)"
버스,동작구청.노량진초등학교앞,,19,126.940337,37.510453,N,Y,N,노량진동,11590101,119000098,서울 동작구 노량진동 236-4,서울특별시 동작구 장승배기로 144 (노량진동)
버스,화성목욕탕,,1,126.940666,37.499775,N,Y,N,상도동,11590102,119900135,서울 동작구 상도동 202-68,-
버스,화성목욕탕,,1,126.940667,37.499627,N,Y,N,상도동,11590102,119900058,서울 동작구 상도동 202-240,서울특별시 동작구 성대로 192 (상도동)
버스,동작문화복지센터.동작보건소,,8,126.940791,37.504938,N,Y,N,상도동,11590102,119000059,서울 동작구 상도동 373-124,-
버스,상도2동아이파크.포스코더샵아파트,,4,126.940831,37.501479,N,Y,N,상도동,11590102,119000106,서울 동작구 상도동 204-45,서울특별시 동작구 장승배기로 41 (상도동)
버스,행복유치원,,2,126.940869,37.496166,N,Y,N,상도동,11590102,119900076,서울 동작구 상도동 210-113,"서울특별시 동작구 양녕로25길 71 (상도동, 유성주택)"
버스,상도2동아이파크.포스코더샵아파트,,3,126.941136,37.501514,N,Y,N,상도동,11590102,119000107,서울 동작구 상도동 201-38,-
버스,행복유치원,,1,126.941249,37.495752,N,Y,N,상도동,11590102,119900212,서울 동작구 상도동 210-486,서울특별시 동작구 양녕로23길 25 (상도동)
버스,상도감리교회.보건소,,2,126.941312,37.505495,N,Y,N,상도동,11590102,119900291,서울 동작구 상도동 25-34,-
버스,노량진역,,5,126.941454,37.513724,N,Y,N,노량진동,11590101,119900149,서울 동작구 노량진동 60-11,서울특별시 동작구 노량진로 지하130 (노량진동)
버스,상도감리교회,,2,126.941543,37.505491,N,Y,N,상도동,11590102,119900172,서울 동작구 상도동 25-41,-
버스,새소망교회,,2,126.941566,37.50621,N,Y,N,노량진동,11590101,119900096,서울 동작구 노량진동 329-3,-
버스,현대아이파크,,1,126.941603,37.500889,N,Y,N,상도동,11590102,119900047,서울 동작구 상도동 201-38,-
버스,상도2동주민센터,,4,126.941783,37.505053,N,Y,N,상도동,11590102,119900189,서울 동작구 상도동 170-1,서울특별시 동작구 상도로 208 (상도동)
버스,노량진역3번출구,,15,126.941878,37.513495,N,Y,N,노량진동,11590101,119000024,서울 동작구 노량진동 62-13,-
버스,새소망교회,,2,126.942003,37.506397,N,Y,N,노량진동,11590101,119900166,서울 동작구 노량진동 325,"서울특별시 동작구 만양로 19 (노량진동, 상도신동아리버파크아파트)"
버스,경향렉스빌.롯데캐슬비엔,,4,126.942735,37.495985,N,Y,N,상도동,11590102,119000127,서울 동작구 상도동 217-6,-
버스,경향렉스빌.롯데캐슬비엔,,5,126.942914,37.49593,N,Y,N,상도동,11590102,119000126,서울 동작구 상도동 210-6,-
버스,신동아아파트701동앞,,2,126.942972,37.507502,N,Y,N,노량진동,11590101,119900099,서울 동작구 노량진동 329-5,-
버스,현진빌라.고마트,,2,126.943002,37.497211,N,Y,N,상도동,11590102,119900106,서울 동작구 상도동 210-6,-
버스,롯데캐슬비엔,,1,126.943091,37.496843,N,Y,N,상도동,11590102,119900054,서울 동작구 상도동 210-6,-
버스,신동아아파트701동앞,,2,126.943225,37.507481,N,Y,N,노량진동,11590101,119900158,서울 동작구 노량진동 325,"서울특별시 동작구 만양로 19 (노량진동, 상도신동아리버파크아파트)"
버스,노량진역,,3,126.943248,37.513504,N,Y,N,노량진동,11590101,119900126,서울 동작구 노량진동 72-48,서울특별시 동작구 노량진로 156 (노량진동)
버스,상도4동약수맨션,,3,126.943357,37.497959,N,Y,N,상도동,11590102,119000131,서울 동작구 상도동 210-6,-
버스,노량진역2번출구,,12,126.943467,37.513905,N,Y,N,노량진동,11590101,119000025,서울 동작구 노량진동 67-8,서울특별시 동작구 노량진로 157-1 (노량진동)
버스,약수맨션.약수당약국,,3,126.943517,37.498251,N,Y,N,상도동,11590102,119900107,서울 동작구 상도동 210-6,-
버스,신상도초등학교,,3,126.943532,37.499316,N,Y,N,상도동,11590102,119000108,서울 동작구 상도동 208-4,-
버스,상도4동약수맨션,,5,126.943548,37.497943,N,Y,N,상도동,11590102,119000125,서울 동작구 상도동 210-6,-
