대중교통,역(정류장),호선(명),노선(수),x_좌표,y_좌표,지하철 여부(Y/N),버스 여부(Y/N),따릉이 여부(Y/N),동_이름,GID,NODE_ID,주소,도로명
버스,국사봉중학교,,2,126.943573,37.493384,N,Y,N,상도동,11590102,119900238,서울 동작구 상도동 산 65-244,-
버스,빌라삼거리.영도교회.약수터,,3,126.943605,37.495354,N,Y,N,상도동,11590102,119900241,서울 동작구 상도동 214-211,서울특별시 동작구 양녕로22가길 25 (상도동)
버스,방범초소,,3,126.943628,37.494339,N,Y,N,상도동,11590102,119900240,서울 동작구 상도동 214-1,-
버스,신상도초등학교,,3,126.943674,37.499374,N,Y,N,상도동,11590102,119000124,서울 동작구 상도동 208-4,-
버스,국사봉중학교,,2,126.943728,37.493181,N,Y,N,상도동,11590102,119900027,서울 동작구 상도동 산 65-196,-
버스,방범초소,,2,126.943742,37.494168,N,Y,N,상도동,11590102,119900017,서울 동작구 상도동 214-437,서울특별시 동작구 양녕로20길 20 (상도동)
버스,상도브라운스톤,,2,126.943805,37.505286,N,Y,N,상도동,11590102,119900181,서울 동작구 상도동 26-20,서울특별시 동작구 상도로 249 (상도동)
버스,노량진역,,14,126.943811,37.513733,N,Y,N,노량진동,11590101,119000011,서울 동작구 노량진동 113-1,-
버스,신동아관리사무소,,2,126.944002,37.508308,N,Y,N,노량진동,11590101,119900153,서울 동작구 노량진동 325,"서울특별시 동작구 만양로 19 (노량진동, 상도신동아리버파크아파트)"
버스,노량진신한은행,,3,126.944171,37.512155,N,Y,N,노량진동,11590101,119900227,서울 동작구 노량진동 119-64,서울특별시 동작구 노량진로16길 31 (노량진동)
버스,노량진한국법학교육원,,5,126.944331,37.512354,N,Y,N,노량진동,11590101,119900226,서울 동작구 노량진동 118-14,서울특별시 동작구 만양로 95-2 (노량진동)
버스,신동아관리사무소,,2,126.944545,37.508498,N,Y,N,노량진동,11590101,119900102,서울 동작구 노량진동 329,"서울특별시 동작구 만양로13길 44 (노량진동, 태영아트빌)"
버스,노량진역,,14,126.944712,37.513833,N,Y,N,노량진동,11590101,119000012,서울 동작구 노량진동 150-2,서울특별시 동작구 노량진로 165 (노량진동)
버스,동원베네스트,,2,126.944764,37.503206,N,Y,N,상도동,11590102,119900088,서울 동작구 상도동 528-2,서울특별시 동작구 상도로34길 36-3 (상도동)
버스,강남교회.오거리,,3,126.944788,37.510246,N,Y,N,노량진동,11590101,119900120,서울 동작구 노량진동 224-10,서울특별시 동작구 만양로 75-3 (노량진동)
버스,강남교회.오거리,,5,126.944929,37.510278,N,Y,N,노량진동,11590101,119900162,서울 동작구 노량진동 224,서울특별시 동작구 만양로 71 (노량진동)
버스,동원베네스트,,2,126.945175,37.503454,N,Y,N,상도동,11590102,119900194,서울 동작구 상도동 157-40,-
버스,밤골.상도역롯데캐슬파크엘,,2,126.945507,37.501965,N,Y,N,상도동,11590102,119900085,서울 동작구 상도동 159-14,서울특별시 동작구 상도로34길 70 (상도동)
버스,밤골.상도역롯데캐슬파크엘,,2,126.945594,37.502152,N,Y,N,상도동,11590102,119900309,서울 동작구 상도동 157-50,-
버스,밤골.상도역롯데캐슬파크엘,,1,126.945916,37.50196,N,Y,N,상도동,11590102,119900109,서울 동작구 상도동 159-336,-
버스,상도노빌리티아파트,,7,126.94594,37.504793,N,Y,N,상도동,11590102,119000061,서울 동작구 상도동 29-133,서울특별시 동작구 상도로 246-2 (상도동)
버스,부강탕,,2,126.945978,37.504547,N,Y,N,상도동,11590102,119900090,서울 동작구 상도동 29-8,-
버스,부강탕,,2,126.945991,37.504367,N,Y,N,상도동,11590102,119900247,서울 동작구 상도동 29-7,서울특별시 동작구 상도로34길 7 (상도동)
버스,밤골터널.상도역롯데캐슬파크엘,,1,126.946013,37.501866,N,Y,N,상도동,11590102,119900031,서울 동작구 상도동 159-336,-
버스,신동아상가,,2,126.946074,37.50813,N,Y,N,노량진동,11590101,119900103,서울 동작구 노량진동 329,"서울특별시 동작구 만양로13길 44 (노량진동, 태영아트빌)"
버스,사육신공원,,3,126.946297,37.513367,N,Y,N,노량진동,11590101,119000026,서울 동작구 노량진동 148-5,서울특별시 동작구 노량진로 184 (노량진동)
버스,신동아상가,,2,126.946325,37.507998,N,Y,N,노량진동,11590101,119900148,서울 동작구 노량진동 325,"서울특별시 동작구 만양로 19 (노량진동, 상도신동아리버파크아파트)"
버스,대림아파트,,1,126.946642,37.505384,N,Y,N,상도동,11590102,119900110,서울 동작구 상도동 17-1,"서울특별시 동작구 흑석로 17-1 (상도1동, 상도동다세대주택)"
버스,대림아파트,,3,126.946671,37.50518,N,Y,N,상도동,11590102,119900180,서울 동작구 상도동 903,"서울특별시 동작구 만양로 6 (상도동, e편한세상 상도 노빌리티)"
버스,상도노빌리티아파트,,8,126.946868,37.504327,N,Y,N,상도동,11590102,119000062,서울 동작구 상도동 34-21,-
버스,상도역7호선,,1,126.947077,37.502907,N,Y,N,상도1동,11590103,119900112,서울 동작구 상도1동 751-1,-
버스,상도역7호선,,1,126.94721,37.502747,N,Y,N,상도1동,11590103,119900023,서울 동작구 상도1동 736-2,서울특별시 동작구 양녕로 252 (상도1동)
버스,상도역.하나은행,,2,126.947333,37.50382,N,Y,N,상도1동,11590103,119900244,서울 동작구 상도1동 691-1,서울특별시 동작구 상도로 265-15 (상도1동)
버스,건영아파트,,2,126.947634,37.507448,N,Y,N,노량진동,11590101,119900104,서울 동작구 노량진동 329,"서울특별시 동작구 만양로13길 44 (노량진동, 태영아트빌)"
버스,건영아파트,,2,126.947662,37.507372,N,Y,N,노량진동,11590101,119900142,서울 동작구 노량진동 329,"서울특별시 동작구 만양로13길 44 (노량진동, 태영아트빌)"
버스,신동아리버파크,,1,126.947711,37.506677,N,Y,N,상도동,11590102,119900114,서울 동작구 상도동 17-74,-
버스,상도역1번출구,,3,126.947837,37.502586,N,Y,N,상도1동,11590103,119900284,서울 동작구 상도1동 744-1,서울특별시 동작구 상도로 278 (상도1동)
버스,사육신공원,,11,126.947977,37.513315,N,Y,N,노량진동,11590101,119000027,서울 동작구 노량진동 148-69,-
버스,건영아파트,,3,126.948004,37.506971,N,Y,N,노량진동,11590101,119900175,서울 동작구 노량진동 324-2,-
버스,상도역,,12,126.948622,37.501627,N,Y,N,상도1동,11590103,119000067,서울 동작구 상도1동 799-2,서울특별시 동작구 상도로 292 (상도1동)
버스,상도역,,3,126.948946,37.50358,N,Y,N,상도1동,11590103,119900108,서울 동작구 상도1동 665-2,서울특별시 동작구 양녕로 268-1 (상도1동)
버스,노들역,,23,126.949256,37.512825,N,Y,N,노량진동,11590101,119000013,서울 동작구 노량진동 186-1,서울특별시 동작구 노량진로 212 (노량진동)
버스,상도터널상도동,,9,126.949504,37.504599,N,Y,N,상도1동,11590103,119000065,서울 동작구 상도1동 621,서울특별시 동작구 양녕로 281 (상도1동)
버스,상도터널상도동,,4,126.949519,37.503859,N,Y,N,상도1동,11590103,119000066,서울 동작구 상도1동 628,서울특별시 동작구 양녕로 274 (상도1동)
버스,상도역,,12,126.94952,37.501249,N,Y,N,상도1동,11590103,119000068,서울 동작구 상도1동 390-2,서울특별시 동작구 상도로 295-2 (상도1동)
버스,중대후문입구,,4,126.950136,37.504346,N,Y,N,상도1동,11590103,119900013,서울 동작구 상도1동 635,서울특별시 동작구 양녕로 280-1 (상도1동)
버스,이화약국,,4,126.950538,37.504951,N,Y,N,상도1동,11590103,119900009,서울 동작구 상도1동 528-1,서울특별시 동작구 매봉로 29 (상도1동)
버스,상도은빛어르신복지관,,3,126.95054,37.506389,N,Y,N,상도1동,11590103,119900188,서울 동작구 상도1동 519-1,서울특별시 동작구 매봉로 25 (상도1동)
버스,상도은빛어르신복지관.터널경로당,,1,126.950954,37.506541,N,Y,N,상도1동,11590103,119900245,서울 동작구 상도1동 528-1,서울특별시 동작구 매봉로 29 (상도1동)
버스,노들역,,14,126.950962,37.512734,N,Y,N,본동,11590104,119000014,서울 동작구 본동 344-3,-
버스,노들역,,3,126.951007,37.512565,N,Y,N,본동,11590104,119000029,서울 동작구 본동 390-4,-
버스,노들역,,11,126.951048,37.512865,N,Y,N,본동,11590104,119000028,서울 동작구 본동 359-3,서울특별시 동작구 노량진로 225 (본동)
버스,삼성래미안아파트,,2,126.951085,37.510345,N,Y,N,본동,11590104,119900129,서울 동작구 본동 492,"서울특별시 동작구 매봉로 123 (본동, 본동삼성래미안아파트)"
버스,상도동중앙하이츠빌.상도전통시장,,12,126.951185,37.498813,N,Y,N,상도동,11590102,119000069,서울 동작구 상도동 518-1,-
버스,극동아파트,,2,126.95121,37.511111,N,Y,N,본동,11590104,119900131,서울 동작구 본동 148-9,-
버스,상도은빛어르신복지관.터널경로당,,1,126.951251,37.506572,N,Y,N,상도1동,11590103,119900002,서울 동작구 상도1동 535,서울특별시 동작구 매봉로 36 (상도1동)
버스,신동아정문,,1,126.951252,37.51015,N,Y,N,본동,11590104,119900193,서울 동작구 본동 481-2,-
버스,한신아파트,,2,126.951259,37.50874,N,Y,N,본동,11590104,119900124,서울 동작구 본동 487,"서울특별시 동작구 매봉로 99 (본동, 한신휴플러스아파트)"
버스,극동아파트앞,,1,126.951364,37.511073,N,Y,N,본동,11590104,119900185,서울 동작구 본동 481-1,-
버스,신동아상가,,1,126.951407,37.50876,N,Y,N,본동,11590104,119900231,서울 동작구 본동 457-283,-
버스,건영아파트후문,,1,126.951503,37.507806,N,Y,N,상도1동,11590103,119900121,서울 동작구 상도1동 508-1,서울특별시 동작구 매봉로 63 (상도1동)
버스,건영아파트,,1,126.951599,37.507883,N,Y,N,상도1동,11590103,119900205,서울 동작구 상도1동 507-4,서울특별시 동작구 상도로61길 72-1 (상도동)
버스,상도동중앙하이츠빌.상도전통시장,,12,126.951774,37.49869,N,Y,N,상도동,11590102,119000070,서울 동작구 상도동 518-1,-
버스,극락정사,,1,126.951806,37.508048,N,Y,N,본동,11590104,119900288,서울 동작구 본동 481-5,-
버스,본동시장,,2,126.951974,37.51224,N,Y,N,본동,11590104,119900134,서울 동작구 본동 163-5,-
버스,노들역5번출구,,1,126.952159,37.51229,N,Y,N,본동,11590104,119900254,서울 동작구 본동 163-8,서울특별시 동작구 매봉로 178 (본동)
버스,노들역5번출구앞,,1,126.952533,37.512541,N,Y,N,본동,11590104,119900208,서울 동작구 본동 149-6,서울특별시 동작구 노량진로 지하238 (본동)
버스,숭실대입구역,,7,126.9528,37.496923,N,Y,N,상도동,11590102,119000071,서울 동작구 상도동 517,-
버스,상도1동주민센터.상도3차래미안,,1,126.953262,37.49822,N,Y,N,상도동,11590102,119000140,서울 동작구 상도동 439,"서울특별시 동작구 상도로53길 70 (상도동, 상도에스에이치빌)"
버스,숭실대입구역,,8,126.953349,37.496167,N,Y,N,상도동,11590102,119000072,서울 동작구 상도동 489-3,서울특별시 동작구 상도로62길 44 (상도동)
버스,상도1동주민센터.상도3차래미안,,1,126.953358,37.498407,N,Y,N,상도동,11590102,119000139,서울 동작구 상도동 439,"서울특별시 동작구 상도로53길 70 (상도동, 상도에스에이치빌)"
버스,노들역4번출구앞,,2,126.953359,37.512457,N,Y,N,본동,11590104,119000294,서울 동작구 본동 150,"서울특별시 동작구 노량진로24길 2 (본동, 한강쌍용아파트)"
버스,중앙대후문,,2,126.953431,37.50455,N,Y,N,상도동,11590102,119000110,서울 동작구 상도동 425-1,-
버스,금양빌딩,,1,126.953502,37.499507,N,Y,N,상도동,11590102,119000316,서울 동작구 상도동 439,"서울특별시 동작구 상도로53길 70 (상도동, 상도에스에이치빌)"
버스,중앙대후문,,3,126.953542,37.50505,N,Y,N,상도동,11590102,119900010,서울 동작구 상도동 7-55,서울특별시 동작구 흑석로 25 (상도동)
버스,본동초등학교,,1,126.953555,37.510727,N,Y,N,본동,11590104,119900164,서울 동작구 본동 136-3,서울특별시 동작구 노량진로26길 16-34 (본동)
버스,숭실대입구역2번출구,,1,126.953556,37.496203,N,Y,N,상도동,11590102,119900253,서울 동작구 상도동 514,서울특별시 동작구 상도로 365-2 (상도동)
버스,상도3차삼성래미안후문,,2,126.953569,37.500941,N,Y,N,상도동,11590102,119000138,서울 동작구 상도동 432-1,"서울특별시 동작구 상도로53길 41 (상도동, 호애)"
버스,중앙대후문,,2,126.953636,37.504808,N,Y,N,상도동,11590102,119000109,서울 동작구 상도동 439,"서울특별시 동작구 상도로53길 70 (상도동, 상도에스에이치빌)"
버스,상도터널노량진동,,5,126.953698,37.512006,N,Y,N,본동,11590104,119000064,서울 동작구 본동 136-2,-
버스,경동아파트,,1,126.953718,37.509484,N,Y,N,본동,11590104,119900290,서울 동작구 본동 132-2,-
버스,숭실대입구역,,16,126.953734,37.496461,N,Y,N,상도동,11590102,119000073,서울 동작구 상도동 514,서울특별시 동작구 상도로 365-2 (상도동)
버스,상도3차삼성래미안후문,,1,126.953823,37.501055,N,Y,N,상도동,11590102,119000137,서울 동작구 상도동 439,"서울특별시 동작구 상도로53길 70 (상도동, 상도에스에이치빌)"
버스,래미안상도3차중문,,1,126.953869,37.499874,N,Y,N,상도동,11590102,119000317,서울 동작구 상도동 431,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)"
버스,상도SH빌아파트상도팰리스후문,,2,126.953972,37.502655,N,Y,N,상도동,11590102,119000135,서울 동작구 상도동 430,"서울특별시 동작구 상도로53길 70 (상도동, 상도에스에이치빌)"
버스,중앙대후문,,3,126.953982,37.505013,N,Y,N,흑석동,11590105,119900105,서울 동작구 흑석동 211-39,-
버스,상도SH빌아파트상도팰리스후문,,1,126.954293,37.503142,N,Y,N,상도동,11590102,119000136,서울 동작구 상도동 439,"서울특별시 동작구 상도로53길 70 (상도동, 상도에스에이치빌)"
버스,노들역.노량진교회,,1,126.954474,37.512428,N,Y,N,본동,11590104,119900156,서울 동작구 본동 47-52,서울특별시 동작구 노량진로 지하238 (본동)
버스,동양중학교,,1,126.954804,37.509114,N,Y,N,본동,11590104,119900289,서울 동작구 본동 126-450,서울특별시 동작구 매봉로6길 16 (본동)
버스,한강대교남단(가상),,1,126.955451,37.514216,N,Y,N,본동,11590104,119000300,서울 동작구 본동 475-1,서울특별시 동작구 노량진로 지하238 (본동)
버스,한강대교남단(가상),,2,126.955581,37.514617,N,Y,N,본동,11590104,119000299,서울 동작구 본동 475,서울특별시 동작구 노량진로 지하238 (본동)
버스,봉현초등학교,,10,126.956215,37.491679,N,Y,N,상도동,11590102,119000074,서울 동작구 상도동 124,-
버스,봉천고개.관악현대아파트,,8,126.956595,37.491733,N,Y,N,상도동,11590102,119000075,서울 동작구 상도동 407-1,-
버스,봉천고개관악현대아파트,,1,126.956632,37.492118,N,Y,N,상도동,11590102,119900179,서울 동작구 상도동 407-1,-
버스,한강대교(가상),,17,126.956781,37.513737,N,Y,N,본동,11590104,119000307,서울 동작구 본동 475-1,서울특별시 동작구 노량진로 지하238 (본동)
버스,숭실대정문앞,,6,126.957055,37.49515,N,Y,N,상도동,11590102,119000076,서울 동작구 상도동 505-4,서울특별시 동작구 사당로 24 (상도동)
버스,한강대교(가상),,17,126.957194,37.51412,N,Y,N,본동,11590104,119000306,서울 동작구 본동 475,서울특별시 동작구 노량진로 지하238 (본동)
버스,중앙대중문,,1,126.957272,37.50664,N,Y,N,흑석동,11590105,119000112,서울 동작구 흑석동 221-1,서울특별시 동작구 흑석로7길 17 (흑석동)
버스,숭실대정문앞,,6,126.957281,37.495318,N,Y,N,상도동,11590102,119000077,서울 동작구 상도동 512-9,-
버스,중앙대중문,,3,126.957288,37.506739,N,Y,N,흑석동,11590105,119900014,서울 동작구 흑석동 205-17,-
버스,중앙대중문,,3,126.957356,37.506489,N,Y,N,흑석동,11590105,119900255,서울 동작구 흑석동 221,서울특별시 동작구 흑석로 84 (흑석동)
버스,중앙대정문,,3,126.958223,37.506744,N,Y,N,흑석동,11590105,119900101,서울 동작구 흑석동 221,서울특별시 동작구 흑석로 84 (흑석동)
버스,중앙대정문,,1,126.958294,37.506811,N,Y,N,흑석동,11590105,119000111,서울 동작구 흑석동 221-1,서울특별시 동작구 흑석로7길 17 (흑석동)
버스,중앙대정문,,4,126.959113,37.507237,N,Y,N,흑석동,11590105,119000113,서울 동작구 흑석동 221-1,서울특별시 동작구 흑석로7길 17 (흑석동)
버스,테니스장앞,,1,126.959367,37.498112,N,Y,N,상도동,11590102,119900140,서울 동작구 상도동 421-2,-
버스,숭실대별관앞,,5,126.959895,37.494983,N,Y,N,상도동,11590102,119000079,서울 동작구 상도동 512-1,-
버스,유앤미아파트,,2,126.960133,37.500922,N,Y,N,흑석동,11590105,119900089,서울 동작구 흑석동 79-291,-
버스,숭실대별관앞,,5,126.960293,37.494639,N,Y,N,상도동,11590102,119000078,서울 동작구 상도동 509,서울특별시 동작구 사당로 50 (상도동)
버스,중앙대병원,,1,126.960364,37.507436,N,Y,N,흑석동,11590105,119900285,서울 동작구 흑석동 224-1,서울특별시 동작구 흑석로 102 (흑석동)
버스,유앤미아파트,,1,126.960459,37.500707,N,Y,N,흑석동,11590105,119900061,서울 동작구 흑석동 253-4,-
버스,달마사,,2,126.960569,37.500332,N,Y,N,흑석동,11590105,119900080,서울 동작구 흑석동 253-89,"서울특별시 동작구 서달로 90 (흑석동, 흑석자이아파트)"
버스,달마사,,1,126.960694,37.499535,N,Y,N,흑석동,11590105,119900298,서울 동작구 흑석동 257-57,-
버스,중앙대병원,,3,126.960733,37.50769,N,Y,N,흑석동,11590105,119900033,서울 동작구 흑석동 86-181,-
버스,흑석동효사정앞,,13,126.960745,37.511554,N,Y,N,흑석동,11590105,119000030,서울 동작구 흑석동 172-5,-
버스,은로초등학교,,2,126.960782,37.503257,N,Y,N,흑석동,11590105,119900092,서울 동작구 흑석동 86-191,-
버스,중앙대부속초등학교.롯데캐슬에듀포레,,2,126.960786,37.504918,N,Y,N,흑석동,11590105,119900094,서울 동작구 흑석동 340-10,-
버스,효사정앞,,1,126.960862,37.511507,N,Y,N,흑석동,11590105,119000199,서울 동작구 흑석동 172-5,-
버스,숭실대후문,,1,126.961035,37.495095,N,Y,N,상도동,11590102,119900059,서울 동작구 상도동 512,서울특별시 동작구 상도로 369 (상도동)
버스,중대부속초등학교,,1,126.96105,37.505372,N,Y,N,흑석동,11590105,119900028,서울 동작구 흑석동 228-2,-
버스,숭실대후문,,1,126.96116,37.495048,N,Y,N,상도동,11590102,119900143,서울 동작구 상도동 103-2,서울특별시 동작구 서달로 4 (상도동)
버스,흑석동효사정앞,,13,126.961238,37.511573,N,Y,N,흑석동,11590105,119000031,서울 동작구 흑석동 172-3,-
버스,중앙대병원후문.흑석시장,,2,126.96127,37.506463,N,Y,N,흑석동,11590105,119900097,서울 동작구 흑석동 86-181,-
버스,효사정앞,,1,126.961318,37.511537,N,Y,N,흑석동,11590105,119000200,서울 동작구 흑석동 172-3,-
버스,중앙대학교,,2,126.961323,37.508167,N,Y,N,흑석동,11590105,119000101,서울 동작구 흑석동 183-1,서울특별시 동작구 흑석로 110 (흑석동)
버스,중앙대병원,,2,126.961376,37.507541,N,Y,N,흑석동,11590105,119900100,서울 동작구 흑석동 224-8,-
버스,중앙대학교,,1,126.961438,37.508345,N,Y,N,흑석동,11590105,119000103,서울 동작구 흑석동 182-7,서울특별시 동작구 흑석로 110-1 (흑석동)
버스,중앙대학교,,3,126.961507,37.508509,N,Y,N,흑석동,11590105,119000102,서울 동작구 흑석동 181-19,서울특별시 동작구 흑석로 114 (흑석동)
버스,서달산약수터,,1,126.962022,37.499849,N,Y,N,흑석동,11590105,119900297,서울 동작구 흑석동 256-14,-
버스,흑석역,,2,126.962302,37.509202,N,Y,N,흑석동,11590105,119900286,서울 동작구 흑석동 130-3,-
버스,자이아파트정문앞,,2,126.96278,37.489137,N,Y,N,사당동,11590107,119900081,서울 동작구 사당동 1139,"서울특별시 동작구 사당로2가길 102 (사당동, 사당자이아파트)"
버스,자이아파트정문앞,,2,126.962844,37.489305,N,Y,N,사당동,11590107,119900154,서울 동작구 사당동 190-199,서울특별시 동작구 사당로2가길 105 (사당동)
버스,사당롯데캐슬골든포레.사당해그린,,5,126.963072,37.492436,N,Y,N,사당동,11590107,119000319,서울 동작구 사당동 산 31-37,-
버스,자이아파트상가앞,,2,126.963156,37.488683,N,Y,N,사당동,11590107,119900070,서울 동작구 사당동 1139,"서울특별시 동작구 사당로2가길 102 (사당동, 사당자이아파트)"
버스,흑석역.흑석동빗물펌프장,,8,126.963213,37.508297,N,Y,N,흑석동,11590105,119000032,서울 동작구 흑석동 103-2,서울특별시 동작구 서달로 175 (흑석동)
버스,LG아파트상가,,2,126.963561,37.488601,N,Y,N,사당동,11590107,119900159,서울 동작구 사당동 708-535,-
버스,청호아파트,,1,126.963789,37.500751,N,Y,N,흑석동,11590105,119900296,서울 동작구 흑석동 산 70-7,-
버스,푸르지오후문,,1,126.964318,37.501598,N,Y,N,흑석동,11590105,119900295,서울 동작구 흑석동 336,"서울특별시 동작구 흑석한강로 27 (흑석동, 흑석한강푸르지오)"
버스,신남성초교입구,,2,126.964503,37.487903,N,Y,N,사당동,11590107,119900262,서울 동작구 사당동 708-535,-
버스,신남성초교입구,,2,126.964541,37.487709,N,Y,N,사당동,11590107,119900275,서울 동작구 사당동 산 32-8,-
버스,신남성초교후문,,1,126.9646,37.489028,N,Y,N,사당동,11590107,119900049,서울 동작구 사당동 199-1,서울특별시 동작구 사당로 146 (사당동)
버스,사당.인정아파트,,1,126.964964,37.489971,N,Y,N,사당동,11590107,119900037,서울 동작구 사당동 산 31-39,-
버스,푸르지오상가,,1,126.965036,37.503417,N,Y,N,흑석동,11590105,119900294,서울 동작구 흑석동 336-7,-
버스,흑석역.명수대현대아파트,,12,126.965045,37.507498,N,Y,N,흑석동,11590105,119000033,서울 동작구 흑석동 9-27,서울특별시 동작구 현충로 104 (흑석동)
버스,흑석역.명수현대아파트,,1,126.965093,37.507456,N,Y,N,흑석동,11590105,119000280,서울 동작구 흑석동 9-99,서울특별시 동작구 현충로 104 (흑석동)
버스,삼호.오네뜨아파트,,1,126.965345,37.486604,N,Y,N,사당동,11590107,119900276,서울 동작구 사당동 산 32-8,-
버스,흑석한강푸르지오,,1,126.965352,37.504296,N,Y,N,흑석동,11590105,119900293,서울 동작구 흑석동 336-7,-
버스,흑석동,,3,126.965448,37.507676,N,Y,N,흑석동,11590105,119000279,서울 동작구 흑석동 9-22,-
버스,흑석역.명수대현대아파트,,9,126.965592,37.507585,N,Y,N,흑석동,11590105,119000034,서울 동작구 흑석동 9-22,-
버스,삼호APT.오네뜨아파트,,2,126.96563,37.486545,N,Y,N,사당동,11590107,119900173,서울 동작구 사당동 708-533,-
버스,사당5치안센터,,6,126.965649,37.489028,N,Y,N,사당동,11590107,119000080,서울 동작구 사당동 197-2,서울특별시 동작구 사당로 136 (사당동)
버스,총신대,,6,126.96618,37.488742,N,Y,N,사당동,11590107,119000081,서울 동작구 사당동 200-1,서울특별시 동작구 사당로 143 (사당동)
버스,흑석동명수대현대아파트,,3,126.966272,37.507348,N,Y,N,흑석동,11590105,119000035,서울 동작구 흑석동 22-9,-
버스,동작고교,,3,126.966429,37.481822,N,Y,N,사당동,11590107,119900261,서울 동작구 사당동 236-9,-
버스,동작고등학교,,3,126.966444,37.481572,N,Y,N,사당동,11590107,119900198,서울 동작구 사당동 238-3,-
버스,흑석동주민센터,,1,126.96646,37.505867,N,Y,N,흑석동,11590105,119900292,서울 동작구 흑석동 335-4,-
버스,총신대,,7,126.966476,37.487863,N,Y,N,사당동,11590107,119000082,서울 동작구 사당동 200-9,-
버스,갑을명가,,3,126.966767,37.482572,N,Y,N,사당동,11590107,119900043,서울 동작구 사당동 708-743,-
버스,사당솔밭도서관,,3,126.967056,37.484017,N,Y,N,사당동,11590107,119900312,서울 동작구 사당동 산 32-2,-
버스,사당솔밭도서관,,3,126.967088,37.483427,N,Y,N,사당동,11590107,119900192,서울 동작구 사당동 708-806,-
버스,동작고교.사당5동주민센터,,2,126.967488,37.485099,N,Y,N,사당동,11590107,119900177,서울 동작구 사당동 산 32-59,-
버스,사당5동주민센터,,1,126.967507,37.485085,N,Y,N,사당동,11590107,119900277,서울 동작구 사당동 산 32-59,-
버스,사당중학교,,5,126.968179,37.486637,N,Y,N,사당동,11590107,119000084,서울 동작구 사당동 211-2,-
버스,사당중학교,,6,126.968275,37.486355,N,Y,N,사당동,11590107,119000083,서울 동작구 사당동 211-2,-
버스,삼거리,,3,126.968303,37.4856,N,Y,N,사당동,11590107,119900263,서울 동작구 사당동 226-5,-
버스,삼거리,,2,126.96845,37.485535,N,Y,N,사당동,11590107,119900183,서울 동작구 사당동 224-26,서울특별시 동작구 솔밭로 106 (사당동)
버스,비계,,12,126.968584,37.506437,N,Y,N,흑석동,11590105,119000037,서울 동작구 흑석동 28-3,-
버스,사당문화복지관,,2,126.969576,37.485346,N,Y,N,사당동,11590107,119900006,서울 동작구 사당동 221,-
버스,사당종합체육관,,1,126.969635,37.492524,N,Y,N,사당동,11590107,119900320,서울 동작구 사당동 산 21-9,서울특별시 동작구 사당로27길 232 (사당동)
버스,남성역,,5,126.970746,37.484929,N,Y,N,사당동,11590107,119000085,서울 동작구 사당동 산 25-33,서울특별시 동작구 사당로 지하218 (사당동)
버스,두산위브아파트,,2,126.970876,37.484878,N,Y,N,사당동,11590107,119900280,서울 동작구 사당동 산 25-33,서울특별시 동작구 사당로 지하218 (사당동)
버스,남성역,,5,126.971093,37.484588,N,Y,N,사당동,11590107,119000086,서울 동작구 사당동 708-530,-
버스,삼성래미안.롯데캐슬,,2,126.97115,37.489628,N,Y,N,사당동,11590107,119900082,서울 동작구 사당동 1133,"서울특별시 동작구 사당로23바길 9 (사당동, 동작삼성래미안아파트)"
버스,롯데캐슬.샤인,,1,126.971203,37.491098,N,Y,N,사당동,11590107,119900321,서울 동작구 사당동 708-526,-
버스,롯데캐슬,,1,126.971272,37.489823,N,Y,N,사당동,11590107,119900315,서울 동작구 사당동 173-42,-
버스,롯데캐슬.샤인,,1,126.971489,37.490918,N,Y,N,사당동,11590107,119900319,서울 동작구 사당동 1132,"서울특별시 동작구 사당로27길 190 (사당동, 롯데캐슬)"
버스,흑석동한강현대아파트,,12,126.971748,37.505867,N,Y,N,흑석동,11590105,119000038,서울 동작구 흑석동 28-1,"서울특별시 동작구 현충로 151 (흑석동, 한강현대아파트)"
버스,대림아파트후문,,2,126.972185,37.488652,N,Y,N,사당동,11590107,119900071,서울 동작구 사당동 169-8,서울특별시 동작구 사당로17길 8 (사당동)
버스,남성역.남성역골목시장,,2,126.972224,37.484187,N,Y,N,사당동,11590107,119900001,서울 동작구 사당동 252,서울특별시 동작구 사당로 223 (사당동)
버스,대림현대아파트,,1,126.972484,37.486157,N,Y,N,사당동,11590107,119900077,서울 동작구 사당동 708-860,서울특별시 동작구 사당로17길 69 (사당동)
버스,대림아파트후문,,2,126.972591,37.488462,N,Y,N,사당동,11590107,119900182,서울 동작구 사당동 708-545,-
버스,남성역골목시장,,4,126.972782,37.483676,N,Y,N,사당동,11590107,119000088,서울 동작구 사당동 254-1,-
버스,예술인마을,,16,126.972845,37.476049,N,Y,N,사당동,11590107,119000049,서울 동작구 사당동 1129,서울특별시 동작구 남부순환로 지하2089 (사당동)
버스,남성역골목시장,,6,126.973014,37.483805,N,Y,N,사당동,11590107,119000087,서울 동작구 사당동 712-14,-
버스,동작대교남단(가상),,2,126.973585,37.505724,N,Y,N,동작동,11590106,119000298,서울 동작구 동작동 322-3,-
버스,삼일공원,,2,126.973856,37.486851,N,Y,N,사당동,11590107,119900060,서울 동작구 사당동 산 24-17,서울특별시 동작구 사당로23길 57-7 (사당동)
