GID,위도,경도,생활인구수
다사540423,37.47924033,126.980291,225
다사524434,37.48907397,126.9621241,534
다사505456,37.50880329,126.9404847,56
다사538432,37.48734235,126.9779725,444
다사491441,37.49520739,126.9247485,261
다사535435,37.49003129,126.9745603,310
다사537426,37.48192935,126.9768791,412
다사495446,37.49973594,126.929239,90
다사515449,37.50254707,126.9518451,396
다사525456,37.50890831,126.9631133,0
다사497443,37.49704289,126.9315221,290
다사507449,37.50250473,126.9427944,355
다사498442,37.496147,126.9326602,302
다사488446,37.49969742,126.92132,32
다사511451,37.50432863,126.9473065,178
다사533425,37.4810079,126.9723614,353
다사531427,37.48280044,126.9700866,275
다사520438,37.49265859,126.9575735,252
다사523438,37.49267413,126.9609671,69
다사509447,37.50071273,126.9450704,237
다사539436,37.49095266,126.9790786,290
다사522448,37.50168223,126.9597709,407
다사479435,37.48973258,126.9112163,302
다사518460,37.51247734,126.955167,104
다사493443,37.49702102,126.9269971,542
다사531425,37.48099778,126.9700993,369
다사519461,37.51338388,126.956292,8
다사538429,37.48463835,126.9779914,172
다사506451,37.50430203,126.9416497,103
다사529433,37.48819826,126.9677862,387
다사513444,37.49802993,126.9496155,165
다사531434,37.48910975,126.970042,408
다사484443,37.4969712,126.9168159,594
다사523455,37.50799668,126.9608569,66
다사492459,37.51143666,126.9257554,415
다사539431,37.48644601,126.9791099,343
다사488445,37.4987961,126.921327,321
다사532429,37.48460817,126.9712049,232
다사492439,37.49341024,126.9258935,166
다사535422,37.47831399,126.9746423,395
다사515451,37.50434972,126.9518319,375
다사503455,37.50789123,126.9382286,45
다사488443,37.49699345,126.9213409,192
다사539439,37.49365665,126.9790598,703
다사530428,37.4836967,126.9689492,264
다사516440,37.49444039,126.9530356,127
다사521438,37.49266378,126.9587047,225
다사478431,37.48612166,126.9101135,28
다사523459,37.51160198,126.960831,25
다사507457,37.50971531,126.9427408,227
다사503453,37.50608858,126.9382421,309
다사537425,37.48102802,126.9768854,285
다사526449,37.50260417,126.9642898,156
다사538440,37.49455299,126.9779224,114
다사502447,37.50067526,126.9371513,158
다사507447,37.50070208,126.9428078,609
다사535432,37.4873273,126.9745792,185
다사538435,37.49004634,126.9779537,398
다사517458,37.51066947,126.9540487,159
다사514446,37.49983784,126.9507336,203
다사536434,37.48913499,126.9756977,344
다사509455,37.50792332,126.9450171,468
다사540430,37.48554966,126.9802473,223
다사497440,37.49433892,126.9315426,409
다사526437,37.49178823,126.9643671,37
다사542434,37.48916491,126.9824846,8
다사512443,37.49712333,126.9484909,256
다사517446,37.49985357,126.9541275,298
다사508459,37.51152329,126.9438589,367
다사527456,37.50891858,126.9653761,0
다사500445,37.49886182,126.9349023,276
다사498440,37.49434436,126.9326738,381
다사476435,37.48971562,126.9078229,76
다사497445,37.49884553,126.9315084,360
다사533419,37.47559991,126.9723994,69
다사493439,37.49341574,126.9270247,0
다사511446,37.49982201,126.9473397,298
다사525450,37.50350036,126.963152,0
다사514453,37.50614712,126.9506873,216
다사502439,37.49346468,126.9372054,37
다사480435,37.48973822,126.9123474,224
다사529430,37.48549427,126.9678054,189
다사530437,37.49180866,126.9688918,321
다사528451,37.50441706,126.9665397,293
다사508443,37.49710211,126.9439659,214
다사516455,37.50796027,126.952937,302
다사539430,37.48554468,126.9791162,278
다사478439,37.49333222,126.9100568,163
다사531426,37.48189911,126.970093,309
다사538425,37.48103302,126.9780164,356
다사491452,37.50512192,126.9246724,279
다사513458,37.51064847,126.9495229,129
다사527434,37.48908937,126.9655175,81
다사495458,37.5105518,126.9291567,201
다사489447,37.50060427,126.9224444,41
다사532436,37.49091748,126.9711605,144
다사519457,37.50977859,126.9563181,7
다사520454,37.50707981,126.9574692,149
다사511443,37.49711804,126.9473596,244
다사505444,37.49798741,126.9405654,354
다사531424,37.48009645,126.9701057,384
다사496441,37.49523479,126.9304046,362
다사498456,37.50876551,126.9325647,44
다사516448,37.50165099,126.952983,349
다사500444,37.49796049,126.9349091,229
다사542444,37.49817822,126.9824224,312
다사504448,37.50158735,126.9394072,114
다사519452,37.50527196,126.9563508,85
다사532426,37.48190418,126.971224,334
다사490454,37.50691904,126.9235272,798
다사510447,37.50071804,126.9462017,715
다사530422,37.47828871,126.9689875,84
다사520439,37.49355992,126.957567,684
다사496439,37.49343215,126.9304182,82
다사492448,37.50152214,126.9258314,356
다사519460,37.51248256,126.9562985,79
다사512452,37.50523525,126.9484312,478
다사505448,37.50159271,126.9405385,157
다사523451,37.50439138,126.9608828,140
다사514457,37.50975241,126.9506609,278
다사529434,37.48909958,126.9677798,224
다사514451,37.50434447,126.9507006,217
다사525453,37.50620434,126.9631326,12
다사522454,37.50709019,126.959732,62
다사517457,37.50976815,126.9540553,225
다사514463,37.51516035,126.9506213,396
다사511444,37.49801936,126.947353,250
다사517438,37.49264296,126.9541799,338
다사496457,37.50965594,126.930295,142
다사540422,37.478339,126.9802972,254
다사538423,37.47923036,126.978029,326
다사515445,37.49894177,126.9518715,134
다사503443,37.49707535,126.9383096,280
다사496444,37.49793876,126.930384,483
다사534427,37.48281561,126.9734797,111
다사535434,37.48912996,126.9745666,212
다사500443,37.49705917,126.9349159,262
다사510451,37.50432334,126.9461751,113
다사500440,37.4943552,126.9349362,359
다사494443,37.49702651,126.9281284,234
다사531428,37.48370177,126.9700802,254
다사534430,37.48551961,126.9734608,196
다사535423,37.47921532,126.974636,403
다사492446,37.4997195,126.9258452,103
다사526447,37.50080151,126.9643027,125
다사511449,37.50252599,126.9473198,250
다사503444,37.49797668,126.9383029,232
다사535426,37.48191932,126.9746171,313
다사512459,37.51154451,126.9483848,180
다사511445,37.49892069,126.9473463,111
다사495459,37.51145312,126.9291498,636
다사514447,37.50073917,126.950727,301
다사532437,37.49181881,126.9711541,20
다사537430,37.48553468,126.976854,16
다사533420,37.47650125,126.9723931,218
다사498451,37.5042589,126.9325988,192
다사539435,37.49005133,126.9790849,261
다사536426,37.48192434,126.9757481,254
다사524444,37.49808725,126.9620595,0
다사493462,37.51414612,126.9268662,170
다사489450,37.50330823,126.9224235,321
다사499444,37.49795508,126.9337778,320
다사539432,37.48734734,126.9791037,657
다사521455,37.50798633,126.9585941,330
다사502443,37.49706997,126.9371784,337
다사507461,37.5133206,126.942714,61
다사532424,37.48010152,126.9712367,262
다사540435,37.49005631,126.980216,259
다사526454,37.5071108,126.9642576,183
다사518452,37.50526675,126.9552195,122
다사510458,37.5106326,126.9461285,212
다사508441,37.49529946,126.9439792,307
다사490453,37.50601772,126.9235341,429
다사535428,37.48372198,126.9746045,20
다사503452,37.50518726,126.9382488,433
다사518441,37.49535217,126.9552915,106
다사531429,37.4846031,126.9700739,151
다사537427,37.48283069,126.9768729,267
다사514449,37.50254182,126.9507138,351
다사526457,37.50981478,126.9642383,6
다사515462,37.51426429,126.9517594,80
다사477432,37.48701733,126.9089753,272
다사499442,37.49615243,126.9337914,256
다사490451,37.50421508,126.9235479,398
다사520455,37.50798114,126.9574626,339
다사518447,37.50076012,126.9552522,396
다사490456,37.50872168,126.9235133,178
다사491446,37.49971399,126.9247139,252
다사489443,37.49699899,126.9224721,374
다사504447,37.50068602,126.9394139,290
다사501447,37.50066987,126.93602,375
다사500460,37.51238164,126.9348004,137
다사515450,37.5034484,126.9518385,354
다사500453,37.50607239,126.9348479,161
다사530435,37.490006,126.9689045,73
다사521449,37.50257838,126.9586331,316
다사528439,37.49360113,126.9666166,0
다사517460,37.51247212,126.9540356,0
다사498444,37.49794965,126.9326465,330
다사521447,37.50077572,126.9586461,484
다사510456,37.50882995,126.9461418,375
다사502461,37.51329377,126.9370565,0
다사530454,37.50713124,126.9687832,226
다사510449,37.50252069,126.9461884,220
다사494444,37.49792783,126.9281215,116
다사505443,37.49708609,126.9405721,104
다사529427,37.48279028,126.9678245,278
다사522459,37.51159681,126.9596995,98
다사541426,37.4819493,126.9814033,79
다사520445,37.49896788,126.9575279,28
다사524457,37.50980449,126.9619754,508
다사495449,37.50243991,126.9292184,399
다사504441,37.49527808,126.9394543,200
다사518458,37.5106747,126.9551802,375
다사501445,37.49886722,126.9360335,306
다사513457,37.50974714,126.9495295,529
다사518457,37.50977337,126.9551867,225
다사534424,37.48011162,126.9734987,372
다사501439,37.49345928,126.9360742,110
다사538439,37.49365166,126.9779286,312
다사531420,37.47649113,126.9701312,111
다사536437,37.49183898,126.9756788,244
다사522447,37.5007809,126.9597774,399
다사509462,37.51423258,126.9449703,0
다사516439,37.49353906,126.9530422,265
다사520451,37.50437584,126.9574887,122
다사506441,37.49528879,126.9417168,336
다사524453,37.50619919,126.9620013,331
다사508458,37.51062197,126.9438656,368
다사537437,37.49184399,126.97681,178
다사514443,37.49713387,126.9507534,129
다사496460,37.5123599,126.9302744,171
다사517448,37.50165623,126.9541143,239
다사502448,37.50157659,126.9371445,164
다사509460,37.51242993,126.9449837,289
다사529437,37.49180357,126.9677606,47
다사536425,37.48102301,126.9757544,412
다사499439,37.49344846,126.9338118,388
다사519445,37.49896268,126.9563966,107
다사521458,37.5106903,126.9585745,73
다사536436,37.49093765,126.9756851,292
다사491445,37.49881267,126.9247208,248
다사519444,37.49806136,126.9564031,201
다사515447,37.50074442,126.9518583,388
다사537424,37.48012669,126.9768917,454
다사542435,37.49006624,126.9824783,61
다사499443,37.49705375,126.9337846,316
다사504442,37.4961794,126.9394476,125
다사540438,37.49276031,126.9801973,396
다사530429,37.48459803,126.9689428,223
다사505455,37.50790197,126.9404914,43
다사510457,37.50973128,126.9461352,303
다사510442,37.49621142,126.946235,357
다사480438,37.49244218,126.9123262,254
다사516436,37.49083508,126.9530619,0
다사507438,37.49259016,126.9428681,0
다사518453,37.50616807,126.9552129,78
다사522446,37.49987958,126.9597839,171
다사533427,37.48281057,126.9723487,230
다사480439,37.4933435,126.9123192,691
다사531431,37.48640576,126.9700611,366
다사498454,37.50696287,126.9325783,281
다사532421,37.47739752,126.9712558,363
다사495456,37.50874916,126.9291704,105
다사496456,37.50875462,126.9303018,439
다사513454,37.50704317,126.9495493,365
다사539438,37.49275532,126.9790661,201
다사505462,37.51421122,126.9404443,0
다사513456,37.50884582,126.9495361,285
다사505445,37.49888874,126.9405587,268
다사509440,37.49440346,126.9451171,68
다사540440,37.49456297,126.9801848,196
다사490450,37.50331376,126.9235549,343
다사538427,37.48283569,126.9780039,111
다사530434,37.48910467,126.9689109,86
다사537428,37.48373202,126.9768666,36
다사537423,37.47922536,126.976898,410
다사512461,37.51334716,126.9483715,13
다사539425,37.48103802,126.9791475,365
다사534452,37.50534885,126.9733215,75
다사513446,37.49983258,126.9496023,388
다사478436,37.49062826,126.9100781,123
다사518456,37.50887205,126.9551933,39
다사540427,37.48284566,126.980266,317
다사520460,37.51248776,126.95743,0
다사516438,37.49263773,126.9530487,128
다사496461,37.51326122,126.9302676,260
다사507442,37.49619546,126.9428413,124
다사533421,37.47740258,126.9723867,403
다사531453,37.50623499,126.969921,375
다사536431,37.486431,126.9757166,26
다사494446,37.49973047,126.9281077,108
다사534435,37.49002626,126.9734291,179
다사507440,37.49439281,126.9428547,71
다사513445,37.49893125,126.9496089,456
다사521439,37.49356511,126.9586982,214
다사542436,37.49096758,126.9824721,20
다사497454,37.50695743,126.9314469,0
다사525448,37.5016977,126.9631649,1794
다사508447,37.50070741,126.9439391,78
다사529431,37.4863956,126.967799,220
다사521454,37.507085,126.9586006,89
다사504446,37.4997847,126.9394206,313
다사505442,37.49618477,126.9405788,284
다사517445,37.49895225,126.954134,263
다사513441,37.49532595,126.9496353,427
다사494450,37.50333576,126.9280802,44
다사519437,37.49175207,126.9564488,268
다사489452,37.50511088,126.9224096,25
다사536422,37.47831901,126.9757733,405
다사533429,37.48461323,126.972336,83
다사480433,37.48793557,126.9123616,161
다사474431,37.48609898,126.9055892,413
다사497459,37.51146403,126.9314127,126
다사480436,37.49063954,126.9123404,58
다사541423,37.4792453,126.981422,23
다사541444,37.49817326,126.9812911,184
다사479433,37.48792994,126.9112304,246
다사497441,37.49524024,126.9315358,352
다사519446,37.49986401,126.95639,59
다사493441,37.49521838,126.9270109,291
다사475430,37.48520335,126.9067274,9
다사491442,37.49610871,126.9247415,446
다사491455,37.50782588,126.9246516,254
다사493460,37.51234348,126.92688,10
다사511452,37.50522996,126.9472998,520
다사507459,37.51151796,126.9427274,286
다사538433,37.48824368,126.9779663,62
다사540444,37.49816829,126.9801598,13
다사530425,37.4809927,126.9689683,302
다사504444,37.49798205,126.9394341,403
다사494449,37.50243444,126.9280871,391
다사504452,37.50519264,126.9393802,138
다사514461,37.5133577,126.9506345,0
다사541434,37.48915995,126.9813534,204
다사505449,37.50249403,126.9405318,163
다사508444,37.49800344,126.9439592,258
다사539426,37.48193935,126.9791412,32
다사533422,37.47830391,126.9723804,213
다사520449,37.50257319,126.9575018,132
다사531454,37.50713632,126.9699146,278
다사494462,37.5141516,126.9279977,148
다사513440,37.49442462,126.949642,152
다사500448,37.50156578,126.9348819,267
다사538438,37.49275033,126.9779349,312
다사508450,37.50341138,126.9439191,197
다사540426,37.48194433,126.9802722,198
다사528433,37.48819315,126.966655,87
다사493450,37.50333028,126.9269489,165
다사523456,37.50889801,126.9608504,29
다사497448,37.5015495,126.9314879,532
다사533428,37.4837119,126.9723424,121
다사539427,37.48284068,126.9791349,279
다사481440,37.49425044,126.9134433,396
다사496447,37.50064273,126.9303635,378
다사512450,37.5034326,126.9484445,88
다사532430,37.4855095,126.9711986,637
다사504445,37.49888338,126.9394274,234
다사505457,37.50970461,126.9404779,236
다사479440,37.49423918,126.9111809,271
다사507448,37.5016034,126.9428011,154
다사473430,37.48519197,126.9044653,139
다사529455,37.50802747,126.9676454,220
다사519440,37.49445605,126.9564292,280
다사513451,37.5043392,126.9495692,36
다사498460,37.51237079,126.9325374,26
다사523441,37.49537811,126.9609476,12
다사496450,37.50334669,126.9303429,90
다사473431,37.48609329,126.9044581,207
다사530427,37.48279536,126.9689556,374
다사503451,37.50428594,126.9382556,0
다사520443,37.49716523,126.9575409,54
다사500441,37.49525652,126.9349294,386
다사508452,37.50521403,126.9439057,225
다사526455,37.50801212,126.9642512,49
다사480441,37.49514614,126.9123051,857
다사508460,37.51242461,126.9438522,187
다사500439,37.49345388,126.934943,194
다사508446,37.49980609,126.9439458,11
다사519454,37.50707461,126.9563378,219
다사522458,37.51069549,126.959706,162
다사508455,37.507918,126.9438856,648
다사490436,37.49069526,126.9236519,335
다사509457,37.50972597,126.9450037,285
다사490438,37.49249791,126.923638,237
다사515438,37.49263249,126.9519176,
다사527425,37.4809774,126.9655753,
다사539444,37.4981633,126.9790285,
다사489435,37.48978842,126.9225277,
다사487441,37.49518527,126.9202236,
다사532448,37.50173343,126.9710842,
다사528425,37.48098252,126.9667063,
다사510440,37.49440877,126.9462483,
다사524440,37.49448194,126.9620853,
다사484435,37.48976063,126.916872,
다사509439,37.49350213,126.9451238,
다사536429,37.48462833,126.9757292,
다사523461,37.51340463,126.960818,
다사535438,37.49273528,126.9745413,
다사493464,37.51594875,126.9268524,
다사519443,37.49716003,126.9564096,
다사534450,37.50354619,126.9733342,
다사504463,37.51510718,126.939306,
다사511462,37.51424319,126.9472334,
다사537448,37.50175862,126.9767408,
다사536445,37.49904962,126.9756284,
다사526446,37.49990018,126.9643091,
다사525446,37.49989505,126.9631778,
다사518451,37.50436542,126.955226,
다사527436,37.49089203,126.9655047,
다사533450,37.50354114,126.9722028,
다사531419,37.47558979,126.9701375,
다사487438,37.4924813,126.9202445,
다사529439,37.49360623,126.9677478,
다사529423,37.47918495,126.9678501,
다사526458,37.5107161,126.9642318,
다사536450,37.50355626,126.9755969,
다사534443,37.49723689,126.9733785,
다사473432,37.48699461,126.904451,
다사479431,37.4861273,126.9112446,
다사525451,37.50440168,126.9631456,
다사516437,37.49173641,126.9530553,
다사537444,37.4981533,126.976766,
다사527445,37.49900398,126.9654468,
다사494463,37.51505292,126.9279908,
다사535453,37.50625522,126.9744466,
다사507439,37.49349148,126.9428614,
다사493454,37.50693556,126.9269213,
다사540453,37.50628025,126.9801036,
다사512465,37.51695245,126.948345,
다사524426,37.48186334,126.9621758,
다사521452,37.50528235,126.9586136,
다사519447,37.50076533,126.9563835,
다사520462,37.51429041,126.957417,
다사543445,37.4990845,126.9835474,
다사497463,37.51506931,126.9313854,
다사490435,37.48979394,126.9236588,
다사528442,37.49630511,126.9665974,
다사532456,37.50894405,126.9710333,
다사527446,37.49990531,126.9654404,
다사503438,37.49256873,126.9383434,
다사482436,37.49065077,126.9146027,
다사518443,37.49715482,126.9552784,
다사482443,37.49696001,126.9145534,
다사522462,37.51430078,126.95968,
다사521453,37.50618368,126.9586071,
다사498461,37.51327211,126.9325306,
다사512462,37.51424848,126.9483649,
다사527444,37.49810265,126.9654533,
다사525441,37.49538841,126.9632101,
다사521459,37.51159163,126.958568,
다사527441,37.49539867,126.9654725,
다사499459,37.5114749,126.9336757,
다사507463,37.51512324,126.9427006,
다사507464,37.51602456,126.9426939,
다사541422,37.47834397,126.9814282,
다사496454,37.50695198,126.9303155,
다사533445,37.4990345,126.9722346,
다사529443,37.49721154,126.9677222,
다사491460,37.51233248,126.924617,
다사524445,37.49898858,126.962053,
다사535433,37.48822863,126.9745729,
다사499456,37.50877094,126.9336961,
다사513459,37.51154979,126.9495162,
다사537451,37.5044626,126.976722,
다사501462,37.51418969,126.9359183,
다사489449,37.50240691,126.9224305,
다사536452,37.50535892,126.9755843,
다사511440,37.49441406,126.9473795,
다사536447,37.50085227,126.9756158,
다사529441,37.49540889,126.967735,
다사534444,37.49813822,126.9733722,
다사494451,37.50423708,126.9280734,
다사503454,37.50698991,126.9382353,
다사534449,37.50264486,126.9733405,
다사493453,37.50603424,126.9269282,
다사517461,37.51337344,126.954029,
다사489440,37.49429503,126.922493,
다사534447,37.50084221,126.9733532,
다사506439,37.49348614,126.9417302,
다사501464,37.51599234,126.9359047,
다사486441,37.49517971,126.9190924,
다사504449,37.50248867,126.9394004,
다사539450,37.50357128,126.978991,
다사485443,37.49697678,126.9179472,
다사519463,37.51518653,126.9562789,
다사516464,37.51607218,126.9528778,
다사526438,37.49268956,126.9643606,
다사500455,37.50787504,126.9348343,
다사517463,37.51517609,126.9540159,
다사517462,37.51427477,126.9540224,
다사537443,37.49725197,126.9767723,
다사540452,37.50537892,126.9801098,
다사525439,37.49358576,126.963223,
다사514464,37.51606167,126.9506147,
다사503439,37.49347006,126.9383366,
다사532450,37.50353608,126.9710715,
다사532441,37.49542413,126.9711287,
다사523437,37.4917728,126.9609735,
다사530447,37.50082195,126.9688279,
다사516458,37.51066424,126.9529172,
다사522443,37.4971756,126.9598034,
다사493452,37.50513292,126.9269351,
다사510463,37.51513921,126.9460952,
다사509463,37.5151339,126.9449637,
다사474434,37.48880294,126.9055678,
다사536454,37.50716157,126.9755717,
다사531442,37.49632039,126.9699911,
다사513438,37.49262197,126.9496552,
다사534438,37.49273025,126.9734101,
다사523428,37.48366084,126.9610318,
다사526443,37.4971962,126.9643284,
다사531455,37.50803765,126.9699083,
다사522439,37.49357029,126.9598294,
다사528423,37.47917985,126.9667191,
다사540448,37.5017736,126.9801348,
다사511463,37.51514451,126.9472267,
다사524458,37.51070582,126.9619689,
다사529450,37.50352084,126.9676774,
다사514466,37.51786432,126.9506015,
다사531439,37.4936164,126.9700102,
다사489438,37.49249238,126.9225068,
다사530439,37.49361132,126.968879,
다사529422,37.47828362,126.9678565,
다사486437,37.49157442,126.9191203,
다사495463,37.5150584,126.9291224,
다사528422,37.47827852,126.9667255,
다사543443,37.49728184,126.9835598,
다사528440,37.49450246,126.9666102,
다사495452,37.50514387,126.9291979,
다사481437,37.49154648,126.9134645,
다사536446,37.49995095,126.9756221,
다사537449,37.50265995,126.9767345,
다사544446,37.49999077,126.9846725,
다사522452,37.50528753,126.959745,
다사499461,37.51327754,126.9336621,
다사523429,37.48456217,126.9610253,
다사495453,37.50604519,126.929191,
다사535445,37.49904459,126.9744971,
다사528447,37.50081175,126.9665653,
다사539447,37.50086729,126.9790098,
다사535441,37.49543927,126.9745224,
다사538445,37.49905964,126.977891,
다사527424,37.48007607,126.9655817,
다사524450,37.50349521,126.9620207,
다사534441,37.49543424,126.9733912,
다사542445,37.49907955,126.9824161,
다사523450,37.50349005,126.9608893,
다사531444,37.49812304,126.9699784,
다사528429,37.48458784,126.9666807,
다사486435,37.48977178,126.9191342,
다사499455,37.50786962,126.9337029,
다사524451,37.50439654,126.9620142,
다사531443,37.49722172,126.9699847,
다사525440,37.49448708,126.9632165,
다사535447,37.50084725,126.9744845,
다사528449,37.50261441,126.9665525,
다사533439,37.49362653,126.9722726,
다사495455,37.50784784,126.9291773,
다사510446,37.49981672,126.9462084,
다사535451,37.50445256,126.9744592,
다사521442,37.49626909,126.9586787,
다사500456,37.50877636,126.9348275,
다사524429,37.48456733,126.9621564,
다사527442,37.4963,126.9654661,
다사536442,37.49634563,126.9756473,
다사540451,37.50447759,126.9801161,
다사486436,37.4906731,126.9191273,
다사526440,37.49449222,126.9643477,
다사539442,37.49636064,126.9790411,
다사519449,37.50256799,126.9563704,
다사542438,37.49277024,126.9824597,
다사539449,37.50266995,126.9789972,
다사543446,37.49998583,126.9835412,
다사487436,37.49067866,126.9202584,
다사527438,37.49269469,126.9654918,
다사530433,37.48820335,126.9689173,
다사525460,37.51251361,126.9630875,
다사538443,37.49725698,126.9779035,
다사516465,37.5169735,126.9528712,
다사491440,37.49430606,126.9247554,
다사496455,37.5078533,126.9303087,
다사529440,37.49450756,126.9677414,
다사529446,37.49991553,126.967703,
다사496463,37.51506386,126.9302539,
다사483436,37.49065637,126.9157338,
다사509465,37.51693654,126.9449503,
다사485436,37.49066753,126.9179961,
다사543448,37.50178849,126.9835288,
다사497452,37.50515479,126.9314606,
다사525430,37.4854738,126.963281,
다사541420,37.4765413,126.9814406,
다사485442,37.49607546,126.9179541,
다사489437,37.49159106,126.9225138,
다사504461,37.51330454,126.9393195,
다사533444,37.49813317,126.9722409,
다사534439,37.49363158,126.9734038,
다사487440,37.49428394,126.9202305,
다사533443,37.49723185,126.9722472,
다사488448,37.50150006,126.9213061,
다사532447,37.5008321,126.9710906,
다사485439,37.4933715,126.9179751,
다사484440,37.49426724,126.9168369,
다사493457,37.50963952,126.9269007,
다사535431,37.48642597,126.9745855,
다사488449,37.50240138,126.9212992,
다사483439,37.49336033,126.9157128,
다사504464,37.5160085,126.9392993,
다사533446,37.49993583,126.9722282,
다사539453,37.50627526,126.9789722,
다사523454,37.50709535,126.9608634,
다사527428,37.48368139,126.965556,
다사526439,37.49359089,126.9643542,
다사535444,37.49814326,126.9745034,
다사488451,37.50420402,126.9212852,
다사529445,37.4990142,126.9677094,
다사517451,37.5043602,126.9540946,
다사533440,37.49452786,126.9722663,
다사480432,37.48703425,126.9123686,
다사532445,37.49902944,126.9711033,
다사506464,37.51601922,126.9415624,
다사528434,37.48909448,126.9666486,
다사494454,37.50694104,126.9280527,
다사531441,37.49541906,126.9699975,
다사527437,37.49179336,126.9654982,
다사490449,37.50241244,126.9235618,
다사538448,37.50176363,126.9778722,
다사508439,37.49349681,126.9439926,
다사518449,37.50256277,126.9552391,
다사535442,37.4963406,126.9745161,
다사538450,37.50356628,126.9778596,
다사530443,37.49721663,126.9688535,
다사529456,37.5089288,126.967639,
다사481443,37.4969544,126.9134222,
다사519442,37.4962587,126.9564162,
다사489454,37.50691351,126.9223958,
다사540447,37.50087228,126.9801411,
다사510464,37.51604053,126.9460885,
다사520452,37.50527716,126.9574822,
다사518464,37.51608264,126.9551408,
다사516459,37.51156556,126.9529107,
다사530457,37.50983522,126.9687641,
다사495461,37.51325576,126.9291361,
다사528424,37.48008118,126.9667127,
다사511464,37.51604583,126.9472201,
다사502454,37.50698452,126.9371039,
다사515464,37.51606693,126.9517462,
다사490440,37.49430055,126.9236242,
다사528445,37.4990091,126.9665781,
다사517436,37.49084031,126.9541931,
다사472430,37.48518626,126.9033342,
다사511465,37.51694716,126.9472134,
다사500462,37.51418428,126.9347868,
다사525425,37.48096715,126.9633133,
다사501438,37.49255796,126.936081,
다사528436,37.49089714,126.9666358,
다사530446,37.49992062,126.9688343,
다사529448,37.50171818,126.9676902,
다사525444,37.49809239,126.9631907,
다사484439,37.49336592,126.9168439,
다사523435,37.48997014,126.9609865,
다사483435,37.48975505,126.9157408,
다사536449,37.50265493,126.9756032,
다사533454,37.50714645,126.9721774,
다사539446,37.49996596,126.979016,
다사505438,37.49257947,126.9406057,
다사501437,37.49165663,126.9360878,
다사533451,37.50444247,126.9721965,
다사541421,37.47744263,126.9814344,
다사532438,37.49272014,126.9711478,
다사538452,37.50536894,126.9778471,
다사520442,37.4962639,126.9575474,
다사488438,37.49248685,126.9213757,
다사527427,37.48278006,126.9655625,
다사486443,37.49698235,126.9190784,
다사498462,37.51417343,126.9325237,
다사539443,37.49726197,126.9790348,
다사494452,37.5051384,126.9280665,
다사533438,37.4927252,126.972279,
다사518463,37.51518132,126.9551474,
다사526442,37.49629488,126.9643349,
다사483438,37.49245901,126.9157198,
다사539452,37.50537394,126.9789784,
다사530445,37.49901929,126.9688407,
다사535448,37.50174857,126.9744782,
다사513464,37.5160564,126.9494831,
다사488439,37.49338817,126.9213687,
다사483437,37.49155769,126.9157268,
다사507465,37.51692589,126.9426872,
다사533447,37.50083716,126.9722219,
다사528446,37.49991042,126.9665717,
다사513439,37.4935233,126.9496486,
다사535454,37.50715654,126.9744403,
다사477438,37.49242525,126.9089327,
다사526450,37.50350549,126.9642834,
다사545446,37.4999957,126.9858038,
다사520447,37.50077053,126.9575148,
다사534448,37.50174354,126.9733468,
다사535446,37.49994592,126.9744908,
다사537446,37.49995596,126.9767534,
다사505464,37.51601386,126.9404308,
다사487439,37.49338262,126.9202375,
다사540449,37.50267493,126.9801286,
다사514438,37.49262724,126.9507864,
다사520446,37.49986921,126.9575213,
다사533442,37.49633052,126.9722536,
다사484436,37.49066196,126.916865,
다사539448,37.50176862,126.9790035,
다사525428,37.48367114,126.9632939,
다사514465,37.516963,126.9506081,
다사537445,37.49905463,126.9767597,
다사528441,37.49540378,126.9666038,
다사490439,37.49339923,126.9236311,
다사498464,37.51597607,126.9325101,
다사537442,37.49635064,126.9767786,
다사484441,37.49516856,126.9168299,
다사526424,37.48007095,126.9644507,
다사511441,37.49531539,126.9473729,
다사524460,37.51250847,126.961956,
다사529421,37.47738229,126.9678629,
다사524443,37.49718592,126.9620659,
다사531445,37.49902437,126.969972,
다사542429,37.48465825,126.9825156,
다사530455,37.50803256,126.9687768,
다사530441,37.49541398,126.9688662,
다사531450,37.50353101,126.9699401,
다사487437,37.49157998,126.9202514,
다사540420,37.47653633,126.9803097,
다사497451,37.50425346,126.9314674,
다사487447,37.50059319,126.9201818,
다사524442,37.49628459,126.9620724,
다사527448,37.50170796,126.9654276,
다사509464,37.51603522,126.944957,
다사529435,37.49000091,126.9677734,
다사500464,37.51598693,126.9347732,
다사530440,37.49451265,126.9688726,
다사527457,37.5098199,126.9653697,
다사526431,37.48638026,126.9644057,
다사487446,37.49969187,126.9201887,
다사497464,37.51597063,126.9313786,
다사537452,37.50536393,126.9767157,
다사505463,37.51511254,126.9404376,
다사523434,37.48906882,126.960993,
다사476437,37.49151826,126.9078087,
다사525427,37.48276981,126.9633004,
다사534454,37.5071515,126.9733089,
다사527435,37.4899907,126.9655111,
다사534419,37.47560496,126.9735303,
다사501463,37.51509101,126.9359115,
다사526426,37.48187361,126.9644378,
다사533455,37.50804778,126.9721711,
다사532455,37.50804272,126.9710397,
다사537453,37.50626526,126.9767094,
다사486439,37.49337707,126.9191063,
다사485440,37.49427282,126.9179681,
다사533449,37.50263982,126.9722092,
다사522445,37.49897825,126.9597904,
다사532442,37.49632546,126.9711223,
다사530448,37.50172327,126.9688215,
다사530450,37.50352593,126.9688088,
