GID,위도,경도,생활인구수,가까운 지하철역,지하철역까지거리(m)
다사500459,37.51148032,126.9348071,6,대방,753.45
다사518438,37.49264819,126.9553111,417,숭실대입구,427.34
다사529425,37.48098761,126.9678373,120,남성,502.58
다사507451,37.50430737,126.942781,596,장승배기,336.67
다사505450,37.50339536,126.940525,0,장승배기,208.55
다사508445,37.49890476,126.9439525,61,상도,557.62
다사503440,37.49437138,126.9383299,149,당곡,1054.88
다사504440,37.49437676,126.9394611,0,당곡,1145.83
다사490446,37.49970848,126.9235826,225,보라매,307.03
다사529438,37.4927049,126.9677542,159,남성,939.27
다사520453,37.50617849,126.9574757,0,흑석,617.86
다사532451,37.50443741,126.9710651,7,동작,809.06
다사509459,37.51152861,126.9449904,185,노량진,255.55
다사510450,37.50342201,126.9461818,319,상도,171
다사524446,37.4998899,126.9620465,110,숭실대입구,843.75
다사503458,37.51059519,126.9382083,309,장승배기,643.44
다사519459,37.51158123,126.9563051,237,노들,299.71
다사502457,37.50968849,126.9370836,203,장승배기,565.14
다사501461,37.51328837,126.935925,20,샛강,729.5
다사501443,37.49706458,126.9360471,260,신대방삼거리,751.01
다사475432,37.48700599,126.9067131,603,구로디지털단지,547.44
다사533433,37.48821855,126.9723107,273,남성,406.67
다사492447,37.50062082,126.9258383,133,신대방삼거리,232.75
다사541430,37.48555463,126.9813783,41,이수,113.29
다사498445,37.49885097,126.9326397,323,신대방삼거리,401.78
다사497453,37.50605611,126.9314538,8,장승배기,681.3
다사501448,37.50157119,126.9360132,329,장승배기,450.67
다사494456,37.50874368,126.928039,87,대방,448.06
다사509458,37.51062729,126.944997,309,노량진,355.67
다사493440,37.49431706,126.9270178,71,보라매병원,321.67
다사534423,37.47921029,126.973505,347,남성,644.77
다사526448,37.50170284,126.9642962,354,흑석,819.49
다사536438,37.49274031,126.9756725,74,총신대입구,870.18
다사493459,37.51144216,126.9268869,136,대방,131.29
다사500442,37.49615785,126.9349226,284,신대방삼거리,711.67
다사498455,37.50786419,126.9325715,141,장승배기,660.88
다사478437,37.49152958,126.910071,0,신대방,526.79
다사493456,37.5087382,126.9269076,0,대방,426.48
다사497460,37.51236535,126.9314059,504,대방,444.48
다사481441,37.49515176,126.9134363,9,보라매공원,412.27
다사528455,37.50802237,126.966514,572,흑석,290.98
다사524433,37.48817264,126.9621306,321,남성,881.79
다사516451,37.50435497,126.9529633,421,상도,475.32
다사511460,37.51244054,126.9472467,211,노량진,263.23
다사532428,37.48370684,126.9712113,281,남성,109.48
다사534431,37.48642094,126.9734544,146,남성,282.83
다사540425,37.481043,126.9802785,269,사당,514.71
다사497456,37.50876007,126.9314333,101,대방,613.92
다사477433,37.48791865,126.9089682,263,신대방,382.75
다사515441,37.49533647,126.9518978,437,숭실대입구,185.39
다사540436,37.49095764,126.9802098,233,총신대입구,486.92
다사482442,37.49605869,126.9145605,341,보라매공원,313.23
다사491437,37.4916021,126.9247761,392,보라매병원,177.31
다사509461,37.51333126,126.944977,92,노량진,56.32
다사523440,37.49447678,126.9609541,13,숭실대입구,674.22
다사481434,37.48884252,126.9134856,84,신대방,146.64
다사511461,37.51334187,126.94724,188,노량진,219.71
다사508463,37.51512858,126.9438321,0,노량진,169.5
다사499452,37.50516565,126.9337233,288,장승배기,469.03
다사516441,37.49534171,126.953029,312,숭실대입구,115.64
다사501452,37.50517648,126.9359861,471,장승배기,270.59
다사541443,37.49727193,126.9812973,257,동작,707
다사497449,37.50245082,126.9314811,276,신대방삼거리,418.65
다사474433,37.48790162,126.9055749,276,구로디지털단지,532.28
다사502451,37.50428055,126.9371242,162,장승배기,179.03
다사503450,37.50338462,126.9382623,70,장승배기,175.77
다사475431,37.48610467,126.9067203,444,구로디지털단지,502.72
다사509450,37.5034167,126.9450504,273,상도,265.02
다사502453,37.5060832,126.9371107,97,장승배기,217.88
다사523449,37.50258873,126.9608958,146,흑석,753.04
다사512446,37.4998273,126.948471,120,상도,332.64
다사481433,37.48794119,126.9134927,21,신대방,49.05
다사538421,37.47742769,126.9780415,243,사당,331.91
다사495457,37.50965048,126.9291635,539,대방,405.68
다사510445,37.49891539,126.9462151,208,상도,457.18
다사514444,37.49803519,126.9507468,251,숭실대입구,323.43
다사541436,37.49096262,126.981341,179,총신대입구,461
다사536428,37.483727,126.9757355,34,남성,422.06
다사510455,37.50792863,126.9461485,115,상도,593.05
다사517450,37.50345888,126.9541012,252,상도,547.78
다사494458,37.51054632,126.9280252,73,대방,266.27
다사497444,37.49794421,126.9315153,316,신대방삼거리,351.38
다사490455,37.50782036,126.9235202,291,서울지방병무청,240.78
다사477436,37.49062261,126.9089469,176,신대방,513.85
다사491450,37.50331928,126.9246862,421,서울지방병무청,330.51
다사515458,37.51065899,126.9517858,397,노들,259.19
다사520448,37.50167186,126.9575083,284,숭실대입구,691.6
다사534426,37.48191428,126.9734861,332,남성,373.04
다사523453,37.50619403,126.9608699,0,흑석,391.55
다사532432,37.48731216,126.9711859,521,남성,291.87
다사498448,37.50155494,126.9326193,116,신대방삼거리,438.77
다사534434,37.48912493,126.9734355,584,남성,534.4
다사529424,37.48008628,126.9678437,79,낙성대역,511.32
다사530421,37.47738738,126.9689938,221,낙성대역,493.1
다사521457,37.50978898,126.958581,105,흑석,439.73
다사541424,37.48014663,126.9814157,17,사당,399.55
다사507443,37.49709678,126.9428346,84,상도,777.38
다사531436,37.49091241,126.9700293,349,남성,698.64
다사482438,37.49245341,126.9145886,0,보라매공원,468.25
다사535420,37.47651133,126.974655,110,사당,615.6
다사507455,37.50791267,126.9427542,7,장승배기,473.88
다사540431,37.48645099,126.980241,259,이수,142.43
다사531423,37.47919512,126.9701121,518,남성,617.07
다사504443,37.49708073,126.9394409,285,장승배기,864.13
다사503445,37.498878,126.9382961,165,장승배기,666.61
다사540439,37.49366164,126.980191,170,총신대입구,775.37
다사536420,37.47651635,126.9757859,98,사당,515.8
다사511442,37.49621671,126.9473663,109,숭실대입구,554.29
다사514462,37.51425903,126.9506279,613,노들,286.56
다사516444,37.49804569,126.9530093,252,숭실대입구,206.64
다사509448,37.50161405,126.9450638,138,상도,286.14
다사510448,37.50161936,126.9461951,269,상도,202.19
다사509441,37.49530478,126.9451104,240,숭실대입구,760.71
다사536433,37.48823366,126.975704,587,남성,565.58
다사537439,37.49364666,126.9767974,156,총신대입구,891.31
다사483443,37.49696561,126.9156847,14,보라매공원,257.43
다사536439,37.49364164,126.9756662,124,총신대입구,947.99
다사506448,37.50159806,126.9416698,252,장승배기,429.86
다사530424,37.48009137,126.9689747,309,남성,544.68
다사503456,37.50879255,126.9382218,185,장승배기,444.63
다사507454,37.50701134,126.9427609,220,장승배기,408.2
다사515440,37.49443514,126.9519044,290,숭실대입구,254.51
다사495442,37.49613066,126.9292665,528,신대방삼거리,409.37
다사512453,37.50613657,126.9484246,327,상도,374.48
다사514459,37.51155506,126.9506477,15,노들,259.38
다사495450,37.50334123,126.9292116,208,신대방삼거리,412.42
다사501446,37.49976854,126.9360268,264,장승배기,623.37
다사488447,37.50059874,126.9213131,19,보라매,130.35
다사511456,37.50883525,126.9472732,347,노량진,595.2
다사522457,37.50979416,126.9597125,165,흑석,342.37
다사518446,37.4998588,126.9552587,369,숭실대입구,424.83
다사519458,37.51067991,126.9563116,179,노들,353.62
다사532427,37.48280551,126.9712177,339,남성,209.55
다사502456,37.50878716,126.9370904,285,장승배기,470.39
다사515457,37.50975767,126.9517924,679,노들,350
다사506449,37.50249939,126.9416631,396,장승배기,349.55
다사525449,37.50259903,126.9631585,202,흑석,717.2
다사507441,37.49529413,126.942848,116,상도,947.22
다사515456,37.50885634,126.951799,146,노들,444.88
다사504456,37.50879793,126.9393532,125,장승배기,440.5
다사513453,37.50614185,126.949556,253,상도,398.76
다사529428,37.48369161,126.9678181,334,남성,310.71
다사541441,37.49546927,126.9813098,0,구반포,855.17
다사517454,37.50706418,126.954075,231,노들,630.95
다사518439,37.49354951,126.9553046,365,숭실대입구,334.72
다사525436,37.49088177,126.9632423,393,남성,977.74
다사500450,37.50336843,126.9348683,243,장승배기,401.75
다사506447,37.50069674,126.9416765,258,장승배기,517.18
다사532425,37.48100285,126.9712304,342,남성,409.91
다사491454,37.50692456,126.9246586,459,서울지방병무청,222.07
다사541435,37.49006128,126.9813472,265,총신대입구,362.4
다사506442,37.49619012,126.9417101,58,상도,917.33
다사474430,37.48519766,126.9055963,90,구로디지털단지,377.42
다사495443,37.49703198,126.9292596,481,신대방삼거리,312.38
다사514454,37.50704844,126.9506807,322,상도,531.3
다사503448,37.50158197,126.9382758,72,장승배기,368.8
다사512457,37.50974187,126.948398,359,노들,536.91
다사526434,37.48908425,126.9643864,133,남성,768.56
다사517452,37.50526153,126.9540881,51,상도,607.29
다사515444,37.49804045,126.951878,76,숭실대입구,252.38
다사508451,37.50431271,126.9439124,366,상도,394.29
다사516443,37.49714436,126.9530159,100,숭실대입구,113.28
다사527451,37.50441194,126.9654083,91,흑석,542.5
다사506444,37.49799277,126.9416966,462,상도,767.31
다사532454,37.50714139,126.971046,95,흑석,700.36
다사500452,37.50517107,126.9348547,405,장승배기,369.65
다사538430,37.48553968,126.9779851,254,이수,357.71
다사515442,37.49623779,126.9518912,295,숭실대입구,155.09
다사532419,37.47559486,126.9712685,58,낙성대역,713.39
다사532431,37.48641083,126.9711922,266,남성,191.71
다사541428,37.48375196,126.9813908,280,이수,308.4
다사506452,37.50520335,126.941643,311,장승배기,234.35
다사521446,37.4998744,126.9586526,287,숭실대입구,597.12
다사511453,37.50613128,126.9472932,192,상도,376.01
다사538437,37.491849,126.9779412,275,총신대입구,668.78
다사536423,37.47922035,126.975767,422,사당,597.37
다사540424,37.48014166,126.9802847,307,사당,418.16
다사507444,37.49799811,126.9428279,392,상도,698.57
다사500451,37.50426975,126.9348615,363,장승배기,372.8
다사537438,37.49274533,126.9768037,191,총신대입구,808.07
다사538446,37.49996097,126.9778847,0,동작,448.84
다사519456,37.50887726,126.9563247,146,노들,505.75
다사522453,37.50618886,126.9597385,38,흑석,457.75
다사495441,37.49522933,126.9292733,332,신대방삼거리,507.62
다사541438,37.49276528,126.9813285,150,총신대입구,659.68
다사505446,37.49979006,126.9405519,246,장승배기,578
다사508442,37.49620079,126.9439725,317,상도,812.34
다사489442,37.49609767,126.9224791,236,보라매병원,364.43
다사526451,37.50440682,126.9642769,0,흑석,520.44
다사515454,37.5070537,126.9518121,250,상도,583.86
다사530438,37.49270999,126.9688854,155,남성,913.31
다사477435,37.48972129,126.908954,249,신대방,452.51
다사500446,37.49976314,126.9348955,184,신대방삼거리,589.09
다사534425,37.48101295,126.9734924,315,남성,459.63
다사492460,37.51233798,126.9257485,0,대방,59.83
다사479437,37.49153522,126.9112021,214,신대방,481.17
다사517447,37.5007549,126.9541209,397,숭실대입구,501.76
다사509443,37.49710743,126.9450971,342,상도,680.12
다사505459,37.51150726,126.9404645,29,노량진,462.77
다사510444,37.49801407,126.9462217,272,상도,552.49
다사513443,37.4971286,126.9496221,99,숭실대입구,368.21
다사480434,37.48883689,126.9123545,238,신대방,166.26
다사517437,37.49174164,126.9541865,218,숭실대입구,504.43
다사540437,37.49185897,126.9802035,155,총신대입구,581.7
다사515459,37.51156032,126.9517792,249,노들,178.74
다사536435,37.49003632,126.9756914,785,이수,670.95
다사503460,37.51239784,126.9381948,538,노량진,605.8
다사528426,37.48188385,126.9666999,151,남성,498.51
다사492445,37.49881818,126.9258521,351,신대방삼거리,231.41
다사517459,37.5115708,126.9540421,170,노들,145.06
다사501451,37.50427516,126.9359929,243,장승배기,274.87
다사509442,37.49620611,126.9451038,417,숭실대입구,753.89
다사526453,37.50620947,126.964264,271,흑석,322.74
다사537420,37.47652136,126.9769168,0,사당,416.01
다사528438,37.4926998,126.966623,6,남성,974.8
다사506461,37.51331526,126.9415825,29,노량진,291.42
다사527452,37.50531327,126.9654019,482,흑석,448.24
다사488444,37.49789477,126.9213339,224,보라매,249.26
다사512441,37.49532067,126.9485041,355,숭실대입구,465.71
다사515439,37.49353382,126.951911,132,숭실대입구,339.51
다사500447,37.50066446,126.9348887,400,장승배기,590.95
다사542441,37.49547423,126.982441,9,구반포,795.52
다사496458,37.51055726,126.9302881,223,대방,410.38
다사537432,37.48733734,126.9768414,428,이수,451.94
다사494442,37.49612518,126.9281352,270,신대방삼거리,399.46
다사506460,37.51241393,126.9415892,810,노량진,325.5
다사512454,37.50703789,126.9484179,393,상도,474.15
다사541429,37.48465329,126.9813846,14,이수,209.59
다사498438,37.49254171,126.9326874,9,당곡,519.16
다사510454,37.50702731,126.9461551,633,상도,497.03
다사501454,37.50697912,126.9359725,0,장승배기,358.91
다사480442,37.49604746,126.912298,353,보라매공원,511.31
다사506446,37.49979541,126.9416832,425,장승배기,608.49
다사500458,37.510579,126.9348139,10,장승배기,737.9
다사497457,37.50966139,126.9314264,299,대방,549.47
다사497458,37.51056271,126.9314196,434,대방,497.04
다사502452,37.50518188,126.9371175,117,장승배기,172.38
다사510462,37.51423789,126.9461018,0,노량진,121.78
다사493447,37.50062631,126.9269696,230,신대방삼거리,149.51
다사540423,37.47924033,126.980291,225,사당,323.12
다사524434,37.48907397,126.9621241,534,남성,930.69
다사505456,37.50880329,126.9404847,56,장승배기,458.59
다사538432,37.48734235,126.9779725,444,이수,355.02
다사491441,37.49520739,126.9247485,261,보라매병원,261.26
다사535435,37.49003129,126.9745603,310,남성,667.68
다사537426,37.48192935,126.9768791,412,남성,594.48
다사495446,37.49973594,126.929239,90,신대방삼거리,90.09
다사515449,37.50254707,126.9518451,396,상도,344.75
다사525456,37.50890831,126.9631133,0,흑석,35.45
다사497443,37.49704289,126.9315221,290,신대방삼거리,416.39
다사507449,37.50250473,126.9427944,355,장승배기,422.23
다사498442,37.496147,126.9326602,302,신대방삼거리,557.82
다사488446,37.49969742,126.92132,32,보라매,109.3
다사511451,37.50432863,126.9473065,178,상도,180.23
다사533425,37.4810079,126.9723614,353,남성,423.89
다사531427,37.48280044,126.9700866,275,남성,228.42
다사520438,37.49265859,126.9575735,252,숭실대입구,529.21
다사523438,37.49267413,126.9609671,69,숭실대입구,758.71
다사509447,37.50071273,126.9450704,237,상도,343.27
다사539436,37.49095266,126.9790786,290,총신대입구,530.64
다사522448,37.50168223,126.9597709,407,숭실대입구,809.6
다사479435,37.48973258,126.9112163,302,신대방,304.77
다사518460,37.51247734,126.955167,104,노들,174.16
다사493443,37.49702102,126.9269971,542,신대방삼거리,318.54
다사531425,37.48099778,126.9700993,369,남성,419.88
다사519461,37.51338388,126.956292,8,노들,282.19
다사538429,37.48463835,126.9779914,172,이수,398.81
다사506451,37.50430203,126.9416497,103,장승배기,239.27
다사529433,37.48819826,126.9677862,387,남성,488.11
다사513444,37.49802993,126.9496155,165,숭실대입구,406.74
다사531434,37.48910975,126.970042,408,남성,500.59
다사484443,37.4969712,126.9168159,594,보라매공원,185.51
다사523455,37.50799668,126.9608569,66,흑석,258.79
다사492459,37.51143666,126.9257554,415,대방,135.22
다사539431,37.48644601,126.9791099,343,이수,242.2
다사488445,37.4987961,126.921327,321,보라매,164.3
다사532429,37.48460817,126.9712049,232,남성,12.32
다사492439,37.49341024,126.9258935,166,보라매병원,192.31
다사535422,37.47831399,126.9746423,395,사당,647.62
다사515451,37.50434972,126.9518319,375,상도,383.93
다사503455,37.50789123,126.9382286,45,장승배기,345.93
다사488443,37.49699345,126.9213409,192,보라매공원,325.86
다사539439,37.49365665,126.9790598,703,총신대입구,803.55
다사530428,37.4836967,126.9689492,264,남성,220.08
다사516440,37.49444039,126.9530356,127,숭실대입구,209.23
다사521438,37.49266378,126.9587047,225,숭실대입구,598.89
다사478431,37.48612166,126.9101135,28,신대방,320.42
다사523459,37.51160198,126.960831,25,흑석,367.93
다사507457,37.50971531,126.9427408,227,노량진,492.33
다사503453,37.50608858,126.9382421,309,장승배기,154.57
다사537425,37.48102802,126.9768854,285,사당,651.81
다사526449,37.50260417,126.9642898,156,흑석,719.66
다사538440,37.49455299,126.9779224,114,총신대입구,933.62
다사502447,37.50067526,126.9371513,158,장승배기,492.23
다사507447,37.50070208,126.9428078,609,상도,509.5
다사535432,37.4873273,126.9745792,185,남성,424.19
다사538435,37.49004634,126.9779537,398,총신대입구,514.6
다사517458,37.51066947,126.9540487,159,노들,237.22
다사514446,37.49983784,126.9507336,203,상도,410
다사536434,37.48913499,126.9756977,344,이수,617.11
다사509455,37.50792332,126.9450171,468,상도,626.66
다사540430,37.48554966,126.9802473,223,이수,176.88
다사497440,37.49433892,126.9315426,409,당곡,574.53
다사526437,37.49178823,126.9643671,37,남성,988.46
다사542434,37.48916491,126.9824846,8,총신대입구,256.09
다사512443,37.49712333,126.9484909,256,숭실대입구,465.11
다사517446,37.49985357,126.9541275,298,숭실대입구,402.03
다사508459,37.51152329,126.9438589,367,노량진,269.51
다사527456,37.50891858,126.9653761,0,흑석,168.09
다사500445,37.49886182,126.9349023,276,신대방삼거리,597.29
다사498440,37.49434436,126.9326738,381,당곡,640.88
다사476435,37.48971562,126.9078229,76,신대방,539.06
다사497445,37.49884553,126.9315084,360,신대방삼거리,306.02
다사533419,37.47559991,126.9723994,69,낙성대역,810.56
다사493439,37.49341574,126.9270247,0,보라매병원,290.21
다사511446,37.49982201,126.9473397,298,상도,334.37
다사525450,37.50350036,126.963152,0,흑석,617.09
다사514453,37.50614712,126.9506873,216,상도,444.63
다사502439,37.49346468,126.9372054,37,당곡,922.96
다사480435,37.48973822,126.9123474,224,신대방,258.51
다사529430,37.48549427,126.9678054,189,남성,304.88
다사530437,37.49180866,126.9688918,321,남성,815.57
다사528451,37.50441706,126.9665397,293,흑석,581.11
다사508443,37.49710211,126.9439659,214,상도,723.52
다사516455,37.50796027,126.952937,302,노들,527.26
다사539430,37.48554468,126.9791162,278,이수,263.93
다사478439,37.49333222,126.9100568,163,신대방,704.63
다사531426,37.48189911,126.970093,309,남성,322.78
다사538425,37.48103302,126.9780164,356,사당,593.11
다사491452,37.50512192,126.9246724,279,서울지방병무청,197.73
다사513458,37.51064847,126.9495229,129,노들,397.2
다사527434,37.48908937,126.9655175,81,남성,694.86
다사495458,37.5105518,126.9291567,201,대방,331.21
다사489447,37.50060427,126.9224444,41,보라매,219.53
다사532436,37.49091748,126.9711605,144,남성,692.7
다사519457,37.50977859,126.9563181,7,노들,424.7
다사520454,37.50707981,126.9574692,149,흑석,573.18
다사511443,37.49711804,126.9473596,244,숭실대입구,563.04
다사505444,37.49798741,126.9405654,354,장승배기,774.54
다사531424,37.48009645,126.9701057,384,남성,518.16
다사496441,37.49523479,126.9304046,362,신대방삼거리,534.43
다사498456,37.50876551,126.9325647,44,대방,689.53
다사516448,37.50165099,126.952983,349,상도,461.78
다사500444,37.49796049,126.9349091,229,신대방삼거리,621.75
다사542444,37.49817822,126.9824224,312,구반포,571.02
다사504448,37.50158735,126.9394072,114,장승배기,363.8
다사519452,37.50527196,126.9563508,85,흑석,755.68
다사532426,37.48190418,126.971224,334,남성,309.72
다사490454,37.50691904,126.9235272,798,서울지방병무청,150.78
다사510447,37.50071804,126.9462017,715,상도,277.2
다사530422,37.47828871,126.9689875,84,낙성대역,508.53
다사520439,37.49355992,126.957567,684,숭실대입구,457.7
다사496439,37.49343215,126.9304182,82,당곡,434.41
다사492448,37.50152214,126.9258314,356,신대방삼거리,290.89
다사519460,37.51248256,126.9562985,79,노들,273.28
다사512452,37.50523525,126.9484312,478,상도,275.21
다사505448,37.50159271,126.9405385,157,장승배기,385.5
다사523451,37.50439138,126.9608828,140,흑석,565.7
다사514457,37.50975241,126.9506609,278,노들,397.29
다사529434,37.48909958,126.9677798,224,남성,571.72
다사514451,37.50434447,126.9507006,217,상도,297.98
다사525453,37.50620434,126.9631326,12,흑석,317.21
다사522454,37.50709019,126.959732,62,흑석,395.37
다사517457,37.50976815,126.9540553,225,노들,334.06
다사514463,37.51516035,126.9506213,396,노들,356.71
다사511444,37.49801936,126.947353,250,상도,533.07
다사517438,37.49264296,126.9541799,338,숭실대입구,404.69
다사496457,37.50965594,126.930295,142,대방,472.54
다사540422,37.478339,126.9802972,254,사당,232.48
다사538423,37.47923036,126.978029,326,사당,436.79
다사515445,37.49894177,126.9518715,134,숭실대입구,337.11
다사503443,37.49707535,126.9383096,280,장승배기,866.25
다사496444,37.49793876,126.930384,483,신대방삼거리,274.97
다사534427,37.48281561,126.9734797,111,남성,295.2
다사535434,37.48912996,126.9745666,212,남성,580.59
다사500443,37.49705917,126.9349159,262,신대방삼거리,660.67
다사510451,37.50432334,126.9461751,113,상도,231.42
다사500440,37.4943552,126.9349362,359,당곡,794.84
다사494443,37.49702651,126.9281284,234,신대방삼거리,299.27
다사531428,37.48370177,126.9700802,254,남성,142.3
다사534430,37.48551961,126.9734608,196,남성,227.26
다사535423,37.47921532,126.974636,403,남성,683.54
다사492446,37.4997195,126.9258452,103,신대방삼거리,209.32
다사526447,37.50080151,126.9643027,125,흑석,919.41
다사511449,37.50252599,126.9473198,250,상도,62.79
다사503444,37.49797668,126.9383029,232,장승배기,766.37
다사535426,37.48191932,126.9746171,313,남성,436.64
다사512459,37.51154451,126.9483848,180,노량진,403.52
다사511445,37.49892069,126.9473463,111,상도,433.52
다사495459,37.51145312,126.9291498,636,대방,273.69
다사514447,37.50073917,126.950727,301,상도,334.75
다사532437,37.49181881,126.9711541,20,남성,792.92
다사537430,37.48553468,126.976854,16,이수,454.06
다사533420,37.47650125,126.9723931,218,낙성대역,795.16
다사498451,37.5042589,126.9325988,192,장승배기,570.6
다사539435,37.49005133,126.9790849,261,총신대입구,447.65
다사536426,37.48192434,126.9757481,254,남성,511.92
다사524444,37.49808725,126.9620595,0,숭실대입구,769.35
다사493462,37.51414612,126.9268662,170,대방,182.75
다사489450,37.50330823,126.9224235,321,서울지방병무청,275.69
다사499444,37.49795508,126.9337778,320,신대방삼거리,528.16
다사539432,37.48734734,126.9791037,657,이수,260.27
다사521455,37.50798633,126.9585941,330,흑석,446.47
다사502443,37.49706997,126.9371784,337,신대방삼거리,843.5
다사507461,37.5133206,126.942714,61,노량진,194.31
다사532424,37.48010152,126.9712367,262,남성,510.12
다사540435,37.49005631,126.980216,259,총신대입구,394.85
다사526454,37.5071108,126.9642576,183,흑석,225.72
다사518452,37.50526675,126.9552195,122,상도,697.98
다사510458,37.5106326,126.9461285,212,노량진,372.95
다사508441,37.49529946,126.9439792,307,숭실대입구,859.72
다사490453,37.50601772,126.9235341,429,서울지방병무청,87.07
다사535428,37.48372198,126.9746045,20,남성,326.68
다사503452,37.50518726,126.9382488,433,장승배기,78.34
다사518441,37.49535217,126.9552915,106,숭실대입구,176.47
다사531429,37.4846031,126.9700739,151,남성,91.73
다사537427,37.48283069,126.9768729,267,남성,549
다사514449,37.50254182,126.9507138,351,상도,245.45
다사526457,37.50981478,126.9642383,6,흑석,108.88
다사515462,37.51426429,126.9517594,80,노들,216.3
다사477432,37.48701733,126.9089753,272,신대방,384.05
다사499442,37.49615243,126.9337914,256,신대방삼거리,631.55
다사490451,37.50421508,126.9235479,398,서울지방병무청,193.77
다사520455,37.50798114,126.9574626,339,흑석,543.52
다사518447,37.50076012,126.9552522,396,숭실대입구,520.21
다사490456,37.50872168,126.9235133,178,서울지방병무청,336.61
다사491446,37.49971399,126.9247139,252,신대방삼거리,309.12
다사489443,37.49699899,126.9224721,374,보라매,385.43
다사504447,37.50068602,126.9394139,290,장승배기,463.73
다사501447,37.50066987,126.93602,375,장승배기,534.6
다사500460,37.51238164,126.9348004,137,샛강,712.3
다사515450,37.5034484,126.9518385,354,상도,350.83
다사500453,37.50607239,126.9348479,161,장승배기,392.93
다사530435,37.490006,126.9689045,73,남성,622.48
다사521449,37.50257838,126.9586331,316,숭실대입구,829
다사528439,37.49360113,126.9666166,0,남성,1067.38
다사517460,37.51247212,126.9540356,0,노들,76.83
다사498444,37.49794965,126.9326465,330,신대방삼거리,437.32
다사521447,37.50077572,126.9586461,484,숭실대입구,668.35
다사510456,37.50882995,126.9461418,375,노량진,567.24
다사502461,37.51329377,126.9370565,0,노량진,687.62
다사530454,37.50713124,126.9687832,226,흑석,514.1
다사510449,37.50252069,126.9461884,220,상도,158.17
다사494444,37.49792783,126.9281215,116,신대방삼거리,199.13
다사505443,37.49708609,126.9405721,104,장승배기,873.48
다사529427,37.48279028,126.9678245,278,남성,358.42
다사522459,37.51159681,126.9596995,98,흑석,437.71
다사541426,37.4819493,126.9814033,79,이수,507.69
다사520445,37.49896788,126.9575279,28,숭실대입구,455.95
다사524457,37.50980449,126.9619754,508,흑석,157.14
다사495449,37.50243991,126.9292184,399,신대방삼거리,315.37
다사504441,37.49527808,126.9394543,200,장승배기,1064.47
다사518458,37.5106747,126.9551802,375,노들,284.08
다사501445,37.49886722,126.9360335,306,신대방삼거리,695.91
다사513457,37.50974714,126.9495295,529,노들,461.62
다사518457,37.50977337,126.9551867,225,노들,368.81
다사534424,37.48011162,126.9734987,372,남성,550.86
다사501439,37.49345928,126.9360742,110,당곡,831.59
다사538439,37.49365166,126.9779286,312,총신대입구,842.67
다사531420,37.47649113,126.9701312,111,낙성대역,596.69
다사536437,37.49183898,126.9756788,244,총신대입구,797.41
다사522447,37.5007809,126.9597774,399,숭실대입구,738.39
다사509462,37.51423258,126.9449703,0,노량진,47.34
다사516439,37.49353906,126.9530422,265,숭실대입구,307.04
다사520451,37.50437584,126.9574887,122,흑석,740.58
다사506441,37.49528879,126.9417168,336,상도,998.99
다사524453,37.50619919,126.9620013,331,흑석,342.06
다사508458,37.51062197,126.9438656,368,노량진,365.84
다사537437,37.49184399,126.97681,178,총신대입구,729.11
다사514443,37.49713387,126.9507534,129,숭실대입구,273.39
다사496460,37.5123599,126.9302744,171,대방,344.85
다사517448,37.50165623,126.9541143,239,상도,558.29
다사502448,37.50157659,126.9371445,164,장승배기,399.5
다사509460,37.51242993,126.9449837,289,노량진,155.54
다사529437,37.49180357,126.9677606,47,남성,844.54
다사536425,37.48102301,126.9757544,412,남성,578.07
다사499439,37.49344846,126.9338118,388,당곡,656.23
다사519445,37.49896268,126.9563966,107,숭실대입구,386.27
다사521458,37.5106903,126.9585745,73,흑석,469.58
다사536436,37.49093765,126.9756851,292,총신대입구,731.15
다사491445,37.49881267,126.9247208,248,신대방삼거리,324.49
다사519444,37.49806136,126.9564031,201,숭실대입구,315.03
다사515447,37.50074442,126.9518583,388,상도,413.12
다사537424,37.48012669,126.9768917,454,사당,578.2
다사542435,37.49006624,126.9824783,61,총신대입구,355.93
다사499443,37.49705375,126.9337846,316,신대방삼거리,573.46
다사504442,37.4961794,126.9394476,125,장승배기,964.29
다사540438,37.49276031,126.9801973,396,총신대입구,678.04
다사530429,37.48459803,126.9689428,223,남성,191.31
다사505455,37.50790197,126.9404914,43,장승배기,363.7
다사510457,37.50973128,126.9461352,303,노량진,469.45
다사510442,37.49621142,126.946235,357,숭실대입구,654.09
다사480438,37.49244218,126.9123262,254,신대방,552.2
다사516436,37.49083508,126.9530619,0,숭실대입구,605.22
다사507438,37.49259016,126.9428681,0,숭실대입구,1034.88
다사518453,37.50616807,126.9552129,78,상도,742.74
다사522446,37.49987958,126.9597839,171,숭실대입구,674.6
다사533427,37.48281057,126.9723487,230,남성,235.72
다사480439,37.4933435,126.9123192,691,보라매공원,567.59
다사531431,37.48640576,126.9700611,366,남성,212.17
다사498454,37.50696287,126.9325783,281,장승배기,615.5
다사532421,37.47739752,126.9712558,363,낙성대역,692.5
다사495456,37.50874916,126.9291704,105,대방,489.43
다사496456,37.50875462,126.9303018,439,대방,546.13
다사513454,37.50704317,126.9495493,365,상도,493.55
다사539438,37.49275532,126.9790661,201,총신대입구,710.09
다사505462,37.51421122,126.9404443,0,노량진,388.7
다사513456,37.50884582,126.9495361,285,노들,537.13
