GID,위도,경도,생활인구수,가까운 지하철역,지하철역까지거리(m)
다사505445,37.49888874,126.9405587,268,장승배기,675.98
다사509440,37.49440346,126.9451171,68,숭실대입구,780.44
다사540440,37.49456297,126.9801848,196,총신대입구,873.36
다사490450,37.50331376,126.9235549,343,서울지방병무청,287.51
다사538427,37.48283569,126.9780039,111,이수,530.58
다사530434,37.48910467,126.9689109,86,남성,527.99
다사537428,37.48373202,126.9768666,36,남성,519.11
다사537423,37.47922536,126.976898,410,사당,513.67
다사512461,37.51334716,126.9483715,13,노량진,317.33
다사539425,37.48103802,126.9791475,365,사당,546.47
다사534452,37.50534885,126.9733215,75,동작,635.86
다사513446,37.49983258,126.9496023,388,상도,359.74
다사478436,37.49062826,126.9100781,123,신대방,445.13
다사518456,37.50887205,126.9551933,39,노들,459.82
다사540427,37.48284566,126.980266,317,이수,429.93
다사520460,37.51248776,126.95743,0,노들,372.76
다사516438,37.49263773,126.9530487,128,숭실대입구,406.02
다사496461,37.51326122,126.9302676,260,대방,352.58
다사507442,37.49619546,126.9428413,124,상도,860.66
다사533421,37.47740258,126.9723867,403,낙성대역,792.23
다사531453,37.50623499,126.969921,375,흑석,648.58
다사536431,37.486431,126.9757166,26,남성,450.46
다사494446,37.49973047,126.9281077,108,신대방삼거리,9.84
다사534435,37.49002626,126.9734291,179,남성,627.92
다사507440,37.49439281,126.9428547,71,숭실대입구,974.62
다사513445,37.49893125,126.9496089,456,상도,453.37
다사521439,37.49356511,126.9586982,214,숭실대입구,536.74
다사542436,37.49096758,126.9824721,20,총신대입구,455.93
다사497454,37.50695743,126.9314469,0,장승배기,708.53
다사525448,37.5016977,126.9631649,1794,흑석,817.34
다사508447,37.50070741,126.9439391,78,상도,422.79
다사529431,37.4863956,126.967799,220,남성,348.28
다사521454,37.507085,126.9586006,89,흑석,482.15
다사504446,37.4997847,126.9394206,313,장승배기,563.76
다사505442,37.49618477,126.9405788,284,장승배기,972.68
다사517445,37.49895225,126.954134,263,숭실대입구,302.63
다사513441,37.49532595,126.9496353,427,숭실대입구,368.95
다사494450,37.50333576,126.9280802,44,신대방삼거리,402.57
다사519437,37.49175207,126.9564488,268,숭실대입구,558.62
다사489452,37.50511088,126.9224096,25,서울지방병무청,76.56
다사536422,37.47831901,126.9757733,405,사당,553.62
다사533429,37.48461323,126.972336,83,남성,108.67
다사480433,37.48793557,126.9123616,161,신대방,92.44
다사474431,37.48609898,126.9055892,413,구로디지털단지,411.48
다사497459,37.51146403,126.9314127,126,대방,460.71
다사480436,37.49063954,126.9123404,58,신대방,355.11
다사541423,37.4792453,126.981422,23,사당,299.63
다사541444,37.49817326,126.9812911,184,동작,607.84
다사479433,37.48792994,126.9112304,246,신대방,186.04
다사497441,37.49524024,126.9315358,352,신대방삼거리,577.47
다사519446,37.49986401,126.95639,59,숭실대입구,468.24
다사493441,37.49521838,126.9270109,291,보라매병원,377.9
다사475430,37.48520335,126.9067274,9,구로디지털단지,475.25
다사491442,37.49610871,126.9247415,446,보라매병원,357.33
다사491455,37.50782588,126.9246516,254,서울지방병무청,290.79
다사493460,37.51234348,126.92688,10,대방,50.35
다사511452,37.50522996,126.9472998,520,상도,277.29
다사507459,37.51151796,126.9427274,286,노량진,316.06
다사538433,37.48824368,126.9779663,62,이수,393.97
다사540444,37.49816829,126.9801598,13,동작,600.31
다사530425,37.4809927,126.9689683,302,남성,452.2
다사504444,37.49798205,126.9394341,403,장승배기,763.98
다사494449,37.50243444,126.9280871,391,신대방삼거리,302.39
다사504452,37.50519264,126.9393802,138,장승배기,49.76
다사514461,37.5133577,126.9506345,0,노들,238.92
다사541434,37.48915995,126.9813534,204,총신대입구,265.02
다사505449,37.50249403,126.9405318,163,장승배기,293.27
다사508444,37.49800344,126.9439592,258,상도,638.09
다사539426,37.48193935,126.9791412,32,이수,560.87
다사533422,37.47830391,126.9723804,213,남성,718.7
다사520449,37.50257319,126.9575018,132,숭실대입구,780.15
다사531454,37.50713632,126.9699146,278,흑석,606.17
다사494462,37.5141516,126.9279977,148,대방,228.64
다사513440,37.49442462,126.949642,152,숭실대입구,408.08
다사500448,37.50156578,126.9348819,267,장승배기,516.26
다사538438,37.49275033,126.9779349,312,총신대입구,754.08
다사508450,37.50341138,126.9439191,197,상도,362.14
다사540426,37.48194433,126.9802722,198,이수,525.55
다사528433,37.48819315,126.966655,87,남성,553.43
다사493450,37.50333028,126.9269489,165,신대방삼거리,417.08
다사523456,37.50889801,126.9608504,29,흑석,232.25
다사497448,37.5015495,126.9314879,532,신대방삼거리,353.17
다사533428,37.4837119,126.9723424,121,남성,153.76
다사539427,37.48284068,126.9791349,279,이수,472.46
다사481440,37.49425044,126.9134433,396,보라매공원,436.13
다사496447,37.50064273,126.9303635,378,신대방삼거리,215.45
다사512450,37.5034326,126.9484445,88,상도,83.76
다사532430,37.4855095,126.9711986,637,남성,91.7
다사504445,37.49888338,126.9394274,234,장승배기,663.85
다사505457,37.50970461,126.9404779,236,장승배기,555.35
다사479440,37.49423918,126.9111809,271,보라매공원,627.2
다사507448,37.5016034,126.9428011,154,상도,472.9
다사473430,37.48519197,126.9044653,139,구로디지털단지,281
다사529455,37.50802747,126.9676454,220,흑석,384.66
다사519440,37.49445605,126.9564292,280,숭실대입구,316.71
다사513451,37.5043392,126.9495692,36,상도,223.83
다사498460,37.51237079,126.9325374,26,대방,544.17
다사523441,37.49537811,126.9609476,12,숭실대입구,651.29
다사496450,37.50334669,126.9303429,90,신대방삼거리,445.01
다사473431,37.48609329,126.9044581,207,구로디지털단지,325.31
다사530427,37.48279536,126.9689556,374,남성,283.48
다사503451,37.50428594,126.9382556,0,장승배기,92.04
다사520443,37.49716523,126.9575409,54,숭실대입구,357.86
다사500441,37.49525652,126.9349294,386,신대방삼거리,772.37
다사508452,37.50521403,126.9439057,225,장승배기,432.48
다사526455,37.50801212,126.9642512,49,흑석,133.52
다사480441,37.49514614,126.9123051,857,보라매공원,511.45
다사508460,37.51242461,126.9438522,187,노량진,177.55
다사500439,37.49345388,126.934943,194,당곡,742.38
다사508446,37.49980609,126.9439458,11,상도,484.56
다사519454,37.50707461,126.9563378,219,흑석,666.72
다사522458,37.51069549,126.959706,162,흑석,379.95
다사508455,37.507918,126.9438856,648,장승배기,548.26
다사490436,37.49069526,126.9236519,335,보라매병원,255.08
다사509457,37.50972597,126.9450037,285,노량진,455.84
다사490438,37.49249791,126.923638,237,보라매병원,55.81
다사515438,37.49263249,126.9519176,,숭실대입구,431.11
다사527425,37.4809774,126.9655753,,낙성대역,469.34
다사539444,37.4981633,126.9790285,,동작,609.26
다사489435,37.48978842,126.9225277,,보라매병원,372.43
다사487441,37.49518527,126.9202236,,보라매공원,196.38
다사532448,37.50173343,126.9710842,,동작,827.1
다사528425,37.48098252,126.9667063,,낙성대역,518.42
다사510440,37.49440877,126.9462483,,숭실대입구,684.52
다사524440,37.49448194,126.9620853,,숭실대입구,770.03
다사484435,37.48976063,126.916872,,신대방,402.24
다사509439,37.49350213,126.9451238,,숭실대입구,812.15
다사536429,37.48462833,126.9757292,,남성,407.81
다사523461,37.51340463,126.960818,,흑석,538.62
다사535438,37.49273528,126.9745413,,총신대입구,938.83
다사493464,37.51594875,126.9268524,,샛강,202.86
다사519443,37.49716003,126.9564096,,숭실대입구,263.39
다사534450,37.50354619,126.9733342,,동작,603.1
다사504463,37.51510718,126.939306,,노량진,507.2
다사511462,37.51424319,126.9472334,,노량진,217.59
다사537448,37.50175862,126.9767408,,동작,363.31
다사536445,37.49904962,126.9756284,,동작,642.57
다사526446,37.49990018,126.9643091,,흑석,1019.39
다사525446,37.49989505,126.9631778,,숭실대입구,932.85
다사518451,37.50436542,126.955226,,상도,665.4
다사527436,37.49089203,126.9655047,,남성,848.72
다사533450,37.50354114,126.9722028,,동작,702.9
다사531419,37.47558979,126.9701375,,낙성대역,617.06
다사487438,37.4924813,126.9202445,,보라매병원,316.95
다사529439,37.49360623,126.9677478,,남성,1035.03
다사529423,37.47918495,126.9678501,,낙성대역,453.67
다사526458,37.5107161,126.9642318,,흑석,197.49
다사536450,37.50355626,126.9755969,,동작,403.5
다사534443,37.49723689,126.9733785,,동작,924.39
다사473432,37.48699461,126.904451,,구로디지털단지,390.88
다사479431,37.4861273,126.9112446,,신대방,238.09
다사525451,37.50440168,126.9631456,,흑석,517.03
다사516437,37.49173641,126.9530553,,숭실대입구,505.5
다사537444,37.4981533,126.976766,,동작,672.76
다사527445,37.49900398,126.9654468,,숭실대입구,1084.66
다사494463,37.51505292,126.9279908,,샛강,206.82
다사535453,37.50625522,126.9744466,,동작,586.8
다사507439,37.49349148,126.9428614,,숭실대입구,1000.2
다사493454,37.50693556,126.9269213,,서울지방병무청,402.78
다사540453,37.50628025,126.9801036,,동작,301.76
다사512465,37.51695245,126.948345,,노량진,466.4
다사524426,37.48186334,126.9621758,,낙성대역,538.67
다사521452,37.50528235,126.9586136,,흑석,599.16
다사519447,37.50076533,126.9563835,,숭실대입구,556.23
다사520462,37.51429041,126.957417,,노들,411.03
다사543445,37.4990845,126.9835474,,구반포,430.63
다사497463,37.51506931,126.9313854,,샛강,288.4
다사490435,37.48979394,126.9236588,,당곡,347.93
다사528442,37.49630511,126.9665974,,숭실대입구,1142.34
다사532456,37.50894405,126.9710333,,흑석,666.61
다사527446,37.49990531,126.9654404,,흑석,1030.83
다사503438,37.49256873,126.9383434,,당곡,985.68
다사482436,37.49065077,126.9146027,,신대방,365.72
다사518443,37.49715482,126.9552784,,숭실대입구,174.95
다사482443,37.49696001,126.9145534,,보라매공원,343.59
다사522462,37.51430078,126.95968,,노들,597.71
다사521453,37.50618368,126.9586071,,흑석,534.49
다사498461,37.51327211,126.9325306,,샛강,502.73
다사512462,37.51424848,126.9483649,,노량진,315.87
다사527444,37.49810265,126.9654533,,숭실대입구,1061.39
다사525441,37.49538841,126.9632101,,숭실대입구,849.02
다사521459,37.51159163,126.958568,,노들,488.14
다사527441,37.49539867,126.9654725,,숭실대입구,1047.46
다사499459,37.5114749,126.9336757,,대방,655.2
다사507463,37.51512324,126.9427006,,노량진,236.6
다사507464,37.51602456,126.9426939,,노량진,308.58
다사541422,37.47834397,126.9814282,,사당,200.01
다사496454,37.50695198,126.9303155,,서울지방병무청,693.55
다사533445,37.4990345,126.9722346,,동작,862.65
다사529443,37.49721154,126.9677222,,숭실대입구,1246.07
다사491460,37.51233248,126.924617,,대방,156.67
다사524445,37.49898858,126.962053,,숭실대입구,801.16
다사535433,37.48822863,126.9745729,,남성,498.46
다사499456,37.50877094,126.9336961,,장승배기,641.5
다사513459,37.51154979,126.9495162,,노들,350.05
다사537451,37.5044626,126.976722,,동작,320.13
다사501462,37.51418969,126.9359183,,샛강,681.19
다사489449,37.50240691,126.9224305,,보라매,344.31
다사536452,37.50535892,126.9755843,,동작,451
다사511440,37.49441406,126.9473795,,숭실대입구,589.89
다사536447,37.50085227,126.9756158,,동작,502.59
다사529441,37.49540889,126.967735,,남성,1228.69
다사534444,37.49813822,126.9733722,,동작,850.95
다사494451,37.50423708,126.9280734,,신대방삼거리,502.77
다사503454,37.50698991,126.9382353,,장승배기,248.47
다사534449,37.50264486,126.9733405,,동작,611.2
다사493453,37.50603424,126.9269282,,서울지방병무청,383.51
다사517461,37.51337344,126.954029,,노들,104.16
다사489440,37.49429503,126.922493,,보라매병원,184.52
다사534447,37.50084221,126.9733532,,동작,673.43
다사506439,37.49348614,126.9417302,,숭실대입구,1095.75
다사501464,37.51599234,126.9359047,,샛강,622.85
다사486441,37.49517971,126.9190924,,보라매공원,103.27
다사504449,37.50248867,126.9394004,,장승배기,264.1
다사539450,37.50357128,126.978991,,동작,104.09
다사485443,37.49697678,126.9179472,,보라매공원,149.92
다사519463,37.51518653,126.9562789,,노들,387.04
다사516464,37.51607218,126.9528778,,노들,376.46
다사526438,37.49268956,126.9643606,,숭실대입구,1024.94
다사500455,37.50787504,126.9348343,,장승배기,500.17
다사517463,37.51517609,126.9540159,,노들,284.64
다사517462,37.51427477,126.9540224,,노들,189.44
다사537443,37.49725197,126.9767723,,동작,763.53
다사540452,37.50537892,126.9801098,,동작,201.55
다사525439,37.49358576,126.963223,,숭실대입구,895.39
다사514464,37.51606167,126.9506147,,노들,438.7
다사503439,37.49347006,126.9383366,,당곡,1015.93
다사532450,37.50353608,126.9710715,,동작,802.7
다사532441,37.49542413,126.9711287,,남성,1193.8
다사523437,37.4917728,126.9609735,,숭실대입구,816.27
다사530447,37.50082195,126.9688279,,흑석,1028.9
다사516458,37.51066424,126.9529172,,노들,227.52
다사522443,37.4971756,126.9598034,,숭실대입구,552.45
다사493452,37.50513292,126.9269351,,서울지방병무청,389.89
다사510463,37.51513921,126.9460952,,노량진,184.37
다사509463,37.5151339,126.9449637,,노량진,146.29
다사474434,37.48880294,126.9055678,,구로디지털단지,608.66
다사536454,37.50716157,126.9755717,,동작,569.52
다사531442,37.49632039,126.9699911,,동작,1206.55
다사513438,37.49262197,126.9496552,,숭실대입구,536.3
다사534438,37.49273025,126.9734101,,남성,917.03
다사523428,37.48366084,126.9610318,,낙성대역,757.12
다사526443,37.4971962,126.9643284,,숭실대입구,947.9
다사531455,37.50803765,126.9699083,,흑석,578.22
다사522439,37.49357029,126.9598294,,숭실대입구,621.79
다사528423,37.47917985,126.9667191,,낙성대역,370.7
다사540448,37.5017736,126.9801348,,동작,199.44
다사511463,37.51514451,126.9472267,,노량진,257.88
다사524458,37.51070582,126.9619689,,흑석,227.69
다사529450,37.50352084,126.9676774,,흑석,717.26
다사514466,37.51786432,126.9506015,,노들,618.99
다사531439,37.4936164,126.9700102,,남성,997.51
다사489438,37.49249238,126.9225068,,보라매병원,125.07
다사530439,37.49361132,126.968879,,남성,1011.53
다사529422,37.47828362,126.9678565,,낙성대역,412.65
다사486437,37.49157442,126.9191203,,보라매병원,440.09
다사495463,37.5150584,126.9291224,,샛강,190.58
다사528422,37.47827852,126.9667255,,낙성대역,319.19
다사543443,37.49728184,126.9835598,,구반포,574.19
다사528440,37.49450246,126.9666102,,숭실대입구,1160.01
다사495452,37.50514387,126.9291979,,서울지방병무청,587.04
다사481437,37.49154648,126.9134645,,신대방,446.47
다사536446,37.49995095,126.9756221,,동작,568.07
다사537449,37.50265995,126.9767345,,동작,319.48
다사544446,37.49999077,126.9846725,,구반포,291.25
다사522452,37.50528753,126.959745,,흑석,531.83
다사499461,37.51327754,126.9336621,,샛강,570.93
다사523429,37.48456217,126.9610253,,낙성대역,854
다사495453,37.50604519,126.929191,,서울지방병무청,582.82
다사535445,37.49904459,126.9744971,,동작,709.51
다사528447,37.50081175,126.9665653,,흑석,955.06
다사539447,37.50086729,126.9790098,,동작,317.19
다사535441,37.49543927,126.9745224,,동작,1032.03
다사538445,37.49905964,126.977891,,동작,540.05
다사527424,37.48007607,126.9655817,,낙성대역,380.22
다사524450,37.50349521,126.9620207,,흑석,630.23
다사534441,37.49543424,126.9733912,,동작,1084.21
다사542445,37.49907955,126.9824161,,구반포,513.79
다사523450,37.50349005,126.9608893,,흑석,658.4
다사531444,37.49812304,126.9699784,,동작,1083.93
다사528429,37.48458784,126.9666807,,남성,390.8
다사486435,37.48977178,126.9191342,,보라매병원,543.9
다사499455,37.50786962,126.9337029,,장승배기,577.5
다사524451,37.50439654,126.9620142,,흑석,532.64
다사531443,37.49722172,126.9699847,,동작,1142.5
다사525440,37.49448708,126.9632165,,숭실대입구,866.73
다사535447,37.50084725,126.9744845,,동작,585.74
다사528449,37.50261441,126.9665525,,흑석,764.68
다사533439,37.49362653,126.9722726,,남성,999.22
다사495455,37.50784784,126.9291773,,대방,578.45
다사510446,37.49981672,126.9462084,,상도,364.53
다사535451,37.50445256,126.9744592,,동작,513.38
다사521442,37.49626909,126.9586787,,숭실대입구,443.73
다사500456,37.50877636,126.9348275,,장승배기,572.88
다사524429,37.48456733,126.9621564,,남성,789.96
다사527442,37.4963,126.9654661,,숭실대입구,1042.53
다사536442,37.49634563,126.9756473,,동작,896.68
다사540451,37.50447759,126.9801161,,동작,101.37
다사486436,37.4906731,126.9191273,,보라매병원,484.46
다사526440,37.49449222,126.9643477,,숭실대입구,964.07
다사539442,37.49636064,126.9790411,,동작,807.49
다사519449,37.50256799,126.9563704,,숭실대입구,741.57
다사542438,37.49277024,126.9824597,,총신대입구,656.15
다사539449,37.50266995,126.9789972,,동작,143.77
다사543446,37.49998583,126.9835412,,구반포,378.74
다사487436,37.49067866,126.9202584,,보라매병원,403.01
다사527438,37.49269469,126.9654918,,남성,1018.91
다사530433,37.48820335,126.9689173,,남성,436.07
다사525460,37.51251361,126.9630875,,흑석,387.33
다사538443,37.49725698,126.9779035,,동작,729.6
다사516465,37.5169735,126.9528712,,노들,476.47
다사491440,37.49430606,126.9247554,,보라매병원,170.05
다사496455,37.5078533,126.9303087,,대방,627.15
다사529440,37.49450756,126.9677414,,남성,1131.57
다사529446,37.49991553,126.967703,,흑석,1081.33
다사496463,37.51506386,126.9302539,,샛강,223.13
다사483436,37.49065637,126.9157338,,신대방,409.21
다사509465,37.51693654,126.9449503,,노량진,346.39
다사485436,37.49066753,126.9179961,,신대방,542.79
다사543448,37.50178849,126.9835288,,구반포,346.02
다사497452,37.50515479,126.9314606,,장승배기,668.15
다사525430,37.4854738,126.963281,,남성,696.12
다사541420,37.4765413,126.9814406,,사당,16.81
다사485442,37.49607546,126.9179541,,보라매공원,50.36
다사489437,37.49159106,126.9225138,,보라매병원,191.24
다사504461,37.51330454,126.9393195,,노량진,488.91
다사533444,37.49813317,126.9722409,,동작,924.37
다사534439,37.49363158,126.9734038,,남성,1014.9
다사487440,37.49428394,126.9202305,,보라매공원,242.49
다사533443,37.49723185,126.9722472,,동작,992.39
다사488448,37.50150006,126.9213061,,보라매,205.23
다사532447,37.5008321,126.9710906,,동작,856.81
다사485439,37.4933715,126.9179751,,보라매공원,251.5
다사484440,37.49426724,126.9168369,,보라매공원,186.72
다사493457,37.50963952,126.9269007,,대방,326.97
다사535431,37.48642597,126.9745855,,남성,362.62
다사488449,37.50240138,126.9212992,,보라매,295.54
다사483439,37.49336033,126.9157128,,보라매공원,327.19
다사504464,37.5160085,126.9392993,,노량진,544.51
다사533446,37.49993583,126.9722282,,동작,808.68
다사539453,37.50627526,126.9789722,,동작,319.17
다사523454,37.50709535,126.9608634,,흑석,316.38
다사527428,37.48368139,126.965556,,남성,502.51
다사526439,37.49359089,126.9643542,,숭실대입구,989.91
다사535444,37.49814326,126.9745034,,동작,783.39
다사488451,37.50420402,126.9212852,,서울지방병무청,210.13
다사529445,37.4990142,126.9677094,,흑석,1176.1
다사517451,37.5043602,126.9540946,,상도,569.54
다사533440,37.49452786,126.9722663,,남성,1098.9
다사480432,37.48703425,126.9123686,,신대방,97.67
다사532445,37.49902944,126.9711033,,동작,945.74
다사506464,37.51601922,126.9415624,,노량진,377.35
다사528434,37.48909448,126.9666486,,남성,628.4
다사494454,37.50694104,126.9280527,,서울지방병무청,498.57
다사531441,37.49541906,126.9699975,,남성,1197.26
다사527437,37.49179336,126.9654982,,남성,932.31
다사490449,37.50241244,126.9235618,,서울지방병무청,384.54
다사538448,37.50176363,126.9778722,,동작,285.19
다사508439,37.49349681,126.9439926,,숭실대입구,905.55
다사518449,37.50256277,126.9552391,,상도,643.58
다사535442,37.4963406,126.9745161,,동작,945.8
다사538450,37.50356628,126.9778596,,동작,203.89
다사530443,37.49721663,126.9688535,,동작,1222.87
다사529456,37.5089288,126.967639,,흑석,367.34
다사481443,37.4969544,126.9134222,,보라매공원,435.6
다사519442,37.4962587,126.9564162,,숭실대입구,244.13
다사489454,37.50691351,126.9223958,,서울지방병무청,126.78
다사540447,37.50087228,126.9801411,,동작,299.65
다사510464,37.51604053,126.9460885,,노량진,270.63
다사520452,37.50527716,126.9574822,,흑석,674.58
다사518464,37.51608264,126.9551408,,노들,413.12
다사516459,37.51156556,126.9529107,,노들,128.59
다사530457,37.50983522,126.9687641,,흑석,474.58
다사495461,37.51325576,126.9291361,,대방,256.12
다사528424,37.48008118,126.9667127,,낙성대역,439.37
다사511464,37.51604583,126.9472201,,노량진,325.2
다사502454,37.50698452,126.9371039,,장승배기,292.09
다사515464,37.51606693,126.9517462,,노들,396.39
다사490440,37.49430055,126.9236242,,보라매병원,146.71
다사528445,37.4990091,126.9665781,,흑석,1148.87
다사517436,37.49084031,126.9541931,,숭실대입구,604.33
다사472430,37.48518626,126.9033342,,구로디지털단지,188.13
다사511465,37.51694716,126.9472134,,노량진,406.32
다사500462,37.51418428,126.9347868,,샛강,592.41
다사525425,37.48096715,126.9633133,,낙성대역,427.88
다사501438,37.49255796,126.936081,,당곡,794.34
다사528436,37.49089714,126.9666358,,남성,795.23
다사530446,37.49992062,126.9688343,,동작,1079.13
다사529448,37.50171818,126.9676902,,흑석,895.37
다사525444,37.49809239,126.9631907,,숭실대입구,866.13
다사484439,37.49336592,126.9168439,,보라매공원,274.21
다사523435,37.48997014,126.9609865,,숭실대입구,952.84
다사483435,37.48975505,126.9157408,,신대방,328.9
다사536449,37.50265493,126.9756032,,동작,415.51
다사533454,37.50714645,126.9721774,,흑석,795.92
다사539446,37.49996596,126.979016,,동작,413.18
다사505438,37.49257947,126.9406057,,당곡,1179.75
다사501437,37.49165663,126.9360878,,당곡,768.45
다사533451,37.50444247,126.9721965,,동작,710.15
다사541421,37.47744263,126.9814344,,사당,101.6
다사532438,37.49272014,126.9711478,,남성,893.14
다사538452,37.50536894,126.9778471,,동작,286.65
다사520442,37.4962639,126.9575474,,숭실대입구,343.92
다사488438,37.49248685,126.9213757,,보라매병원,219.29
다사527427,37.48278006,126.9655625,,남성,533.33
다사486443,37.49698235,126.9190784,,보라매공원,174.53
다사498462,37.51417343,126.9325237,,샛강,429.61
다사539443,37.49726197,126.9790348,,동작,708.22
다사494452,37.5051384,126.9280665,,서울지방병무청,488.21
다사533438,37.4927252,126.972279,,남성,899.65
다사518463,37.51518132,126.9551474,,노들,324.73
다사526442,37.49629488,126.9643349,,숭실대입구,942.73
다사483438,37.49245901,126.9157198,,보라매공원,409.24
다사539452,37.50537394,126.9789784,,동작,226.8
다사530445,37.49901929,126.9688407,,동작,1120.15
다사535448,37.50174857,126.9744782,,동작,541.36
다사513464,37.5160564,126.9494831,,노량진,480.14
다사488439,37.49338817,126.9213687,,보라매병원,217.36
다사483437,37.49155769,126.9157268,,신대방,496.81
다사507465,37.51692589,126.9426872,,노량진,393.14
다사533447,37.50083716,126.9722219,,동작,764.1
다사528446,37.49991042,126.9665717,,흑석,1051.66
다사513439,37.4935233,126.9496486,,숭실대입구,465.86
다사535454,37.50715654,126.9744403,,동작,644.09
다사477438,37.49242525,126.9089327,,신대방,665.47
다사526450,37.50350549,126.9642834,,흑석,619.95
다사545446,37.4999957,126.9858038,,구반포,214.77
다사520447,37.50077053,126.9575148,,숭실대입구,606.69
다사534448,37.50174354,126.9733468,,동작,635.22
다사535446,37.49994592,126.9744908,,동작,642.81
다사537446,37.49995596,126.9767534,,동작,502.11
다사505464,37.51601386,126.9404308,,노량진,457.7
다사487439,37.49338262,126.9202375,,보라매공원,314.84
다사540449,37.50267493,126.9801286,,동작,99.26
다사514438,37.49262724,126.9507864,,숭실대입구,476.21
다사520446,37.49986921,126.9575213,,숭실대입구,527.2
다사533442,37.49633052,126.9722536,,동작,1065.51
다사484436,37.49066196,126.916865,,신대방,470.19
다사539448,37.50176862,126.9790035,,동작,224.93
다사525428,37.48367114,126.9632939,,남성,698.69
다사514465,37.516963,126.9506081,,노들,527.03
다사537445,37.49905463,126.9767597,,동작,585.08
다사528441,37.49540378,126.9666038,,숭실대입구,1146.84
다사490439,37.49339923,126.9236311,,보라매병원,47.68
다사498464,37.51597607,126.9325101,,샛강,329.39
다사537442,37.49635064,126.9767786,,동작,856.41
다사484441,37.49516856,126.9168299,,보라매공원,120.93
다사526424,37.48007095,126.9644507,,낙성대역,340.6
다사511441,37.49531539,126.9473729,,숭실대입구,563.52
다사524460,37.51250847,126.961956,,흑석,407.92
다사529421,37.47738229,126.9678629,,낙성대역,393.49
다사524443,37.49718592,126.9620659,,숭실대입구,749.68
다사531445,37.49902437,126.969972,,동작,1031.8
다사542429,37.48465825,126.9825156,,이수,213.06
다사530455,37.50803256,126.9687768,,흑석,480.82
다사530441,37.49541398,126.9688662,,남성,1208.96
다사531450,37.50353101,126.9699401,,흑석,837.14
다사487437,37.49157998,126.9202514,,보라매병원,348.42
다사540420,37.47653633,126.9803097,,사당,116.6
다사497451,37.50425346,126.9314674,,신대방삼거리,580.19
다사487447,37.50059319,126.9201818,,보라매,75.55
다사524442,37.49628459,126.9620724,,숭실대입구,743.13
다사527448,37.50170796,126.9654276,,흑석,833.68
다사509464,37.51603522,126.944957,,노량진,246.27
다사529435,37.49000091,126.9677734,,남성,659.98
다사500464,37.51598693,126.9347732,,샛강,524.29
다사530440,37.49451265,126.9688726,,남성,1110.11
다사527457,37.5098199,126.9653697,,흑석,187.92
다사526431,37.48638026,126.9644057,,남성,620.59
다사487446,37.49969187,126.9201887,,보라매,25.82
다사497464,37.51597063,126.9313786,,샛강,234.92
다사537452,37.50536393,126.9767157,,동작,364.45
다사505463,37.51511254,126.9404376,,노량진,412.6
다사523434,37.48906882,126.960993,,남성,1016.76
다사476437,37.49151826,126.9078087,,신대방,655.15
다사525427,37.48276981,126.9633004,,낙성대역,628.31
다사534454,37.5071515,126.9733089,,동작,724.75
다사527435,37.4899907,126.9655111,,남성,769.11
다사534419,37.47560496,126.9735303,,사당,722.31
다사501463,37.51509101,126.9359115,,샛강,644.93
다사526426,37.48187361,126.9644378,,낙성대역,536.21
다사533455,37.50804778,126.9721711,,흑석,774.84
다사532455,37.50804272,126.9710397,,흑석,676.31
다사537453,37.50626526,126.9767094,,동작,428.09
다사486439,37.49337707,126.9191063,,보라매공원,266.89
다사485440,37.49427282,126.9179681,,보라매공원,151.4
다사533449,37.50263982,126.9722092,,동작,709.86
다사522445,37.49897825,126.9597904,,숭실대입구,620.51
다사532442,37.49632546,126.9711223,,동작,1133.84
다사530448,37.50172327,126.9688215,,흑석,940.69
다사530450,37.50352593,126.9688088,,흑석,773.1
다사524439,37.49358061,126.9620918,,숭실대입구,802.14
다사482434,37.48884813,126.9146167,,신대방,187.84
다사536448,37.5017536,126.9756095,,동작,450.08
다사500457,37.50967768,126.9348207,,장승배기,652.92
다사488436,37.4906842,126.9213896,,보라매병원,331.73
다사522449,37.50258356,126.9597644,,흑석,789.49
다사515465,37.51696825,126.9517396,,노들,492.38
다사493451,37.5042316,126.926942,,서울지방병무청,420.76
다사544447,37.5008921,126.9846663,,구반포,250.85
다사520450,37.50347451,126.9574953,,흑석,813.6
다사495451,37.50424255,126.9292047,,신대방삼거리,510.69
다사517453,37.50616285,126.9540815,,상도,658.25
다사532446,37.49993077,126.9710969,,동작,896.79
다사526444,37.49809753,126.964322,,숭실대입구,963.54
다사505441,37.49528344,126.9405856,,상도,1057.67
다사488441,37.49519081,126.9213548,,보라매공원,293.92
다사525452,37.50530301,126.9631391,,흑석,417.05
다사502462,37.51419509,126.9370498,,노량진,686.93
다사494455,37.50784236,126.9280459,,서울지방병무청,532.75
다사526425,37.48097228,126.9644443,,낙성대역,437.86
다사544444,37.49818811,126.9846849,,구반포,434.63
다사528435,37.48999581,126.9666422,,남성,709.64
다사543444,37.49818317,126.9835536,,구반포,497.52
다사530420,37.47648605,126.9690002,,낙성대역,497.79
다사504454,37.50699528,126.9393667,,장승배기,240.99
다사477430,37.48521468,126.9089895,,신대방,457.99
다사538449,37.50266495,126.9778659,,동작,226.73
다사496452,37.50514933,126.9303292,,신대방삼거리,632.11
다사522442,37.49627427,126.9598099,,숭실대입구,543.53
다사539445,37.49906463,126.9790223,,동작,510.79
