대중교통,역(정류장),호선(명),노선(수),지하철 여부(Y/N),버스 여부(Y/N),따릉이 여부(Y/N),x_좌표,y_좌표,동 이름,GID,대여소번호,NODE_ID,ARS_ID,지번_주소,도로명_주소,일평균승차승객수,일평균하차승객수,일평균총승객수,월승차승객수,월하차승객수,월이용객수
버스,상도1동주민센터.상도3차래미안,,1,N,Y,N,126.953358,37.498407,상도동,11590102,,119000139,20245,서울 동작구 상도동 439,"서울특별시 동작구 상도로53길 70 (상도동, 상도에스에이치빌)",140.6,137.2,277.8,4218,1875,8334
버스,노들역4번출구앞,,2,N,Y,N,126.9533594,37.51245728,본동,11590104,,119000294,20250,서울 동작구 본동 150,"서울특별시 동작구 노량진로24길 2 (본동, 한강쌍용아파트)",23.98,18.5,42.48,1199,1875,2124
버스,중앙대후문,,2,N,Y,N,126.953431,37.5045505,상도동,11590102,,119000110,20203,서울 동작구 상도동 425-1,,487.33,332.37,819.7,14620,1875,24591
버스,금양빌딩,,1,N,Y,N,126.9535019,37.49950651,상도동,11590102,,119000316,20235,서울 동작구 상도동 439,"서울특별시 동작구 상도로53길 70 (상도동, 상도에스에이치빌)",73.67,99.17,172.83,2210,1875,5185
버스,중앙대후문,,3,N,Y,N,126.953542,37.50505,상도동,11590102,,119900010,20595,서울 동작구 상도동 7-55,서울특별시 동작구 흑석로 25 (상도동),440.46,282.83,723.29,39641,1875,65096
버스,본동초등학교,,1,N,Y,N,126.953555,37.5107267,본동,11590104,,119900164,20815,서울 동작구 본동 136-3,서울특별시 동작구 노량진로26길 16-34 (본동),0.25,1.44,1.69,4,1875,27
버스,숭실대입구역2번출구,,1,N,Y,N,126.953556,37.496203,상도동,11590102,,119900253,20810,서울 동작구 상도동 514,서울특별시 동작구 상도로 365-2 (상도동),1663.03,202.53,1865.57,49891,1875,55967
버스,상도3차삼성래미안후문,,2,N,Y,N,126.953569,37.50094074,상도동,11590102,,119000138,20244,서울 동작구 상도동 432-1,"서울특별시 동작구 상도로53길 41 (상도동, 호애)",260.87,183.8,444.67,7826,1875,13340
버스,중앙대후문,,2,N,Y,N,126.9536356,37.50480829,상도동,11590102,,119000109,20202,서울 동작구 상도동 439,"서울특별시 동작구 상도로53길 70 (상도동, 상도에스에이치빌)",125.33,661.67,787,3760,1875,23610
버스,상도터널노량진동,,5,N,Y,N,126.9536979,37.51200632,본동,11590104,,119000064,20157,서울 동작구 본동 136-2,,179.95,258.75,438.69,26992,1875,65804
버스,경동아파트,,1,N,Y,N,126.9537175,37.50948414,본동,11590104,,119900290,20979,서울 동작구 본동 132-2,,2.37,15.73,18.1,71,1875,543
버스,숭실대입구역,,16,N,Y,N,126.9537335,37.49646142,상도동,11590102,,119000073,20166,서울 동작구 상도동 514,서울특별시 동작구 상도로 365-2 (상도동),285.02,346.89,631.91,128258,1875,284358
버스,상도3차삼성래미안후문,,1,N,Y,N,126.9538227,37.50105476,상도동,11590102,,119000137,20243,서울 동작구 상도동 439,"서울특별시 동작구 상도로53길 70 (상도동, 상도에스에이치빌)",132.13,162.17,294.3,3964,1875,8829
버스,래미안상도3차중문,,1,N,Y,N,126.953869,37.499874,상도동,11590102,,119000317,20233,서울 동작구 상도동 431,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",60.33,236.4,296.73,1810,1875,8902
버스,상도SH빌아파트상도팰리스후문,,2,N,Y,N,126.953972,37.502655,상도동,11590102,,119000135,20241,서울 동작구 상도동 430,"서울특별시 동작구 상도로53길 70 (상도동, 상도에스에이치빌)",76.2,176.97,253.17,2286,1875,7595
버스,중앙대후문,,3,N,Y,N,126.9539816,37.50501298,흑석동,11590105,,119900105,20893,서울 동작구 흑석동 211-39,,192.51,1051.56,1244.07,17326,1875,111966
버스,상도SH빌아파트상도팰리스후문,,1,N,Y,N,126.9542926,37.50314151,상도동,11590102,,119000136,20242,서울 동작구 상도동 439,"서울특별시 동작구 상도로53길 70 (상도동, 상도에스에이치빌)",119.3,133.17,252.47,3579,1875,7574
버스,노들역.노량진교회,,1,N,Y,N,126.954474,37.512428,본동,11590104,,119900156,20508,서울 동작구 본동 47-52,서울특별시 동작구 노량진로 지하238 (본동),6.1,2.52,8.62,256,1875,362
버스,동양중학교,,1,N,Y,N,126.9548037,37.50911421,본동,11590104,,119900289,20980,서울 동작구 본동 126-450,서울특별시 동작구 매봉로6길 16 (본동),0.97,18.6,19.57,29,1875,587
버스,한강대교남단(가상),,2,N,Y,N,126.9555809,37.51461663,본동,11590104,,119000299,20963,서울 동작구 본동 475,서울특별시 동작구 노량진로 지하238 (본동),0.5,0.5,1,1,1875,2
버스,봉현초등학교,,10,N,Y,N,126.956215,37.491679,상도동,11590102,,119000074,20167,서울 동작구 상도동 124,,83.07,217.03,300.1,22430,1875,81027
버스,봉천고개.관악현대아파트,,8,N,Y,N,126.9565953,37.49173261,상도동,11590102,,119000075,20168,서울 동작구 상도동 407-1,,215.18,208.6,423.78,51643,1875,101706
버스,봉천고개관악현대아파트,,1,N,Y,N,126.9566324,37.4921183,상도동,11590102,,119900179,20791,서울 동작구 상도동 407-1,,81.97,375.9,457.87,2459,1875,13736
버스,숭실대정문앞,,6,N,Y,N,126.957055,37.49515,상도동,11590102,,119000076,20169,서울 동작구 상도동 505-4,서울특별시 동작구 사당로 24 (상도동),80.51,207.62,288.13,14492,1875,51863
버스,중앙대중문,,1,N,Y,N,126.957272,37.50664,흑석동,11590105,,119000112,20205,서울 동작구 흑석동 221-1,서울특별시 동작구 흑석로7길 17 (흑석동),176.07,115.27,291.33,5282,1875,8740
버스,숭실대정문앞,,6,N,Y,N,126.9572808,37.49531836,상도동,11590102,,119000077,20170,서울 동작구 상도동 512-9,,113.06,66.08,179.13,20350,1875,32244
버스,중앙대중문,,3,N,Y,N,126.957288,37.50673852,흑석동,11590105,,119900014,20587,서울 동작구 흑석동 205-17,,170.5,67.47,237.97,15345,1875,21417
버스,중앙대중문,,3,N,Y,N,126.9573559,37.50648935,흑석동,11590105,,119900255,20896,서울 동작구 흑석동 221,서울특별시 동작구 흑석로 84 (흑석동),33.71,196.92,230.63,3034,1875,20757
버스,중앙대정문,,3,N,Y,N,126.9582233,37.50674377,흑석동,11590105,,119900101,20898,서울 동작구 흑석동 221,서울특별시 동작구 흑석로 84 (흑석동),47.93,288.94,336.88,4314,1875,30319
버스,중앙대정문,,1,N,Y,N,126.958294,37.506811,흑석동,11590105,,119000111,20204,서울 동작구 흑석동 221-1,서울특별시 동작구 흑석로7길 17 (흑석동),82.13,539.6,621.73,2464,1875,18652
버스,중앙대정문,,4,N,Y,N,126.959113,37.507237,흑석동,11590105,,119000113,20206,서울 동작구 흑석동 221-1,서울특별시 동작구 흑석로7길 17 (흑석동),428.92,64.46,493.38,51471,1875,59206
버스,테니스장앞,,1,N,Y,N,126.9593671,37.49811161,상도동,11590102,,119900140,20848,서울 동작구 상도동 421-2,,0.4,25.2,25.6,12,1875,768
버스,숭실대별관앞,,5,N,Y,N,126.959895,37.494983,상도동,11590102,,119000079,20172,서울 동작구 상도동 512-1,,74.04,182.73,256.77,11106,1875,38516
버스,유앤미아파트,,2,N,Y,N,126.960133,37.500922,흑석동,11590105,,119900089,20914,서울 동작구 흑석동 79-291,,4.2,295.08,299.28,252,1875,17957
버스,숭실대별관앞,,5,N,Y,N,126.9602929,37.49463907,상도동,11590102,,119000078,20171,서울 동작구 상도동 509,서울특별시 동작구 사당로 50 (상도동),106.93,135.26,242.19,16040,1875,36329
버스,중앙대병원,,1,N,Y,N,126.9603642,37.50743565,흑석동,11590105,,119900285,20984,서울 동작구 흑석동 224-1,서울특별시 동작구 흑석로 102 (흑석동),11.73,37.13,48.87,352,1875,1466
버스,유앤미아파트,,1,N,Y,N,126.960459,37.500707,흑석동,11590105,,119900061,20530,서울 동작구 흑석동 253-4,,519.9,6.37,526.27,15597,1875,15788
버스,달마사,,2,N,Y,N,126.960569,37.500332,흑석동,11590105,,119900080,20505,서울 동작구 흑석동 253-89,"서울특별시 동작구 서달로 90 (흑석동, 흑석자이아파트)",60.82,53.3,114.12,3649,1875,6847
버스,달마사,,1,N,Y,N,126.960694,37.499535,흑석동,11590105,,119900298,20885,서울 동작구 흑석동 257-57,,1.21,2,3.21,29,1875,77
버스,중앙대병원,,3,N,Y,N,126.9607328,37.50768989,흑석동,11590105,,119900033,20565,서울 동작구 흑석동 86-181,,400.78,87.09,487.87,36070,1875,43908
버스,흑석동효사정앞,,13,N,Y,N,126.960745,37.511554,흑석동,11590105,,119000030,20123,서울 동작구 흑석동 172-5,,38.14,76.72,114.85,12052,1875,36294
버스,은로초등학교,,2,N,Y,N,126.9607815,37.50325738,흑석동,11590105,,119900092,20910,서울 동작구 흑석동 86-191,,12.22,310.63,322.85,733,1875,19371
버스,중앙대부속초등학교.롯데캐슬에듀포레,,2,N,Y,N,126.960786,37.504918,흑석동,11590105,,119900094,20908,서울 동작구 흑석동 340-10,,20.82,125.87,146.68,1249,1875,8801
버스,숭실대후문,,1,N,Y,N,126.9610346,37.49509528,상도동,11590102,,119900059,20535,서울 동작구 상도동 512,서울특별시 동작구 상도로 369 (상도동),6.83,6,12.83,205,1875,385
버스,중대부속초등학교,,1,N,Y,N,126.9610502,37.50537246,흑석동,11590105,,119900028,20571,서울 동작구 흑석동 228-2,,180.4,154.77,335.17,5412,1875,10055
버스,숭실대후문,,1,N,Y,N,126.9611601,37.49504846,상도동,11590102,,119900143,20845,서울 동작구 상도동 103-2,서울특별시 동작구 서달로 4 (상도동),2.27,21.53,23.8,68,1875,714
버스,흑석동효사정앞,,13,N,Y,N,126.9612375,37.5115729,흑석동,11590105,,119000031,20124,서울 동작구 흑석동 172-3,,70.28,48.33,118.62,21718,1875,36653
버스,중앙대병원후문.흑석시장,,2,N,Y,N,126.9612696,37.50646276,흑석동,11590105,,119900097,20904,서울 동작구 흑석동 86-181,,137.48,57.17,194.65,8249,1875,11679
버스,중앙대학교,,2,N,Y,N,126.961323,37.508167,흑석동,11590105,,119000101,20194,서울 동작구 흑석동 183-1,서울특별시 동작구 흑석로 110 (흑석동),1419.13,793.87,2213,85148,1875,132780
버스,중앙대병원,,2,N,Y,N,126.9613765,37.50754052,흑석동,11590105,,119900100,20901,서울 동작구 흑석동 224-8,,1054.23,630.77,1685,63254,1875,101100
버스,중앙대학교,,1,N,Y,N,126.9614383,37.50834522,흑석동,11590105,,119000103,20196,서울 동작구 흑석동 182-7,서울특별시 동작구 흑석로 110-1 (흑석동),924.13,427.9,1352.03,27724,1875,40561
버스,중앙대학교,,3,N,Y,N,126.9615072,37.50850924,흑석동,11590105,,119000102,20195,서울 동작구 흑석동 181-19,서울특별시 동작구 흑석로 114 (흑석동),298.93,264.77,563.7,26904,1875,50733
버스,서달산약수터,,1,N,Y,N,126.9620217,37.49984892,흑석동,11590105,,119900297,20935,서울 동작구 흑석동 256-14,,0.27,6.93,7.2,8,1875,216
버스,흑석역,,2,N,Y,N,126.962302,37.509202,흑석동,11590105,,119900286,20983,서울 동작구 흑석동 130-3,,8.45,9.07,17.52,507,1875,1051
버스,자이아파트정문앞,,2,N,Y,N,126.9627803,37.48913684,사당동,11590107,,119900081,20504,서울 동작구 사당동 1139,"서울특별시 동작구 사당로2가길 102 (사당동, 사당자이아파트)",260.82,7.48,268.3,15649,1875,16098
버스,자이아파트정문앞,,2,N,Y,N,126.9628435,37.48930537,사당동,11590107,,119900154,20830,서울 동작구 사당동 190-199,서울특별시 동작구 사당로2가길 105 (사당동),4.78,147.83,152.62,287,1875,9157
버스,사당롯데캐슬골든포레.사당해그린,,5,N,Y,N,126.963072,37.492436,사당동,11590107,,119000319,20254,서울 동작구 사당동 산 31-37,,106.49,41.02,147.51,17890,1875,24782
버스,자이아파트상가앞,,2,N,Y,N,126.963156,37.4886828,사당동,11590107,,119900070,20519,서울 동작구 사당동 1139,"서울특별시 동작구 사당로2가길 102 (사당동, 사당자이아파트)",114.7,0.87,115.57,6882,1875,6934
버스,흑석역.흑석동빗물펌프장,,8,N,Y,N,126.963213,37.508297,흑석동,11590105,,119000032,20125,서울 동작구 흑석동 103-2,서울특별시 동작구 서달로 175 (흑석동),174.19,203.36,377.55,41805,1875,90612
버스,LG아파트상가,,2,N,Y,N,126.9635608,37.48860093,사당동,11590107,,119900159,20823,서울 동작구 사당동 708-535,,1.67,304.97,306.63,100,1875,18398
버스,청호아파트,,1,N,Y,N,126.963789,37.500751,흑석동,11590105,,119900296,20966,서울 동작구 흑석동 산 70-7,,16.63,55.87,72.5,499,1875,2175
버스,푸르지오후문,,1,N,Y,N,126.964318,37.501598,흑석동,11590105,,119900295,20967,서울 동작구 흑석동 336,"서울특별시 동작구 흑석한강로 27 (흑석동, 흑석한강푸르지오)",7.17,13.03,20.2,215,1875,606
버스,신남성초교입구,,2,N,Y,N,126.9645032,37.48790286,사당동,11590107,,119900262,20812,서울 동작구 사당동 708-535,,0.62,75.27,75.88,37,1875,4553
버스,신남성초교입구,,2,N,Y,N,126.9645406,37.48770913,사당동,11590107,,119900275,20997,서울 동작구 사당동 산 32-8,,24.35,0.68,25.03,1461,1875,1502
버스,신남성초교후문,,1,N,Y,N,126.9645999,37.48902837,사당동,11590107,,119900049,20547,서울 동작구 사당동 199-1,서울특별시 동작구 사당로 146 (사당동),62,8.47,70.47,1860,1875,2114
버스,사당.인정아파트,,1,N,Y,N,126.9649636,37.48997103,사당동,11590107,,119900037,20561,서울 동작구 사당동 산 31-39,,64,15.27,79.27,1920,1875,2378
버스,푸르지오상가,,1,N,Y,N,126.965036,37.503417,흑석동,11590105,,119900294,20968,서울 동작구 흑석동 336-7,,10.23,21.23,31.47,307,1875,944
버스,흑석역.명수대현대아파트,,12,N,Y,N,126.9650448,37.50749841,흑석동,11590105,,119000033,20126,서울 동작구 흑석동 9-27,서울특별시 동작구 현충로 104 (흑석동),125.82,82.23,208.04,32964,1875,54507
버스,삼호.오네뜨아파트,,1,N,Y,N,126.9653451,37.48660372,사당동,11590107,,119900276,20998,서울 동작구 사당동 산 32-8,,46.13,2.67,48.8,1384,1875,1464
버스,흑석한강푸르지오,,1,N,Y,N,126.965352,37.504296,흑석동,11590105,,119900293,20969,서울 동작구 흑석동 336-7,,6.53,16.93,23.47,196,1875,704
버스,흑석역.명수대현대아파트,,9,N,Y,N,126.9655922,37.50758507,흑석동,11590105,,119000034,20127,서울 동작구 흑석동 9-22,,95.38,75.23,170.61,18409,1875,32928
버스,삼호APT.오네뜨아파트,,2,N,Y,N,126.9656301,37.48654523,사당동,11590107,,119900173,20802,서울 동작구 사당동 708-533,,2.83,103.08,105.92,170,1875,6355
버스,사당5치안센터,,6,N,Y,N,126.9656493,37.48902778,사당동,11590107,,119000080,20173,서울 동작구 사당동 197-2,서울특별시 동작구 사당로 136 (사당동),49.81,23.9,73.7,10260,1875,15183
버스,총신대,,6,N,Y,N,126.9661798,37.48874228,사당동,11590107,,119000081,20174,서울 동작구 사당동 200-1,서울특별시 동작구 사당로 143 (사당동),56.62,111.28,167.89,9625,1875,28542
버스,흑석동명수대현대아파트,,3,N,Y,N,126.966272,37.507348,흑석동,11590105,,119000035,20128,서울 동작구 흑석동 22-9,,11.73,99.25,110.98,704,1875,6659
버스,동작고교,,3,N,Y,N,126.9664294,37.48182186,사당동,11590107,,119900261,20568,서울 동작구 사당동 236-9,,56.62,55.6,112.22,5096,1875,10100
버스,동작고등학교,,3,N,Y,N,126.9664442,37.48157226,사당동,11590107,,119900198,20702,서울 동작구 사당동 238-3,,32.47,62.96,95.42,2922,1875,8588
버스,흑석동주민센터,,1,N,Y,N,126.9664605,37.50586692,흑석동,11590105,,119900292,20970,서울 동작구 흑석동 335-4,,5.9,18.4,24.3,177,1875,729
버스,총신대,,7,N,Y,N,126.966476,37.487863,사당동,11590107,,119000082,20175,서울 동작구 사당동 200-9,,93.54,32.98,126.52,19083,1875,25811
버스,갑을명가,,3,N,Y,N,126.966767,37.482572,사당동,11590107,,119900043,20554,서울 동작구 사당동 708-743,,12.12,29.22,41.34,1091,1875,3721
버스,사당솔밭도서관,,3,N,Y,N,126.967056,37.48401713,사당동,11590107,,119900312,20494,서울 동작구 사당동 산 32-2,,21.39,11.17,32.56,1925,1875,2930
버스,사당솔밭도서관,,3,N,Y,N,126.967088,37.48342692,사당동,11590107,,119900192,20727,서울 동작구 사당동 708-806,,6.1,24.08,30.18,549,1875,2716
버스,동작고교.사당5동주민센터,,2,N,Y,N,126.9674875,37.48509948,사당동,11590107,,119900177,20794,서울 동작구 사당동 산 32-59,,8.75,72.05,80.8,525,1875,4848
버스,사당5동주민센터,,1,N,Y,N,126.967507,37.485085,사당동,11590107,,119900277,20999,서울 동작구 사당동 산 32-59,,16.23,3.43,19.67,487,1875,590
버스,사당중학교,,5,N,Y,N,126.9681789,37.48663695,사당동,11590107,,119000084,20177,서울 동작구 사당동 211-2,,49.08,83.5,132.58,8835,1875,23865
버스,사당중학교,,6,N,Y,N,126.968275,37.486355,사당동,11590107,,119000083,20176,서울 동작구 사당동 211-2,,63.81,62.3,126.1,13144,1875,25977
버스,삼거리,,3,N,Y,N,126.9683026,37.48559981,사당동,11590107,,119900263,20541,서울 동작구 사당동 226-5,,158.44,42.08,200.52,14260,1875,18047
버스,삼거리,,2,N,Y,N,126.9684496,37.48553497,사당동,11590107,,119900183,20747,서울 동작구 사당동 224-26,서울특별시 동작구 솔밭로 106 (사당동),16.65,136.32,152.97,999,1875,9178
버스,비계,,12,N,Y,N,126.9685845,37.506437,흑석동,11590105,,119000037,20130,서울 동작구 흑석동 28-3,,49.13,74.62,123.75,11988,1875,30196
버스,사당문화복지관,,2,N,Y,N,126.969576,37.485346,사당동,11590107,,119900006,20600,서울 동작구 사당동 221,,25.7,88.1,113.8,1542,1875,6828
버스,사당종합체육관,,1,N,Y,N,126.9696348,37.49252403,사당동,11590107,,119900320,20534,서울 동작구 사당동 산 21-9,서울특별시 동작구 사당로27길 232 (사당동),161.8,335,496.8,4854,1875,14904
버스,남성역,,5,N,Y,N,126.9707465,37.48492912,사당동,11590107,,119000085,20178,서울 동작구 사당동 산 25-33,서울특별시 동작구 사당로 지하218 (사당동),202.65,64.21,266.87,30398,1875,40030
버스,두산위브아파트,,2,N,Y,N,126.9708755,37.48487779,사당동,11590107,,119900280,20990,서울 동작구 사당동 산 25-33,서울특별시 동작구 사당로 지하218 (사당동),223.07,34.48,257.55,13384,1875,15453
버스,남성역,,5,N,Y,N,126.971093,37.484588,사당동,11590107,,119000086,20179,서울 동작구 사당동 708-530,,73.89,136.78,210.67,11084,1875,31601
버스,삼성래미안.롯데캐슬,,2,N,Y,N,126.97115,37.489628,사당동,11590107,,119900082,20503,서울 동작구 사당동 1133,"서울특별시 동작구 사당로23바길 9 (사당동, 동작삼성래미안아파트)",378.81,210.53,589.34,44700,1875,69542
버스,롯데캐슬.샤인,,1,N,Y,N,126.971203,37.491098,사당동,11590107,,119900321,20558,서울 동작구 사당동 708-526,,73.6,3.63,77.23,2208,1875,2317
버스,롯데캐슬,,1,N,Y,N,126.9712716,37.48982344,사당동,11590107,,119900315,20526,서울 동작구 사당동 173-42,,23.53,391.2,414.73,706,1875,12442
버스,롯데캐슬.샤인,,1,N,Y,N,126.971489,37.490918,사당동,11590107,,119900319,20545,서울 동작구 사당동 1132,"서울특별시 동작구 사당로27길 190 (사당동, 롯데캐슬)",12.8,173.57,186.37,384,1875,5591
버스,흑석동한강현대아파트,,12,N,Y,N,126.971748,37.505867,흑석동,11590105,,119000038,20131,서울 동작구 흑석동 28-1,"서울특별시 동작구 현충로 151 (흑석동, 한강현대아파트)",17.19,47.93,65.12,4160,1875,15758
버스,대림아파트후문,,2,N,Y,N,126.9721846,37.48865193,사당동,11590107,,119900071,20518,서울 동작구 사당동 169-8,서울특별시 동작구 사당로17길 8 (사당동),132.25,4.45,136.7,7935,1875,8202
버스,남성역.남성역골목시장,,2,N,Y,N,126.972224,37.484187,사당동,11590107,,119900001,20682,서울 동작구 사당동 252,서울특별시 동작구 사당로 223 (사당동),35.1,261.77,296.87,2106,1875,17812
버스,대림현대아파트,,1,N,Y,N,126.9724841,37.48615684,사당동,11590107,,119900077,20509,서울 동작구 사당동 708-860,서울특별시 동작구 사당로17길 69 (사당동),235.85,297.7,533.55,14151,1875,32013
버스,대림아파트후문,,2,N,Y,N,126.9725907,37.48846189,사당동,11590107,,119900182,20751,서울 동작구 사당동 708-545,,1.55,86.05,87.6,93,1875,5256
버스,남성역골목시장,,4,N,Y,N,126.972782,37.483676,사당동,11590107,,119000088,20181,서울 동작구 사당동 254-1,,73.68,48.34,122.03,10684,1875,17694
버스,예술인마을,,16,N,Y,N,126.9728451,37.47604923,사당동,11590107,,119000049,20142,서울 동작구 사당동 1129,서울특별시 동작구 남부순환로 지하2089 (사당동),100.28,141.56,241.83,41113,1875,99151
버스,남성역골목시장,,6,N,Y,N,126.973014,37.483805,사당동,11590107,,119000087,20180,서울 동작구 사당동 712-14,,132.11,94.71,226.82,27612,1875,47406
버스,삼일공원,,2,N,Y,N,126.9738555,37.48685101,사당동,11590107,,119900060,20533,서울 동작구 사당동 산 24-17,서울특별시 동작구 사당로23길 57-7 (사당동),54.12,5.82,59.93,3247,1875,3596
버스,대림프라자.사당3동주민센터,,1,N,Y,N,126.9738758,37.48392602,사당동,11590107,,119900065,20524,서울 동작구 사당동 708-402,서울특별시 동작구 사당로17길 17 (사당동),117.7,5.03,122.73,3531,1875,3682
버스,삼일공원,,2,N,Y,N,126.9740161,37.48697269,사당동,11590107,,119900187,20732,서울 동작구 사당동 708-829,,3.65,112.1,115.75,219,1875,6945
버스,극동상가,,2,N,Y,N,126.9740958,37.49168729,사당동,11590107,,119900256,20502,서울 동작구 사당동 105,"서울특별시 동작구 동작대로29길 91 (사당동, 사당우성아파트)",88.08,138.8,226.88,10570,1875,27226
버스,극동아파트110동,,1,N,Y,N,126.974121,37.49084746,사당동,11590107,,119900258,20517,서울 동작구 사당동 105,"서울특별시 동작구 동작대로29길 91 (사당동, 사당우성아파트)",56.83,2,58.83,1705,1875,1765
버스,극동아파트110동,,1,N,Y,N,126.9746719,37.49036369,사당동,11590107,,119900257,20516,서울 동작구 사당동 105,"서울특별시 동작구 동작대로29길 91 (사당동, 사당우성아파트)",44.2,1.37,45.57,1326,1875,1367
버스,동작삼일수영장,,2,N,Y,N,126.9747872,37.48717651,사당동,11590107,,119900178,20792,서울 동작구 사당동 164-56,,6.92,64.17,71.08,415,1875,4265
버스,동작삼일수영장,,2,N,Y,N,126.9747984,37.48739368,사당동,11590107,,119900039,20559,서울 동작구 사당동 164-72,,35.23,2.12,37.35,2114,1875,2241
버스,남성초등학교.사당청소년문화의집,,4,N,Y,N,126.9748407,37.48601049,사당동,11590107,,119900050,20546,서울 동작구 사당동 산 24-17,서울특별시 동작구 사당로23길 57-7 (사당동),10.86,11.69,22.55,1303,1875,2706
버스,남성초등학교.사당청소년문화의집,,4,N,Y,N,126.9749764,37.48613757,사당동,11590107,,119900195,20706,서울 동작구 사당동 708-642,,3.85,24.98,28.83,462,1875,3460
버스,사당시장,,3,N,Y,N,126.9751267,37.48309007,사당동,11590107,,119900055,20539,서울 동작구 사당동 318-8,서울특별시 동작구 사당로 244 (사당동),174.63,54.23,228.87,15717,1875,20598
버스,삼일초등학교앞,,2,N,Y,N,126.9756633,37.48810573,사당동,11590107,,119900233,20931,서울 동작구 사당동 105-22,서울특별시 동작구 사당로23나길 27 (사당동),18.83,1.52,20.35,1130,1875,1221
버스,테니스장.우성아파트304동,,2,N,Y,N,126.9759361,37.49061897,사당동,11590107,,119900259,20829,서울 동작구 사당동 105,"서울특별시 동작구 동작대로29길 91 (사당동, 사당우성아파트)",4.65,50.87,55.52,279,1875,3331
버스,우성201동.극동112동,,2,N,Y,N,126.9760206,37.48817068,사당동,11590107,,119900174,20801,서울 동작구 사당동 105,"서울특별시 동작구 동작대로29길 91 (사당동, 사당우성아파트)",1.33,62.98,64.32,80,1875,3859
버스,사당동대아신협앞,,5,N,Y,N,126.97629,37.483377,사당동,11590107,,119000296,20252,서울 동작구 사당동 708-360,,70.99,39.84,110.83,10506,1875,16403
버스,극동아파트112동,,2,N,Y,N,126.976344,37.488596,사당동,11590107,,119900260,20532,서울 동작구 사당동 105,"서울특별시 동작구 동작대로29길 91 (사당동, 사당우성아파트)",40.97,2.23,43.2,2458,1875,2592
버스,신동아아파트,,2,N,Y,N,126.9765787,37.49000725,사당동,11590107,,119900160,20822,서울 동작구 사당동 105-2,"서울특별시 동작구 동작대로29길 91 (사당동, 사당우성아파트)",5.72,48.05,53.77,343,1875,3226
버스,동작역.국립현충원,,12,N,Y,N,126.9766526,37.5031886,동작동,11590106,,119000041,20134,서울 동작구 동작동 131-1,,78.27,131.96,210.23,19098,1875,51297
버스,동작역.국립현충원,,12,N,Y,N,126.976865,37.502586,동작동,11590106,,119000040,20133,서울 동작구 동작동 131-1,,93.83,47.76,141.58,24583,1875,37095
버스,남성초등학교입구,,4,N,Y,N,126.9769232,37.48375635,사당동,11590107,,119900310,20496,서울 동작구 사당동 323-6,,40.1,44.36,84.46,3609,1875,7601
버스,삼거리우편물취급소,,4,N,Y,N,126.9770554,37.48416458,사당동,11590107,,119900038,20560,서울 동작구 사당동 324-20,서울특별시 동작구 사당로23길 57-14 (사당동),2.72,43.14,45.86,326,1875,5503
버스,시장입구,,2,N,Y,N,126.9771578,37.4894721,사당동,11590107,,119900167,20811,서울 동작구 사당동 105-6,,20.87,21.6,42.47,1252,1875,2548
버스,삼거리우편물취급소,,4,N,Y,N,126.9772691,37.48421778,사당동,11590107,,119900201,20698,서울 동작구 사당동 708-624,,53.62,17.62,71.24,6435,1875,8549
버스,남성초등학교,,4,N,Y,N,126.97843,37.48429923,사당동,11590107,,119000090,20183,서울 동작구 사당동 152-9,,41.04,38.33,79.37,6156,1875,11906
버스,남성초등학교,,4,N,Y,N,126.978585,37.484075,사당동,11590107,,119000089,20182,서울 동작구 사당동 1003-49,,30.38,71.42,101.79,4435,1875,14862
버스,사당1동주민센터입구,,7,N,Y,N,126.9787426,37.4840874,사당동,11590107,,119900209,20959,서울 동작구 사당동 1003-49,,43.72,91.58,135.3,9181,1875,28413
버스,동작대교(가상),,15,N,Y,N,126.9797337,37.50511884,동작동,11590106,,119000304,20987,서울 동작구 동작동 316-3,서울특별시 동작구 동작대로 335 (동작동),0,1,1,0,1875,3
버스,이수역9번출구,,4,N,Y,N,126.979895,37.484445,사당동,11590107,,119000091,20184,서울 동작구 사당동 148-40,,57.99,88.09,146.09,8699,1875,21913
버스,이수역,,2,N,Y,N,126.979985,37.484516,사당동,11590107,,119900022,20578,서울 동작구 사당동 144-4,서울특별시 동작구 동작대로 105-2 (사당동),34.02,153.72,187.73,2041,1875,11264
버스,이수역10번출구,,4,N,Y,N,126.9801875,37.48483286,사당동,11590107,,119000092,20185,서울 동작구 사당동 144-4,서울특별시 동작구 동작대로 105-2 (사당동),170.97,70.48,241.45,25646,1875,36218
버스,동작대교전망카페,,2,N,Y,N,126.9802792,37.50576281,동작동,11590106,,121000314,22396,서울 동작구 동작동 316-3,서울특별시 동작구 동작대로 335 (동작동),31.48,34.83,66.32,1889,1875,3979
버스,이수역,,6,N,Y,N,126.9806262,37.48500144,사당동,11590107,,119900075,20511,서울 동작구 사당동 144-4,서울특별시 동작구 동작대로 105-2 (사당동),330.42,135.64,466.06,68397,1875,96474
버스,정금마을,,1,N,Y,N,126.9812176,37.49383867,동작동,11590106,,119900305,20978,서울 동작구 동작동 333-6,,10.97,66.27,77.23,329,1875,2317
버스,정금마을,,1,N,Y,N,126.9812426,37.49374405,동작동,11590106,,119900306,20498,서울 동작구 동작동 산 4-2,서울특별시 동작구 동작대로 171 (동작동),20.5,1.5,22,615,1875,660
