GID,위도,경도,생활인구수,반경150m_정류장수,반경300m_정류장수,반경400m_정류장수
다사611505,37.55347594,127.0601583,,0,0,0
다사592498,37.54708454,127.0386869,,0,1,3
다사587489,37.53895032,127.0330773,,0,0,0
다사602505,37.55343754,127.0499692,,0,3,8
다사597526,37.57234373,127.0441933,,4,8,15
다사606495,37.54444139,127.0545513,,4,7,10
다사576494,37.54340708,127.0205976,,0,1,12
다사577486,37.53620103,127.0217756,,0,0,0
다사581489,37.53892327,127.0262859,,0,0,0
다사594495,37.54438937,127.0409675,,0,4,15
다사600507,37.55523155,127.047694,,1,7,11
다사604481,37.53181417,127.0523628,,0,0,0
다사613501,37.54987902,127.0624436,,0,2,6
다사595489,37.53898578,127.0421325,,0,1,7
다사569489,37.538868,127.0127032,,2,12,16
다사602512,37.55974685,127.0499312,,3,7,14
다사606483,37.53362539,127.0546156,,0,1,1
다사591493,37.54257346,127.0375827,,2,4,5
다사602508,37.55614153,127.0499529,,5,7,11
다사592525,37.5714204,127.0385368,,1,7,8
다사611484,37.53454794,127.0602695,,0,6,12
다사610504,37.55257038,127.0590315,,0,0,0
다사567497,37.54606926,127.0103923,,0,2,11
다사593527,37.57322748,127.0396581,,3,9,11
다사612486,37.53635481,127.0613907,,6,10,14
다사580497,37.54612936,127.0251083,,4,12,23
다사593494,37.54348363,127.039841,,0,6,10
다사570502,37.55058992,127.013759,,1,13,24
다사587524,37.57049681,127.0328805,,1,3,11
다사589496,37.54526856,127.035302,,3,5,5
다사583490,37.53983366,127.0285441,,0,0,0
다사587495,37.5443583,127.0330436,,0,1,3
다사583487,37.53712967,127.0285611,,0,0,0
다사571492,37.54158131,127.0149495,,3,21,33
다사606507,37.55525738,127.0544869,,0,0,1
다사599483,37.53359525,127.0466929,,0,0,0
다사590514,37.56149693,127.0363335,,6,14,18
다사597525,37.5714424,127.0441988,,3,9,16
다사596491,37.54079282,127.0432534,,3,11,14
다사607503,37.55165632,127.0556405,,0,3,3
다사568489,37.53886333,127.0115713,,2,12,15
다사571503,37.5514959,127.0148852,,3,10,25
다사608513,37.56067388,127.0567192,,0,1,4
다사601506,37.55433455,127.0488316,,0,4,10
다사611495,37.54446261,127.0602112,,2,6,9
다사592489,37.53897256,127.0387368,,0,0,0
다사566490,37.53975527,127.0093016,,0,6,12
다사586486,37.53624185,127.0319623,,0,0,1
다사589511,37.5587885,127.035218,,4,17,26
다사580515,37.56235325,127.0250054,,3,11,17
다사601509,37.55703854,127.0488153,,5,11,13
다사582495,37.54433578,127.0273837,,0,2,8
다사597506,37.55431716,127.0443031,,1,3,7
다사585499,37.54795464,127.0307571,,0,12,16
다사607506,37.55436031,127.0556244,,0,0,0
다사593501,37.54979295,127.0398023,,0,0,1
다사577509,37.55693158,127.0216432,,0,18,36
다사608503,37.55166057,127.0567726,,0,3,3
다사603503,37.55163919,127.0511121,,2,2,4
다사622508,37.55622567,127.0725962,,2,6,13
다사597507,37.55521849,127.0442976,,0,5,9
다사594501,37.54979735,127.0409343,,0,1,2
다사589487,37.53715659,127.0353523,,0,0,0
다사621513,37.56072823,127.0714382,,0,0,9
다사583496,37.54524164,127.02851,,0,0,10
다사566498,37.54696588,127.0092543,,0,2,8
다사594503,37.55160001,127.0409233,,0,1,7
다사615509,37.55709805,127.0646658,,0,0,0
다사596526,37.57233935,127.0430609,,1,8,14
다사603493,37.54262587,127.0511661,,0,10,19
다사610502,37.55076772,127.0590421,,0,1,3
다사603483,37.53361254,127.0512202,,0,0,0
다사610507,37.55527438,127.0590155,,0,0,0
다사596486,37.53628616,127.0432809,,0,0,0
다사614510,37.5579952,127.0635284,,0,0,0
다사600510,37.55793554,127.0476777,,3,10,23
다사575485,37.53529051,127.0195177,,0,0,0
다사574490,37.53979255,127.0183569,,0,4,6
다사608494,37.54354858,127.0568206,,3,8,11
다사608480,37.5309299,127.0568953,,0,0,0
다사614507,37.5552912,127.0635441,,0,0,0
다사588496,37.5452641,127.03417,,0,3,5
다사588497,37.54616543,127.0341644,,0,3,3
다사600504,37.55252756,127.0477104,,1,3,6
다사603506,37.55434318,127.0510959,,0,2,9
다사593502,37.55069428,127.0397967,,0,0,4
다사614508,37.55619253,127.0635389,,0,0,0
다사579490,37.5398155,127.0240164,,0,0,0
다사602481,37.53180556,127.0500992,,0,0,0
다사618499,37.54809719,127.0681143,,4,12,19
다사620504,37.55261212,127.0703526,,3,10,12
다사604480,37.53091283,127.0523682,,0,0,0
다사616511,37.55890488,127.0657875,,0,4,6
다사585493,37.54254667,127.0307909,,0,0,0
다사598484,37.53449223,127.0455556,,0,0,0
다사588502,37.55067208,127.0341363,,2,12,24
다사596489,37.53899016,127.0432644,,0,4,9
다사615505,37.55349272,127.0646868,,0,0,2
다사611510,37.55798259,127.0601318,,0,0,0
다사599504,37.55252322,127.0465783,,2,2,6
다사565495,37.54425719,127.0081401,,0,1,6
다사583493,37.54253765,127.028527,,0,0,0
다사592513,37.56060448,127.0386035,,1,14,29
다사592503,37.55159119,127.0386591,,0,5,9
다사614506,37.55438987,127.0635494,,0,0,0
다사616504,37.55259555,127.0658241,,0,3,7
다사593495,37.54438496,127.0398355,,0,5,10
다사575486,37.53619184,127.0195119,,0,0,0
다사595492,37.54168977,127.042116,,3,9,12
다사580492,37.54162271,127.0251369,,0,1,2
다사613509,37.55708968,127.0624014,,0,0,0
다사592493,37.54257789,127.0387146,,1,3,9
다사617508,37.55620504,127.0669354,,0,0,1
다사610503,37.55166905,127.0590368,,0,0,2
다사593487,37.53717431,127.0398798,,0,0,0
다사604496,37.54533416,127.0522819,,2,8,11
다사579487,37.53711151,127.0240336,,0,0,0
다사601518,37.5651505,127.0487664,,0,0,0
다사583491,37.54073499,127.0285384,,0,0,0
다사582489,37.53892781,127.0274178,,0,0,0
다사589489,37.53895925,127.0353411,,0,0,0
다사613498,37.54717502,127.0624594,,2,3,9
다사572488,37.53798064,127.0161047,,0,0,6
다사601510,37.55793987,127.0488099,,4,13,17
다사586495,37.54435382,127.0319116,,0,0,1
다사610510,37.55797837,127.0589996,,0,0,0
다사578513,37.56054146,127.0227523,,3,10,14
다사577487,37.53710236,127.0217699,,0,0,0
다사598506,37.55432152,127.0454352,,0,2,10
다사598507,37.55522285,127.0454297,,0,7,12
다사605509,37.55705576,127.053344,,0,1,6
다사618509,37.55711052,127.0680623,,0,0,3
다사620510,37.55802012,127.0703215,,0,2,4
다사582493,37.54253312,127.0273951,,0,0,1
다사608514,37.56157521,127.0567138,,1,3,6
다사617498,37.54719171,127.0669875,,4,12,17
다사601507,37.55523588,127.0488262,,2,8,10
다사613489,37.53906302,127.0625068,,2,9,12
다사604490,37.53992617,127.0523143,,5,16,24
다사602483,37.53360823,127.0500883,,0,0,0
다사603514,37.56155382,127.0510526,,0,5,7
다사604505,37.55344615,127.0522334,,0,1,4
다사607512,37.55976829,127.0555923,,0,1,1
다사596503,37.55160879,127.0431874,,1,4,5
다사579489,37.53891417,127.0240222,,0,0,0
다사594504,37.55250134,127.0409177,,0,4,8
다사602519,37.56605615,127.0498933,,0,2,7
다사612503,37.55167748,127.061301,,0,0,0
다사609513,37.56067813,127.0578514,,0,2,6
다사595526,37.57233496,127.0419284,,0,8,12
다사572505,37.5533032,127.0160056,,1,3,19
다사585491,37.54074401,127.0308022,,0,0,0
다사591489,37.53896813,127.0376049,,0,0,0
다사593490,37.53987831,127.0398632,,0,0,3
다사616510,37.55800355,127.0657927,,0,0,4
다사611504,37.5525746,127.0601636,,0,0,0
다사621511,37.55892556,127.0714485,,0,2,4
다사604511,37.55885413,127.0522011,,1,3,8
다사603510,37.5579485,127.0510743,,1,10,10
다사592501,37.54978853,127.0386702,,0,0,3
다사584490,37.53983817,127.029676,,0,0,0
다사599522,37.56874714,127.0464799,,2,11,18
다사594487,37.53717872,127.0410117,,0,0,0
다사608507,37.5552659,127.0567512,,0,0,0
다사572504,37.55240188,127.0160115,,1,8,21
다사613512,37.55979367,127.0623856,,0,2,6
다사581490,37.5398246,127.0262802,,0,0,0
다사578489,37.5389096,127.0228903,,0,0,0
다사585497,37.54615198,127.0307684,,0,0,7
다사593505,37.55339826,127.0397801,,3,7,9
다사595510,37.55791371,127.0420167,,4,17,26
다사587493,37.54255564,127.0330549,,0,1,2
다사582494,37.54343445,127.0273894,,0,0,3
다사614512,37.55979786,127.0635178,,0,1,9
다사606511,37.5588627,127.0544655,,0,0,2
다사604510,37.5579528,127.0522064,,0,5,10
다사608481,37.53183124,127.0568899,,0,0,0
다사599486,37.53629925,127.0466765,,0,0,4
다사612501,37.54987482,127.0613115,,0,1,4
다사617505,37.55350104,127.066951,,0,3,6
다사597488,37.5380932,127.0444018,,0,2,6
다사595503,37.55160441,127.0420554,,0,2,5
다사608479,37.53002857,127.0569006,,0,0,1
다사601508,37.55613721,127.0488207,,6,9,12
다사615502,37.55078872,127.0647025,,0,5,10
다사595488,37.53808444,127.0421381,,0,0,3
다사603507,37.55524451,127.0510905,,2,6,7
다사607518,37.56517627,127.0555602,,5,10,15
다사587488,37.53804899,127.033083,,0,0,0
다사579494,37.54342081,127.0239935,,1,4,6
다사601494,37.54351858,127.0488968,,4,7,17
다사608502,37.55075924,127.0567779,,0,3,3
다사610492,37.54175439,127.0590952,,0,3,9
다사603511,37.55884983,127.0510688,,2,8,12
다사591526,37.5723173,127.0373988,,1,8,10
다사596511,37.55881943,127.0431434,,4,21,28
다사616512,37.55980621,127.0657823,,0,6,6
다사599509,37.55702987,127.046551,,3,9,18
다사596501,37.54980613,127.0431985,,2,2,6
다사609495,37.54445416,127.0579473,,3,7,9
다사595505,37.55340707,127.0420443,,1,3,10
다사592496,37.54528188,127.038698,,0,4,6
다사591501,37.5497841,127.0375381,,0,0,5
다사615503,37.55169005,127.0646972,,0,3,7
다사611498,37.54716661,127.0601953,,0,2,5
다사598510,37.55792684,127.0454133,,2,13,26
다사583488,37.538031,127.0285554,,0,0,0
다사584506,37.55425944,127.0295854,,2,20,37
다사569501,37.54968393,127.0126328,,3,9,23
다사617512,37.55981037,127.0669145,,0,4,6
다사617497,37.54629038,127.0669927,,5,10,16
다사605491,37.54083179,127.0534408,,6,13,18
다사615514,37.5616047,127.0646396,,3,9,10
다사586490,37.53984717,127.0319398,,0,0,0
다사598485,37.53539356,127.0455501,,0,0,0
다사574488,37.53798989,127.0183685,,0,0,0
다사614511,37.55889653,127.0635231,,0,0,4
다사608517,37.5642792,127.0566978,,3,11,11
다사596484,37.5344835,127.0432919,,0,0,0
다사600509,37.55703421,127.0476831,,5,10,13
다사585488,37.53804002,127.0308192,,0,0,0
다사588500,37.54886942,127.0341475,,0,4,15
다사598504,37.55251886,127.0454462,,2,4,5
다사600482,37.53269825,127.0478301,,0,0,0
다사568496,37.54517262,127.0115301,,0,14,24
다사612507,37.55528281,127.0612798,,0,0,0
다사598505,37.55342019,127.0454407,,0,3,6
다사606503,37.55165205,127.0545084,,0,2,5
다사614504,37.55258721,127.0635599,,0,0,0
다사590486,37.5362597,127.0364898,,0,0,1
다사586493,37.54255116,127.0319229,,0,0,1
다사613504,37.55258302,127.0624278,,0,0,0
다사593485,37.53537165,127.0398909,,0,0,0
다사567489,37.53885864,127.0104394,,0,8,14
다사616495,37.54448355,127.0658712,,2,7,12
다사592488,37.53807123,127.0387424,,0,0,0
다사595487,37.53718311,127.0421436,,0,0,0
다사599485,37.53539791,127.046682,,0,0,0
다사596502,37.55070746,127.043193,,1,3,6
다사588498,37.54706676,127.0341588,,0,1,5
다사608510,37.55796989,127.0567352,,0,0,0
다사614497,37.54627788,127.0635967,,1,9,13
다사612509,37.55708547,127.0612693,,0,0,0
다사591490,37.53986947,127.0375994,,0,0,1
다사582525,37.57137559,127.0272129,,1,5,12
다사583489,37.53893233,127.0285497,,0,0,0
다사591497,37.54617878,127.0375604,,1,4,5
다사585506,37.55426394,127.0307175,,2,18,42
다사591498,37.54708011,127.0375548,,0,2,4
다사609503,37.55166482,127.0579047,,0,1,3
다사590489,37.5389637,127.036473,,0,0,0
다사612508,37.55618414,127.0612745,,0,0,0
다사603519,37.56606047,127.0510256,,0,5,10
다사606484,37.53452673,127.0546103,,0,1,5
다사601511,37.5588412,127.0488044,,0,14,21
다사597524,37.57054107,127.0442042,,5,10,17
다사605505,37.55345044,127.0533655,,0,0,4
다사591486,37.53626414,127.0376216,,0,0,0
다사611494,37.54356128,127.0602165,,2,6,10
다사610501,37.54986638,127.0590474,,0,1,4
다사594485,37.53537605,127.0410227,,0,0,0
다사617507,37.55530371,127.0669406,,0,0,3
다사612502,37.55077615,127.0613062,,0,0,2
다사587509,37.55697691,127.0329649,,7,21,32
다사567495,37.5442666,127.010404,,3,11,24
다사604484,37.53451817,127.0523466,,0,0,4
다사595506,37.5543084,127.0420388,,1,5,10
다사594496,37.5452907,127.040962,,0,2,12
다사580488,37.53801739,127.0251598,,0,0,0
다사604506,37.55434748,127.052228,,0,2,7
다사596525,37.57143802,127.0430664,,2,7,14
다사576486,37.53619644,127.0206438,,0,0,0
다사599506,37.55432588,127.0465673,,0,3,12
다사590490,37.53986503,127.0364675,,0,0,0
다사615504,37.55259139,127.064692,,0,0,4
다사569492,37.54157198,127.0126856,,9,27,31
다사584498,37.54704881,127.0296307,,0,6,17
다사609508,37.55617147,127.057878,,0,0,0
다사583486,37.53622834,127.0285668,,0,0,1
다사603491,37.5408232,127.051177,,5,13,23
다사606478,37.52911872,127.0546424,,0,1,2
다사588487,37.53715213,127.0342205,,0,0,0
다사580496,37.54522803,127.025114,,3,6,15
다사609482,37.53273682,127.0580164,,0,0,1
다사582487,37.53712515,127.0274292,,0,0,0
다사608516,37.56337787,127.0567032,,2,7,12
다사601524,37.57055847,127.0487338,,5,11,17
다사592502,37.55068986,127.0386646,,0,1,6
다사611511,37.55888392,127.0601265,,0,0,3
다사595490,37.53988711,127.042127,,0,5,9
다사597505,37.55341583,127.0443086,,1,3,6
다사584487,37.53713418,127.029693,,0,0,0
다사581493,37.54252859,127.0262631,,0,0,4
다사587510,37.55787823,127.0329593,,9,15,28
다사574495,37.54429919,127.0183279,,1,11,20
다사621507,37.55532023,127.0714692,,2,5,9
다사585498,37.54705331,127.0307627,,0,1,15
다사612512,37.55978947,127.0612534,,0,3,3
다사595507,37.55520973,127.0420333,,0,9,16
다사579488,37.53801284,127.0240279,,0,0,0
다사604504,37.55254482,127.0522388,,0,2,3
다사607501,37.54985365,127.0556512,,3,3,3
다사612505,37.55348015,127.0612904,,0,0,0
다사594520,37.5669226,127.0408292,,0,9,14
다사593507,37.55520092,127.039769,,4,10,21
다사621512,37.5598269,127.0714434,,0,2,6
다사611509,37.55708126,127.0601371,,0,0,0
다사573507,37.55511049,127.0171261,,2,11,19
다사589488,37.53805792,127.0353467,,0,0,0
다사566495,37.5442619,127.0092721,,0,4,14
다사583524,37.5704788,127.028351,,1,7,15
다사574509,37.55691777,127.0182467,,6,10,20
다사603512,37.55975116,127.0510634,,3,5,12
다사597486,37.53629054,127.0444128,,0,0,2
다사601519,37.56605183,127.048761,,0,0,9
다사600506,37.55433022,127.0476995,,0,3,10
다사602506,37.55433887,127.0499637,,1,5,9
다사615498,37.54718339,127.0647235,,2,10,15
다사577494,37.54341167,127.0217296,,1,2,7
다사599523,37.56964847,127.0464745,,5,12,20
다사588503,37.55157341,127.0341307,,6,16,35
다사589501,37.54977521,127.035274,,0,8,12
다사611512,37.55978526,127.0601212,,0,3,4
다사614491,37.54086987,127.0636282,,1,8,11
다사565497,37.54605985,127.0081282,,0,2,2
다사592494,37.54347922,127.0387091,,2,4,9
다사590495,37.54437168,127.0364396,,5,5,5
다사605482,37.53271979,127.0534892,,0,0,1
다사608515,37.56247654,127.0567085,,2,5,9
다사577492,37.54160901,127.0217411,,0,1,2
다사610512,37.55978103,127.058989,,0,1,4
다사579526,37.57226327,127.02381,,2,10,15
다사623510,37.55803243,127.0737181,,3,7,11
다사599507,37.55522721,127.0465619,,0,7,14
다사600483,37.53359959,127.0478247,,0,0,0
다사592527,37.57322306,127.0385257,,5,9,11
다사584489,37.53893684,127.0296816,,0,0,0
다사602511,37.55884552,127.0499366,,3,10,17
다사582486,37.53622381,127.0274349,,0,0,0
다사609481,37.53183548,127.0580217,,0,0,0
다사607477,37.52822165,127.0557795,,0,2,2
다사613506,37.55438568,127.0624172,,0,0,0
다사586492,37.54164983,127.0319285,,0,0,0
다사599503,37.55162188,127.0465837,,2,3,7
다사573485,37.53528128,127.017254,,0,0,0
다사610500,37.54896505,127.0590527,,0,2,3
다사591492,37.54167213,127.0375882,,0,2,4
다사607511,37.55886696,127.0555977,,0,0,1
다사617510,37.55800771,127.0669249,,0,0,4
다사584499,37.54795014,127.029625,,0,13,19
다사592486,37.53626857,127.0387535,,0,0,0
다사593486,37.53627298,127.0398854,,0,0,0
다사582491,37.54073047,127.0274065,,0,0,0
다사597485,37.5353892,127.0444183,,0,0,0
다사623512,37.55983509,127.0737078,,0,5,10
다사607505,37.55345898,127.0556298,,0,0,1
다사607481,37.53182699,127.0557582,,0,0,0
다사580494,37.54342537,127.0251255,,0,4,6
다사602510,37.55794419,127.0499421,,2,10,15
다사582520,37.56686897,127.0272414,,4,15,26
다사616514,37.56160887,127.0657718,,6,7,9
다사609516,37.56338212,127.0578354,,3,6,13
다사605481,37.53181845,127.0534946,,0,0,0
다사597511,37.55882381,127.0442756,,4,20,26
다사582497,37.54613844,127.0273723,,0,11,17
다사589491,37.54076191,127.03533,,0,0,3
다사596487,37.5371875,127.0432754,,0,0,2
다사609501,37.54986215,127.0579153,,1,3,3
다사593492,37.54168097,127.0398521,,0,5,9
다사586488,37.53804451,127.0319511,,0,0,0
다사610493,37.54265572,127.0590899,,2,7,7
다사585487,37.53713868,127.0308248,,0,0,1
다사610484,37.53454372,127.0591376,,0,6,11
다사616507,37.55529955,127.0658084,,0,0,0
다사580525,37.5713665,127.0249481,,1,8,14
다사592490,37.53987389,127.0387313,,0,0,0
다사614493,37.54267254,127.0636177,,5,7,15
다사603513,37.56065249,127.051058,,2,5,7
다사584497,37.54614748,127.0296363,,0,1,7
다사605490,37.53993045,127.0534462,,6,17,23
다사602515,37.56245084,127.049915,,0,4,7
다사603504,37.55254052,127.0511067,,0,2,3
다사609509,37.5570728,127.0578727,,0,0,0
다사574484,37.53438457,127.0183917,,0,0,0
다사605495,37.54443712,127.0534193,,4,5,14
다사582490,37.53982914,127.0274122,,0,0,0
다사600486,37.53630359,127.0478084,,0,2,4
다사595514,37.56151903,127.0419947,,5,14,23
다사603508,37.55614584,127.0510851,,2,7,9
다사581517,37.56416045,127.0261262,,2,9,22
다사595502,37.55070308,127.0420609,,0,2,4
다사602520,37.56695748,127.0498878,,0,4,9
다사592512,37.55970315,127.0386091,,2,20,26
다사583492,37.54163632,127.0285327,,0,0,0
다사585492,37.54164534,127.0307966,,0,0,0
다사610511,37.5588797,127.0589943,,0,0,3
다사596524,37.57053669,127.0430719,,1,6,13
다사601504,37.55253189,127.0488425,,0,4,5
다사620513,37.56072411,127.070306,,0,3,5
다사612504,37.55257882,127.0612957,,0,0,0
다사582496,37.54523711,127.027378,,0,7,14
다사593503,37.55159561,127.0397912,,0,2,8
다사576489,37.53890043,127.0206265,,0,0,0
다사601505,37.55343322,127.048837,,0,3,8
다사599511,37.55883252,127.04654,,2,13,26
다사601523,37.56965715,127.0487392,,4,9,15
다사599484,37.53449658,127.0466874,,0,0,0
다사583495,37.54434031,127.0285157,,0,0,3
다사582488,37.53802648,127.0274235,,0,0,0
다사586489,37.53894584,127.0319454,,0,0,0
다사602516,37.56335217,127.0499095,,0,2,5
다사603496,37.54532987,127.0511499,,3,8,13
다사588512,37.55968536,127.0340802,,1,15,25
다사603505,37.55344185,127.0511013,,0,3,5
다사614496,37.54537654,127.0636019,,1,7,17
다사586494,37.54345249,127.0319173,,0,0,1
다사597496,37.54530385,127.0443579,,4,10,14
다사602503,37.55163488,127.04998,,2,3,4
다사593488,37.53807565,127.0398743,,0,0,0
다사596510,37.5579181,127.0431489,,3,17,27
다사609511,37.55887547,127.0578621,,0,0,1
다사587490,37.53985165,127.0330717,,0,0,0
다사566499,37.54786721,127.0092484,,0,3,9
다사596494,37.54349682,127.043237,,5,12,16
다사578493,37.54251492,127.0228673,,1,2,4
다사595504,37.55250574,127.0420498,,0,2,7
다사589497,37.54616989,127.0352964,,1,3,5
다사592509,37.55699916,127.0386257,,5,11,20
다사593526,37.57232615,127.0396636,,3,8,11
다사587491,37.54075298,127.0330661,,0,0,0
다사602509,37.55704286,127.0499475,,6,9,13
다사607480,37.53092565,127.0557635,,0,0,0
다사592504,37.55249252,127.0386535,,2,5,13
다사602522,37.56876014,127.049877,,2,9,15
다사579492,37.54161816,127.024005,,0,1,2
다사594526,37.57233056,127.040796,,2,5,13
다사599505,37.55342455,127.0465728,,0,2,7
다사586491,37.5407485,127.0319342,,0,0,0
다사594486,37.53627739,127.0410172,,0,0,0
다사619509,37.55711466,127.0691945,,0,2,4
다사605520,37.56697039,127.0532848,,3,11,14
다사584493,37.54254216,127.029659,,0,0,0
다사589526,37.5723084,127.035134,,0,5,9
다사607478,37.52912298,127.0557742,,0,1,2
다사593497,37.54618763,127.0398244,,0,0,6
다사604502,37.55074215,127.0522496,,2,3,4
다사600484,37.53450092,127.0478193,,0,0,0
다사578486,37.53620561,127.0229075,,0,0,0
다사592505,37.55339385,127.038648,,5,6,15
다사580489,37.53891872,127.0251541,,0,0,0
다사590493,37.54256902,127.0364507,,1,4,5
다사613495,37.54447102,127.0624752,,0,9,14
다사608505,37.55346323,127.0567619,,0,0,1
다사606505,37.55345471,127.0544977,,0,0,1
다사588494,37.54346144,127.0341812,,1,4,5
다사623511,37.55893376,127.073713,,1,5,10
다사598523,37.56964411,127.0453421,,2,15,18
다사596485,37.53538483,127.0432864,,0,0,0
다사610506,37.55437304,127.0590208,,0,0,0
다사604479,37.5300115,127.0523735,,0,0,0
다사617509,37.55710637,127.0669301,,0,0,0
다사615510,37.55799938,127.0646605,,0,0,1
다사590501,37.54977966,127.0364061,,0,3,8
다사588489,37.53895479,127.0342092,,0,0,0
다사607507,37.55526164,127.0556191,,0,0,0
다사588525,37.57140261,127.0340072,,1,2,10
다사567499,37.54787191,127.0103805,,0,5,9
다사600522,37.56875148,127.0476123,,2,10,15
다사601521,37.56785449,127.0487501,,0,7,16
다사589502,37.55067654,127.0352684,,2,8,21
다사581488,37.53802194,127.0262917,,0,0,0
다사595491,37.54078844,127.0421215,,0,5,13
다사597494,37.54350119,127.0443689,,4,14,16
다사577493,37.54251034,127.0217353,,1,1,4
다사597509,37.55702115,127.0442866,,3,9,19
다사598486,37.5362949,127.0455447,,0,0,2
다사615511,37.55890071,127.0646553,,0,1,6
다사593489,37.53897698,127.0398687,,0,0,0
다사592500,37.5488872,127.0386757,,0,0,0
다사616497,37.54628622,127.0658607,,4,10,16
다사604482,37.5327155,127.0523574,,0,0,0
다사612506,37.55438148,127.0612851,,0,0,0
다사596506,37.55431278,127.0431709,,1,4,9
다사610508,37.55617571,127.0590102,,0,0,0
다사582506,37.5542504,127.0273211,,5,29,48
다사571504,37.55239723,127.0148794,,0,10,19
다사610513,37.56068236,127.0589836,,0,4,6
다사573506,37.55420916,127.0171319,,1,11,19
다사611503,37.55167327,127.0601689,,0,0,1
다사608511,37.55887122,127.0567299,,0,0,1
다사602523,37.56966147,127.0498716,,2,10,12
다사589495,37.54436723,127.0353076,,2,5,5
다사588499,37.54796809,127.0341532,,0,2,11
다사583497,37.54614297,127.0285043,,0,7,14
다사616506,37.55439822,127.0658137,,0,0,1
다사602498,37.54712822,127.0500071,,3,6,8
다사577497,37.54611565,127.0217123,,1,17,27
다사608512,37.55977255,127.0567245,,0,1,1
다사590502,37.55068099,127.0364005,,0,6,14
다사596488,37.53808883,127.0432699,,0,2,4
다사609510,37.55797414,127.0578674,,0,0,0
다사570503,37.55149125,127.0137531,,2,13,19
다사591496,37.54527745,127.037566,,2,5,5
다사576495,37.5443084,127.0205918,,0,6,13
다사566494,37.54336058,127.009278,,0,10,17
다사604483,37.53361683,127.052352,,0,0,1
다사584486,37.53623285,127.0296986,,0,0,1
다사574487,37.53708856,127.0183743,,0,0,0
다사596505,37.55341145,127.0431764,,1,1,9
다사601517,37.56424917,127.0487718,,0,0,3
다사601481,37.53180125,127.0489674,,0,0,0
다사608482,37.53273257,127.0568846,,0,0,1
다사609494,37.54355282,127.0579526,,4,5,9
다사576487,37.53709777,127.020638,,0,0,0
다사579493,37.54251948,127.0239992,,0,2,4
다사597499,37.54800785,127.0443415,,1,6,8
다사610496,37.54535972,127.0590739,,0,5,8
다사581520,37.56686443,127.0261091,,3,13,24
다사608483,37.53363391,127.0568793,,0,1,5
다사613505,37.55348435,127.0624225,,0,0,0
다사604509,37.55705147,127.0522118,,1,5,9
다사619508,37.55621333,127.0691997,,0,2,4
다사576492,37.54160442,127.0206092,,0,2,4
다사586498,37.54705781,127.0318947,,0,0,9
다사603484,37.53451387,127.0512148,,0,0,1
다사588495,37.54436277,127.0341756,,1,3,5
다사575490,37.53979716,127.0194888,,0,1,4
다사606480,37.53092139,127.0546317,,0,0,0
다사573486,37.53618261,127.0172482,,0,0,0
다사596490,37.53989149,127.0432589,,1,8,11
다사591500,37.54888277,127.0375437,,0,0,2
다사608504,37.5525619,127.0567672,,0,0,3
다사589493,37.54256457,127.0353188,,0,4,5
다사604503,37.55164349,127.0522442,,2,3,4
다사587496,37.54525963,127.033038,,0,2,3
다사590492,37.54166769,127.0364563,,0,2,4
다사568500,37.54877792,127.0115066,,3,5,11
다사587486,37.53624633,127.0330942,,0,0,2
다사611502,37.55077194,127.0601742,,0,0,2
다사596492,37.54169415,127.0432479,,5,12,15
다사576490,37.53980176,127.0206207,,0,0,3
다사574489,37.53889122,127.0183627,,0,0,4
다사584494,37.54344349,127.0296533,,0,0,0
다사571502,37.55059458,127.0148911,,3,17,24
다사592491,37.54077522,127.0387257,,0,0,5
다사585490,37.53984268,127.0308079,,0,0,0
다사579491,37.54071683,127.0240107,,0,0,1
다사600485,37.53540225,127.0478138,,0,0,2
다사595486,37.53628178,127.0421491,,0,0,0
다사586499,37.54795914,127.0318891,,0,9,14
다사597510,37.55792248,127.0442811,,3,12,25
다사607502,37.55075498,127.0556458,,2,3,3
다사601483,37.53360391,127.0489565,,0,0,0
다사588511,37.55878403,127.0340858,,9,14,26
다사606482,37.53272406,127.054621,,0,0,1
다사599524,37.57054979,127.046469,,3,15,18
다사584492,37.54164083,127.0296647,,0,0,0
다사578490,37.53981093,127.0228845,,0,0,0
다사598487,37.53719623,127.0455392,,0,2,4
다사603485,37.53541521,127.0512094,,0,1,5
다사614501,37.54988321,127.0635757,,0,5,9
다사613502,37.55078035,127.0624383,,0,0,4
다사591502,37.55068543,127.0375326,,0,2,9
다사618507,37.55530786,127.0680727,,0,2,3
다사601485,37.53540658,127.0489457,,0,0,2
다사598524,37.57054544,127.0453366,,4,15,19
다사606506,37.55435604,127.0544923,,0,0,1
다사615493,37.54267672,127.0647497,,3,7,14
다사591494,37.54347479,127.0375771,,2,5,5
다사614509,37.55709387,127.0635336,,0,0,0
다사591487,37.53716547,127.0376161,,0,0,0
다사589498,37.54707122,127.0352908,,0,2,3
다사595485,37.53538045,127.0421546,,0,0,0
다사567498,37.54697058,127.0103864,,0,2,8
다사577510,37.5578329,127.0216374,,0,14,28
다사605510,37.55795709,127.0533386,,0,2,6
다사584488,37.53803551,127.0296873,,0,0,0
다사589486,37.53625525,127.0353579,,0,0,1
다사586487,37.53714318,127.0319567,,0,0,0
다사595525,37.57143363,127.041934,,0,7,11
다사612511,37.55888814,127.0612587,,0,0,3
다사580493,37.54252404,127.0251312,,0,1,4
다사590491,37.54076636,127.0364619,,0,0,2
다사609483,37.53363815,127.0580111,,0,0,7
