GID,위도,경도,생활인구수,반경150m_정류장수,반경300m_정류장수,반경400m_정류장수
다사480441,37.49514614,126.9123051,857,4,10,14
다사508460,37.51242461,126.9438522,187,4,11,16
다사500439,37.49345388,126.934943,194,12,20,29
다사508446,37.49980609,126.9439458,11,2,12,19
다사519454,37.50707461,126.9563378,219,3,7,14
다사522458,37.51069549,126.959706,162,2,6,13
다사508455,37.507918,126.9438856,648,4,13,28
다사490436,37.49069526,126.9236519,335,4,14,19
다사509457,37.50972597,126.9450037,285,3,11,14
다사490438,37.49249791,126.923638,237,3,8,15
다사515438,37.49263249,126.9519176,,2,4,10
다사527425,37.4809774,126.9655753,,2,5,7
다사539444,37.4981633,126.9790285,,0,0,2
다사489435,37.48978842,126.9225277,,2,11,17
다사487441,37.49518527,126.9202236,,0,6,13
다사532448,37.50173343,126.9710842,,0,0,0
다사528425,37.48098252,126.9667063,,2,5,7
다사510440,37.49440877,126.9462483,,0,13,21
다사524440,37.49448194,126.9620853,,2,5,6
다사484435,37.48976063,126.916872,,2,3,4
다사509439,37.49350213,126.9451238,,7,15,22
다사536429,37.48462833,126.9757292,,4,16,25
다사523461,37.51340463,126.960818,,0,4,7
다사535438,37.49273528,126.9745413,,1,4,7
다사493464,37.51594875,126.9268524,,3,5,14
다사519443,37.49716003,126.9564096,,0,7,13
다사534450,37.50354619,126.9733342,,0,5,6
다사504463,37.51510718,126.939306,,0,6,11
다사511462,37.51424319,126.9472334,,2,4,12
다사537448,37.50175862,126.9767408,,1,2,2
다사536445,37.49904962,126.9756284,,0,0,0
다사526446,37.49990018,126.9643091,,1,3,9
다사525446,37.49989505,126.9631778,,2,8,11
다사518451,37.50436542,126.955226,,2,6,12
다사527436,37.49089203,126.9655047,,1,6,12
다사533450,37.50354114,126.9722028,,0,3,5
다사531419,37.47558979,126.9701375,,0,1,8
다사487438,37.4924813,126.9202445,,0,1,9
다사529439,37.49360623,126.9677478,,0,1,1
다사529423,37.47918495,126.9678501,,0,1,6
다사526458,37.5107161,126.9642318,,0,4,13
다사536450,37.50355626,126.9755969,,1,3,5
다사534443,37.49723689,126.9733785,,0,0,0
다사473432,37.48699461,126.904451,,2,7,14
다사479431,37.4861273,126.9112446,,2,13,21
다사525451,37.50440168,126.9631456,,0,8,15
다사516437,37.49173641,126.9530553,,1,8,12
다사537444,37.4981533,126.976766,,0,0,0
다사527445,37.49900398,126.9654468,,0,1,3
다사494463,37.51505292,126.9279908,,3,8,12
다사535453,37.50625522,126.9744466,,2,3,5
다사507439,37.49349148,126.9428614,,4,15,26
다사493454,37.50693556,126.9269213,,0,10,12
다사540453,37.50628025,126.9801036,,3,4,4
다사512465,37.51695245,126.948345,,0,0,0
다사524426,37.48186334,126.9621758,,0,1,5
다사521452,37.50528235,126.9586136,,0,11,17
다사519447,37.50076533,126.9563835,,0,5,14
다사520462,37.51429041,126.957417,,3,5,9
다사543445,37.4990845,126.9835474,,0,5,8
다사497463,37.51506931,126.9313854,,0,2,8
다사490435,37.48979394,126.9236588,,6,11,22
다사528442,37.49630511,126.9665974,,0,0,0
다사532456,37.50894405,126.9710333,,0,0,4
다사527446,37.49990531,126.9654404,,0,2,4
다사503438,37.49256873,126.9383434,,0,6,16
다사482436,37.49065077,126.9146027,,0,0,6
다사518443,37.49715482,126.9552784,,0,8,13
다사482443,37.49696001,126.9145534,,3,10,23
다사522462,37.51430078,126.95968,,0,2,11
다사521453,37.50618368,126.9586071,,6,12,18
다사498461,37.51327211,126.9325306,,4,9,11
다사512462,37.51424848,126.9483649,,1,6,10
다사527444,37.49810265,126.9654533,,0,0,2
다사525441,37.49538841,126.9632101,,0,4,5
다사521459,37.51159163,126.958568,,0,6,9
다사527441,37.49539867,126.9654725,,0,0,3
다사499459,37.5114749,126.9336757,,3,12,13
다사507463,37.51512324,126.9427006,,0,7,13
다사507464,37.51602456,126.9426939,,0,6,7
다사541422,37.47834397,126.9814282,,5,11,17
다사496454,37.50695198,126.9303155,,3,11,13
다사533445,37.4990345,126.9722346,,0,0,0
다사529443,37.49721154,126.9677222,,0,0,0
다사491460,37.51233248,126.924617,,5,17,22
다사524445,37.49898858,126.962053,,2,9,11
다사535433,37.48822863,126.9745729,,5,17,20
다사499456,37.50877094,126.9336961,,1,6,15
다사513459,37.51154979,126.9495162,,1,12,19
다사537451,37.5044626,126.976722,,1,4,8
다사501462,37.51418969,126.9359183,,1,7,9
다사489449,37.50240691,126.9224305,,1,14,21
다사536452,37.50535892,126.9755843,,0,3,8
다사511440,37.49441406,126.9473795,,0,8,19
다사536447,37.50085227,126.9756158,,0,2,2
다사529441,37.49540889,126.967735,,0,0,1
다사534444,37.49813822,126.9733722,,0,0,0
다사494451,37.50423708,126.9280734,,0,4,9
다사503454,37.50698991,126.9382353,,0,9,22
다사534449,37.50264486,126.9733405,,0,1,6
다사493453,37.50603424,126.9269282,,0,6,15
다사517461,37.51337344,126.954029,,3,17,19
다사489440,37.49429503,126.922493,,0,2,9
다사534447,37.50084221,126.9733532,,0,0,2
다사506439,37.49348614,126.9417302,,0,14,23
다사501464,37.51599234,126.9359047,,0,0,8
다사486441,37.49517971,126.9190924,,4,6,15
다사504449,37.50248867,126.9394004,,0,12,24
다사539450,37.50357128,126.978991,,1,5,6
다사485443,37.49697678,126.9179472,,3,13,23
다사519463,37.51518653,126.9562789,,3,5,10
다사516464,37.51607218,126.9528778,,0,1,5
다사526438,37.49268956,126.9643606,,1,1,5
다사500455,37.50787504,126.9348343,,0,8,11
다사517463,37.51517609,126.9540159,,0,4,16
다사517462,37.51427477,126.9540224,,2,13,17
다사537443,37.49725197,126.9767723,,0,0,0
다사540452,37.50537892,126.9801098,,4,4,5
다사525439,37.49358576,126.963223,,1,4,6
다사514464,37.51606167,126.9506147,,0,0,6
다사503439,37.49347006,126.9383366,,0,11,22
다사532450,37.50353608,126.9710715,,0,2,5
다사532441,37.49542413,126.9711287,,0,0,1
다사523437,37.4917728,126.9609735,,1,2,14
다사530447,37.50082195,126.9688279,,0,0,0
다사516458,37.51066424,126.9529172,,3,20,23
다사522443,37.4971756,126.9598034,,2,8,13
다사493452,37.50513292,126.9269351,,0,6,13
다사510463,37.51513921,126.9460952,,0,5,9
다사509463,37.5151339,126.9449637,,1,5,10
다사474434,37.48880294,126.9055678,,3,10,13
다사536454,37.50716157,126.9755717,,0,2,3
다사531442,37.49632039,126.9699911,,0,0,0
다사513438,37.49262197,126.9496552,,2,11,15
다사534438,37.49273025,126.9734101,,1,5,9
다사523428,37.48366084,126.9610318,,0,3,4
다사526443,37.4971962,126.9643284,,0,0,4
다사531455,37.50803765,126.9699083,,0,3,8
다사522439,37.49357029,126.9598294,,1,6,15
다사528423,37.47917985,126.9667191,,0,4,10
다사540448,37.5017736,126.9801348,,0,0,4
다사511463,37.51514451,126.9472267,,0,3,7
다사524458,37.51070582,126.9619689,,4,9,13
다사529450,37.50352084,126.9676774,,0,3,7
다사514466,37.51786432,126.9506015,,0,0,0
다사531439,37.4936164,126.9700102,,1,2,3
다사489438,37.49249238,126.9225068,,0,8,13
다사530439,37.49361132,126.968879,,1,1,3
다사529422,37.47828362,126.9678565,,0,1,10
다사486437,37.49157442,126.9191203,,0,2,9
다사495463,37.5150584,126.9291224,,2,8,13
다사528422,37.47827852,126.9667255,,0,3,13
다사543443,37.49728184,126.9835598,,5,7,13
다사528440,37.49450246,126.9666102,,0,0,2
다사495452,37.50514387,126.9291979,,0,1,13
다사481437,37.49154648,126.9134645,,0,2,3
다사536446,37.49995095,126.9756221,,0,0,2
다사537449,37.50265995,126.9767345,,2,2,4
다사544446,37.49999077,126.9846725,,0,1,8
다사522452,37.50528753,126.959745,,2,16,20
다사499461,37.51327754,126.9336621,,3,10,11
다사523429,37.48456217,126.9610253,,2,4,6
다사495453,37.50604519,126.929191,,0,5,14
다사535445,37.49904459,126.9744971,,0,0,0
다사528447,37.50081175,126.9665653,,0,2,3
다사539447,37.50086729,126.9790098,,0,1,2
다사535441,37.49543927,126.9745224,,0,0,0
다사538445,37.49905964,126.977891,,0,0,0
다사527424,37.48007607,126.9655817,,0,5,8
다사524450,37.50349521,126.9620207,,3,8,14
다사534441,37.49543424,126.9733912,,0,0,0
다사542445,37.49907955,126.9824161,,0,3,6
다사523450,37.50349005,126.9608893,,4,7,13
다사531444,37.49812304,126.9699784,,0,0,0
다사528429,37.48458784,126.9666807,,4,12,19
다사486435,37.48977178,126.9191342,,2,6,6
다사499455,37.50786962,126.9337029,,1,8,15
다사524451,37.50439654,126.9620142,,2,9,14
다사531443,37.49722172,126.9699847,,0,0,0
다사525440,37.49448708,126.9632165,,0,5,5
다사535447,37.50084725,126.9744845,,0,1,2
다사528449,37.50261441,126.9665525,,0,3,5
다사533439,37.49362653,126.9722726,,0,3,5
다사495455,37.50784784,126.9291773,,5,10,13
다사510446,37.49981672,126.9462084,,0,8,15
다사535451,37.50445256,126.9744592,,0,5,6
다사521442,37.49626909,126.9586787,,0,8,9
다사500456,37.50877636,126.9348275,,0,3,12
다사524429,37.48456733,126.9621564,,1,3,6
다사527442,37.4963,126.9654661,,0,0,0
다사536442,37.49634563,126.9756473,,0,0,0
다사540451,37.50447759,126.9801161,,3,4,6
다사486436,37.4906731,126.9191273,,0,5,6
다사526440,37.49449222,126.9643477,,0,3,5
다사539442,37.49636064,126.9790411,,0,1,9
다사519449,37.50256799,126.9563704,,0,3,13
다사542438,37.49277024,126.9824597,,2,10,14
다사539449,37.50266995,126.9789972,,0,4,6
다사543446,37.49998583,126.9835412,,0,1,5
다사487436,37.49067866,126.9202584,,0,6,10
다사527438,37.49269469,126.9654918,,0,1,3
다사530433,37.48820335,126.9689173,,0,9,23
다사525460,37.51251361,126.9630875,,0,4,5
다사538443,37.49725698,126.9779035,,0,0,1
다사516465,37.5169735,126.9528712,,0,0,2
다사491440,37.49430606,126.9247554,,0,7,11
다사496455,37.5078533,126.9303087,,4,9,15
다사529440,37.49450756,126.9677414,,0,1,1
다사529446,37.49991553,126.967703,,0,0,2
다사496463,37.51506386,126.9302539,,0,5,12
다사483436,37.49065637,126.9157338,,0,2,6
다사509465,37.51693654,126.9449503,,0,0,4
다사485436,37.49066753,126.9179961,,1,3,6
다사543448,37.50178849,126.9835288,,0,0,0
다사497452,37.50515479,126.9314606,,0,7,10
다사525430,37.4854738,126.963281,,0,6,14
다사541420,37.4765413,126.9814406,,6,16,19
다사485442,37.49607546,126.9179541,,3,10,20
다사489437,37.49159106,126.9225138,,0,10,16
다사504461,37.51330454,126.9393195,,4,7,15
다사533444,37.49813317,126.9722409,,0,0,0
다사534439,37.49363158,126.9734038,,0,1,6
다사487440,37.49428394,126.9202305,,0,6,6
다사533443,37.49723185,126.9722472,,0,0,0
다사488448,37.50150006,126.9213061,,1,11,22
다사532447,37.5008321,126.9710906,,0,0,0
다사485439,37.4933715,126.9179751,,3,8,10
다사484440,37.49426724,126.9168369,,3,11,13
다사493457,37.50963952,126.9269007,,0,9,19
다사535431,37.48642597,126.9745855,,6,13,25
다사488449,37.50240138,126.9212992,,1,11,21
다사483439,37.49336033,126.9157128,,2,8,12
다사504464,37.5160085,126.9392993,,1,3,7
다사533446,37.49993583,126.9722282,,0,0,0
다사539453,37.50627526,126.9789722,,2,4,5
다사523454,37.50709535,126.9608634,,7,15,20
다사527428,37.48368139,126.965556,,2,7,12
다사526439,37.49359089,126.9643542,,0,1,4
다사535444,37.49814326,126.9745034,,0,0,0
다사488451,37.50420402,126.9212852,,8,15,22
다사529445,37.4990142,126.9677094,,0,0,1
다사517451,37.5043602,126.9540946,,5,6,16
다사533440,37.49452786,126.9722663,,0,0,3
다사480432,37.48703425,126.9123686,,9,13,18
다사532445,37.49902944,126.9711033,,0,0,0
다사506464,37.51601922,126.9415624,,1,4,10
다사528434,37.48909448,126.9666486,,3,10,15
다사494454,37.50694104,126.9280527,,0,8,13
다사531441,37.49541906,126.9699975,,0,0,1
다사527437,37.49179336,126.9654982,,0,2,9
다사490449,37.50241244,126.9235618,,1,11,22
다사538448,37.50176363,126.9778722,,1,2,3
다사508439,37.49349681,126.9439926,,6,15,23
다사518449,37.50256277,126.9552391,,2,7,10
다사535442,37.4963406,126.9745161,,0,0,0
다사538450,37.50356628,126.9778596,,2,4,6
다사530443,37.49721663,126.9688535,,0,0,0
다사529456,37.5089288,126.967639,,0,7,9
다사481443,37.4969544,126.9134222,,2,11,18
다사519442,37.4962587,126.9564162,,2,5,12
다사489454,37.50691351,126.9223958,,3,14,32
다사540447,37.50087228,126.9801411,,0,0,1
다사510464,37.51604053,126.9460885,,0,2,6
다사520452,37.50527716,126.9574822,,1,7,18
다사518464,37.51608264,126.9551408,,0,4,7
다사516459,37.51156556,126.9529107,,8,17,23
다사530457,37.50983522,126.9687641,,0,0,5
다사495461,37.51325576,126.9291361,,2,13,16
다사528424,37.48008118,126.9667127,,0,4,6
다사511464,37.51604583,126.9472201,,0,0,4
다사502454,37.50698452,126.9371039,,0,12,18
다사515464,37.51606693,126.9517462,,0,0,7
다사490440,37.49430055,126.9236242,,0,4,12
다사528445,37.4990091,126.9665781,,0,0,2
다사517436,37.49084031,126.9541931,,4,12,13
다사472430,37.48518626,126.9033342,,0,12,16
다사511465,37.51694716,126.9472134,,0,0,0
다사500462,37.51418428,126.9347868,,1,6,11
다사525425,37.48096715,126.9633133,,1,4,8
다사501438,37.49255796,126.936081,,5,17,24
다사528436,37.49089714,126.9666358,,0,4,13
다사530446,37.49992062,126.9688343,,0,0,0
다사529448,37.50171818,126.9676902,,0,1,4
다사525444,37.49809239,126.9631907,,0,2,10
다사484439,37.49336592,126.9168439,,3,7,11
다사523435,37.48997014,126.9609865,,0,5,13
다사483435,37.48975505,126.9157408,,0,3,5
다사536449,37.50265493,126.9756032,,2,2,3
다사533454,37.50714645,126.9721774,,1,4,6
다사539446,37.49996596,126.979016,,0,0,1
다사505438,37.49257947,126.9406057,,0,8,18
다사501437,37.49165663,126.9360878,,2,13,20
다사533451,37.50444247,126.9721965,,0,4,5
다사541421,37.47744263,126.9814344,,5,15,20
다사532438,37.49272014,126.9711478,,1,4,7
다사538452,37.50536894,126.9778471,,0,5,8
다사520442,37.4962639,126.9575474,,2,5,11
다사488438,37.49248685,126.9213757,,0,1,12
다사527427,37.48278006,126.9655625,,2,5,10
다사486443,37.49698235,126.9190784,,1,15,22
다사498462,37.51417343,126.9325237,,2,6,11
다사539443,37.49726197,126.9790348,,0,0,5
다사494452,37.5051384,126.9280665,,0,5,12
다사533438,37.4927252,126.972279,,0,5,9
다사518463,37.51518132,126.9551474,,2,5,11
다사526442,37.49629488,126.9643349,,0,0,2
다사483438,37.49245901,126.9157198,,1,4,9
다사539452,37.50537394,126.9789784,,3,4,6
다사530445,37.49901929,126.9688407,,0,0,0
다사535448,37.50174857,126.9744782,,0,2,2
다사513464,37.5160564,126.9494831,,0,0,5
다사488439,37.49338817,126.9213687,,0,2,10
다사483437,37.49155769,126.9157268,,0,3,6
다사507465,37.51692589,126.9426872,,0,1,7
다사533447,37.50083716,126.9722219,,0,0,0
다사528446,37.49991042,126.9665717,,0,2,2
다사513439,37.4935233,126.9496486,,0,8,12
다사535454,37.50715654,126.9744403,,1,3,4
다사477438,37.49242525,126.9089327,,1,6,11
다사526450,37.50350549,126.9642834,,2,4,11
다사545446,37.4999957,126.9858038,,0,2,7
다사520447,37.50077053,126.9575148,,0,5,16
다사534448,37.50174354,126.9733468,,0,0,2
다사535446,37.49994592,126.9744908,,0,0,1
다사537446,37.49995596,126.9767534,,0,1,2
다사505464,37.51601386,126.9404308,,1,2,9
다사487439,37.49338262,126.9202375,,0,4,7
다사540449,37.50267493,126.9801286,,0,3,6
다사514438,37.49262724,126.9507864,,2,5,14
다사520446,37.49986921,126.9575213,,0,7,13
다사533442,37.49633052,126.9722536,,0,0,0
다사484436,37.49066196,126.916865,,0,3,7
다사539448,37.50176862,126.9790035,,0,2,4
다사525428,37.48367114,126.9632939,,0,1,9
다사514465,37.516963,126.9506081,,0,0,0
다사537445,37.49905463,126.9767597,,0,0,1
다사528441,37.49540378,126.9666038,,0,0,0
다사490439,37.49339923,126.9236311,,2,6,11
다사498464,37.51597607,126.9325101,,0,0,7
다사537442,37.49635064,126.9767786,,0,0,1
다사484441,37.49516856,126.9168299,,5,12,16
다사526424,37.48007095,126.9644507,,2,5,9
다사511441,37.49531539,126.9473729,,0,4,14
다사524460,37.51250847,126.961956,,3,4,5
다사529421,37.47738229,126.9678629,,0,6,7
다사524443,37.49718592,126.9620659,,0,6,10
다사531445,37.49902437,126.969972,,0,0,0
다사542429,37.48465825,126.9825156,,2,14,23
다사530455,37.50803256,126.9687768,,0,5,10
다사530441,37.49541398,126.9688662,,0,0,1
다사531450,37.50353101,126.9699401,,0,1,4
다사487437,37.49157998,126.9202514,,0,3,14
다사540420,37.47653633,126.9803097,,2,16,18
다사497451,37.50425346,126.9314674,,0,2,12
다사487447,37.50059319,126.9201818,,3,12,23
다사524442,37.49628459,126.9620724,,0,4,8
다사527448,37.50170796,126.9654276,,1,4,5
다사509464,37.51603522,126.944957,,0,3,7
다사529435,37.49000091,126.9677734,,0,4,13
다사500464,37.51598693,126.9347732,,0,1,6
다사530440,37.49451265,126.9688726,,0,1,1
다사527457,37.5098199,126.9653697,,0,7,9
다사526431,37.48638026,126.9644057,,3,8,21
다사487446,37.49969187,126.9201887,,7,12,21
다사497464,37.51597063,126.9313786,,0,1,10
다사537452,37.50536393,126.9767157,,0,5,8
다사505463,37.51511254,126.9404376,,0,7,10
다사523434,37.48906882,126.960993,,0,6,17
다사476437,37.49151826,126.9078087,,3,4,11
다사525427,37.48276981,126.9633004,,0,1,8
다사534454,37.5071515,126.9733089,,1,4,4
다사527435,37.4899907,126.9655111,,3,11,14
다사534419,37.47560496,126.9735303,,2,2,3
다사501463,37.51509101,126.9359115,,0,4,8
다사526426,37.48187361,126.9644378,,0,5,7
다사533455,37.50804778,126.9721711,,0,4,5
다사532455,37.50804272,126.9710397,,0,3,6
다사537453,37.50626526,126.9767094,,0,3,7
다사486439,37.49337707,126.9191063,,1,5,8
다사485440,37.49427282,126.9179681,,4,8,12
다사533449,37.50263982,126.9722092,,0,0,4
다사522445,37.49897825,126.9597904,,4,8,9
다사532442,37.49632546,126.9711223,,0,0,0
다사530448,37.50172327,126.9688215,,0,0,2
다사530450,37.50352593,126.9688088,,0,1,7
다사524439,37.49358061,126.9620918,,0,5,6
다사482434,37.48884813,126.9146167,,1,12,12
다사536448,37.5017536,126.9756095,,1,2,2
다사500457,37.50967768,126.9348207,,0,5,13
다사488436,37.4906842,126.9213896,,2,8,16
다사522449,37.50258356,126.9597644,,4,8,12
다사515465,37.51696825,126.9517396,,0,0,0
다사493451,37.5042316,126.926942,,1,8,10
다사544447,37.5008921,126.9846663,,0,0,2
다사520450,37.50347451,126.9574953,,0,4,18
다사495451,37.50424255,126.9292047,,0,2,7
다사517453,37.50616285,126.9540815,,2,12,22
다사532446,37.49993077,126.9710969,,0,0,0
다사526444,37.49809753,126.964322,,0,2,4
다사505441,37.49528344,126.9405856,,3,13,23
다사488441,37.49519081,126.9213548,,0,3,14
다사525452,37.50530301,126.9631391,,0,11,22
다사502462,37.51419509,126.9370498,,0,7,10
다사494455,37.50784236,126.9280459,,1,8,15
다사526425,37.48097228,126.9644443,,0,5,8
다사544444,37.49818811,126.9846849,,3,9,13
다사528435,37.48999581,126.9666422,,3,6,16
다사543444,37.49818317,126.9835536,,2,6,11
다사530420,37.47648605,126.9690002,,0,3,9
다사504454,37.50699528,126.9393667,,3,13,24
다사477430,37.48521468,126.9089895,,1,11,21
다사538449,37.50266495,126.9778659,,2,3,4
다사496452,37.50514933,126.9303292,,0,5,9
다사522442,37.49627427,126.9598099,,1,8,10
다사539445,37.49906463,126.9790223,,0,0,0
다사480431,37.48613293,126.9123757,,7,17,18
다사505451,37.50429668,126.9405183,,5,14,26
다사533448,37.50173849,126.9722155,,0,0,0
다사529447,37.50081685,126.9676966,,0,0,3
다사526428,37.48367627,126.964425,,0,5,11
다사526427,37.48277494,126.9644314,,0,5,9
다사536444,37.49814829,126.9756347,,0,0,0
다사492437,37.4916076,126.9259073,,6,16,20
다사503464,37.51600312,126.9381678,,0,3,8
다사516462,37.51426953,126.9528909,,1,13,20
다사496453,37.50605066,126.9303224,,0,7,12
다사534455,37.50805283,126.9733025,,0,3,4
다사492453,37.50602874,126.9257969,,2,7,20
다사527440,37.49449734,126.965479,,0,0,3
다사525426,37.48186848,126.9633068,,0,3,6
다사479442,37.49604182,126.9111668,,3,9,18
다사541437,37.49186395,126.9813347,,1,10,10
다사499463,37.51508018,126.9336484,,0,3,10
다사522461,37.51339946,126.9596865,,0,7,9
다사506438,37.49258482,126.9417369,,0,13,22
다사488440,37.49428949,126.9213617,,0,2,10
다사524430,37.48546866,126.9621499,,2,4,12
다사516463,37.51517085,126.9528843,,0,4,15
다사507462,37.51422192,126.9427073,,5,9,14
다사520437,37.49175727,126.95758,,7,10,14
다사489436,37.49068974,126.9225207,,2,13,16
다사515437,37.49173116,126.9519241,,2,4,13
다사484438,37.4924646,126.9168509,,0,6,11
다사500438,37.49255255,126.9349498,,7,18,25
다사536440,37.49454297,126.9756599,,0,0,2
다사542437,37.49186891,126.9824659,,2,9,12
다사537454,37.50716659,126.9767031,,0,1,6
다사505440,37.49438212,126.9405923,,0,12,26
다사532444,37.49812811,126.9711096,,0,0,0
다사499462,37.51417886,126.9336552,,0,9,10
다사499457,37.50967226,126.9336893,,1,5,13
다사483434,37.48885373,126.9157479,,0,4,13
다사542428,37.48375692,126.9825219,,2,10,20
다사512439,37.49351802,126.9485174,,2,10,14
다사538453,37.50627027,126.9778408,,0,4,7
다사485437,37.49156886,126.9179891,,0,3,9
다사523460,37.51250331,126.9608245,,4,4,8
다사542448,37.50178354,126.9823975,,0,0,1
다사491459,37.51143116,126.924624,,3,16,23
다사491438,37.49250342,126.9247692,,5,11,20
다사521445,37.49897307,126.9586591,,3,7,9
다사525429,37.48457247,126.9632875,,0,3,13
다사523427,37.48275951,126.9610383,,0,1,3
다사531449,37.50262968,126.9699465,,0,0,2
다사524428,37.483666,126.9621629,,0,2,4
다사535452,37.50535389,126.9744529,,2,4,6
다사519448,37.50166666,126.956377,,0,5,12
다사528437,37.49179847,126.9666294,,0,2,6
다사493463,37.51504744,126.9268593,,4,9,14
다사484437,37.49156328,126.916858,,0,4,9
다사518436,37.49084553,126.9553242,,6,11,15
다사524461,37.51340979,126.9619495,,0,4,4
다사534440,37.49453291,126.9733975,,0,0,1
다사526456,37.50891345,126.9642447,,1,12,18
다사502437,37.49166203,126.9372189,,0,7,16
다사485438,37.49247018,126.9179821,,0,5,11
다사485435,37.48976621,126.9180031,,3,3,7
다사542433,37.48826358,126.9824908,,4,9,15
다사485441,37.49517414,126.9179611,,6,9,16
다사538451,37.50446761,126.9778533,,0,5,7
다사503449,37.50248329,126.9382691,,0,13,21
다사527455,37.50801725,126.9653826,,5,7,15
다사511439,37.49351274,126.9473862,,5,11,21
다사541448,37.50177858,126.9812661,,0,0,3
다사506440,37.49438747,126.9417235,,0,13,22
다사512464,37.51605113,126.9483516,,0,0,3
다사512438,37.4926167,126.948524,,2,13,17
다사516457,37.50976291,126.9529238,,2,16,25
다사518462,37.51427999,126.9551539,,2,10,14
다사504439,37.49347543,126.9394678,,0,7,25
다사508464,37.5160299,126.9438255,,0,5,8
다사532449,37.50263475,126.9710778,,0,0,2
다사539451,37.50447261,126.9789847,,2,6,6
다사488437,37.49158553,126.9213826,,0,5,14
다사510439,37.49350744,126.946255,,4,17,21
다사493461,37.5132448,126.9268731,,6,13,16
다사538442,37.49635565,126.9779098,,0,1,1
다사537440,37.49454799,126.9767911,,0,1,3
다사529444,37.49811287,126.9677158,,0,0,0
다사522450,37.50348488,126.959758,,4,7,13
다사515463,37.51516561,126.9517528,,0,5,14
다사481432,37.48703987,126.9134997,,9,13,17
다사523447,37.50078607,126.9609087,,5,11,14
다사494464,37.51595424,126.927984,,3,4,13
다사526432,37.48728159,126.9643992,,4,12,20
다사498463,37.51507475,126.9325169,,0,2,9
다사530449,37.5026246,126.9688152,,0,0,3
다사521460,37.51249295,126.9585615,,0,7,11
다사472431,37.48608758,126.903327,,1,9,12
다사505439,37.49348079,126.940599,,0,8,27
다사506465,37.51692054,126.9415557,,1,1,4
다사528444,37.49810777,126.9665845,,0,0,1
다사534446,37.49994088,126.9733595,,0,0,0
다사532439,37.49362147,126.9711414,,0,2,4
다사518442,37.49625349,126.9552849,,1,8,10
다사499458,37.51057358,126.9336825,,2,8,13
다사504462,37.51420586,126.9393128,,3,7,12
다사542430,37.48555959,126.9825094,,4,15,23
다사544445,37.49908944,126.9846787,,0,6,10
다사513465,37.51695773,126.9494765,,0,0,0
다사486442,37.49608103,126.9190854,,2,12,17
다사482433,37.4879468,126.9146238,,1,11,16
다사506463,37.5151179,126.9415691,,0,7,12
다사531440,37.49451773,126.9700038,,0,1,2
다사523442,37.49627944,126.9609411,,2,6,10
다사502463,37.51509641,126.937043,,0,5,9
다사530456,37.50893389,126.9687705,,0,3,8
다사530442,37.49631531,126.9688598,,0,0,0
다사518450,37.5034641,126.9552326,,2,7,10
다사501455,37.50788045,126.9359657,,0,4,14
다사525431,37.48637513,126.9632746,,0,8,17
다사497462,37.51416799,126.9313922,,2,4,15
다사536443,37.49724696,126.975641,,0,0,0
다사529436,37.49090224,126.967767,,0,4,10
다사516453,37.50615762,126.9529501,,1,11,23
다사491439,37.49340474,126.9247623,,4,9,14
다사512463,37.5151498,126.9483582,,0,3,7
다사531447,37.50082703,126.9699592,,0,0,0
다사487442,37.49608659,126.9202166,,0,9,17
다사479441,37.4951405,126.9111738,,4,10,15
다사493455,37.50783688,126.9269145,,2,9,16
다사508438,37.49259549,126.9439993,,6,18,30
다사542431,37.48646092,126.9825032,,5,13,19
다사498458,37.51056815,126.932551,,2,9,18
다사541446,37.49997592,126.9812786,,0,0,2
다사510465,37.51694186,126.9460819,,0,0,2
다사527439,37.49359601,126.9654854,,0,1,2
다사538444,37.49815831,126.9778973,,0,0,0
다사519450,37.50346931,126.9563639,,0,5,15
다사494440,37.49432254,126.928149,,3,4,13
다사533441,37.49542919,126.9722599,,0,0,1
다사490457,37.509623,126.9235064,,6,16,26
다사525458,37.51071096,126.9631004,,0,7,13
다사488435,37.48978288,126.9213965,,2,6,15
다사494453,37.50603972,126.9280596,,0,7,14
다사489453,37.50601219,126.9224027,,6,15,26
다사513461,37.51335244,126.949503,,4,11,16
다사526459,37.51161743,126.9642254,,0,3,6
다사536430,37.48552967,126.9757229,,2,18,25
다사522441,37.49537294,126.9598164,,4,7,9
다사526445,37.49899886,126.9643156,,0,3,7
다사527458,37.51072123,126.9653633,,0,0,9
다사528458,37.51072634,126.9664948,,0,0,6
다사489448,37.50150559,126.9224374,,0,9,22
다사536453,37.50626024,126.975578,,1,2,5
다사536441,37.4954443,126.9756536,,0,0,1
다사486440,37.49427839,126.9190993,,2,6,10
다사536451,37.50445759,126.9755906,,0,4,7
다사529442,37.49631021,126.9677286,,0,0,0
다사476430,37.48520902,126.9078585,,2,11,16
다사527423,37.47917474,126.9655881,,0,4,12
다사478440,37.49423354,126.9100497,,3,8,14
다사532440,37.4945228,126.9711351,,0,1,2
다사519462,37.51428521,126.9562855,,5,6,11
다사519451,37.50437064,126.9563574,,0,9,12
다사527447,37.50080664,126.965434,,2,3,5
다사500463,37.51508561,126.93478,,0,4,10
다사537441,37.49544931,126.9767849,,0,1,1
다사540441,37.4954643,126.9801786,,1,6,10
다사523443,37.49718076,126.9609347,,0,8,12
다사542446,37.49998088,126.9824099,,0,1,5
다사537447,37.50085729,126.9767471,,0,2,2
다사523439,37.49357546,126.9609606,,1,6,9
