GID,위도,경도,생활인구수,반경150m_정류장수,반경300m_정류장수,반경400m_정류장수
다사509461,37.51333126,126.944977,92,6,9,13
다사523440,37.49447678,126.9609541,13,4,5,9
다사481434,37.48884252,126.9134856,84,0,10,14
다사511461,37.51334187,126.94724,188,2,5,13
다사508463,37.51512858,126.9438321,0,1,7,10
다사499452,37.50516565,126.9337233,288,4,10,16
다사516441,37.49534171,126.953029,312,3,4,9
다사501452,37.50517648,126.9359861,471,5,17,20
다사541443,37.49727193,126.9812973,257,0,4,11
다사497449,37.50245082,126.9314811,276,0,9,13
다사474433,37.48790162,126.9055749,276,2,8,15
다사502451,37.50428055,126.9371242,162,7,16,20
다사503450,37.50338462,126.9382623,70,7,14,23
다사475431,37.48610467,126.9067203,444,0,12,16
다사509450,37.5034167,126.9450504,273,4,18,24
다사502453,37.5060832,126.9371107,97,2,14,24
다사523449,37.50258873,126.9608958,146,4,8,15
다사512446,37.4998273,126.948471,120,0,3,11
다사481433,37.48794119,126.9134927,21,4,10,16
다사538421,37.47742769,126.9780415,243,2,3,8
다사495457,37.50965048,126.9291635,539,2,9,15
다사510445,37.49891539,126.9462151,208,0,5,13
다사514444,37.49803519,126.9507468,251,2,6,11
다사541436,37.49096262,126.981341,179,3,5,11
다사536428,37.483727,126.9757355,34,6,14,21
다사510455,37.50792863,126.9461485,115,6,15,21
다사517450,37.50345888,126.9541012,252,3,8,11
다사494458,37.51054632,126.9280252,73,0,8,24
다사497444,37.49794421,126.9315153,316,4,19,26
다사490455,37.50782036,126.9235202,291,1,15,26
다사477436,37.49062261,126.9089469,176,4,5,11
다사491450,37.50331928,126.9246862,421,3,11,17
다사515458,37.51065899,126.9517858,397,4,19,24
다사520448,37.50167186,126.9575083,284,0,3,14
다사534426,37.48191428,126.9734861,332,0,7,9
다사523453,37.50619403,126.9608699,0,5,13,23
다사532432,37.48731216,126.9711859,521,0,12,20
다사498448,37.50155494,126.9326193,116,3,11,14
다사534434,37.48912493,126.9734355,584,2,18,22
다사529424,37.48008628,126.9678437,79,0,3,6
다사530421,37.47738738,126.9689938,221,0,1,7
다사521457,37.50978898,126.958581,105,0,5,18
다사541424,37.48014663,126.9814157,17,2,6,10
다사507443,37.49709678,126.9428346,84,7,14,23
다사531436,37.49091241,126.9700293,349,2,5,9
다사482438,37.49245341,126.9145886,0,1,2,7
다사535420,37.47651133,126.974655,110,1,4,4
다사507455,37.50791267,126.9427542,7,3,12,24
다사540431,37.48645099,126.980241,259,0,12,20
다사531423,37.47919512,126.9701121,518,0,0,0
다사504443,37.49708073,126.9394409,285,4,13,24
다사503445,37.498878,126.9382961,165,2,5,17
다사540439,37.49366164,126.980191,170,3,6,8
다사536420,37.47651635,126.9757859,98,1,4,4
다사511442,37.49621671,126.9473663,109,0,0,10
다사514462,37.51425903,126.9506279,613,0,9,16
다사516444,37.49804569,126.9530093,252,4,10,12
다사509448,37.50161405,126.9450638,138,4,11,23
다사510448,37.50161936,126.9461951,269,4,12,21
다사509441,37.49530478,126.9451104,240,1,13,22
다사536433,37.48823366,126.975704,587,5,14,17
다사537439,37.49364666,126.9767974,156,0,1,6
다사483443,37.49696561,126.9156847,14,2,11,22
다사536439,37.49364164,126.9756662,124,0,1,5
다사506448,37.50159806,126.9416698,252,3,5,21
다사530424,37.48009137,126.9689747,309,0,2,3
다사503456,37.50879255,126.9382218,185,0,5,6
다사507454,37.50701134,126.9427609,220,4,16,23
다사515440,37.49443514,126.9519044,290,0,4,8
다사495442,37.49613066,126.9292665,528,2,15,22
다사512453,37.50613657,126.9484246,327,2,22,32
다사514459,37.51155506,126.9506477,15,7,15,21
다사495450,37.50334123,126.9292116,208,0,2,6
다사501446,37.49976854,126.9360268,264,0,4,17
다사488447,37.50059874,126.9213131,19,2,12,21
다사511456,37.50883525,126.9472732,347,4,12,21
다사522457,37.50979416,126.9597125,165,0,12,17
다사518446,37.4998588,126.9552587,369,1,6,11
다사519458,37.51067991,126.9563116,179,0,7,11
다사532427,37.48280551,126.9712177,339,0,7,15
다사502456,37.50878716,126.9370904,285,0,2,7
다사515457,37.50975767,126.9517924,679,4,14,26
다사506449,37.50249939,126.9416631,396,2,9,25
다사525449,37.50259903,126.9631585,202,0,8,14
다사507441,37.49529413,126.942848,116,6,14,23
다사515456,37.50885634,126.951799,146,5,15,20
다사504456,37.50879793,126.9393532,125,1,5,9
다사513453,37.50614185,126.949556,253,2,17,31
다사529428,37.48369161,126.9678181,334,2,12,18
다사541441,37.49546927,126.9813098,0,1,10,11
다사517454,37.50706418,126.954075,231,0,14,20
다사518439,37.49354951,126.9553046,365,0,7,14
다사525436,37.49088177,126.9632423,393,0,8,12
다사500450,37.50336843,126.9348683,243,3,15,20
다사506447,37.50069674,126.9416765,258,5,10,17
다사532425,37.48100285,126.9712304,342,0,0,4
다사491454,37.50692456,126.9246586,459,3,10,23
다사541435,37.49006128,126.9813472,265,2,5,11
다사506442,37.49619012,126.9417101,58,7,16,26
다사474430,37.48519766,126.9055963,90,2,11,19
다사495443,37.49703198,126.9292596,481,5,14,23
다사514454,37.50704844,126.9506807,322,6,14,26
다사503448,37.50158197,126.9382758,72,0,8,21
다사512457,37.50974187,126.948398,359,0,11,23
다사526434,37.48908425,126.9643864,133,8,12,14
다사517452,37.50526153,126.9540881,51,4,7,17
다사515444,37.49804045,126.951878,76,5,10,12
다사508451,37.50431271,126.9439124,366,4,19,28
다사516443,37.49714436,126.9530159,100,6,9,10
다사527451,37.50441194,126.9654083,91,2,3,12
다사506444,37.49799277,126.9416966,462,2,18,24
다사532454,37.50714139,126.971046,95,0,6,6
다사500452,37.50517107,126.9348547,405,3,13,19
다사538430,37.48553968,126.9779851,254,1,13,24
다사515442,37.49623779,126.9518912,295,3,8,9
다사532419,37.47559486,126.9712685,58,1,2,2
다사532431,37.48641083,126.9711922,266,1,14,25
다사541428,37.48375196,126.9813908,280,2,11,20
다사506452,37.50520335,126.941643,311,7,18,26
다사521446,37.4998744,126.9586526,287,1,9,10
다사511453,37.50613128,126.9472932,192,6,18,33
다사538437,37.491849,126.9779412,275,0,3,10
다사536423,37.47922035,126.975767,422,0,0,2
다사540424,37.48014166,126.9802847,307,1,6,9
다사507444,37.49799811,126.9428279,392,5,17,20
다사500451,37.50426975,126.9348615,363,3,13,24
다사537438,37.49274533,126.9768037,191,0,2,7
다사538446,37.49996097,126.9778847,0,0,0,2
다사519456,37.50887726,126.9563247,146,1,7,10
다사522453,37.50618886,126.9597385,38,6,15,20
다사495441,37.49522933,126.9292733,332,0,11,18
다사541438,37.49276528,126.9813285,150,3,9,10
다사505446,37.49979006,126.9405519,246,4,10,17
다사508442,37.49620079,126.9439725,317,5,12,19
다사489442,37.49609767,126.9224791,236,0,5,12
다사526451,37.50440682,126.9642769,0,2,3,17
다사515454,37.5070537,126.9518121,250,6,12,23
다사530438,37.49270999,126.9688854,155,1,2,5
다사477435,37.48972129,126.908954,249,2,8,13
다사500446,37.49976314,126.9348955,184,0,9,16
다사534425,37.48101295,126.9734924,315,0,1,7
다사492460,37.51233798,126.9257485,0,3,15,21
다사479437,37.49153522,126.9112021,214,0,3,6
다사517447,37.5007549,126.9541209,397,4,8,10
다사509443,37.49710743,126.9450971,342,0,10,14
다사505459,37.51150726,126.9404645,29,3,8,14
다사510444,37.49801407,126.9462217,272,0,6,10
다사513443,37.4971286,126.9496221,99,0,3,8
다사480434,37.48883689,126.9123545,238,0,11,12
다사517437,37.49174164,126.9541865,218,0,12,13
다사540437,37.49185897,126.9802035,155,0,7,12
다사515459,37.51156032,126.9517792,249,8,18,23
다사536435,37.49003632,126.9756914,785,4,9,17
다사503460,37.51239784,126.9381948,538,2,9,13
다사528426,37.48188385,126.9666999,151,3,5,8
다사492445,37.49881818,126.9258521,351,3,14,20
다사517459,37.5115708,126.9540421,170,5,17,25
다사501451,37.50427516,126.9359929,243,6,16,20
다사509442,37.49620611,126.9451038,417,0,10,20
다사526453,37.50620947,126.964264,271,0,12,22
다사537420,37.47652136,126.9769168,0,2,3,4
다사528438,37.4926998,126.966623,6,0,1,3
다사506461,37.51331526,126.9415825,29,4,12,15
다사527452,37.50531327,126.9654019,482,2,9,14
다사488444,37.49789477,126.9213339,224,3,14,18
다사512441,37.49532067,126.9485041,355,0,0,6
다사515439,37.49353382,126.951911,132,0,2,10
다사500447,37.50066446,126.9348887,400,2,11,15
다사542441,37.49547423,126.982441,9,4,10,15
다사496458,37.51055726,126.9302881,223,0,10,16
다사537432,37.48733734,126.9768414,428,3,11,20
다사494442,37.49612518,126.9281352,270,0,10,18
다사506460,37.51241393,126.9415892,810,4,13,16
다사512454,37.50703789,126.9484179,393,4,17,30
다사541429,37.48465329,126.9813846,14,5,15,20
다사498438,37.49254171,126.9326874,9,2,15,23
다사510454,37.50702731,126.9461551,633,5,19,25
다사501454,37.50697912,126.9359725,0,0,7,17
다사480442,37.49604746,126.912298,353,5,8,19
다사506446,37.49979541,126.9416832,425,3,13,16
다사500458,37.510579,126.9348139,10,0,10,12
다사497457,37.50966139,126.9314264,299,3,11,15
다사497458,37.51056271,126.9314196,434,2,9,16
다사502452,37.50518188,126.9371175,117,6,15,23
다사510462,37.51423789,126.9461018,0,2,8,10
다사493447,37.50062631,126.9269696,230,4,13,18
다사540423,37.47924033,126.980291,225,1,6,12
다사524434,37.48907397,126.9621241,534,4,8,15
다사505456,37.50880329,126.9404847,56,1,8,14
다사538432,37.48734235,126.9779725,444,0,7,25
다사491441,37.49520739,126.9247485,261,0,7,12
다사535435,37.49003129,126.9745603,310,3,14,19
다사537426,37.48192935,126.9768791,412,0,8,13
다사495446,37.49973594,126.929239,90,4,18,24
다사515449,37.50254707,126.9518451,396,0,11,18
다사525456,37.50890831,126.9631133,0,3,13,20
다사497443,37.49704289,126.9315221,290,5,15,28
다사507449,37.50250473,126.9427944,355,0,10,28
다사498442,37.496147,126.9326602,302,5,16,25
다사488446,37.49969742,126.92132,32,4,14,18
다사511451,37.50432863,126.9473065,178,7,22,30
다사533425,37.4810079,126.9723614,353,0,1,6
다사531427,37.48280044,126.9700866,275,0,10,18
다사520438,37.49265859,126.9575735,252,4,11,14
다사523438,37.49267413,126.9609671,69,0,6,10
다사509447,37.50071273,126.9450704,237,1,8,20
다사539436,37.49095266,126.9790786,290,0,3,12
다사522448,37.50168223,126.9597709,407,4,10,13
다사479435,37.48973258,126.9112163,302,0,3,17
다사518460,37.51247734,126.955167,104,4,14,21
다사493443,37.49702102,126.9269971,542,1,13,21
다사531425,37.48099778,126.9700993,369,0,0,5
다사519461,37.51338388,126.956292,8,4,9,13
다사538429,37.48463835,126.9779914,172,6,11,19
다사506451,37.50430203,126.9416497,103,5,14,28
다사529433,37.48819826,126.9677862,387,1,11,20
다사513444,37.49802993,126.9496155,165,0,2,8
다사531434,37.48910975,126.970042,408,2,6,13
다사484443,37.4969712,126.9168159,594,2,11,26
다사523455,37.50799668,126.9608569,66,7,14,24
다사492459,37.51143666,126.9257554,415,1,17,24
다사539431,37.48644601,126.9791099,343,0,11,25
다사488445,37.4987961,126.921327,321,9,15,18
다사532429,37.48460817,126.9712049,232,4,12,23
다사492439,37.49341024,126.9258935,166,4,10,15
다사535422,37.47831399,126.9746423,395,0,2,4
다사515451,37.50434972,126.9518319,375,3,14,16
다사503455,37.50789123,126.9382286,45,0,3,17
다사488443,37.49699345,126.9213409,192,2,10,18
다사539439,37.49365665,126.9790598,703,1,3,7
다사530428,37.4836967,126.9689492,264,0,12,18
다사516440,37.49444039,126.9530356,127,0,4,9
다사521438,37.49266378,126.9587047,225,1,10,17
다사478431,37.48612166,126.9101135,28,2,13,22
다사523459,37.51160198,126.960831,25,4,5,8
다사507457,37.50971531,126.9427408,227,0,10,17
다사503453,37.50608858,126.9382421,309,2,17,23
다사537425,37.48102802,126.9768854,285,0,2,9
다사526449,37.50260417,126.9642898,156,2,4,10
다사538440,37.49455299,126.9779224,114,0,1,3
다사502447,37.50067526,126.9371513,158,0,4,19
다사507447,37.50070208,126.9428078,609,1,10,20
다사535432,37.4873273,126.9745792,185,7,12,20
다사538435,37.49004634,126.9779537,398,2,7,10
다사517458,37.51066947,126.9540487,159,2,14,24
다사514446,37.49983784,126.9507336,203,1,9,12
다사536434,37.48913499,126.9756977,344,5,12,18
다사509455,37.50792332,126.9450171,468,4,14,22
다사540430,37.48554966,126.9802473,223,4,14,22
다사497440,37.49433892,126.9315426,409,4,16,25
다사526437,37.49178823,126.9643671,37,1,2,9
다사542434,37.48916491,126.9824846,8,3,10,10
다사512443,37.49712333,126.9484909,256,0,0,3
다사517446,37.49985357,126.9541275,298,4,8,12
다사508459,37.51152329,126.9438589,367,2,10,17
다사527456,37.50891858,126.9653761,0,2,7,15
다사500445,37.49886182,126.9349023,276,2,5,17
다사498440,37.49434436,126.9326738,381,6,18,27
다사476435,37.48971562,126.9078229,76,3,9,12
다사497445,37.49884553,126.9315084,360,3,17,26
다사533419,37.47559991,126.9723994,69,2,2,2
다사493439,37.49341574,126.9270247,0,4,8,15
다사511446,37.49982201,126.9473397,298,0,5,14
다사525450,37.50350036,126.963152,0,0,9,14
다사514453,37.50614712,126.9506873,216,4,17,26
다사502439,37.49346468,126.9372054,37,2,14,23
다사480435,37.48973822,126.9123474,224,0,3,12
다사529430,37.48549427,126.9678054,189,6,14,19
다사530437,37.49180866,126.9688918,321,1,3,5
다사528451,37.50441706,126.9665397,293,1,5,11
다사508443,37.49710211,126.9439659,214,5,12,16
다사516455,37.50796027,126.952937,302,3,11,20
다사539430,37.48554468,126.9791162,278,4,11,21
다사478439,37.49333222,126.9100568,163,1,7,13
다사531426,37.48189911,126.970093,309,0,0,12
다사538425,37.48103302,126.9780164,356,0,0,10
다사491452,37.50512192,126.9246724,279,4,15,19
다사513458,37.51064847,126.9495229,129,1,12,26
다사527434,37.48908937,126.9655175,81,4,13,15
다사495458,37.5105518,126.9291567,201,0,7,19
다사489447,37.50060427,126.9224444,41,2,9,25
다사532436,37.49091748,126.9711605,144,4,8,10
다사519457,37.50977859,126.9563181,7,0,3,14
다사520454,37.50707981,126.9574692,149,6,8,18
다사511443,37.49711804,126.9473596,244,0,0,7
다사505444,37.49798741,126.9405654,354,3,17,25
다사531424,37.48009645,126.9701057,384,0,0,2
다사496441,37.49523479,126.9304046,362,1,14,21
다사498456,37.50876551,126.9325647,44,2,9,15
다사516448,37.50165099,126.952983,349,3,6,18
다사500444,37.49796049,126.9349091,229,1,7,24
다사542444,37.49817822,126.9824224,312,1,6,6
다사504448,37.50158735,126.9394072,114,1,9,19
다사519452,37.50527196,126.9563508,85,0,10,13
다사532426,37.48190418,126.971224,334,0,4,9
다사490454,37.50691904,126.9235272,798,1,13,31
다사510447,37.50071804,126.9462017,715,2,11,18
다사530422,37.47828871,126.9689875,84,0,0,2
다사520439,37.49355992,126.957567,684,0,12,16
다사496439,37.49343215,126.9304182,82,0,6,20
다사492448,37.50152214,126.9258314,356,0,9,16
다사519460,37.51248256,126.9562985,79,2,9,15
다사512452,37.50523525,126.9484312,478,1,22,30
다사505448,37.50159271,126.9405385,157,3,8,16
다사523451,37.50439138,126.9608828,140,4,7,18
다사514457,37.50975241,126.9506609,278,4,12,30
다사529434,37.48909958,126.9677798,224,1,6,18
다사514451,37.50434447,126.9507006,217,4,12,26
다사525453,37.50620434,126.9631326,12,0,17,23
다사522454,37.50709019,126.959732,62,5,16,18
다사517457,37.50976815,126.9540553,225,3,13,19
다사514463,37.51516035,126.9506213,396,0,5,10
다사511444,37.49801936,126.947353,250,0,0,9
다사517438,37.49264296,126.9541799,338,0,11,16
다사496457,37.50965594,126.930295,142,1,9,15
다사540422,37.478339,126.9802972,254,2,11,16
다사538423,37.47923036,126.978029,326,0,1,8
다사515445,37.49894177,126.9518715,134,4,9,13
다사503443,37.49707535,126.9383096,280,2,15,19
다사496444,37.49793876,126.930384,483,4,19,26
다사534427,37.48281561,126.9734797,111,5,8,16
다사535434,37.48912996,126.9745666,212,2,15,22
다사500443,37.49705917,126.9349159,262,2,14,29
다사510451,37.50432334,126.9461751,113,8,22,29
다사500440,37.4943552,126.9349362,359,8,25,31
다사494443,37.49702651,126.9281284,234,3,12,24
다사531428,37.48370177,126.9700802,254,3,13,21
다사534430,37.48551961,126.9734608,196,2,15,25
다사535423,37.47921532,126.974636,403,0,0,4
다사492446,37.4997195,126.9258452,103,3,13,21
다사526447,37.50080151,126.9643027,125,2,4,11
다사511449,37.50252599,126.9473198,250,6,18,24
다사503444,37.49797668,126.9383029,232,1,12,18
다사535426,37.48191932,126.9746171,313,1,7,10
다사512459,37.51154451,126.9483848,180,0,10,20
다사511445,37.49892069,126.9473463,111,0,0,13
다사495459,37.51145312,126.9291498,636,0,10,19
다사514447,37.50073917,126.950727,301,1,8,15
다사532437,37.49181881,126.9711541,20,2,7,10
다사537430,37.48553468,126.976854,16,0,15,25
다사533420,37.47650125,126.9723931,218,2,2,2
다사498451,37.5042589,126.9325988,192,0,6,17
다사539435,37.49005133,126.9790849,261,0,5,13
다사536426,37.48192434,126.9757481,254,1,7,13
다사524444,37.49808725,126.9620595,0,0,6,12
다사493462,37.51414612,126.9268662,170,6,12,14
다사489450,37.50330823,126.9224235,321,4,15,23
다사499444,37.49795508,126.9337778,320,2,11,26
다사539432,37.48734734,126.9791037,657,0,10,23
다사521455,37.50798633,126.9585941,330,3,13,18
다사502443,37.49706997,126.9371784,337,2,12,22
다사507461,37.5133206,126.942714,61,5,10,17
다사532424,37.48010152,126.9712367,262,0,0,0
다사540435,37.49005631,126.980216,259,0,6,12
다사526454,37.5071108,126.9642576,183,4,14,21
다사518452,37.50526675,126.9552195,122,3,8,12
다사510458,37.5106326,126.9461285,212,2,9,16
다사508441,37.49529946,126.9439792,307,5,12,24
다사490453,37.50601772,126.9235341,429,3,14,25
다사535428,37.48372198,126.9746045,20,4,12,22
다사503452,37.50518726,126.9382488,433,7,16,25
다사518441,37.49535217,126.9552915,106,0,6,10
다사531429,37.4846031,126.9700739,151,4,16,19
다사537427,37.48283069,126.9768729,267,3,10,16
다사514449,37.50254182,126.9507138,351,0,9,20
다사526457,37.50981478,126.9642383,6,0,8,17
다사515462,37.51426429,126.9517594,80,1,9,17
다사477432,37.48701733,126.9089753,272,3,8,20
다사499442,37.49615243,126.9337914,256,3,21,32
다사490451,37.50421508,126.9235479,398,4,15,21
다사520455,37.50798114,126.9574626,339,2,9,16
다사518447,37.50076012,126.9552522,396,2,6,9
다사490456,37.50872168,126.9235133,178,1,14,24
다사491446,37.49971399,126.9247139,252,3,10,21
다사489443,37.49699899,126.9224721,374,2,9,14
다사504447,37.50068602,126.9394139,290,1,8,13
다사501447,37.50066987,126.93602,375,0,8,16
다사500460,37.51238164,126.9348004,137,5,9,13
다사515450,37.5034484,126.9518385,354,0,11,20
다사500453,37.50607239,126.9348479,161,2,9,18
다사530435,37.490006,126.9689045,73,0,6,13
다사521449,37.50257838,126.9586331,316,0,6,12
다사528439,37.49360113,126.9666166,0,0,1,2
다사517460,37.51247212,126.9540356,0,5,18,23
다사498444,37.49794965,126.9326465,330,2,17,27
다사521447,37.50077572,126.9586461,484,1,7,12
다사510456,37.50882995,126.9461418,375,5,13,15
다사502461,37.51329377,126.9370565,0,4,9,10
다사530454,37.50713124,126.9687832,226,2,7,10
다사510449,37.50252069,126.9461884,220,9,17,23
다사494444,37.49792783,126.9281215,116,5,14,24
다사505443,37.49708609,126.9405721,104,3,18,25
다사529427,37.48279028,126.9678245,278,2,7,14
다사522459,37.51159681,126.9596995,98,4,4,10
다사541426,37.4819493,126.9814033,79,3,4,14
다사520445,37.49896788,126.9575279,28,0,4,11
다사524457,37.50980449,126.9619754,508,2,13,18
다사495449,37.50243991,126.9292184,399,1,3,16
다사504441,37.49527808,126.9394543,200,3,12,23
다사518458,37.5106747,126.9551802,375,1,7,19
다사501445,37.49886722,126.9360335,306,0,3,15
다사513457,37.50974714,126.9495295,529,0,11,28
다사518457,37.50977337,126.9551867,225,2,5,22
다사534424,37.48011162,126.9734987,372,0,0,1
다사501439,37.49345928,126.9360742,110,8,18,28
다사538439,37.49365166,126.9779286,312,0,3,4
다사531420,37.47649113,126.9701312,111,0,1,5
다사536437,37.49183898,126.9756788,244,2,6,8
다사522447,37.5007809,126.9597774,399,4,11,13
다사509462,37.51423258,126.9449703,0,3,9,10
다사516439,37.49353906,126.9530422,265,0,4,16
다사520451,37.50437584,126.9574887,122,0,6,18
다사506441,37.49528879,126.9417168,336,4,15,22
다사524453,37.50619919,126.9620013,331,3,12,24
다사508458,37.51062197,126.9438656,368,2,6,21
다사537437,37.49184399,126.97681,178,0,6,8
다사514443,37.49713387,126.9507534,129,0,8,9
다사496460,37.5123599,126.9302744,171,2,9,18
다사517448,37.50165623,126.9541143,239,3,6,13
다사502448,37.50157659,126.9371445,164,0,5,22
다사509460,37.51242993,126.9449837,289,2,11,13
다사529437,37.49180357,126.9677606,47,0,1,8
다사536425,37.48102301,126.9757544,412,0,2,9
다사499439,37.49344846,126.9338118,388,6,21,29
다사519445,37.49896268,126.9563966,107,0,6,15
다사521458,37.5106903,126.9585745,73,0,4,14
다사536436,37.49093765,126.9756851,292,4,7,13
다사491445,37.49881267,126.9247208,248,3,12,18
다사519444,37.49806136,126.9564031,201,0,5,13
다사515447,37.50074442,126.9518583,388,0,9,12
다사537424,37.48012669,126.9768917,454,0,0,3
다사542435,37.49006624,126.9824783,61,3,5,11
다사499443,37.49705375,126.9337846,316,1,17,29
다사504442,37.4961794,126.9394476,125,5,14,25
다사540438,37.49276031,126.9801973,396,2,7,10
다사530429,37.48459803,126.9689428,223,5,14,20
다사505455,37.50790197,126.9404914,43,3,11,18
다사510457,37.50973128,126.9461352,303,2,10,16
다사510442,37.49621142,126.946235,357,0,3,15
다사480438,37.49244218,126.9123262,254,0,4,10
다사516436,37.49083508,126.9530619,0,2,7,12
다사507438,37.49259016,126.9428681,0,4,14,25
다사518453,37.50616807,126.9552129,78,0,9,18
다사522446,37.49987958,126.9597839,171,5,9,13
다사533427,37.48281057,126.9723487,230,2,9,12
다사480439,37.4933435,126.9123192,691,0,7,12
다사531431,37.48640576,126.9700611,366,1,11,23
다사498454,37.50696287,126.9325783,281,4,11,13
다사532421,37.47739752,126.9712558,363,0,2,2
다사495456,37.50874916,126.9291704,105,4,9,14
다사496456,37.50875462,126.9303018,439,4,10,15
다사513454,37.50704317,126.9495493,365,3,16,26
다사539438,37.49275532,126.9790661,201,0,3,9
다사505462,37.51421122,126.9404443,0,3,9,11
다사513456,37.50884582,126.9495361,285,0,19,21
다사505445,37.49888874,126.9405587,268,5,16,23
다사509440,37.49440346,126.9451171,68,2,15,22
다사540440,37.49456297,126.9801848,196,3,7,10
다사490450,37.50331376,126.9235549,343,4,14,21
다사538427,37.48283569,126.9780039,111,2,11,17
다사530434,37.48910467,126.9689109,86,0,7,16
다사537428,37.48373202,126.9768666,36,4,12,18
다사537423,37.47922536,126.976898,410,0,1,2
다사512461,37.51334716,126.9483715,13,2,6,15
다사539425,37.48103802,126.9791475,365,0,2,15
다사534452,37.50534885,126.9733215,75,2,4,5
다사513446,37.49983258,126.9496023,388,0,4,13
다사478436,37.49062826,126.9100781,123,0,4,10
다사518456,37.50887205,126.9551933,39,2,3,18
다사540427,37.48284566,126.980266,317,0,11,16
다사520460,37.51248776,126.95743,0,1,7,14
다사516438,37.49263773,126.9530487,128,0,6,13
다사496461,37.51326122,126.9302676,260,1,9,17
다사507442,37.49619546,126.9428413,124,6,14,21
다사533421,37.47740258,126.9723867,403,0,2,2
다사531453,37.50623499,126.969921,375,2,4,8
다사536431,37.486431,126.9757166,26,4,12,25
다사494446,37.49973047,126.9281077,108,5,15,23
다사534435,37.49002626,126.9734291,179,2,12,19
다사507440,37.49439281,126.9428547,71,4,13,25
다사513445,37.49893125,126.9496089,456,1,3,9
다사521439,37.49356511,126.9586982,214,0,12,14
다사542436,37.49096758,126.9824721,20,4,5,10
다사497454,37.50695743,126.9314469,0,2,10,13
다사525448,37.5016977,126.9631649,1794,2,11,14
다사508447,37.50070741,126.9439391,78,0,11,21
다사529431,37.4863956,126.967799,220,6,12,19
다사521454,37.507085,126.9586006,89,6,14,16
다사504446,37.4997847,126.9394206,313,5,8,13
다사505442,37.49618477,126.9405788,284,4,14,27
다사517445,37.49895225,126.954134,263,4,10,12
다사513441,37.49532595,126.9496353,427,0,0,10
다사494450,37.50333576,126.9280802,44,2,4,9
다사519437,37.49175207,126.9564488,268,8,10,14
다사489452,37.50511088,126.9224096,25,6,18,22
다사536422,37.47831901,126.9757733,405,0,2,4
다사533429,37.48461323,126.972336,83,6,14,20
다사480433,37.48793557,126.9123616,161,5,12,14
다사474431,37.48609898,126.9055892,413,2,10,20
다사497459,37.51146403,126.9314127,126,4,10,15
다사480436,37.49063954,126.9123404,58,0,0,7
다사541423,37.4792453,126.981422,23,3,8,12
다사541444,37.49817326,126.9812911,184,0,4,6
다사479433,37.48792994,126.9112304,246,2,13,16
다사497441,37.49524024,126.9315358,352,5,13,24
다사519446,37.49986401,126.95639,59,0,4,14
다사493441,37.49521838,126.9270109,291,3,5,16
다사475430,37.48520335,126.9067274,9,3,10,18
다사491442,37.49610871,126.9247415,446,0,6,13
다사491455,37.50782588,126.9246516,254,3,12,21
다사493460,37.51234348,126.92688,10,5,12,19
다사511452,37.50522996,126.9472998,520,5,21,34
다사507459,37.51151796,126.9427274,286,1,13,17
다사538433,37.48824368,126.9779663,62,1,6,16
다사540444,37.49816829,126.9801598,13,0,1,4
다사530425,37.4809927,126.9689683,302,0,3,5
다사504444,37.49798205,126.9394341,403,3,11,24
다사494449,37.50243444,126.9280871,391,2,4,14
다사504452,37.50519264,126.9393802,138,6,19,23
다사514461,37.5133577,126.9506345,0,5,12,19
다사541434,37.48915995,126.9813534,204,2,9,11
다사505449,37.50249403,126.9405318,163,2,7,22
다사508444,37.49800344,126.9439592,258,4,10,19
다사539426,37.48193935,126.9791412,32,0,10,16
다사533422,37.47830391,126.9723804,213,0,2,2
다사520449,37.50257319,126.9575018,132,0,5,13
다사531454,37.50713632,126.9699146,278,1,4,10
다사494462,37.5141516,126.9279977,148,5,9,14
다사513440,37.49442462,126.949642,152,0,2,13
다사500448,37.50156578,126.9348819,267,3,10,15
다사538438,37.49275033,126.9779349,312,0,2,9
다사508450,37.50341138,126.9439191,197,2,16,28
다사540426,37.48194433,126.9802722,198,0,8,18
다사528433,37.48819315,126.966655,87,3,12,19
다사493450,37.50333028,126.9269489,165,2,6,13
다사523456,37.50889801,126.9608504,29,5,15,19
다사497448,37.5015495,126.9314879,532,2,10,16
다사533428,37.4837119,126.9723424,121,5,10,17
다사539427,37.48284068,126.9791349,279,2,14,16
다사481440,37.49425044,126.9134433,396,1,11,14
다사496447,37.50064273,126.9303635,378,3,13,25
다사512450,37.5034326,126.9484445,88,6,21,27
다사532430,37.4855095,126.9711986,637,5,15,24
다사504445,37.49888338,126.9394274,234,5,8,23
다사505457,37.50970461,126.9404779,236,2,6,14
다사479440,37.49423918,126.9111809,271,4,6,15
다사507448,37.5016034,126.9428011,154,2,13,17
다사473430,37.48519197,126.9044653,139,2,11,17
다사529455,37.50802747,126.9676454,220,1,8,9
다사519440,37.49445605,126.9564292,280,2,4,15
다사513451,37.5043392,126.9495692,36,5,15,29
다사498460,37.51237079,126.9325374,26,5,9,13
다사523441,37.49537811,126.9609476,12,4,4,9
다사496450,37.50334669,126.9303429,90,0,1,10
다사473431,37.48609329,126.9044581,207,2,7,20
다사530427,37.48279536,126.9689556,374,0,11,16
다사503451,37.50428594,126.9382556,0,7,14,26
다사520443,37.49716523,126.9575409,54,0,4,15
다사500441,37.49525652,126.9349294,386,5,25,31
다사508452,37.50521403,126.9439057,225,2,19,28
다사526455,37.50801212,126.9642512,49,5,12,17
