대중교통,역(정류장)명,호선명,노선(수),지하철 여부(Y/N),버스 여부(Y/N),따릉이 여부(Y/N),X좌표,Y좌표,동 이름,GID,대여소번호,NODE_ID,ARS_ID,지번_주소,도로명_주소,일평균승차승객수,일평균하차승객수,일평균총승객수,월승차승객수,월하차승객수,월이용객수
버스,뚝도아리수정수센터수도박물관,,4,N,Y,N,127.0442,37.540977,성수동1가,11200114,,103000076,4175,서울 성동구 성수동1가 656-410,서울특별시 성동구 왕십리로 38 (성수동1가),60.28,85.24,145.52,7234,10229,17463
버스,뚝도아리수정수센터수도박물관,,4,N,Y,N,127.04399,37.541407,성수동1가,11200114,,103000077,4176,서울 성동구 성수동1가 685-235,,19.15,88.47,107.62,2298,10616,12914
버스,뚝섬서울숲,,4,N,Y,N,127.0366012,37.54461804,성수동1가,11200114,,103000121,4222,서울 성동구 성수동1가 685-30,,161.6,184.43,346.03,19392,22131,41523
버스,뚝섬서울숲,,5,N,Y,N,127.036397,37.545672,성수동1가,11200114,,103000122,4223,서울 성동구 성수동1가 685-534,,132.31,154.98,287.29,19846,23247,43093
버스,뚝섬서울숲,,2,N,Y,N,127.037565,37.543457,성수동1가,11200114,,103000162,4264,서울 성동구 성수동1가 719,,112.13,30.73,142.86,6728,1844,8572
버스,뚝섬역2번출구,,6,N,Y,N,127.046846,37.547575,성수동1가,11200114,,103000135,4237,서울 성동구 성수동1가 715-1,,68.45,30.67,99.12,13758,6165,19923
버스,뚝섬역4번출구,,6,N,Y,N,127.04927,37.5468,성수동1가,11200114,,103000137,4239,서울 성동구 성수동1가 14-28,서울특별시 성동구 아차산로 41 (성수동1가),56.97,58.28,115.25,11963,12239,24202
버스,뚝섬역5번출구,,6,N,Y,N,127.049272,37.546482,성수동1가,11200114,,103000136,4238,서울 성동구 성수동1가 14-22,,69.3,48.64,117.94,14552,10214,24766
버스,뚝섬역8번출구,,6,N,Y,N,127.045506,37.547696,성수동1가,11200114,,103000134,4236,서울 성동구 성수동1가 656-853,서울특별시 성동구 아차산로 2-1 (성수동1가),81.92,76.21,158.13,17040,15851,32891
버스,래미안옥수리버젠.옥수중앙교회,,2,N,Y,N,127.0148446,37.54591558,옥수동,11200113,,103000065,4164,서울 성동구 옥수동 561-4,,23.12,151.62,174.74,1387,9097,10484
버스,래미안옥수리버젠.옥수중앙교회,,2,N,Y,N,127.014698,37.545782,옥수동,11200113,,103000066,4165,서울 성동구 옥수동 561-4,,85.02,32.22,117.24,5101,1933,7034
버스,래미안옥수리버젠아파트상가,,1,N,Y,N,127.015727,37.54437279,옥수동,11200113,,103900167,4800,서울 성동구 옥수동 산 5-145,,5.53,50.57,56.1,166,1517,1683
버스,래미안하이리버아파트,,3,N,Y,N,127.0254234,37.55145821,금호동2가,11200110,,103000051,4150,서울 성동구 금호동2가 1220-1,,91.31,103.47,194.78,8218,9312,17530
버스,리버그린동아아파트,,1,N,Y,N,127.0382721,37.55334439,응봉동,11200108,,103900280,4895,서울 성동구 응봉동 276,서울특별시 성동구 고산자로2길 13 (응봉동),4.57,88.7,93.27,137,2661,2798
버스,리버그린동아아파트정문,,1,N,Y,N,127.0375237,37.55349324,응봉동,11200108,,103900274,4889,서울 성동구 응봉동 276,서울특별시 성동구 고산자로2길 13 (응봉동),79.03,3.67,82.7,2371,110,2481
버스,리버하우스,,3,N,Y,N,127.0510061,37.55090026,성수동1가,11200114,,103000152,4254,서울 성동구 성수동1가 13-12,서울특별시 성동구 광나루로 190 (성수동1가),91.38,81.04,172.42,8224,7294,15518
버스,리버하우스,,3,N,Y,N,127.0506905,37.5512302,성수동1가,11200114,,103000153,4255,서울 성동구 성수동1가 13-217,서울특별시 성동구 아차산로 39-1 (성수동1가),67.19,78.21,145.4,6047,7039,13086
버스,마장2교사거리,,1,N,Y,N,127.045459,37.567977,마장동,11200105,,103900203,4839,서울 성동구 마장동 806,,15.03,5.83,20.86,451,175,626
버스,마장2교사거리,,1,N,Y,N,127.0456033,37.56818275,마장동,11200105,,103900204,4840,서울 성동구 마장동 804,서울특별시 성동구 마장로 지하296 (마장동),0.93,38.77,39.7,28,1163,1191
버스,마장동금호아파트,,2,N,Y,N,127.041859,37.56307133,마장동,11200105,,103000024,4123,서울 성동구 마장동 388-2,서울특별시 성동구 마조로 60-1 (마장동),44.35,63.32,107.67,2661,3799,6460
버스,마장동금호아파트,,2,N,Y,N,127.0415812,37.56215772,마장동,11200105,,103000025,4124,서울 성동구 마장동 395-2,,57.27,293.53,350.8,3436,17612,21048
버스,마장동주민센터,,2,N,Y,N,127.0445738,37.5673235,마장동,11200105,,103000017,4116,서울 성동구 마장동 804,서울특별시 성동구 마장로 지하296 (마장동),86.18,173.85,260.03,5171,10431,15602
버스,마장동주민센터,,2,N,Y,N,127.04464,37.567063,마장동,11200105,,105000455,4298,서울 성동구 마장동 781-22,,81.47,80.88,162.35,4888,4853,9741
버스,마장동축산물시장,,1,N,Y,N,127.0375065,37.57033647,마장동,11200105,,103900055,,서울 성동구 마장동 474-5,서울특별시 성동구 고산자로 345 (마장동),,,,,,
버스,마장역,,2,N,Y,N,127.0423252,37.56558251,마장동,11200105,,103000018,4117,서울 성동구 마장동 810,서울특별시 성동구 마장로 지하296 (마장동),303.12,126.02,429.14,18187,7561,25748
버스,마장역,,2,N,Y,N,127.043037,37.566346,마장동,11200105,,103000169,4271,서울 성동구 마장동 804,서울특별시 성동구 마장로 지하296 (마장동),75.95,186.03,261.98,4557,11162,15719
버스,마장역,,1,N,Y,N,127.0426522,37.56611408,마장동,11200105,,103900246,4876,서울 성동구 마장동 804,서울특별시 성동구 마장로 지하296 (마장동),22.27,11.33,33.6,668,340,1008
버스,마장역,,1,N,Y,N,127.0423948,37.56564741,마장동,11200105,,103900247,4877,서울 성동구 마장동 810,서울특별시 성동구 마장로 지하296 (마장동),23.33,40.27,63.6,700,1208,1908
버스,마장축산물시장,,7,N,Y,N,127.0380207,37.57095053,마장동,11200105,,103000020,4119,서울 성동구 마장동 474-28,서울특별시 성동구 고산자로 340-1 (마장동),173.25,148.96,322.21,36383,31281,67664
버스,마장축산물시장,,9,N,Y,N,127.0375114,37.57025901,마장동,11200105,,103000021,4120,서울 성동구 마장동 474-28,서울특별시 성동구 고산자로 340-1 (마장동),163.73,169.75,333.48,44207,45832,90039
버스,만물상회앞,,1,N,Y,N,127.031224,37.552829,응봉동,11200108,,103900039,4553,서울 성동구 응봉동 264-5,,40.77,169.5,210.27,1223,5085,6308
버스,무쇠막,,1,N,Y,N,127.0246948,37.54527775,금호동4가,11200112,,103900024,4511,서울 성동구 금호동4가 189,,68.77,226.87,295.64,2063,6806,8869
버스,무학여고,,9,N,Y,N,127.0338673,37.55789531,행당동,11200107,,103000033,4132,서울 성동구 행당동 320-18,,236.55,200.58,437.13,63869,54157,118026
버스,무학여고,,1,N,Y,N,127.0330163,37.55839115,행당동,11200107,,103000178,4281,서울 성동구 행당동 317-152,,189.73,208.83,398.56,5692,6265,11957
버스,무학여고,,1,N,Y,N,127.033877,37.558122,행당동,11200107,,103000278,,서울 성동구 행당동 319-47,서울특별시 성동구 고산자로 200-1 (행당동),,,,,,
버스,무학여고,,1,N,Y,N,127.034245,37.5581,행당동,11200107,,103000279,,서울 성동구 행당동 319-36,서울특별시 성동구 고산자로 202 (행당동),,,,,,
버스,무학여고,,2,N,Y,N,127.0339124,37.55749161,행당동,11200107,,103900065,4516,서울 성동구 행당동 322-1,서울특별시 성동구 고산자로 197 (행당동),130.07,89.33,219.4,7804,5360,13164
버스,무학여고,,2,N,Y,N,127.0342554,37.55771859,행당동,11200107,,103900088,4584,서울 성동구 행당동 320-9,서울특별시 성동구 고산자로 196 (행당동),77.47,105.5,182.97,4648,6330,10978
버스,무학여고앞,,8,N,Y,N,127.034232,37.557855,행당동,11200107,,103000032,4131,서울 성동구 행당동 320-22,서울특별시 성동구 고산자로 198 (행당동),145.45,148.72,294.17,34908,35692,70600
버스,무학중학교.무학여고,,3,N,Y,N,127.0332891,37.55842262,행당동,11200107,,103900018,4679,서울 성동구 행당동 317-152,,211.17,71.52,282.69,12670,4291,16961
버스,무학중학교.무학여고,,3,N,Y,N,127.0331283,37.55821,행당동,11200107,,103900019,4552,서울 성동구 행당동 322-1,서울특별시 성동구 고산자로 197 (행당동),42.67,110.57,153.24,2560,6634,9194
버스,미타사입구,,5,N,Y,N,127.0168373,37.54485562,옥수동,11200113,,103000064,4163,서울 성동구 옥수동 332-1,,19.17,28.99,48.16,2876,4349,7225
버스,민자역사후문,,1,N,Y,N,127.038505,37.56358,마장동,11200105,,103900172,4824,서울 성동구 마장동 816-79,,1.97,12.1,14.07,59,363,422
버스,민자역사후문,,1,N,Y,N,127.038365,37.563549,마장동,11200105,,103900187,4809,서울 성동구 마장동 816-60,,27.9,21.3,49.2,837,639,1476
버스,법학학술정보관,,1,N,Y,N,127.048574,37.55704,사근동,11200106,,103900300,4525,서울 성동구 사근동 110,서울특별시 성동구 사근동길 24-18 (사근동),49.9,114.8,164.7,1497,3444,4941
버스,벽산노인정,,1,N,Y,N,127.0268505,37.55105871,금호동1가,11200109,,103900180,4816,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",6.13,33.7,39.83,184,1011,1195
버스,벽산아파트,,1,N,Y,N,127.0256886,37.55560229,행당동,11200107,,103000174,4277,서울 성동구 행당동 346,서울특별시 성동구 행당로 76 (행당동),201.67,216.57,418.24,6050,6497,12547
버스,벽산아파트107동,,1,N,Y,N,127.0274313,37.55168754,금호동1가,11200109,,103900179,4817,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",34.07,80.87,114.94,1022,2426,3448
버스,벽산아파트109동,,1,N,Y,N,127.0273705,37.55261388,금호동1가,11200109,,103900178,4818,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",33.43,33.77,67.2,1003,1013,2016
버스,벽산아파트111동앞,,1,N,Y,N,127.0267898,37.55306308,금호동1가,11200109,,103900157,4772,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",43.17,84.03,127.2,1295,2521,3816
버스,벽산아파트202동앞,,1,N,Y,N,127.027356,37.551491,금호동1가,11200109,,103900159,4774,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",108.97,29,137.97,3269,870,4139
버스,벽산아파트206동앞,,1,N,Y,N,127.0272674,37.55215254,금호동1가,11200109,,103900158,4773,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",67.4,70.97,138.37,2022,2129,4151
버스,벽산아파트501동,,1,N,Y,N,127.0255027,37.55495534,금호동1가,11200109,,103900176,4820,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",6.93,13.47,20.4,208,404,612
버스,벽산아파트501동앞,,1,N,Y,N,127.0254789,37.55483821,금호동1가,11200109,,103900155,4770,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",14.33,92.47,106.8,430,2774,3204
버스,벽산아파트505동,,1,N,Y,N,127.0263706,37.55432168,금호동1가,11200109,,103900177,4819,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",6.27,17.8,24.07,188,534,722
버스,벽산아파트505동앞,,1,N,Y,N,127.0262518,37.55440101,금호동1가,11200109,,103900156,4771,서울 성동구 금호동1가 633,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",19.03,68.53,87.56,571,2056,2627
버스,벽산아파트정문,,1,N,Y,N,127.02528,37.552658,금호동1가,11200109,,103900035,4539,서울 성동구 금호동1가 639-2,,60.7,30.63,91.33,1821,919,2740
버스,벽산하이피아상가,,1,N,Y,N,127.0259454,37.5519501,금호동1가,11200109,,103900181,4815,서울 성동구 금호동1가 639-3,,24.83,20.3,45.13,745,609,1354
버스,벽산하이피아상가앞,,1,N,Y,N,127.0256433,37.55219616,금호동1가,11200109,,103900160,4775,서울 성동구 금호동1가 639-3,,17.77,13.1,30.87,533,393,926
버스,사근고개,,1,N,Y,N,127.0446,37.561162,사근동,11200106,,103000129,4230,서울 성동구 사근동 301-77,서울특별시 성동구 사근동길 32-2 (사근동),14.07,121.93,136,422,3658,4080
버스,사근고개,,1,N,Y,N,127.0445102,37.56125556,사근동,11200106,,103000130,4231,서울 성동구 사근동 223-13,,79.27,46.03,125.3,2378,1381,3759
버스,사근동벽산아파트,,1,N,Y,N,127.0499269,37.5601892,사근동,11200106,,103000133,4234,서울 성동구 사근동 120-22,,14.5,94.27,108.77,435,2828,3263
버스,사근동주민센터,,1,N,Y,N,127.04565,37.560815,사근동,11200106,,103000127,4228,서울 성동구 사근동 301-3,서울특별시 성동구 사근동길 42 (사근동),4.8,153.7,158.5,144,4611,4755
버스,사근동주민센터,,1,N,Y,N,127.045712,37.560933,사근동,11200106,,103000128,4229,서울 성동구 사근동 176-54,,112.97,6.97,119.94,3389,209,3598
버스,사근동하이츠아파트앞,,1,N,Y,N,127.048603,37.561201,사근동,11200106,,103000125,4226,서울 성동구 사근동 198-3,,25.33,219.3,244.63,760,6579,7339
버스,사근동하이츠아파트앞,,1,N,Y,N,127.0486882,37.56130618,사근동,11200106,,103000126,4227,서울 성동구 사근동 198-3,,442.13,9.8,451.93,13264,294,13558
버스,살곶이체육공원앞,,1,N,Y,N,127.0509355,37.55631791,사근동,11200106,,103000516,4307,서울 성동구 사근동 102-28,서울특별시 성동구 살곶이길 235 (사근동),44.87,2.1,46.97,1346,63,1409
버스,삼성래미안아파트,,1,N,Y,N,127.0275591,37.54837509,금호동4가,11200112,,103900148,4749,서울 성동구 금호동4가 89-11,,149.37,140.13,289.5,4481,4204,8685
버스,삼성래미안아파트,,1,N,Y,N,127.0402756,37.56549402,마장동,11200105,,103900170,4826,서울 성동구 마장동 775-2,"서울특별시 성동구 마장로 274 (마장동, 트레저힐스)",1.57,34.5,36.07,47,1035,1082
버스,삼성래미안아파트앞,,5,N,Y,N,127.0275127,37.54834987,금호동4가,11200112,,103000061,4160,서울 성동구 금호동4가 산 3-4,,72.53,129.84,202.37,10879,19476,30355
버스,삼성아파트정문,,1,N,Y,N,127.0152935,37.54382678,옥수동,11200113,,103900193,4805,서울 성동구 옥수동 250-2,서울특별시 성동구 독서당로 220 (옥수동),63.2,51.4,114.6,1896,1542,3438
버스,상봉노인정앞,,1,N,Y,N,127.0302832,37.55287394,응봉동,11200108,,103900042,4559,서울 성동구 응봉동 265-36,서울특별시 성동구 독서당로59나길 23-9 (응봉동),37.37,167.13,204.5,1121,5014,6135
버스,상봉노인정앞,,1,N,Y,N,127.03022,37.552674,응봉동,11200108,,103900109,4699,서울 성동구 응봉동 264-5,,61,36.87,97.87,1830,1106,2936
버스,상왕십리역,,7,N,Y,N,127.029075,37.564338,하왕십리동,11200102,,103000004,4101,서울 성동구 하왕십리동 903-1,,96.07,64.11,160.18,22961,15323,38284
버스,상왕십리역,,13,N,Y,N,127.0286813,37.56469363,하왕십리동,11200102,,103000005,4102,서울 성동구 하왕십리동 860-1,,103.54,202.98,306.52,43486,85250,128736
버스,상왕십리역,,3,N,Y,N,127.0302446,37.56487166,도선동,11200104,,103000015,4113,서울 성동구 도선동 405,서울특별시 성동구 무학로 8-2 (도선동),527.11,168.62,695.73,47440,15176,62616
버스,상왕십리역,,1,N,Y,N,127.0302514,37.5647437,도선동,11200104,,103900114,4598,서울 성동구 도선동 402,서울특별시 성동구 무학로 8 (도선동),301,163.1,464.1,9030,4893,13923
버스,상왕십리역.센트라스아파트,,6,N,Y,N,127.029978,37.565859,홍익동,11200103,,103000016,4114,서울 성동구 홍익동 590,서울특별시 성동구 마장로 206-1 (홍익동),77.6,167.81,245.41,13968,30205,44173
버스,상원,,3,N,Y,N,127.04605,37.55144,성수동1가,11200114,,103000088,4187,서울 성동구 성수동1가 656-566,,103.63,99.42,203.05,9327,8948,18275
버스,상원,,3,N,Y,N,127.046662,37.551748,성수동1가,11200114,,103000089,4188,서울 성동구 성수동1가 656-40,,67.57,159.36,226.93,6081,14342,20423
버스,서울경찰청제6기동단,,1,N,Y,N,127.054772,37.540228,성수동2가,11200115,,103900236,4865,서울 성동구 성수동2가 816-4,서울특별시 성동구 성수이로2길 12 (성수동2가),30.1,12.9,43,903,387,1290
버스,서울경찰청제6기동단,,1,N,Y,N,127.054739,37.540076,성수동2가,11200115,,103900255,4856,서울 성동구 성수동2가 333-103,,11.43,28.03,39.46,343,841,1184
버스,서울교통공사.서울새활용플라자,,1,N,Y,N,127.0569134,37.5620495,용답동,11200122,,103000120,4221,서울 성동구 용답동 223-5,서울특별시 성동구 자동차시장길 22 (용답동),68.6,128.2,196.8,2058,3846,5904
버스,서울숲1번출입구,,1,N,Y,N,127.042695,37.542222,성수동1가,11200114,,103000163,4265,서울 성동구 성수동1가 719,,16.93,101.43,118.36,508,3043,3551
버스,서울숲1번출입구,,1,N,Y,N,127.0429744,37.54197811,성수동1가,11200114,,103000164,4266,서울 성동구 성수동1가 719,,45.77,18.6,64.37,1373,558,1931
버스,서울숲2번출입구,,1,N,Y,N,127.04255,37.543527,성수동1가,11200114,,103900265,4868,서울 성동구 성수동1가 685-703,,69.53,42.07,111.6,2086,1262,3348
버스,서울숲9번출입구,,1,N,Y,N,127.037555,37.543638,성수동1가,11200114,,103900242,4871,서울 성동구 성수동1가 719,,8.97,26.9,35.87,269,807,1076
버스,서울숲리버뷰자이아파트제1주차장,,1,N,Y,N,127.03924,37.554509,행당동,11200107,,103000514,4896,서울 성동구 행당동 95-5,,27.73,1.93,29.66,832,58,890
버스,서울숲리버뷰자이아파트제1주차장,,1,N,Y,N,127.038889,37.55419708,행당동,11200107,,103900277,4892,서울 성동구 행당동 380,"서울특별시 성동구 고산자로2길 65 (행당동, 서울숲리버뷰자이)",2.83,39.5,42.33,85,1185,1270
버스,서울숲리버뷰자이아파트제2주차장,,1,N,Y,N,127.039405,37.556168,행당동,11200107,,103900275,4890,서울 성동구 행당동 128-1180,,31.07,4.47,35.54,932,134,1066
버스,서울숲리버뷰자이아파트제2주차장,,1,N,Y,N,127.039281,37.555721,행당동,11200107,,103900276,4891,서울 성동구 행당동 379-1,,4,57.33,61.33,120,1720,1840
버스,서울숲삼부아파트,,9,N,Y,N,127.0379493,37.55872308,행당동,11200107,,103000038,4137,서울 성동구 행당동 130-1,서울특별시 성동구 왕십리로 267 (행당동),34.94,60.55,95.49,10482,18165,28647
버스,서울숲역,,1,N,Y,N,127.045146,37.543869,성수동1가,11200114,,103900263,4866,서울 성동구 성수동1가 656-320,"서울특별시 성동구 왕십리로 80 (성수동1가, 동아아파트)",18.73,50.17,68.9,562,1505,2067
버스,서울숲역2번출구,,4,N,Y,N,127.0447086,37.54293173,성수동1가,11200114,,103000078,4177,서울 성동구 성수동1가 656-1982,,257.93,138.66,396.59,30952,16639,47591
버스,서울숲역3번출구,,4,N,Y,N,127.044501,37.543064,성수동1가,11200114,,103000079,4178,서울 성동구 성수동1가 656-436,서울특별시 성동구 왕십리로 지하77 (성수동1가),176.92,177.53,354.45,21230,21303,42533
버스,서울숲지구대앞,,4,N,Y,N,127.052342,37.537868,성수동2가,11200115,,103000100,4199,서울 성동구 성수동2가 816-4,서울특별시 성동구 성수이로2길 12 (성수동2가),19.57,110.74,130.31,2348,13289,15637
버스,서울숲지구대앞,,4,N,Y,N,127.0522589,37.53805092,성수동2가,11200115,,103000101,4200,서울 성동구 성수동2가 344-7,서울특별시 성동구 성덕정길 77-2 (성수동2가),139.16,22.06,161.22,16699,2647,19346
버스,서울숲코오롱디지털타워2차,,1,N,Y,N,127.05399,37.541411,성수동2가,11200115,,103900254,4855,서울 성동구 성수동2가 333-139,서울특별시 성동구 성수이로7길 17 (성수동2가),2.97,59.9,62.87,89,1797,1886
버스,서울숲코오롱디지털타워2차,,1,N,Y,N,127.053848,37.541461,성수동2가,11200115,,103900258,4859,서울 성동구 성수동2가 333-140,서울특별시 성동구 성수이로7길 27 (성수동2가),47.47,2.5,49.97,1424,75,1499
버스,서울숲푸르지오아파트,,1,N,Y,N,127.023747,37.545015,금호동4가,11200112,,103900219,4848,서울 성동구 금호동4가 342,,59.65,77.93,137.58,3579,4676,8255
버스,서울숲푸르지오아파트정문,,1,N,Y,N,127.0243938,37.54525619,금호동4가,11200112,,103900110,4700,서울 성동구 금호동4가 235-9,,141.13,32.87,174,4234,986,5220
버스,서울숲푸르지오아파트후문,,2,N,Y,N,127.022805,37.543544,금호동4가,11200112,,103900062,4706,서울 성동구 금호동4가 272,,134.22,40.83,175.05,8053,2450,10503
버스,서울효사랑병원,,10,N,Y,N,127.063275,37.541263,성수동2가,11200115,,103000110,4209,서울 성동구 성수동2가 275-40,서울특별시 성동구 동일로 95 (성수동2가),70.59,81.45,152.04,13694,15801,29495
버스,선영약국,,2,N,Y,N,127.030619,37.566775,홍익동,11200103,,103900198,4829,서울 성동구 홍익동 590,서울특별시 성동구 마장로 206-1 (홍익동),6.13,31.27,37.4,184,938,1122
버스,성동교남단,,6,N,Y,N,127.044457,37.549515,성수동1가,11200114,,103000086,4185,서울 성동구 성수동1가 656-853,서울특별시 성동구 아차산로 2-1 (성수동1가),88.43,52.29,140.72,18571,10980,29551
버스,성동교남단,,6,N,Y,N,127.0439628,37.55050752,성수동1가,11200114,,103000087,4186,서울 성동구 성수동1가 671-48,"서울특별시 성동구 왕십리로 137 (성수동1가, 서울숲아이파크리버포레)",25.39,81.87,107.26,4773,15391,20164
버스,성동구도시관리공단.서울시시설관리공단,,3,N,Y,N,127.0368612,37.57182891,마장동,11200105,,103900095,4600,서울 성동구 마장동 527-10,서울특별시 성동구 청계천로 546 (마장동),82.88,84.2,167.08,4973,5052,10025
버스,성동구민종합체육센터,,4,N,Y,N,127.0448961,37.54607197,성수동1가,11200114,,103000080,4179,서울 성동구 성수동1가 661-2,서울특별시 성동구 왕십리로 94-2 (성수동1가),236.25,86.48,322.73,28350,10377,38727
버스,성동구민종합체육센터,,4,N,Y,N,127.044533,37.546493,성수동1가,11200114,,103000081,4180,서울 성동구 성수동1가 656-551,,101.22,247.75,348.97,12146,29730,41876
버스,성동구민종합체육센터,,1,N,Y,N,127.044515,37.54527,성수동1가,11200114,,103900264,4867,서울 성동구 성수동1가 685-703,,66.67,40.4,107.07,2000,1212,3212
버스,성동구민체육센터,,1,N,Y,N,127.044474,37.545138,성수동1가,11200114,,103900249,4850,서울 성동구 성수동1가 685-703,,64.83,61.8,126.63,1945,1854,3799
버스,성동구청,,7,N,Y,N,127.035915,37.563127,도선동,11200104,,103000014,4112,서울 성동구 도선동 15-1,,123.6,207.01,330.61,25957,43472,69429
버스,성동구청,,9,N,Y,N,127.036403,37.564136,도선동,11200104,,103900085,4574,서울 성동구 행당동 192-40,,286.76,158.08,444.84,68823,37940,106763
버스,성동구청,,3,N,Y,N,127.036042,37.563354,행당동,11200107,,103900115,4671,서울 성동구 도선동 417,서울특별시 성동구 왕십리로 324-2 (도선동),50.9,61.12,112.02,3054,3667,6721
버스,성동노인복지관,,2,N,Y,N,127.0415861,37.56493759,마장동,11200105,,103000019,4118,서울 성동구 마장동 798-1,서울특별시 성동구 마조로 77 (마장동),115.92,134.03,249.95,6955,8042,14997
버스,성동노인종합복지관,,1,N,Y,N,127.0414403,37.56520977,마장동,11200105,,103900189,4807,서울 성동구 마장동 813,,46,4.33,50.33,1380,130,1510
버스,성동보건소,,2,N,Y,N,127.0331863,37.56649464,홍익동,11200103,,103900112,4588,서울 성동구 홍익동 590,서울특별시 성동구 마장로 206-1 (홍익동),19.23,46.83,66.06,577,1405,1982
버스,성동사회복지관.청계천박물관,,3,N,Y,N,127.0334778,37.57030347,마장동,11200105,,103900092,4595,서울 성동구 마장동 527-2,서울특별시 성동구 청계천로 506 (마장동),183.68,168.47,352.15,11021,10108,21129
버스,성동세무서,,3,N,Y,N,127.0643373,37.54823913,송정동,11200118,,103000114,4213,서울 성동구 송정동 80-1,,379.97,144.57,524.54,34197,13011,47208
버스,성동세무서앞,,3,N,Y,N,127.062185,37.547995,성수동2가,11200115,,103000113,4212,서울 성동구 성수동2가 280-49,서울특별시 성동구 광나루로 334-1 (성수동2가),111.03,188.61,299.64,9993,16975,26968
버스,성동제일새마을금고,,1,N,Y,N,127.0471,37.56081,사근동,11200106,,103000156,4258,서울 성동구 사근동 176-10,서울특별시 성동구 사근동길 56 (사근동),15.27,281.8,297.07,458,8454,8912
버스,성동제일새마을금고,,1,N,Y,N,127.0473013,37.56088413,사근동,11200106,,103000157,4259,서울 성동구 사근동 189-1,,331.7,4.4,336.1,9951,132,10083
버스,성동중앙교회.벽산아파트정문,,1,N,Y,N,127.024877,37.553011,금호동1가,11200109,,103900017,4677,서울 성동구 금호동1가 598-1,,29.73,52.77,82.5,892,1583,2475
버스,성수119안전센터,,5,N,Y,N,127.0601321,37.53734169,성수동2가,11200115,,103000092,4191,서울 성동구 성수동2가 234-1,서울특별시 성동구 뚝섬로 448 (성수동2가),72.01,59.84,131.85,6481,5386,11867
버스,성수119안전센터,,5,N,Y,N,127.059997,37.537532,성수동2가,11200115,,103000093,4192,서울 성동구 성수동2가 231-24,,59.04,103.63,162.67,5314,9327,14641
버스,성수1가1동새마을금고,,4,N,Y,N,127.04955,37.53822,성수동1가,11200114,,103000072,4171,서울 성동구 성수동1가 237-1,,24.44,107.28,131.72,2933,12873,15806
버스,성수1가새마을금고,,4,N,Y,N,127.04951,37.53833,성수동1가,11200114,,103000073,4172,서울 성동구 성수동1가 250-1,서울특별시 성동구 성덕정길 53 (성수동1가),106,18.97,124.97,12720,2276,14996
버스,성수2가3동주민센터,,3,N,Y,N,127.055392,37.549622,성수동2가,11200115,,103000111,4210,서울 성동구 성수동2가 289-30,서울특별시 성동구 성수이로 107-1 (성수동2가),126.9,109.86,236.76,11421,9887,21308
버스,성수2가3동주민센터,,3,N,Y,N,127.054782,37.55023742,송정동,11200118,,103000167,4269,서울 성동구 송정동 81-27,서울특별시 성동구 광나루로 221-1 (송정동),51.76,55.22,106.98,4658,4970,9628
버스,성수공고앞,,4,N,Y,N,127.050314,37.539973,성수동2가,11200115,,103000082,4181,서울 성동구 성수동1가 33-92,,82.92,24.37,107.29,9950,2924,12874
버스,성수공고앞,,4,N,Y,N,127.050759,37.540039,성수동1가,11200114,,103000083,4182,서울 성동구 성수동2가 333-128,서울특별시 성동구 뚝섬로 365 (성수동2가),18.69,67.56,86.25,2243,8107,10350
버스,성수대교북단교차로,,1,N,Y,N,127.035516,37.544291,성수동2가,11200115,,103900243,4873,서울 성동구 성수동1가 683-3,,14.87,31,45.87,446,930,1376
버스,성수동진주타운,,1,N,Y,N,127.057488,37.536623,성수동1가,11200114,,103000104,4203,서울 성동구 성수동2가 816-4,서울특별시 성동구 성수이로2길 12 (성수동2가),33.95,34.72,68.67,2037,2083,4120
버스,성수동진주타운,,1,N,Y,N,127.0574923,37.53675909,성수동2가,11200115,,103000105,4204,서울 성동구 성수동2가 573-7,서울특별시 성동구 성덕정길 127 (성수동2가),53.02,43.47,96.49,3181,2608,5789
버스,성수동차고지,,5,N,Y,N,127.055682,37.535793,성수동2가,11200115,,103000183,4286,서울 성동구 성수동2가 648-17,서울특별시 성동구 둘레15길 12 (성수동2가),32.46,0.4,32.86,3895,48,3943
버스,성수사거리,,4,N,Y,N,127.062352,37.542562,성수동2가,11200115,,103900213,4256,서울 성동구 성수동2가 276-5,서울특별시 성동구 성수이로 101-1 (성수동2가),30.79,66.7,97.49,4618,10005,14623
