GID,gid위도,gid경도,생활인구수,동 이름,gid 버스정류장명,gid버스정류장위도,gid버스정류장경도,NODE_ID
다사514451,37.50434447,126.9507006,217,상도1동,중대후문입구,37.504346,126.950136,119900013
다사517457,37.50976815,126.9540553,225,본동,경동아파트,37.509484,126.953718,119900290
다사515445,37.49894177,126.9518715,134,상도동,상도동중앙하이츠빌.상도전통시장,37.49869,126.951774,119000070
다사496444,37.49793876,126.930384,483,신대방동,푸른초장교회,37.497713,126.930025,119900224
다사496444,37.49793876,126.930384,483,상도동,푸른초장교회,37.497818,126.930061,119900011
다사510451,37.50432334,126.9461751,113,상도동,부강탕,37.504547,126.945978,119900090
다사510451,37.50432334,126.9461751,113,상도동,부강탕,37.504367,126.945991,119900247
다사492446,37.4997195,126.9258452,103,대방동,대림초등학교,37.499855,126.926128,119000053
다사526447,37.50080151,126.9643027,125,흑석동,청호아파트,37.500751,126.963789,119900296
다사511449,37.50252599,126.9473198,250,상도1동,상도역7호선,37.502907,126.947077,119900112
다사511449,37.50252599,126.9473198,250,상도1동,상도역7호선,37.502747,126.94721,119900023
다사511449,37.50252599,126.9473198,250,상도1동,상도역1번출구,37.502586,126.947837,119900284
다사508441,37.49529946,126.9439792,307,상도동,빌라삼거리.영도교회.약수터,37.495354,126.943605,119900241
다사500460,37.51238164,126.9348004,137,대방동,KT동작지사,37.51218,126.934473,119900197
다사500460,37.51238164,126.9348004,137,대방동,KT동작전화국,37.512369,126.934561,119900145
다사517460,37.51247212,126.9540356,0,본동,노들역.노량진교회,37.512428,126.954474,119900156
다사494444,37.49792783,126.9281215,116,신대방동,신대방삼거리,37.497775,126.927841,119000093
다사494444,37.49792783,126.9281215,116,신대방동,신대방삼거리역.성대시장,37.498225,126.927931,119900093
다사494444,37.49792783,126.9281215,116,신대방동,신대방삼거리,37.498328,126.928253,119000094
다사501439,37.49345928,126.9360742,110,상도동,사자암,37.493769,126.936319,119900078
다사501439,37.49345928,126.9360742,110,상도동,사자암,37.493717,126.936405,119900217
다사522447,37.5007809,126.9597774,399,흑석동,유앤미아파트,37.500922,126.960133,119900089
다사509462,37.51423258,126.9449703,0,노량진동,노량진역,37.513833,126.944712,119000012
다사536436,37.49093765,126.9756851,292,사당동,테니스장.우성아파트304동,37.490619,126.975936,119900259
다사542435,37.49006624,126.9824783,61,사당동,경문고등학교,37.49018,126.982453,119900202
다사498454,37.50696287,126.9325783,281,대방동,대방목욕탕,37.507105,126.932391,119900206
다사495456,37.50874916,126.9291704,105,대방동,대방동주공아파트,37.509053,126.92888,119900269
다사495456,37.50874916,126.9291704,105,대방동,주공아파트.남도학숙,37.508702,126.928989,119900265
다사537428,37.48373202,126.9768666,36,사당동,남성초등학교입구,37.483756,126.976923,119900310
다사512461,37.51334716,126.9483715,13,노량진동,사육신공원,37.513315,126.947977,119000027
다사534452,37.50534885,126.9733215,75,동작동,동작대교남단(가상),37.505724,126.973585,119000298
다사518456,37.50887205,126.9551933,39,본동,동양중학교,37.509114,126.954804,119900289
다사507442,37.49619546,126.9428413,124,상도동,경향렉스빌.롯데캐슬비엔,37.495985,126.942735,119000127
다사507442,37.49619546,126.9428413,124,상도동,경향렉스빌.롯데캐슬비엔,37.49593,126.942914,119000126
다사494446,37.49973047,126.9281077,108,대방동,신대방삼거리역,37.499967,126.928182,119900073
다사529431,37.4863956,126.967799,220,사당동,사당중학교,37.486637,126.968179,119000084
다사529431,37.4863956,126.967799,220,사당동,사당중학교,37.486355,126.968275,119000083
다사521454,37.507085,126.9586006,89,흑석동,중앙대정문,37.506811,126.958294,119000111
다사521454,37.507085,126.9586006,89,흑석동,중앙대정문,37.507237,126.959113,119000113
다사505442,37.49618477,126.9405788,284,상도동,동아아파트,37.496354,126.940151,119900213
다사505442,37.49618477,126.9405788,284,상도동,행복유치원,37.496166,126.940869,119900076
다사519437,37.49175207,126.9564488,268,상도동,봉현초등학교,37.491679,126.956215,119000074
다사519437,37.49175207,126.9564488,268,상도동,봉천고개.관악현대아파트,37.491733,126.956595,119000075
다사519437,37.49175207,126.9564488,268,상도동,봉천고개관악현대아파트,37.492118,126.956632,119900179
다사533429,37.48461323,126.972336,83,사당동,남성역.남성역골목시장,37.484187,126.972224,119900001
다사497441,37.49524024,126.9315358,352,상도동,빙수골공영주차장,37.495299,126.932011,119900222
다사494449,37.50243444,126.9280871,391,대방동,강현중학교,37.502068,126.927871,119900264
다사504452,37.50519264,126.9393802,138,상도동,7호선장승배기역5번출구,37.505096,126.938975,119900138
다사508444,37.49800344,126.9439592,258,상도동,약수맨션.약수당약국,37.498251,126.943517,119900107
다사508444,37.49800344,126.9439592,258,상도동,상도4동약수맨션,37.497943,126.943548,119000125
다사500448,37.50156578,126.9348819,267,상도동,동광교회,37.501554,126.934486,119900249
다사528433,37.48819315,126.966655,87,사당동,총신대,37.487863,126.966476,119000082
다사533428,37.4837119,126.9723424,121,사당동,남성역골목시장,37.483676,126.972782,119000088
다사512450,37.5034326,126.9484445,88,상도1동,상도역,37.50358,126.948946,119900108
다사513451,37.5043392,126.9495692,36,상도1동,상도터널상도동,37.504599,126.949504,119000065
다사523441,37.49537811,126.9609476,12,상도동,숭실대후문,37.495095,126.961035,119900059
다사523441,37.49537811,126.9609476,12,상도동,숭실대후문,37.495048,126.96116,119900143
다사473431,37.48609329,126.9044581,207,신대방동,동작상떼빌아파트,37.486449,126.904448,119000001
다사503451,37.50428594,126.9382556,0,상도동,장승배기역,37.504676,126.938522,119000058
다사500441,37.49525652,126.9349294,386,상도동,성심슈퍼,37.495143,126.934416,119900052
다사508452,37.50521403,126.9439057,225,상도동,상도브라운스톤,37.505286,126.943805,119900181
다사508460,37.51242461,126.9438522,187,노량진동,노량진신한은행,37.512155,126.944171,119900227
다사508460,37.51242461,126.9438522,187,노량진동,노량진한국법학교육원,37.512354,126.944331,119900226
다사500439,37.49345388,126.934943,194,상도동,갑을명가아파트,37.493601,126.93448,119900219
다사500439,37.49345388,126.934943,194,상도동,갑을명가아파트,37.493694,126.934574,119900057
다사508455,37.507918,126.9438856,648,노량진동,신동아관리사무소,37.508308,126.944002,119900153
다사494463,37.51505292,126.9279908,,대방동,여의교(가상),37.514803,126.927668,119000311
다사535453,37.50625522,126.9744466,,동작동,동작대교남단(가상),37.506141,126.97396,119000297
다사520462,37.51429041,126.957417,,본동,한강대교(가상),37.51412,126.957194,119000306
다사498461,37.51327211,126.9325306,,대방동,현대아파트.유한양행,37.513237,126.932374,119000008
다사541422,37.47834397,126.9814282,,사당동,사당역10번출구,37.478687,126.981581,119900083
다사540452,37.50537892,126.9801098,,동작동,동작대교(가상),37.505119,126.979734,119000304
다사540452,37.50537892,126.9801098,,동작동,동작대교전망카페,37.505763,126.980279,121000314
다사543443,37.49728184,126.9835598,,동작동,갯마을앞,37.497555,126.983312,119000289
다사537449,37.50265995,126.9767345,,동작동,동작역.국립현충원,37.502586,126.976865,119000040
다사523450,37.50349005,126.9608893,,흑석동,은로초등학교,37.503257,126.960782,119900092
다사540451,37.50447759,126.9801161,,동작동,동작대교(가상),37.50452,126.979676,119000305
다사496455,37.5078533,126.9303087,,대방동,숭의여중.고교,37.507914,126.929952,119900008
다사496455,37.5078533,126.9303087,,대방동,숭의여중고교.공군항공안전단,37.507999,126.930147,119900228
다사485442,37.49607546,126.9179541,,신대방동,보라매공원입구,37.495679,126.917914,119900235
다사485442,37.49607546,126.9179541,,신대방동,보라매공원입구,37.496008,126.918086,119900063
다사504461,37.51330454,126.9393195,,노량진동,노량진수산시장.CTS기독교TV,37.51348,126.938866,119000010
다사484440,37.49426724,126.9168369,,신대방동,동작구민체육센터.기상청,37.494414,126.91718,119900302
다사484440,37.49426724,126.9168369,,신대방동,동작구민체육센터.기상청,37.49424,126.917242,119900301
다사535431,37.48642597,126.9745855,,사당동,남성초등학교.사당청소년문화의집,37.486138,126.974976,119900195
다사483439,37.49336033,126.9157128,,신대방동,수도여고,37.493555,126.915251,119900300
다사480432,37.48703425,126.9123686,,신대방동,신대방역,37.487379,126.912316,119000114
다사508439,37.49349681,126.9439926,,상도동,국사봉중학교,37.493384,126.943573,119900238
다사508439,37.49349681,126.9439926,,상도동,국사봉중학교,37.493181,126.943728,119900027
다사541421,37.47744263,126.9814344,,사당동,사당역9번출구앞,37.477393,126.981396,119000302
다사527435,37.4899907,126.9655111,,사당동,사당.인정아파트,37.489971,126.964964,119900037
