GID,위도,경도,생활인구수,지하철역까지거리_m_,격자_내_정류장수,법정동명,법정동_주민등록인구수,반경150m_정류장수,반경300m_정류장수,반경400m_정류장수,노선_수_,인가대수_대__합계_,배차간격_분__평균_,최소배차_분__평균_,최대배차_분__평균_,승하차인원_lightgbm
다사511447,37.50072334,126.947333,467,236.14,0,상도동,114034,0,9,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,19006.724303220424
다사492442,37.49611421,126.9258728,344,393.71,0,신대방동,45025,0,8,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,29786.287467659677
다사510441,37.49531009,126.9462417,242,661.93,0,상도동,114034,0,7,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,25822.84219273019
다사513442,37.49622728,126.9496287,387,354.69,0,상도동,114034,0,1,7,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,22460.140432873315
다사512442,37.496222,126.9484975,338,454.49,0,상도동,114034,0,0,3,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,27933.46753877508
다사481438,37.4924478,126.9134574,299,539.41,0,신대방동,45025,0,3,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,24772.68811140063
다사516450,37.50345364,126.9529699,431,449.01,0,상도1동,9802,3,10,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,25378.148133199815
다사537431,37.48643601,126.9768477,309,441.78,0,사당동,95821,0,13,25,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,24801.857541857622
다사517439,37.49354429,126.9541734,393,305.28,0,상도동,114034,0,4,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,26596.573027937327
다사506445,37.49889409,126.9416899,339,701.81,0,상도동,114034,2,16,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,19762.271869590455
다사505447,37.50069139,126.9405452,394,480.93,0,상도동,114034,5,8,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,31544.147665828954
다사539421,37.47743269,126.9791725,328,238.76,0,사당동,95821,1,6,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,19041.212274101264
다사491451,37.5042206,126.9246793,310,253.22,0,대방동,34112,3,14,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,16505.955027901888
다사533453,37.50624513,126.9721838,318,764.91,0,흑석동,30047,3,4,6,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,22330.29570955552
다사536421,37.47741768,126.9757796,443,525.58,0,사당동,95821,0,3,4,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,22963.01054831363
다사512447,37.50072863,126.9484644,292,233.68,0,상도동,114034,2,9,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,22491.16629157843
다사521440,37.49446644,126.9586917,361,487.45,0,상도동,114034,2,7,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,34063.50107424952
다사514456,37.50885109,126.9506675,437,482.96,0,본동,10520,5,13,23,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,19486.6733701543
다사521450,37.5034797,126.9586266,405,752.25,0,흑석동,30047,0,5,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,27921.70867261025
다사532420,37.47649619,126.9712621,332,695.84,0,사당동,95821,1,2,2,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,21256.938684702094
다사525437,37.4917831,126.9632359,376,981.3,0,사당동,95821,1,4,9,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,21642.469769580282
다사535425,37.48101799,126.9746234,472,512.59,0,사당동,95821,0,1,7,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,23179.26965588809
다사503457,37.50969387,126.9382151,279,543.88,0,노량진동,30270,0,4,8,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,25629.26198396104
다사535429,37.48462331,126.9745982,263,308.04,0,사당동,95821,2,16,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,19176.765900062746
다사490437,37.49159658,126.9236449,819,155.07,0,신대방동,45025,7,14,18,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,19892.722835360823
다사494447,37.50063179,126.9281009,405,102.24,0,대방동,34112,2,12,22,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14807.220784335952
다사483441,37.49516297,126.9156987,366,215.6,0,신대방동,45025,2,14,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14648.162912567239
다사512458,37.51064319,126.9483914,314,473.31,0,본동,10520,0,8,22,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,21465.776625858452
다사522455,37.50799151,126.9597255,251,350.99,0,흑석동,30047,4,15,18,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,25566.94146428489
다사510453,37.50612598,126.9461618,340,403.06,0,상도동,114034,4,19,30,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,26515.929151105152
다사499449,37.50246169,126.9337438,303,535.97,0,상도동,114034,5,10,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,34319.59199329904
다사510443,37.49711274,126.9462284,340,649.27,0,상도동,114034,0,5,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,27506.343571841437
다사528431,37.4863905,126.9666679,286,435.11,0,사당동,95821,4,14,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,27799.09179823777
다사540428,37.48374699,126.9802597,346,337.0,0,사당동,95821,6,13,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,23594.591525731586
다사538422,37.47832903,126.9780353,289,374.74,0,사당동,95821,0,2,7,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,18817.81950524329
다사541440,37.49456794,126.981316,275,859.18,0,동작동,5504,5,8,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13816.345183495347
다사496448,37.50154405,126.9303566,295,277.25,0,상도동,114034,0,11,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,22909.448045854653
다사537421,37.47742269,126.9769106,346,428.06,0,사당동,95821,2,2,5,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,24797.460931106547
다사492457,37.50963402,126.9257692,507,328.57,0,대방동,34112,4,9,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,24890.504311078257
다사528432,37.48729182,126.9666615,299,487.6,0,사당동,95821,3,14,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,25108.445388142176
다사513455,37.5079445,126.9495427,751,590.14,0,노량진동,30270,0,17,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,24496.934791177453
다사539424,37.48013668,126.9791537,442,456.17,0,사당동,95821,0,4,8,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,24241.469083174874
다사510459,37.51153392,126.9461218,343,279.09,0,노량진동,30270,0,7,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,28278.051878387545
다사512451,37.50433392,126.9484378,415,177.01,0,상도1동,9802,6,18,31,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14120.630225880679
다사509445,37.49891008,126.9450838,275,500.02,0,상도동,114034,2,7,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,31669.221738875927
다사497442,37.49614156,126.9315289,368,493.33,0,상도동,114034,6,15,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,30065.42744511073
다사482439,37.49335473,126.9145816,507,398.54,0,신대방동,45025,2,6,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,29064.001794581185
다사492441,37.49521289,126.9258797,433,309.15,0,신대방동,45025,1,5,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,25185.723433454623
다사514441,37.49533122,126.9507666,454,274.38,0,상도동,114034,0,4,9,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,25347.36177309998
다사534421,37.47740762,126.9735177,476,722.48,0,사당동,95821,0,2,4,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,20872.020818019213
다사496440,37.49433347,126.9304114,405,519.0,0,상도동,114034,0,11,22,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,27119.51243917744
다사539434,37.48915,126.9790911,700,373.23,0,사당동,95821,0,5,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,20679.51920238849
다사518445,37.49895747,126.9552653,454,332.31,0,상도동,114034,0,6,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,23964.089875075402
다사492455,37.50783138,126.925783,474,362.02,0,대방동,34112,3,11,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,22508.097498772815
다사508457,37.50972064,126.9438723,275,463.82,0,노량진동,30270,3,10,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,33981.80516289237
다사501444,37.4979659,126.9360403,384,717.01,0,상도동,114034,2,5,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,25913.38137055437
다사529432,37.48729693,126.9677926,242,411.98,0,사당동,95821,3,14,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,24389.132024886243
다사495462,37.51415708,126.9291292,458,290.52,0,대방동,34112,1,10,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,25218.946504262192
다사509449,37.50251538,126.9450571,254,256.93,0,상도동,114034,6,15,25,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,25807.58952467872
다사542443,37.49727689,126.9824286,315,638.93,0,동작동,5504,4,6,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,20396.19459835952
다사480437,37.49154086,126.9123333,522,453.29,0,신대방동,45025,0,1,6,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,23402.411949825775
다사516454,37.50705894,126.9529435,353,627.37,0,상도동,114034,2,14,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,28505.449096384014
다사524438,37.49267928,126.9620982,539,844.98,0,사당동,95821,1,5,9,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,20890.910875546753
다사508449,37.50251006,126.9439258,313,356.26,0,상도동,114034,1,14,27,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,19997.50348269817
다사527432,37.48728671,126.9655303,436,570.7,0,사당동,95821,5,13,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,26214.675195976055
다사515443,37.49713912,126.9518846,269,183.92,0,상도동,114034,1,9,10,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,19889.915016720315
다사503462,37.51420048,126.9381813,452,587.39,0,노량진동,30270,2,8,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,27728.4179955838
다사483442,37.49606429,126.9156917,284,215.25,0,신대방동,45025,4,16,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15116.324747896333
다사507453,37.50611002,126.9427676,525,358.85,0,노량진동,30270,7,14,28,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,27543.154623706232
다사511459,37.51153922,126.9472533,363,332.26,0,노량진동,30270,0,7,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,25527.81966618032
다사508448,37.50160873,126.9439324,466,377.88,0,상도동,114034,1,11,23,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,22032.6031278573
다사490442,37.49610319,126.9236103,346,346.83,0,신대방동,45025,0,4,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,18402.108697108368
다사498450,37.50335758,126.9326056,348,560.07,0,상도동,114034,0,7,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,32374.455417135705
다사523457,37.50979933,126.9608439,484,246.97,0,흑석동,30047,1,12,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,23144.69013211626
다사499446,37.49975772,126.9337642,317,489.29,0,상도동,114034,3,12,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,31007.52905074666
다사499450,37.50336301,126.933737,308,494.72,0,상도동,114034,1,12,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,29158.882462556983
다사481435,37.48974384,126.9134786,252,246.35,0,신대방동,45025,0,3,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,20634.249958138636
다사493445,37.49882367,126.9269833,811,147.42,0,신대방동,45025,8,16,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15705.940438890791
다사509446,37.49981141,126.9450771,278,416.99,0,상도동,114034,2,9,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,32869.39688323995
다사539423,37.47923535,126.97916,380,371.0,0,사당동,95821,0,7,9,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,20081.294795547466
다사509444,37.49800876,126.9450904,412,588.42,0,상도동,114034,2,7,10,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,27937.75372098953
다사533435,37.49002121,126.972298,448,602.25,0,사당동,95821,3,9,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,29350.32490978822
다사495460,37.51235444,126.929143,792,245.37,0,대방동,34112,1,8,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15186.642751551151
다사496442,37.49613612,126.9303977,401,442.18,0,상도동,114034,2,13,25,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,26038.203926996688
다사494441,37.49522386,126.9281421,285,458.22,0,신대방동,45025,3,6,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,28776.096070440224
다사477434,37.48881997,126.9089611,419,406.92,0,신대방동,45025,1,10,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,29219.65716104048
다사507445,37.49889943,126.9428212,382,625.92,0,상도동,114034,5,13,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,28803.13239820482
