GID,위도,경도,생활인구수,지하철역까지거리_m_,격자_내_정류장수,법정동명,법정동_주민등록인구수,반경150m_정류장수,반경300m_정류장수,반경400m_정류장수,노선_수_,인가대수_대__합계_,배차간격_분__평균_,최소배차_분__평균_,최대배차_분__평균_,총하차인원_lightgbm
다사509444,37.49800876,126.9450904,412,588.42,0,상도동,114034,2,7,10,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,18736.854510156496
다사533435,37.49002121,126.972298,448,602.25,0,사당동,95821,3,9,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8322.220609971457
다사495460,37.51235444,126.929143,792,245.37,0,대방동,34112,1,8,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10605.869517105393
다사496442,37.49613612,126.9303977,401,442.18,0,상도동,114034,2,13,25,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7645.700793873061
다사494441,37.49522386,126.9281421,285,458.22,0,신대방동,45025,3,6,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13941.890205122385
다사477434,37.48881997,126.9089611,419,406.92,0,신대방동,45025,1,10,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11900.756037557947
다사507445,37.49889943,126.9428212,382,625.92,0,상도동,114034,5,13,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7894.826073238236
다사516446,37.49984834,126.9529962,336,403.36,0,상도동,114034,3,8,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13387.465696223508
다사512440,37.49441935,126.9485108,249,497.28,0,상도동,114034,0,6,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13902.378043908773
다사490443,37.49700451,126.9236034,658,446.85,0,신대방동,45025,3,5,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13344.069765788314
다사492440,37.49431157,126.9258866,326,237.14,0,신대방동,45025,3,7,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,18370.61228442928
다사539440,37.49455798,126.9790536,309,898.46,0,동작동,5504,1,3,7,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9825.001760289279
다사497439,37.4934376,126.9315494,326,499.44,0,상도동,114034,0,11,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8933.847204699154
다사478433,37.4879243,126.9100993,287,283.89,0,신대방동,45025,2,12,18,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8949.009021265729
다사490445,37.49880716,126.9235895,401,330.63,0,대방동,34112,5,11,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9298.58622849954
다사526435,37.48998558,126.9643799,357,836.3,0,사당동,95821,2,12,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12175.861116894172
다사527453,37.5062146,126.9653954,281,357.24,0,흑석동,30047,4,9,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11641.336449673241
다사524436,37.49087663,126.9621112,334,956.78,0,사당동,95821,0,7,10,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,17192.126175152644
다사536432,37.48733233,126.9757103,259,501.35,0,사당동,95821,5,10,18,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9009.034429347113
다사495447,37.50063727,126.9292322,334,135.93,0,대방동,34112,2,15,23,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,2998.8901745960175
다사511457,37.50973658,126.9472666,639,502.88,0,노량진동,30270,0,9,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8017.361897467456
다사498439,37.49344303,126.9326806,362,574.53,0,상도동,114034,4,19,28,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6315.095186587239
다사520440,37.49446125,126.9575605,322,398.74,0,상도동,114034,2,5,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15564.968159646955
다사509451,37.50431803,126.9450437,341,307.49,0,상도동,114034,6,18,32,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9517.385040556872
다사493444,37.49792235,126.9269902,253,227.06,0,신대방동,45025,3,14,22,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,3780.246318478553
다사491449,37.50241796,126.9246931,391,417.66,0,대방동,34112,2,10,22,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9250.689331141419
다사522451,37.50438621,126.9597515,307,613.38,0,흑석동,30047,1,9,18,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9260.015112192486
다사491456,37.5087272,126.9246447,733,374.02,0,대방동,34112,5,12,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9258.449332042937
다사509456,37.50882464,126.9450104,407,556.04,0,노량진동,30270,4,12,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13613.7001195995
다사494460,37.51234896,126.9280115,306,146.33,0,대방동,34112,4,9,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8291.474004072546
다사492443,37.49701553,126.9258659,408,365.09,0,신대방동,45025,1,9,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8435.328746482717
다사492454,37.50693006,126.9257899,276,309.53,0,대방동,34112,2,7,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,17800.882089291867
다사535424,37.48011665,126.9746297,314,595.77,0,사당동,95821,0,0,2,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14980.083494944669
다사496443,37.49703744,126.9303909,397,354.29,0,상도동,114034,5,16,29,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6839.365830194278
다사529454,37.50712614,126.9676518,294,425.54,0,흑석동,30047,3,8,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13058.60357139803
다사498443,37.49704833,126.9326534,429,491.08,0,상도동,114034,3,16,26,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6365.1260639655275
다사475433,37.48790731,126.906706,501,581.43,0,신대방동,45025,3,11,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11827.333561647254
다사478438,37.4924309,126.9100639,310,613.97,0,신대방동,45025,1,4,10,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14838.484078802252
다사515453,37.50615237,126.9518187,264,506.27,0,상도1동,9802,3,15,22,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,5304.9987044959935
다사511458,37.5106379,126.9472599,260,414.24,0,노량진동,30270,0,5,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11616.669136006061
다사501441,37.49526193,126.9360607,383,850.94,0,상도동,114034,7,21,31,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6223.857927224806
다사531433,37.48820842,126.9700484,459,402.46,0,사당동,95821,0,6,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12414.341711877743
다사531435,37.49001108,126.9700357,280,599.41,0,사당동,95821,2,7,10,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,17828.203943644196
다사506450,37.50340071,126.9416564,626,282.26,0,상도동,114034,0,13,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7630.59476939485
다사511448,37.50162466,126.9473264,281,140.74,0,상도동,114034,6,13,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7243.522284931422
다사512456,37.50884054,126.9484047,439,603.06,0,노량진동,30270,2,13,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7965.916635149467
다사493448,37.50152763,126.9269627,392,229.78,0,대방동,34112,2,8,18,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8239.14388537931
다사498449,37.50245626,126.9326124,283,493.0,0,상도동,114034,3,9,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11362.584214907123
다사501442,37.49616325,126.9360539,296,796.25,0,상도동,114034,4,16,30,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6712.10826580845
다사490452,37.5051164,126.923541,292,111.89,0,대방동,34112,4,16,22,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,3906.4416913304276
다사511454,37.50703261,126.9472865,773,475.36,0,노량진동,30270,7,14,30,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8343.878363531012
다사534422,37.47830896,126.9735114,473,740.34,0,사당동,95821,0,2,3,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14033.996903694524
다사534433,37.4882236,126.9734418,450,443.8,0,사당동,95821,3,16,22,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,5974.52623855036
다사503447,37.50068065,126.9382826,319,467.66,0,상도동,114034,0,8,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12968.282085351771
다사492449,37.50242346,126.9258245,436,367.63,0,대방동,34112,2,8,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11519.025244573513
다사499451,37.50426433,126.9337302,248,471.5,0,상도동,114034,0,12,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7546.203780415921
다사539422,37.47833402,126.9791662,253,295.43,0,사당동,95821,0,7,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,20534.52347211914
다사503441,37.49527271,126.9383231,321,1019.28,0,상도동,114034,5,15,25,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8036.658264817746
다사529429,37.48459294,126.9678117,240,291.04,0,사당동,95821,6,14,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10324.991297586033
다사515448,37.50164575,126.9518517,252,367.03,0,상도1동,9802,0,8,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6302.513602174632
다사514450,37.50344314,126.9507072,411,253.92,0,상도1동,9802,2,10,23,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,3710.4254622984336
다사480440,37.49424482,126.9123121,511,530.88,0,신대방동,45025,3,11,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11555.037890849151
다사518438,37.49264819,126.9553111,417,427.34,0,상도동,114034,3,9,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11625.346699426598
다사507451,37.50430737,126.942781,596,336.67,0,상도동,114034,3,14,31,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6032.477442018806
다사510450,37.50342201,126.9461818,319,171.0,0,상도동,114034,8,21,25,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6099.855211750726
다사503458,37.51059519,126.9382083,309,643.44,0,노량진동,30270,0,3,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13806.715062083418
다사501443,37.49706458,126.9360471,260,751.01,0,상도동,114034,2,12,26,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7408.147277728368
다사475432,37.48700599,126.9067131,603,547.44,0,신대방동,45025,2,10,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9803.129452308285
다사498445,37.49885097,126.9326397,323,401.78,0,상도동,114034,5,15,26,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8680.602150562523
다사501448,37.50157119,126.9360132,329,450.67,0,상도동,114034,2,8,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13019.453142703564
다사534423,37.47921029,126.973505,347,644.77,0,사당동,95821,0,0,2,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14291.753514105443
다사500442,37.49615785,126.9349226,284,711.67,0,상도동,114034,3,21,31,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,4967.766994426203
다사528455,37.50802237,126.966514,572,290.98,0,흑석동,30047,5,9,10,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,17433.313060780332
다사524433,37.48817264,126.9621306,321,881.79,0,사당동,95821,4,7,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,16549.98132179226
다사532428,37.48370684,126.9712113,281,109.48,0,사당동,95821,5,10,18,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8788.195109390133
다사540425,37.481043,126.9802785,269,514.71,0,사당동,95821,1,6,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13838.88337839154
다사477433,37.48791865,126.9089682,263,382.75,0,신대방동,45025,3,8,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9098.134795253976
다사515441,37.49533647,126.9518978,437,185.39,0,상도동,114034,0,4,8,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,16357.067495314013
다사482442,37.49605869,126.9145605,341,313.23,0,신대방동,45025,4,14,22,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8782.468640122874
다사491437,37.4916021,126.9247761,392,177.31,0,신대방동,45025,7,15,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6676.688948899824
다사499452,37.50516565,126.9337233,288,469.03,0,대방동,34112,4,10,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13313.260463720155
다사516441,37.49534171,126.953029,312,115.64,0,상도동,114034,3,4,9,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,16357.067495314013
다사501452,37.50517648,126.9359861,471,270.59,0,상도동,114034,5,17,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6837.830258918958
다사541443,37.49727193,126.9812973,257,707.0,0,동작동,5504,0,4,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8493.10210050529
다사497449,37.50245082,126.9314811,276,418.65,0,상도동,114034,0,9,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12267.667413609262
다사474433,37.48790162,126.9055749,276,532.28,0,신대방동,45025,2,8,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11052.2598197426
다사475431,37.48610467,126.9067203,444,502.72,0,신대방동,45025,0,12,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11282.245248095085
다사538421,37.47742769,126.9780415,243,331.91,0,사당동,95821,2,3,8,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12662.579878550032
다사495457,37.50965048,126.9291635,539,405.68,0,대방동,34112,2,9,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10117.1152963362
다사514444,37.49803519,126.9507468,251,323.43,0,상도동,114034,2,6,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14829.595979682383
다사497444,37.49794421,126.9315153,316,351.38,0,상도동,114034,4,19,26,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6540.957979618609
다사490455,37.50782036,126.9235202,291,240.78,0,대방동,34112,1,15,26,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,4963.482907402237
다사491450,37.50331928,126.9246862,421,330.51,0,대방동,34112,3,11,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9253.84682155551
다사515458,37.51065899,126.9517858,397,259.19,0,본동,10520,4,19,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,5700.217079621017
다사520448,37.50167186,126.9575083,284,691.6,0,흑석동,30047,0,3,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13911.627951448874
다사534426,37.48191428,126.9734861,332,373.04,0,사당동,95821,0,7,9,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,17566.163675144777
다사532432,37.48731216,126.9711859,521,291.87,0,사당동,95821,0,12,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9887.132308856182
다사534434,37.48912493,126.9734355,584,534.4,0,사당동,95821,2,18,22,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,4890.556559996414
다사531436,37.49091241,126.9700293,349,698.64,0,사당동,95821,2,5,9,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13819.41392707212
다사540431,37.48645099,126.980241,259,142.43,0,사당동,95821,0,12,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,5870.0488422860335
다사531423,37.47919512,126.9701121,518,617.07,0,사당동,95821,0,0,0,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14312.273441549609
다사504443,37.49708073,126.9394409,285,864.13,0,상도동,114034,4,13,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8218.564252488053
다사514462,37.51425903,126.9506279,613,286.56,0,본동,10520,0,9,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9414.703443461118
다사509441,37.49530478,126.9451104,240,760.71,0,상도동,114034,1,13,22,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,5903.0483953240555
다사530424,37.48009137,126.9689747,309,544.68,0,사당동,95821,0,2,3,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14153.907000596402
다사515440,37.49443514,126.9519044,290,254.51,0,상도동,114034,0,4,8,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,16671.5484268885
다사495442,37.49613066,126.9292665,528,409.37,0,신대방동,45025,2,15,22,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,5950.541474027887
다사512453,37.50613657,126.9484246,327,374.48,0,상도동,114034,2,22,32,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,5244.744507599824
다사501446,37.49976854,126.9360268,264,623.37,0,상도동,114034,0,4,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14445.147428799788
다사511456,37.50883525,126.9472732,347,595.2,0,노량진동,30270,4,12,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11044.25020373129
다사518446,37.4998588,126.9552587,369,424.83,0,상도동,114034,1,6,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15556.657912778674
다사532427,37.48280551,126.9712177,339,209.55,0,사당동,95821,0,7,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,18798.89793384021
다사502456,37.50878716,126.9370904,285,470.39,0,노량진동,30270,0,2,7,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13762.999928007328
다사515457,37.50975767,126.9517924,679,350.0,0,본동,10520,4,14,26,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6806.641102892165
다사506449,37.50249939,126.9416631,396,349.55,0,상도동,114034,2,9,25,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9416.043921088465
다사513453,37.50614185,126.949556,253,398.76,0,상도동,114034,2,17,31,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6691.201836569136
다사529428,37.48369161,126.9678181,334,310.71,0,사당동,95821,2,12,18,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10093.508042766087
다사518439,37.49354951,126.9553046,365,334.72,0,상도동,114034,0,7,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,17725.998960490742
다사525436,37.49088177,126.9632423,393,977.74,0,사당동,95821,0,8,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11937.8387852919
다사500450,37.50336843,126.9348683,243,401.75,0,상도동,114034,3,15,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6467.375946423412
다사532425,37.48100285,126.9712304,342,409.91,0,사당동,95821,0,0,4,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15015.54988402789
다사491454,37.50692456,126.9246586,459,222.07,0,대방동,34112,3,10,23,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,5368.506383634168
다사541435,37.49006128,126.9813472,265,362.4,0,사당동,95821,2,5,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13698.856479585029
다사495443,37.49703198,126.9292596,481,312.38,0,신대방동,45025,5,14,23,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8358.16262926834
다사514454,37.50704844,126.9506807,322,531.3,0,상도동,114034,6,14,26,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7911.077758877396
다사512457,37.50974187,126.948398,359,536.91,0,노량진동,30270,0,11,23,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8174.571904403226
다사508451,37.50431271,126.9439124,366,394.29,0,상도동,114034,4,19,28,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7410.542489828241
다사506444,37.49799277,126.9416966,462,767.31,0,상도동,114034,2,18,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,5879.800257083723
다사538430,37.48553968,126.9779851,254,357.71,0,사당동,95821,1,13,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7263.169789497002
다사515442,37.49623779,126.9518912,295,155.09,0,상도동,114034,3,8,9,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13286.016686786441
다사532431,37.48641083,126.9711922,266,191.71,0,사당동,95821,1,14,25,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6425.319344667023
다사521446,37.4998744,126.9586526,287,597.12,0,흑석동,30047,1,9,10,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11868.794858030213
다사538437,37.491849,126.9779412,275,668.78,0,사당동,95821,0,3,10,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13831.555212216284
다사536423,37.47922035,126.975767,422,597.37,0,사당동,95821,0,0,2,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14980.083494944669
다사540424,37.48014166,126.9802847,307,418.16,0,사당동,95821,1,6,9,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14777.353572300097
다사500451,37.50426975,126.9348615,363,372.8,0,상도동,114034,3,13,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7781.561867032243
다사495441,37.49522933,126.9292733,332,507.62,0,신대방동,45025,0,11,18,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8400.818913630303
다사508442,37.49620079,126.9439725,317,812.34,0,상도동,114034,5,12,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10975.977568535965
다사515454,37.5070537,126.9518121,250,583.86,0,상도1동,9802,6,12,23,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8214.028309372286
다사477435,37.48972129,126.908954,249,452.51,0,신대방동,45025,2,8,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10684.850165645843
다사534425,37.48101295,126.9734924,315,459.63,0,사당동,95821,0,1,7,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14393.21305971365
다사509443,37.49710743,126.9450971,342,680.12,0,상도동,114034,0,10,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11841.133536744883
다사510444,37.49801407,126.9462217,272,552.49,0,상도동,114034,0,6,10,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14460.30064462469
다사515459,37.51156032,126.9517792,249,178.74,0,본동,10520,8,18,23,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,4428.929498312372
다사536435,37.49003632,126.9756914,785,670.95,0,사당동,95821,4,9,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11519.662162241602
다사503460,37.51239784,126.9381948,538,605.8,0,노량진동,30270,2,9,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11183.770849655082
다사492445,37.49881818,126.9258521,351,231.41,0,신대방동,45025,3,14,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,4899.0833491336825
다사501451,37.50427516,126.9359929,243,274.87,0,상도동,114034,6,16,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7307.8687896167985
다사509442,37.49620611,126.9451038,417,753.89,0,상도동,114034,0,10,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8347.714995645185
다사526453,37.50620947,126.964264,271,322.74,0,흑석동,30047,0,12,22,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7933.522047987994
다사527452,37.50531327,126.9654019,482,448.24,0,흑석동,30047,2,9,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11693.494808813393
다사512441,37.49532067,126.9485041,355,465.71,0,상도동,114034,0,0,6,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14966.211695714475
다사500447,37.50066446,126.9348887,400,590.95,0,상도동,114034,2,11,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12674.711952368341
다사537432,37.48733734,126.9768414,428,451.94,0,사당동,95821,3,11,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8526.559810025967
다사494442,37.49612518,126.9281352,270,399.46,0,신대방동,45025,0,10,18,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8612.737268972443
다사506460,37.51241393,126.9415892,810,325.5,0,노량진동,30270,4,13,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8113.945436391053
다사510454,37.50702731,126.9461551,633,497.03,0,상도동,114034,5,19,25,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6799.353158185569
다사480442,37.49604746,126.912298,353,511.31,0,신대방동,45025,5,8,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11485.849431218221
다사506446,37.49979541,126.9416832,425,608.49,0,상도동,114034,3,13,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10761.346425487007
다사497457,37.50966139,126.9314264,299,549.47,0,대방동,34112,3,11,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12034.35063501409
