,기준_날짜,행정동_ID,승객_수,승객_수_00시,승객_수_01시,승객_수_02시,승객_수_03시,승객_수_04시,승객_수_05시,승객_수_06시,승객_수_07시,승객_수_08시,승객_수_09시,승객_수_10시,승객_수_11시,승객_수_12시,승객_수_13시,승객_수_14시,승객_수_15시,승객_수_16시,승객_수_17시,승객_수_18시,승객_수_19시,승객_수_20시,승객_수_21시,승객_수_22시,승객_수_23시,행정동_명칭,자치구_명칭,시도_명칭
1474,2025-02-05,11200690,12878.0,34.0,0.0,0.0,0.0,45.0,140.0,314.0,828.0,965.0,652.0,527.0,538.0,469.0,548.0,892.0,892.0,768.0,1007.0,933.0,738.0,465.0,907.0,698.0,518.0,신대방1동,동작구,서울
1475,2025-02-05,11200680,41714.0,80.0,1.0,0.0,0.0,22.0,638.0,1611.0,4648.0,6415.0,3613.0,1844.0,1579.0,1988.0,1906.0,1786.0,1923.0,2033.0,2608.0,3099.0,1797.0,1360.0,1300.0,1033.0,430.0,대방동,동작구,서울
1476,2025-02-05,11200670,3814.0,1.0,7.0,0.0,3.0,14.0,60.0,178.0,478.0,594.0,353.0,226.0,182.0,136.0,206.0,267.0,188.0,183.0,182.0,179.0,151.0,95.0,66.0,46.0,19.0,사당5동,동작구,서울
1477,2025-02-05,11200660,14535.0,21.0,2.0,3.0,4.0,9.0,270.0,632.0,1841.0,2699.0,1402.0,779.0,634.0,631.0,661.0,650.0,643.0,587.0,671.0,859.0,461.0,403.0,359.0,227.0,87.0,사당4동,동작구,서울
1478,2025-02-05,11200650,5846.0,10.0,0.0,1.0,2.0,0.0,84.0,290.0,628.0,697.0,510.0,283.0,321.0,283.0,265.0,296.0,295.0,280.0,332.0,434.0,280.0,221.0,163.0,120.0,51.0,사당3동,동작구,서울
1479,2025-02-05,11200630,9046.0,83.0,85.0,38.0,40.0,18.0,88.0,203.0,440.0,633.0,416.0,295.0,335.0,321.0,343.0,393.0,441.0,554.0,597.0,873.0,777.0,588.0,600.0,532.0,353.0,사당1동,동작구,서울
1480,2025-02-05,11200560,7579.0,2.0,0.0,0.0,0.0,31.0,183.0,448.0,1004.0,1240.0,645.0,411.0,360.0,422.0,374.0,338.0,331.0,361.0,370.0,395.0,274.0,170.0,118.0,77.0,25.0,상도4동,동작구,서울
1481,2025-02-05,11200550,10143.0,11.0,6.0,3.0,7.0,66.0,163.0,373.0,991.0,1183.0,698.0,499.0,450.0,498.0,467.0,582.0,527.0,612.0,590.0,697.0,533.0,428.0,400.0,265.0,94.0,상도3동,동작구,서울
1482,2025-02-05,11200540,22272.0,55.0,6.0,4.0,5.0,78.0,396.0,790.0,2267.0,2948.0,1724.0,1045.0,889.0,984.0,1067.0,935.0,1097.0,1350.0,1574.0,1610.0,1166.0,824.0,661.0,557.0,240.0,상도2동,동작구,서울
1483,2025-02-05,11200530,50299.0,137.0,15.0,4.0,10.0,74.0,653.0,1752.0,4993.0,6562.0,4028.0,2269.0,1965.0,2345.0,2389.0,2157.0,2419.0,2742.0,3488.0,3701.0,2726.0,1978.0,1618.0,1455.0,819.0,상도1동,동작구,서울
1484,2025-02-05,11200520,20383.0,114.0,66.0,33.0,30.0,128.0,268.0,492.0,1126.0,1755.0,1096.0,711.0,706.0,830.0,902.0,895.0,946.0,1140.0,1561.0,2166.0,1594.0,1103.0,1112.0,1133.0,476.0,노량진2동,동작구,서울
1485,2025-02-04,11200730,44374.0,110.0,1.0,0.0,0.0,7.0,414.0,1190.0,3658.0,4977.0,2744.0,1711.0,1683.0,1804.0,1873.0,1883.0,2161.0,2645.0,3512.0,4753.0,2706.0,2250.0,1994.0,1601.0,697.0,사당2동,동작구,서울
1486,2025-02-04,11200720,57698.0,171.0,10.0,5.0,4.0,118.0,1089.0,1944.0,5682.0,7825.0,3921.0,1995.0,1986.0,2283.0,2559.0,2216.0,2137.0,2702.0,3768.0,4813.0,3317.0,2522.0,2730.0,2792.0,1109.0,노량진1동,동작구,서울
1487,2025-02-04,11200710,25388.0,86.0,0.0,0.0,0.0,21.0,332.0,688.0,2003.0,2308.0,1490.0,1114.0,1037.0,1309.0,1384.0,1341.0,1598.0,1767.0,2307.0,1878.0,1344.0,1091.0,932.0,885.0,473.0,흑석동,동작구,서울
1488,2025-02-04,11200700,16532.0,35.0,11.0,8.0,7.0,88.0,198.0,482.0,1299.0,1586.0,1041.0,769.0,737.0,723.0,677.0,743.0,981.0,910.0,1563.0,2011.0,874.0,688.0,533.0,397.0,171.0,신대방2동,동작구,서울
1489,2025-02-04,11200690,12071.0,23.0,0.0,0.0,0.0,49.0,148.0,347.0,793.0,1075.0,678.0,588.0,584.0,556.0,583.0,587.0,730.0,752.0,960.0,942.0,740.0,535.0,595.0,541.0,265.0,신대방1동,동작구,서울
1490,2025-02-04,11200680,40940.0,82.0,0.0,0.0,0.0,27.0,673.0,1610.0,4608.0,6551.0,3495.0,1761.0,1629.0,1836.0,1841.0,1833.0,1807.0,1993.0,2397.0,3089.0,1758.0,1379.0,1155.0,967.0,449.0,대방동,동작구,서울
1491,2025-02-04,11200670,3778.0,2.0,4.0,0.0,5.0,17.0,63.0,199.0,509.0,591.0,356.0,213.0,206.0,163.0,140.0,267.0,178.0,202.0,171.0,175.0,99.0,98.0,58.0,49.0,13.0,사당5동,동작구,서울
1492,2025-02-04,11200660,14360.0,26.0,7.0,3.0,3.0,7.0,255.0,666.0,1814.0,2710.0,1499.0,753.0,639.0,650.0,622.0,562.0,595.0,615.0,637.0,796.0,479.0,370.0,329.0,212.0,111.0,사당4동,동작구,서울
1493,2025-02-04,11200650,5799.0,11.0,1.0,1.0,2.0,0.0,84.0,304.0,646.0,740.0,466.0,307.0,280.0,285.0,289.0,246.0,283.0,279.0,323.0,376.0,303.0,195.0,195.0,137.0,46.0,사당3동,동작구,서울
1494,2025-02-04,11200630,8767.0,78.0,73.0,28.0,40.0,23.0,94.0,185.0,440.0,682.0,417.0,288.0,286.0,318.0,310.0,386.0,430.0,498.0,626.0,826.0,730.0,575.0,546.0,548.0,340.0,사당1동,동작구,서울
1495,2025-02-04,11200560,7503.0,8.0,0.0,0.0,0.0,28.0,170.0,437.0,1036.0,1199.0,701.0,406.0,370.0,371.0,392.0,347.0,322.0,352.0,359.0,366.0,221.0,188.0,118.0,66.0,46.0,상도4동,동작구,서울
1496,2025-02-04,11200550,10005.0,14.0,4.0,0.0,5.0,67.0,171.0,366.0,995.0,1241.0,740.0,463.0,431.0,514.0,466.0,488.0,525.0,585.0,544.0,628.0,556.0,440.0,365.0,301.0,96.0,상도3동,동작구,서울
1497,2025-02-04,11200540,21892.0,48.0,10.0,7.0,5.0,78.0,370.0,798.0,2323.0,2928.0,1795.0,1047.0,903.0,1001.0,1056.0,948.0,1000.0,1233.0,1472.0,1586.0,1045.0,789.0,640.0,568.0,242.0,상도2동,동작구,서울
1498,2025-02-04,11200530,49376.0,127.0,6.0,7.0,9.0,76.0,676.0,1777.0,5160.0,6642.0,3908.0,2218.0,1889.0,2204.0,2322.0,2063.0,2318.0,2592.0,3299.0,3722.0,2634.0,1909.0,1638.0,1383.0,797.0,상도1동,동작구,서울
1499,2025-02-04,11200520,20032.0,91.0,54.0,30.0,36.0,110.0,278.0,501.0,1102.0,1800.0,1050.0,718.0,743.0,843.0,834.0,878.0,959.0,1024.0,1456.0,2218.0,1580.0,1089.0,1109.0,1074.0,455.0,노량진2동,동작구,서울
1500,2025-02-03,11200730,46886.0,111.0,1.0,0.0,0.0,4.0,468.0,1269.0,3862.0,4995.0,2823.0,1864.0,1784.0,2057.0,2127.0,2111.0,2432.0,2972.0,3662.0,5041.0,2925.0,2345.0,1973.0,1474.0,586.0,사당2동,동작구,서울
1501,2025-02-03,11200720,59602.0,160.0,16.0,5.0,4.0,98.0,1186.0,2049.0,5880.0,7785.0,4028.0,2282.0,2124.0,2413.0,2786.0,2440.0,2495.0,2836.0,3734.0,4912.0,3395.0,2616.0,2576.0,2801.0,981.0,노량진1동,동작구,서울
1502,2025-02-03,11200710,27246.0,74.0,0.0,0.0,0.0,23.0,381.0,761.0,2204.0,2384.0,1577.0,1242.0,1227.0,1397.0,1604.0,1436.0,1702.0,1950.0,2396.0,1958.0,1604.0,1108.0,933.0,879.0,406.0,흑석동,동작구,서울
1503,2025-02-03,11200700,17044.0,34.0,11.0,2.0,11.0,77.0,206.0,511.0,1377.0,1556.0,1105.0,865.0,763.0,759.0,735.0,981.0,948.0,913.0,1581.0,2033.0,911.0,667.0,535.0,325.0,138.0,신대방2동,동작구,서울
1504,2025-02-03,11200690,12461.0,21.0,0.0,0.0,0.0,42.0,155.0,330.0,841.0,1050.0,755.0,697.0,622.0,646.0,638.0,625.0,701.0,762.0,990.0,945.0,739.0,492.0,512.0,532.0,366.0,신대방1동,동작구,서울
1505,2025-02-03,11200680,42718.0,63.0,0.0,0.0,0.0,19.0,696.0,1645.0,4836.0,6502.0,3580.0,2161.0,1795.0,2007.0,2016.0,2083.0,1962.0,2102.0,2497.0,3239.0,1804.0,1281.0,1221.0,866.0,343.0,대방동,동작구,서울
1506,2025-02-03,11200670,3656.0,1.0,2.0,3.0,3.0,15.0,63.0,194.0,453.0,563.0,359.0,266.0,227.0,144.0,163.0,160.0,155.0,197.0,154.0,183.0,119.0,114.0,64.0,44.0,10.0,사당5동,동작구,서울
1507,2025-02-03,11200660,14694.0,22.0,5.0,6.0,5.0,4.0,288.0,701.0,1937.0,2601.0,1456.0,756.0,706.0,663.0,681.0,658.0,637.0,634.0,682.0,770.0,470.0,396.0,326.0,205.0,85.0,사당4동,동작구,서울
1508,2025-02-03,11200650,6066.0,3.0,3.0,0.0,2.0,0.0,98.0,333.0,627.0,685.0,505.0,336.0,313.0,300.0,333.0,294.0,290.0,319.0,336.0,421.0,301.0,204.0,202.0,126.0,35.0,사당3동,동작구,서울
1509,2025-02-03,11200630,8876.0,96.0,59.0,26.0,18.0,13.0,106.0,179.0,473.0,620.0,457.0,290.0,300.0,361.0,350.0,427.0,483.0,490.0,645.0,836.0,685.0,569.0,579.0,499.0,315.0,사당1동,동작구,서울
1510,2025-02-03,11200560,7798.0,3.0,0.0,0.0,0.0,31.0,191.0,419.0,999.0,1253.0,715.0,509.0,388.0,413.0,424.0,410.0,370.0,322.0,370.0,323.0,239.0,165.0,125.0,93.0,36.0,상도4동,동작구,서울
1511,2025-02-03,11200550,10511.0,10.0,5.0,6.0,5.0,73.0,185.0,369.0,1004.0,1253.0,772.0,577.0,489.0,578.0,541.0,547.0,534.0,647.0,611.0,669.0,540.0,430.0,349.0,233.0,84.0,상도3동,동작구,서울
1512,2025-02-03,11200540,23005.0,61.0,10.0,8.0,6.0,76.0,413.0,874.0,2290.0,2957.0,1735.0,1158.0,1069.0,1137.0,1195.0,1028.0,1239.0,1365.0,1462.0,1673.0,1080.0,784.0,644.0,539.0,202.0,상도2동,동작구,서울
1513,2025-02-03,11200530,51469.0,113.0,11.0,8.0,9.0,71.0,720.0,1865.0,5401.0,6646.0,4004.0,2433.0,2089.0,2437.0,2602.0,2307.0,2485.0,2776.0,3420.0,3774.0,2767.0,1880.0,1635.0,1298.0,718.0,상도1동,동작구,서울
1514,2025-02-03,11200520,20860.0,94.0,38.0,36.0,26.0,113.0,274.0,528.0,1154.0,1737.0,1107.0,820.0,805.0,842.0,1014.0,982.0,1062.0,1122.0,1497.0,2202.0,1696.0,1149.0,1089.0,1052.0,421.0,노량진2동,동작구,서울
1515,2025-02-02,11200730,24928.0,32.0,0.0,0.0,0.0,4.0,192.0,354.0,388.0,779.0,1190.0,1457.0,1431.0,1923.0,2167.0,2020.0,2281.0,2034.0,1813.0,1560.0,1335.0,1342.0,1236.0,1012.0,378.0,사당2동,동작구,서울
1516,2025-02-02,11200720,34787.0,94.0,13.0,4.0,6.0,11.0,438.0,559.0,760.0,1182.0,1791.0,2164.0,2270.0,2495.0,2780.0,2539.0,2567.0,2569.0,2640.0,2289.0,1968.0,1786.0,1703.0,1439.0,720.0,노량진1동,동작구,서울
1517,2025-02-02,11200710,12679.0,47.0,0.0,0.0,0.0,6.0,119.0,205.0,331.0,475.0,563.0,761.0,755.0,1030.0,1060.0,1005.0,1030.0,981.0,936.0,772.0,586.0,580.0,611.0,562.0,264.0,흑석동,동작구,서울
1518,2025-02-02,11200700,7433.0,16.0,7.0,4.0,8.0,24.0,85.0,122.0,214.0,343.0,441.0,472.0,435.0,603.0,602.0,552.0,602.0,624.0,515.0,478.0,391.0,322.0,289.0,188.0,96.0,신대방2동,동작구,서울
1519,2025-02-02,11200690,7930.0,15.0,0.0,0.0,0.0,11.0,50.0,99.0,153.0,268.0,371.0,506.0,537.0,479.0,682.0,753.0,637.0,526.0,625.0,567.0,487.0,396.0,303.0,317.0,148.0,신대방1동,동작구,서울
1520,2025-02-02,11200680,20835.0,35.0,0.0,0.0,0.0,6.0,244.0,369.0,622.0,1017.0,1384.0,1536.0,1315.0,1684.0,1789.0,1715.0,1584.0,1693.0,1396.0,1130.0,907.0,779.0,739.0,614.0,277.0,대방동,동작구,서울
1521,2025-02-02,11200670,1987.0,1.0,1.0,2.0,2.0,0.0,23.0,54.0,57.0,99.0,165.0,197.0,170.0,175.0,169.0,175.0,148.0,154.0,125.0,104.0,59.0,37.0,24.0,35.0,11.0,사당5동,동작구,서울
1522,2025-02-02,11200660,7244.0,8.0,7.0,2.0,4.0,3.0,106.0,175.0,245.0,374.0,595.0,672.0,541.0,590.0,689.0,624.0,527.0,474.0,426.0,318.0,276.0,195.0,201.0,131.0,61.0,사당4동,동작구,서울
1523,2025-02-02,11200650,3272.0,7.0,0.0,0.0,0.0,1.0,20.0,62.0,99.0,192.0,243.0,307.0,244.0,300.0,237.0,249.0,238.0,225.0,216.0,172.0,153.0,96.0,112.0,70.0,29.0,사당3동,동작구,서울
1524,2025-02-02,11200630,6096.0,146.0,42.0,31.0,21.0,22.0,59.0,86.0,93.0,138.0,250.0,304.0,297.0,314.0,319.0,421.0,462.0,430.0,449.0,402.0,380.0,392.0,439.0,369.0,230.0,사당1동,동작구,서울
1525,2025-02-02,11200560,3946.0,6.0,0.0,0.0,0.0,2.0,62.0,95.0,144.0,274.0,338.0,370.0,321.0,362.0,354.0,324.0,227.0,292.0,226.0,181.0,134.0,91.0,72.0,48.0,23.0,상도4동,동작구,서울
1526,2025-02-02,11200550,6242.0,13.0,10.0,5.0,10.0,13.0,81.0,100.0,154.0,258.0,397.0,454.0,433.0,523.0,519.0,546.0,433.0,478.0,420.0,360.0,289.0,272.0,197.0,193.0,84.0,상도3동,동작구,서울
1527,2025-02-02,11200540,11111.0,18.0,9.0,8.0,2.0,16.0,141.0,211.0,280.0,549.0,774.0,818.0,771.0,900.0,945.0,914.0,808.0,813.0,710.0,643.0,540.0,439.0,350.0,303.0,149.0,상도2동,동작구,서울
1528,2025-02-02,11200530,25916.0,50.0,9.0,6.0,5.0,16.0,319.0,438.0,653.0,1142.0,1645.0,1902.0,1661.0,2137.0,2184.0,2015.0,1873.0,1897.0,1904.0,1454.0,1188.0,1032.0,936.0,910.0,540.0,상도1동,동작구,서울
1529,2025-02-02,11200520,11585.0,83.0,48.0,16.0,16.0,41.0,122.0,191.0,221.0,427.0,556.0,597.0,618.0,675.0,808.0,794.0,795.0,884.0,919.0,856.0,668.0,710.0,682.0,582.0,276.0,노량진2동,동작구,서울
1530,2025-02-01,11200730,33340.0,64.0,0.0,0.0,0.0,3.0,297.0,483.0,664.0,1201.0,1596.0,1800.0,2028.0,2480.0,2706.0,2702.0,2881.0,2795.0,2515.0,2003.0,1477.0,1696.0,1627.0,1551.0,771.0,사당2동,동작구,서울
1531,2025-02-01,11200720,44825.0,148.0,11.0,12.0,5.0,43.0,699.0,761.0,1127.0,1740.0,2173.0,2383.0,2551.0,2953.0,3310.0,3100.0,2811.0,3370.0,3502.0,3336.0,2408.0,2267.0,2467.0,2378.0,1270.0,노량진1동,동작구,서울
1532,2025-02-01,11200710,16382.0,66.0,0.0,0.0,0.0,15.0,221.0,246.0,463.0,629.0,822.0,1006.0,1142.0,1207.0,1348.0,1311.0,1202.0,1129.0,1230.0,1064.0,762.0,684.0,651.0,786.0,398.0,흑석동,동작구,서울
1533,2025-02-01,11200700,9397.0,33.0,10.0,9.0,3.0,42.0,110.0,179.0,274.0,481.0,555.0,534.0,652.0,744.0,760.0,662.0,724.0,717.0,687.0,595.0,418.0,411.0,346.0,302.0,149.0,신대방2동,동작구,서울
1534,2025-02-01,11200690,8505.0,25.0,0.0,0.0,0.0,32.0,92.0,144.0,216.0,372.0,418.0,544.0,581.0,844.0,1065.0,618.0,597.0,547.0,524.0,394.0,364.0,342.0,286.0,302.0,198.0,신대방1동,동작구,서울
1535,2025-02-01,11200680,26318.0,72.0,1.0,0.0,0.0,4.0,415.0,661.0,932.0,1556.0,1923.0,1719.0,1913.0,2070.0,2198.0,1926.0,1886.0,1809.0,1690.0,1453.0,1067.0,972.0,870.0,730.0,451.0,대방동,동작구,서울
1536,2025-02-01,11200670,2430.0,0.0,1.0,0.0,1.0,2.0,37.0,77.0,73.0,173.0,218.0,209.0,225.0,195.0,188.0,199.0,144.0,155.0,154.0,134.0,74.0,78.0,51.0,27.0,15.0,사당5동,동작구,서울
1537,2025-02-01,11200660,9401.0,11.0,6.0,2.0,3.0,3.0,145.0,226.0,355.0,661.0,795.0,701.0,807.0,769.0,892.0,760.0,586.0,595.0,561.0,436.0,295.0,274.0,232.0,183.0,103.0,사당4동,동작구,서울
1538,2025-02-01,11200650,4204.0,2.0,1.0,3.0,2.0,0.0,42.0,99.0,140.0,242.0,369.0,307.0,323.0,382.0,339.0,297.0,294.0,268.0,278.0,226.0,159.0,130.0,131.0,106.0,64.0,사당3동,동작구,서울
1539,2025-02-01,11200630,6995.0,258.0,80.0,60.0,45.0,24.0,85.0,103.0,130.0,183.0,248.0,240.0,277.0,323.0,371.0,395.0,452.0,467.0,485.0,474.0,480.0,414.0,493.0,507.0,401.0,사당1동,동작구,서울
1540,2025-02-01,11200560,5254.0,5.0,0.0,0.0,0.0,12.0,101.0,136.0,225.0,409.0,464.0,441.0,437.0,436.0,472.0,336.0,319.0,364.0,330.0,249.0,167.0,151.0,103.0,62.0,35.0,상도4동,동작구,서울
1541,2025-02-01,11200550,7759.0,18.0,6.0,6.0,1.0,29.0,107.0,165.0,249.0,413.0,508.0,473.0,545.0,617.0,614.0,611.0,505.0,591.0,502.0,479.0,367.0,312.0,309.0,231.0,101.0,상도3동,동작구,서울
1542,2025-02-01,11200540,15039.0,46.0,14.0,5.0,4.0,33.0,239.0,308.0,456.0,791.0,1002.0,983.0,1028.0,1250.0,1297.0,1149.0,1155.0,1105.0,987.0,909.0,617.0,567.0,450.0,387.0,257.0,상도2동,동작구,서울
1543,2025-02-01,11200530,32346.0,90.0,8.0,8.0,8.0,22.0,410.0,646.0,885.0,1706.0,2246.0,2176.0,2382.0,2427.0,2575.0,2488.0,2260.0,2366.0,2207.0,1829.0,1385.0,1173.0,1246.0,1102.0,701.0,상도1동,동작구,서울
1544,2025-02-01,11200520,14871.0,149.0,62.0,42.0,23.0,50.0,167.0,262.0,355.0,519.0,666.0,657.0,764.0,879.0,990.0,899.0,947.0,1075.0,1248.0,1219.0,844.0,866.0,852.0,811.0,525.0,노량진2동,동작구,서울
1545,2025-01-31,11200730,41367.0,188.0,0.0,0.0,0.0,3.0,334.0,872.0,2464.0,3435.0,2342.0,1827.0,1864.0,2188.0,2241.0,2174.0,2557.0,2760.0,3415.0,3865.0,2425.0,1889.0,1777.0,1748.0,999.0,사당2동,동작구,서울
1546,2025-01-31,11200720,53063.0,266.0,17.0,3.0,8.0,103.0,913.0,1414.0,3708.0,5365.0,3127.0,2140.0,2181.0,2339.0,2690.0,2583.0,2536.0,3009.0,3759.0,4547.0,2907.0,2407.0,2732.0,2750.0,1559.0,노량진1동,동작구,서울
1547,2025-01-31,11200710,23010.0,89.0,0.0,0.0,0.0,23.0,310.0,494.0,1468.0,1729.0,1199.0,1051.0,1126.0,1299.0,1506.0,1348.0,1462.0,1660.0,2187.0,1635.0,1267.0,877.0,904.0,853.0,523.0,흑석동,동작구,서울
1548,2025-01-31,11200700,13860.0,53.0,11.0,4.0,8.0,63.0,170.0,342.0,926.0,1145.0,802.0,727.0,759.0,711.0,722.0,815.0,896.0,897.0,1197.0,1508.0,713.0,471.0,416.0,318.0,186.0,신대방2동,동작구,서울
1549,2025-01-31,11200690,10874.0,32.0,0.0,0.0,0.0,47.0,120.0,248.0,576.0,707.0,578.0,584.0,636.0,633.0,634.0,584.0,633.0,714.0,933.0,821.0,603.0,454.0,427.0,549.0,361.0,신대방1동,동작구,서울
1550,2025-01-31,11200680,35539.0,90.0,1.0,1.0,0.0,23.0,542.0,1199.0,3133.0,4443.0,2734.0,1802.0,1737.0,1928.0,1862.0,1846.0,1903.0,2170.0,2321.0,2561.0,1568.0,1222.0,1028.0,951.0,474.0,대방동,동작구,서울
1551,2025-01-31,11200670,3371.0,2.0,4.0,3.0,3.0,8.0,56.0,130.0,313.0,396.0,295.0,211.0,216.0,191.0,205.0,175.0,204.0,201.0,196.0,196.0,133.0,106.0,51.0,47.0,29.0,사당5동,동작구,서울
1552,2025-01-31,11200660,12320.0,34.0,4.0,4.0,2.0,7.0,209.0,515.0,1250.0,1783.0,1146.0,730.0,687.0,697.0,634.0,606.0,612.0,634.0,712.0,659.0,429.0,340.0,300.0,218.0,108.0,사당4동,동작구,서울
1553,2025-01-31,11200650,5613.0,8.0,1.0,3.0,0.0,3.0,53.0,210.0,447.0,566.0,410.0,318.0,301.0,320.0,404.0,368.0,326.0,343.0,293.0,388.0,286.0,169.0,168.0,179.0,49.0,사당3동,동작구,서울
1554,2025-01-31,11200630,8236.0,152.0,116.0,49.0,26.0,15.0,82.0,136.0,306.0,412.0,339.0,317.0,313.0,354.0,380.0,393.0,448.0,526.0,616.0,726.0,589.0,471.0,533.0,523.0,414.0,사당1동,동작구,서울
1555,2025-01-31,11200560,6882.0,5.0,0.0,0.0,0.0,25.0,156.0,306.0,706.0,855.0,567.0,418.0,402.0,420.0,451.0,352.0,391.0,380.0,424.0,387.0,233.0,150.0,122.0,98.0,34.0,상도4동,동작구,서울
1556,2025-01-31,11200550,9328.0,27.0,12.0,8.0,6.0,62.0,138.0,273.0,620.0,961.0,655.0,514.0,450.0,522.0,464.0,610.0,539.0,570.0,626.0,586.0,546.0,372.0,343.0,286.0,138.0,상도3동,동작구,서울
1557,2025-01-31,11200540,20519.0,64.0,14.0,7.0,7.0,69.0,312.0,590.0,1497.0,2142.0,1414.0,1134.0,1070.0,1127.0,1236.0,1198.0,1276.0,1315.0,1471.0,1544.0,988.0,633.0,556.0,558.0,297.0,상도2동,동작구,서울
1558,2025-01-31,11200530,43788.0,138.0,9.0,5.0,11.0,70.0,548.0,1364.0,3493.0,4699.0,3218.0,2099.0,2051.0,2323.0,2498.0,2229.0,2402.0,2734.0,3193.0,3206.0,2271.0,1706.0,1416.0,1233.0,872.0,상도1동,동작구,서울
1559,2025-01-31,11200520,18563.0,157.0,69.0,56.0,24.0,102.0,228.0,366.0,804.0,1269.0,857.0,734.0,738.0,888.0,1011.0,1009.0,1067.0,1115.0,1296.0,1773.0,1296.0,978.0,1068.0,1056.0,602.0,노량진2동,동작구,서울
1560,2025-01-30,11200730,19216.0,51.0,8.0,2.0,0.0,2.0,111.0,279.0,302.0,484.0,720.0,1039.0,1214.0,1419.0,1617.0,1539.0,1588.0,1634.0,1415.0,1227.0,1004.0,1102.0,1067.0,913.0,479.0,사당2동,동작구,서울
1561,2025-01-30,11200720,27596.0,127.0,35.0,2.0,11.0,26.0,308.0,403.0,554.0,828.0,1103.0,1365.0,1577.0,1761.0,1951.0,1965.0,1973.0,2184.0,2227.0,1945.0,1563.0,1565.0,1733.0,1566.0,824.0,노량진1동,동작구,서울
1562,2025-01-30,11200710,9677.0,52.0,4.0,1.0,0.0,4.0,93.0,123.0,244.0,286.0,359.0,469.0,565.0,658.0,672.0,832.0,798.0,769.0,767.0,688.0,559.0,473.0,534.0,441.0,286.0,흑석동,동작구,서울
1563,2025-01-30,11200700,5594.0,31.0,10.0,4.0,9.0,18.0,67.0,98.0,130.0,207.0,278.0,281.0,355.0,399.0,410.0,411.0,475.0,413.0,408.0,412.0,338.0,241.0,282.0,207.0,110.0,신대방2동,동작구,서울
1564,2025-01-30,11200690,4443.0,17.0,0.0,0.0,0.0,6.0,41.0,74.0,117.0,153.0,176.0,217.0,263.0,323.0,323.0,336.0,324.0,259.0,385.0,347.0,282.0,248.0,234.0,200.0,118.0,신대방1동,동작구,서울
1565,2025-01-30,11200680,14580.0,62.0,8.0,0.0,0.0,7.0,191.0,299.0,405.0,549.0,817.0,888.0,1055.0,1094.0,1229.0,1149.0,1067.0,1131.0,1014.0,913.0,722.0,611.0,613.0,496.0,260.0,대방동,동작구,서울
1566,2025-01-30,11200670,1420.0,5.0,2.0,1.0,3.0,0.0,18.0,25.0,26.0,47.0,84.0,98.0,137.0,125.0,116.0,116.0,119.0,101.0,124.0,99.0,52.0,45.0,32.0,26.0,19.0,사당5동,동작구,서울
1567,2025-01-30,11200660,5405.0,17.0,5.0,1.0,6.0,2.0,95.0,131.0,145.0,284.0,337.0,400.0,447.0,458.0,441.0,491.0,406.0,377.0,334.0,256.0,174.0,205.0,190.0,143.0,60.0,사당4동,동작구,서울
1568,2025-01-30,11200650,2540.0,3.0,2.0,0.0,0.0,0.0,18.0,52.0,49.0,86.0,152.0,149.0,221.0,235.0,219.0,185.0,189.0,184.0,207.0,170.0,127.0,80.0,107.0,61.0,44.0,사당3동,동작구,서울
1569,2025-01-30,11200630,4267.0,149.0,63.0,35.0,25.0,3.0,25.0,50.0,43.0,72.0,102.0,108.0,177.0,174.0,219.0,244.0,319.0,317.0,343.0,324.0,292.0,300.0,359.0,297.0,227.0,사당1동,동작구,서울
1570,2025-01-30,11200560,3243.0,3.0,0.0,0.0,0.0,6.0,51.0,76.0,98.0,139.0,191.0,229.0,304.0,319.0,286.0,302.0,257.0,237.0,219.0,146.0,138.0,98.0,67.0,56.0,21.0,상도4동,동작구,서울
1571,2025-01-30,11200550,4673.0,19.0,9.0,2.0,10.0,9.0,58.0,72.0,108.0,156.0,187.0,247.0,293.0,362.0,412.0,390.0,367.0,338.0,366.0,313.0,258.0,218.0,236.0,174.0,69.0,상도3동,동작구,서울
1572,2025-01-30,11200540,8325.0,33.0,9.0,4.0,8.0,15.0,140.0,157.0,201.0,323.0,462.0,485.0,593.0,680.0,708.0,647.0,654.0,600.0,608.0,514.0,384.0,393.0,302.0,271.0,134.0,상도2동,동작구,서울
1573,2025-01-30,11200530,18553.0,89.0,18.0,5.0,10.0,4.0,219.0,320.0,396.0,582.0,940.0,1019.0,1283.0,1415.0,1471.0,1449.0,1339.0,1500.0,1393.0,1210.0,955.0,854.0,833.0,815.0,434.0,상도1동,동작구,서울
1574,2025-01-30,11200520,9587.0,111.0,60.0,25.0,27.0,35.0,76.0,134.0,181.0,237.0,307.0,363.0,488.0,522.0,564.0,644.0,718.0,741.0,804.0,717.0,555.0,614.0,672.0,676.0,316.0,노량진2동,동작구,서울
1575,2025-01-29,11200730,16102.0,27.0,5.0,1.0,0.0,0.0,155.0,298.0,422.0,574.0,622.0,909.0,1184.0,1344.0,1414.0,1445.0,1294.0,1228.0,1318.0,860.0,708.0,676.0,697.0,602.0,319.0,사당2동,동작구,서울
1576,2025-01-29,11200720,22880.0,109.0,22.0,17.0,5.0,24.0,343.0,504.0,775.0,821.0,951.0,1224.0,1453.0,1501.0,1603.0,1671.0,1587.0,1731.0,1742.0,1537.0,1294.0,1254.0,1156.0,987.0,569.0,노량진1동,동작구,서울
