GID,위도,경도,생활인구수,지하철역까지거리(m),격자_내_정류장수,법정동명,법정동_주민등록인구수,반경150m_정류장수,반경300m_정류장수,반경400m_정류장수,노선(수),"인가대수(대, 합계)","배차간격(분, 평균)","최소배차(분, 평균)","최대배차(분, 평균)",총하차인원_lr
다사532453,37.50624006,126.9710524,294,737.37,0,흑석동,30047,2,6,6,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10317.657966094499
다사503446,37.49977933,126.9382893,307,567.0,0,상도동,114034,0,6,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10494.62246041371
다사502459,37.51149113,126.9370701,284,731.41,0,노량진동,30270,0,9,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7967.961115348238
다사501440,37.4943606,126.9360674,298,878.74,0,상도동,114034,5,22,27,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8599.171938394922
다사524437,37.49177796,126.9621047,534,897.03,0,사당동,95821,1,4,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7553.331195081553
다사537422,37.47832403,126.9769043,420,462.06,0,사당동,95821,0,2,3,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12488.942929008648
다사521448,37.50167705,126.9586396,624,746.27,0,흑석동,30047,0,9,10,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6095.135537640339
다사491443,37.49701003,126.9247346,305,430.16,0,신대방동,45025,2,6,18,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9557.635719665946
다사530431,37.48640069,126.9689301,354,270.55,0,사당동,95821,5,12,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13261.524994888192
다사479436,37.4906339,126.9112092,404,390.08,0,신대방동,45025,0,2,8,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10420.917551583501
다사516445,37.49894702,126.9530027,258,304.39,0,상도동,114034,5,10,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15837.727390711398
다사531437,37.49181374,126.9700229,276,798.11,0,사당동,95821,2,5,8,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11198.518748979704
다사499447,37.50065904,126.9337574,320,499.77,0,상도동,114034,6,11,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13802.732430544796
다사504458,37.51060057,126.9393398,263,601.98,0,노량진동,30270,2,5,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9545.797208513932
다사537436,37.49094266,126.9768163,412,655.99,0,사당동,95821,2,7,9,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11142.297090571894
다사538434,37.48914501,126.97796,347,451.34,0,사당동,95821,1,6,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11694.89962874354
다사483440,37.49426165,126.9157057,658,258.31,0,신대방동,45025,4,11,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10300.856416337205
다사527449,37.50260929,126.9654211,286,735.77,0,흑석동,30047,2,4,5,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10561.742059630007
다사482437,37.49155209,126.9145956,269,461.65,0,신대방동,45025,0,2,6,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11273.13291089252
다사516447,37.50074967,126.9529896,429,499.19,0,상도동,114034,4,10,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13155.182989734874
다사539428,37.48374201,126.9791287,253,389.8,0,사당동,95821,5,13,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14152.9612533979
다사538431,37.48644101,126.9779788,308,341.98,0,사당동,95821,0,16,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9008.20895521648
다사534436,37.49092759,126.9734228,438,723.25,0,사당동,95821,3,11,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9501.432392981042
다사540434,37.48915498,126.9802223,276,307.9,0,사당동,95821,0,7,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11952.523463694135
다사535421,37.47741266,126.9746486,400,623.82,0,사당동,95821,0,4,4,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11351.42225446825
다사489445,37.49880163,126.9224582,651,241.23,0,대방동,34112,4,14,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9759.343727929001
다사516449,37.50255232,126.9529764,422,444.27,0,상도1동,9802,2,8,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8172.554199131977
다사533424,37.48010657,126.9723677,336,521.42,0,사당동,95821,0,0,1,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13043.156485175272
다사531422,37.47829379,126.9701184,258,605.67,0,사당동,95821,0,0,1,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12950.723630280685
다사507450,37.50340605,126.9427877,426,368.47,0,상도동,114034,0,14,29,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7232.757913567473
다사532434,37.48911482,126.9711732,688,492.27,0,사당동,95821,4,6,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9985.338586279793
다사514442,37.49623254,126.95076,747,254.89,0,상도동,114034,0,6,8,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11237.143784894852
다사532422,37.47829885,126.9712494,365,703.56,0,사당동,95821,0,1,2,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11441.033614692582
다사479438,37.49243654,126.9111951,484,575.31,0,신대방동,45025,1,2,10,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8829.018438286297
다사534429,37.48461828,126.9734671,356,208.3,0,사당동,95821,5,15,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13513.296991314359
다사491447,37.50061531,126.924707,368,325.44,0,대방동,34112,1,10,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8583.451838003302
다사506443,37.49709144,126.9417034,255,839.69,0,상도동,114034,4,19,23,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9411.108034766912
다사508454,37.50701668,126.9438923,535,492.59,0,노량진동,30270,3,14,32,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,4669.686143439567
다사491448,37.50151664,126.9247001,468,369.26,0,대방동,34112,0,11,18,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7621.848295144859
다사524447,37.50079123,126.9620401,412,895.58,0,흑석동,30047,3,12,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7339.827966928975
다사492458,37.51053534,126.9257623,356,230.38,0,대방동,34112,2,11,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,8913.20577047728
다사492444,37.49791685,126.925859,551,288.75,0,신대방동,45025,1,13,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7873.5331720675695
다사514455,37.50794976,126.9506741,366,573.37,0,상도동,114034,5,14,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10698.176218850884
다사524449,37.50259388,126.9620271,486,728.53,0,흑석동,30047,3,11,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7446.576327003213
다사531432,37.48730709,126.9700548,318,305.7,0,사당동,95821,0,12,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9820.553425200154
다사523458,37.51070066,126.9608374,417,296.89,0,흑석동,30047,4,8,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12278.339448215946
