GID,위도,경도,생활인구수,지하철역까지거리(m),격자_내_정류장수,법정동명,법정동_주민등록인구수,반경150m_정류장수,반경300m_정류장수,반경400m_정류장수,노선(수),"인가대수(대, 합계)","배차간격(분, 평균)","최소배차(분, 평균)","최대배차(분, 평균)",총하차인원_lr
다사495448,37.50153859,126.9292253,320,221.19,0,상도동,114034,1,8,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11591.991329313087
다사513449,37.50253655,126.9495824,289,146.82,0,상도1동,9802,4,11,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11271.559481522245
다사496449,37.50244537,126.9303498,296,356.94,0,상도동,114034,0,5,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11653.65322039677
다사476434,37.4888143,126.90783,495,501.4,0,신대방동,45025,4,11,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10444.693089220162
다사534420,37.47650629,126.973524,246,715.41,0,사당동,95821,2,2,4,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12854.467111147318
다사536424,37.48012168,126.9757607,392,652.96,0,사당동,95821,0,0,2,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11577.710442483636
다사515446,37.4998431,126.9518649,319,428.59,0,상도동,114034,3,9,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13609.23939466385
다사478434,37.48882562,126.9100923,248,315.72,0,신대방동,45025,0,10,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10060.048825656493
다사512444,37.49802465,126.9484842,280,496.18,0,상도동,114034,0,2,4,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13318.137967224162
다사518459,37.51157602,126.9551736,341,213.24,0,본동,10520,3,13,23,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9461.79967563782
다사514440,37.49442989,126.9507732,633,325.1,0,상도동,114034,0,1,8,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11266.178087796352
다사531421,37.47739246,126.9701248,394,592.78,0,사당동,95821,0,1,4,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11480.969312504612
다사520444,37.49806656,126.9575344,245,397.41,0,상도동,114034,0,3,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11615.474308528188
다사538424,37.48013169,126.9780227,488,511.12,0,사당동,95821,0,0,6,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10902.955574106569
다사521444,37.49807175,126.9586656,512,486.35,0,상도동,114034,2,4,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11256.245939715118
