NODE_ID,정류소명,X좌표,Y좌표,법정동명
103900128,응봉초등학교.대림아파트,127.033168,37.5508021,응봉동
103900014,행당서울숲푸르지오109동앞,127.0318012,37.55438612,행당동
103900013,현대공업사앞,127.0324417,37.55010593,응봉동
103900012,신동아아파트후문,127.0328358,37.55468771,행당동
103900011,신동아아파트,127.0300982,37.54976756,응봉동
103900119,행당서울숲푸르지오상가앞,127.0340187,37.55557299,행당동
103900148,삼성래미안아파트,127.0275591,37.54837509,금호동4가
103900010,금호사거리,127.0250613,37.5481765,금호동3가
103900009,금남시장앞.백범학원터,127.021648,37.54827449,금호동4가
103900154,왕십리광장.왕십리역7번출구,127.0365163,37.56104655,행당동
103900135,두산상가후문.106동,127.0166851,37.54933842,금호동3가
103900008,극동아파트7동,127.0126657,37.54372076,옥수동
103900007,두산아파트113동,127.0160758,37.5505885,금호동3가
103900006,두산아파트109동,127.0166307,37.54988947,금호동3가
103900005,극동아파트4동,127.0115883,37.54353164,옥수동
103900004,극동아파트4동,127.0116845,37.5435055,옥수동
103900137,두산아파트109동,127.016797,37.54991499,금호동3가
103900138,두산아파트115동,127.0159607,37.55105588,금호동3가
103900139,금호역,127.0169909,37.54854922,금호동3가
103900140,금호역.두산상가경비실,127.0166208,37.54861301,금호동3가
103900003,금호역,127.0164273,37.54842402,금호동4가
103900002,금호역.3호선,127.0166253,37.54829423,금호동4가
103900141,화단삼거리,127.0196278,37.54821898,금호동4가
103900001,두산아파트113동,127.0162396,37.55078794,금호동3가
103900155,벽산아파트501동앞,127.0254385,37.5548867,금호동1가
103900156,벽산아파트505동앞,127.0262518,37.55440101,금호동1가
103900157,벽산아파트111동앞,127.0267898,37.55306308,금호동1가
103900158,벽산아파트206동앞,127.0272674,37.55215254,금호동1가
103900159,벽산아파트202동앞,127.0273469,37.55149025,금호동1가
103900160,벽산하이피아상가앞,127.0256433,37.55219616,금호동1가
103900161,우리은행.백범학원터,127.0211246,37.54826595,금호동4가
103900162,행당푸르지오아파트,127.0340035,37.55623906,행당동
105000472,왕십리역,127.0369827,37.56105361,행당동
105000471,옥정중학교,127.0113005,37.54124739,옥수동
105000470,옥정중학교,127.0109935,37.54097445,옥수동
105000469,옥수삼성아파트,127.0148091,37.54360878,옥수동
105000468,옥수삼성아파트,127.0146145,37.54379082,옥수동
105000467,금옥초등학교.금호대우아파트,127.0189291,37.54647457,금호동4가
105000466,금옥초등학교.금호대우아파트,127.0186519,37.54658996,금호동4가
105000465,금호사거리,127.0241853,37.54797844,금호동4가
105000464,금호사거리,127.0250025,37.54817651,금호동3가
105000463,금호삼성래미안,127.0269818,37.54787691,금호동4가
105000462,금호삼성래미안,127.0275354,37.54836158,금호동4가
105000461,응봉현대아파트,127.0307014,37.5497629,응봉동
105000460,응봉현대아파트,127.0309019,37.55013049,응봉동
105000459,응봉주민센터,127.0335212,37.55344401,응봉동
105000458,응봉주민센터,127.0336018,37.55399906,응봉동
103900167,래미안옥수리버젠아파트상가,127.015727,37.54437279,옥수동
103900169,옥수동주민센터.옥수동성당,127.0140192,37.54360617,옥수동
103900190,국민은행,127.0122219,37.54269716,옥수동
103900191,국민은행,127.0127561,37.5427782,옥수동
103900192,옥수동주민센터.옥수동성당,127.0136717,37.54323766,옥수동
103900193,삼성아파트정문,127.0152935,37.54382678,옥수동
103900189,성동노인종합복지관,127.0414403,37.56520977,마장동
103900188,중앙하이츠아파트,127.0389001,37.56525269,마장동
103900187,민자역사후문,127.0383643,37.56354928,마장동
103900185,금호1가동주민센터,127.0208123,37.55472829,금호동1가
103900184,금호정형외과,127.0204579,37.55408677,금호동2가
103900182,금호고등학교앞,127.0233929,37.55297995,금호동2가
103900181,벽산하이피아상가,127.0260018,37.55196713,금호동1가
103900180,벽산노인정,127.0268505,37.55105871,금호동1가
103900179,벽산아파트107동,127.0274313,37.55168754,금호동1가
103900178,벽산아파트109동,127.0274448,37.55261144,금호동1가
103900177,벽산아파트505동,127.0263706,37.55432168,금호동1가
103900176,벽산아파트501동,127.0255888,37.5550079,금호동1가
103900175,광희중학교.응봉역,127.0350585,37.55191103,응봉동
103900174,한신아파트후문,127.037073,37.5537403,행당동
103900173,한신아파트정문,127.0353825,37.55483475,행당동
103900172,민자역사후문,127.0386951,37.56308291,마장동
103900171,중앙하이츠아파트,127.0384487,37.5650543,마장동
103900170,삼성래미안아파트,127.0402756,37.56549402,마장동
103900196,금북초등학교입구,127.0236162,37.55565589,금호동1가
103900195,대현산배수지공원앞,127.0220575,37.55517771,금호동1가
103900198,선영약국,127.0306172,37.56677218,홍익동
103900197,텐즈힐아파트101동.115동,127.0292796,37.56698243,하왕십리동
103900202,숭신초등학교.도선고등학교앞,127.0271676,37.56732969,하왕십리동
103900201,왕십리도선동주민센터,127.0259157,37.56770843,하왕십리동
103900200,텐즈힐아파트120동.213동앞,127.0260063,37.56912306,하왕십리동
103900199,왕십리중앙교회,127.0267072,37.57000156,하왕십리동
103900211,청계현대아파트,127.0430257,37.57016549,마장동
103900208,청계장원아파트,127.0447486,37.56932918,마장동
103900203,마장2교사거리,127.0454637,37.56797516,마장동
103900204,마장2교사거리,127.0456033,37.56818275,마장동
103900207,청계장원아파트,127.0448455,37.56934274,마장동
103900209,옥수교회,127.016009,37.54523715,옥수동
103900210,텐즈힐아파트107동앞,127.0285145,37.56956858,하왕십리동
103900212,응봉동현대아파트,127.030938,37.54986196,응봉동
103900216,논골.대림아파트107동.금호동벽산아파트,127.0249544,37.5558964,행당동
103900217,옥수역5.6번출구,127.0169984,37.54185375,옥수동
103900219,서울숲푸르지오아파트,127.0237433,37.5450151,금호동4가
103900248,언더스탠드에비뉴,127.042776,37.543572,성수동1가
103900249,성동구민체육센터,127.044474,37.545138,성수동1가
103900251,경일중고등학교,127.049131,37.542316,성수동1가
103900253,이마트.서울숲힐스테이트아파트,127.052284,37.540121,성수동2가
103900254,서울숲코오롱디지털타워2차,127.05399,37.541411,성수동2가
103900255,서울경찰청제6기동단,127.054739,37.540076,성수동2가
103900256,한라시그마밸리앞,127.05532,37.539647,성수동2가
103900257,성수역3번출구,127.057061,37.543842,성수동2가
103900258,서울숲코오롱디지털타워2차,127.053848,37.541461,성수동2가
103900259,이마트.서울숲힐스테이트아파트,127.05257,37.540528,성수동2가
103900261,현대그린아파트,127.049622,37.540523,성수동1가
103900233,성수역3번출구,127.0566907,37.54355983,성수동2가
103900262,경일중고등학교,127.04921,37.542503,성수동1가
103900235,한라시그마밸리,127.0551786,37.53990607,성수동2가
103900236,서울경찰청제6기동단,127.0547712,37.54022816,성수동2가
103900263,서울숲역,127.045146,37.543869,성수동1가
103900264,성동구민종합체육센터,127.044515,37.54527,성수동1가
103900265,서울숲2번출입구,127.04255,37.543527,성수동1가
103900242,서울숲9번출입구,127.0375591,37.54363749,성수동1가
103900218,옥수역4번출구,127.0176125,37.54181185,옥수동
103900243,성수대교북단교차로,127.035517,37.54429585,성수동1가
103900246,마장역,127.0426522,37.56611408,마장동
103900247,마장역,127.0423948,37.56564741,마장동
103900266,옥정초등학교,127.0154196,37.54088924,옥수동
103900267,e편한세상금호109동,127.0218758,37.55348259,금호동1가
103900268,왕십리자이아파트107동,127.0259693,37.55971284,하왕십리동
103900269,왕십리KCC스위첸아파트,127.0268267,37.5603742,하왕십리동
103900270,금호베스트빌아파트노인정앞,127.0250695,37.56187332,하왕십리동
103900271,풍림아이원아파트후문,127.02685,37.56019425,하왕십리동
103900272,응봉역.광희중학교,127.0352979,37.55187861,응봉동
103900273,대림강변타운아파트A상가,127.0357172,37.55479017,응봉동
103900274,리버그린동아아파트정문,127.0375237,37.55349324,응봉동
103900275,서울숲리버뷰자이아파트제2주차장,127.0394073,37.55616527,행당동
103900276,서울숲리버뷰자이아파트제2주차장,127.0392798,37.55572157,행당동
103900277,서울숲리버뷰자이아파트제1주차장,127.038889,37.55419708,행당동
103900278,왕십리로교차로,127.0389354,37.55771977,행당동
103900279,왕십리로교차로,127.0391339,37.55776761,행당동
103900280,리버그린동아아파트,127.0382721,37.55334439,응봉동
103000514,서울숲리버뷰자이아파트제1주차장,127.0392367,37.55450974,행당동
103900281,왕십리역6-1번출구,127.037913,37.56079238,행당동
103900282,행당동서울숲더샵,127.0397223,37.55780723,행당동
103900294,행당동서울숲더샵,127.0399091,37.55800088,행당동
103000511,서울숲공원,127.0425737,37.5420906,성수동1가
103000512,성수역수제화거리,127.0546184,37.54515802,성수동2가
103000513,한양대역,127.0432471,37.55686515,행당동
103900285,한양대학교병원본관1층,127.0438016,37.55945987,사근동
103900291,한양대학교병원본관1층,127.0435712,37.55945161,사근동
103900286,한양대학교병원응급실,127.0445986,37.55981246,사근동
103900290,한양대학교류마티스병원동관,127.0446524,37.55997012,사근동
103900287,한양대학교백남학술정보관,127.0446277,37.55899635,사근동
103900289,한양종합기술연구원.생활과학대학,127.0449123,37.55906038,사근동
